Tickers,Date,Open,High,Low,Close,Adj Close,Volume
QQQ,2019-06-10,182.25,184.85000610351562,182.2100067138672,183.14999389648438,176.7774200439453,41385300
QQQ,2019-06-11,185.05999755859375,185.39999389648438,182.77999877929688,183.39999389648438,177.0187530517578,41260300
QQQ,2019-06-12,182.89999389648438,183.27999877929688,182.0,182.33999633789062,175.9956512451172,27758100
QQQ,2019-06-13,183.10000610351562,183.8699951171875,182.74000549316406,183.4199981689453,177.03807067871094,23715800
QQQ,2019-06-14,182.47999572753906,183.11000061035156,181.94000244140625,182.63999938964844,176.2852020263672,22844100
QQQ,2019-06-17,183.0399932861328,184.25,182.83999633789062,183.74000549316406,177.346923828125,20379500
QQQ,2019-06-18,185.91000366210938,187.72000122070312,185.42999267578125,186.41000366210938,179.92401123046875,48177300
QQQ,2019-06-19,186.66000366210938,187.52999877929688,185.57000732421875,187.11000061035156,180.59967041015625,31672900
QQQ,2019-06-20,189.72000122070312,189.75999450683594,187.16000366210938,188.85000610351562,182.2790985107422,40922000
QQQ,2019-06-21,188.6300048828125,189.77000427246094,188.1699981689453,188.57000732421875,182.0088653564453,39980400
QQQ,2019-06-24,188.52999877929688,188.72000122070312,188.05999755859375,188.16000366210938,182.01466369628906,19375200
QQQ,2019-06-25,188.02999877929688,188.13999938964844,184.64999389648438,184.92999267578125,178.89010620117188,33921100
QQQ,2019-06-26,186.16000366210938,187.3300018310547,185.49000549316406,185.7899932861328,179.72206115722656,22595700
QQQ,2019-06-27,186.4600067138672,186.94000244140625,185.99000549316406,186.5,180.4088897705078,19709200
QQQ,2019-06-28,186.9499969482422,187.14999389648438,186.07000732421875,186.74000549316406,180.6410369873047,21179200
QQQ,2019-07-01,190.32000732421875,190.57000732421875,188.3800048828125,189.25999450683594,183.07870483398438,31025600
QQQ,2019-07-02,189.1999969482422,190.02999877929688,188.66000366210938,190.00999450683594,183.80418395996094,18035800
QQQ,2019-07-03,190.49000549316406,191.44000244140625,190.2899932861328,191.44000244140625,185.1875457763672,15792100
QQQ,2019-07-05,190.1300048828125,191.39999389648438,189.38999938964844,191.0500030517578,184.810302734375,21415600
QQQ,2019-07-08,189.80999755859375,189.8699951171875,188.92999267578125,189.7100067138672,183.51405334472656,17598800
QQQ,2019-07-09,188.80999755859375,190.89999389648438,188.64999389648438,190.66000366210938,184.4330291748047,19193500
QQQ,2019-07-10,191.82000732421875,193.08999633789062,191.47000122070312,192.55999755859375,186.2709503173828,28374500
QQQ,2019-07-11,192.85000610351562,193.33999633789062,191.80999755859375,192.4199981689453,186.13552856445312,23736100
QQQ,2019-07-12,192.6300048828125,193.5399932861328,192.4499969482422,193.52999877929688,187.2092742919922,20211900
QQQ,2019-07-15,193.97999572753906,194.19000244140625,193.44000244140625,194.14999389648438,187.8090057373047,15606100
QQQ,2019-07-16,193.91000366210938,194.08999633789062,192.55999755859375,193.14999389648438,186.84170532226562,20190900
QQQ,2019-07-17,193.14999389648438,193.49000549316406,192.17999267578125,192.1999969482422,185.92266845703125,16765100
QQQ,2019-07-18,191.2899932861328,192.7899932861328,190.69000244140625,192.4199981689453,186.13552856445312,28877000
QQQ,2019-07-19,193.74000549316406,193.8300018310547,190.80999755859375,191.00999450683594,184.77159118652344,29387900
QQQ,2019-07-22,191.44000244140625,192.94000244140625,191.44000244140625,192.52999877929688,186.24192810058594,18954900
