review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2,review-details_location__E_Ine,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ
4.0,5 Oct 2019,I have been working for BEL hyderabad more than 3.9 years.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW29641068.htm,Contract engineer,"Current contractor, more than 3 years",,,Hyderābād,"It is owned by the Indian Government and primarily manufactures advanced electronic products for the Indian Armed Forces.
BEL is one of nine PSUs under the Ministry of Defence of India. It has been granted Navratna status by the Government of India.
It's proud to work with defence systems. Being military applications the system designs are rugged and should meet different environmental conditions, have gained good knowledge.
It's good that if you are sound in technical they support you.","Being it's one of the govt. organizations the work progress is quite slow.
There is lot of differentiate between permanent employee and contract employee. 
Contract employee will not get any benefits like insurance, PF, bonous viz. Expect fixed salary you will not get any other benefits for contract employee.
For contract employees, they treat differently as their needs, maximum times you need to do non technical work rather than technical work.",Show more
1.0,21 Dec 2021,Not impressive to its brand-name (Pune),https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW56973976.htm,Project engineer,"Current employee, more than 1 year",,,Pune,"Good if you can tolerate and stone heart.
Excellent if you get to go on trainings(on site) you won't have any issue there, as well as you get lot of knowledge on site.
Company is in good condition financially.
If you are technically(practically not theoretically) very strong , you will have lot of opportunities here.
Company offers the PG remote programs if you can qualify the exam taken by BEL","Work pressure.
Don't expect government culture.
Expect late evenings.
Senior management (from DGM itself) here don't care about employee, you will be treated as slave unless you are manager.
Although HR department is extremely forgiving for you, it forgives management too.
Limited leaves or hesitancy of all employees for 
taking leaves as it's considered as non performing asset.
All the cons from private and government combined forms the company.",Show more
4.0,4 Jul 2014,Enjoy freedom @ work like a start up and  experience the reputation of matured organization,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW4521010.htm,Deputy engineer/product design engineer,"Current employee, more than 3 years",,,Bengaluru,"1. good place for people who come forward and take responsibilities
2. Apt place for the ones who enjoy travelling, especially across the length and breadth of India
3. Gets a holistic view of the product irrespective of your trade if you are interested
4. Proper work life balance","1. Appreciation is not directly converted to a monitory compensation, which may be dissatisfying for some people
2. Growth rate is rather slow like any other Govt organization",Show more
3.0,5 Jan 2013,"If you want to work, you may have work, otherwise you can sit and relax...",https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW2253990.htm,Deputy engineer,"Former employee, more than 3 years",,,Ghaziabad,"Work for Defense forces of India
Great facilities like unlimited medical coverage, housing lease, club facilities etc.
Timing 8hrs per day.
Work/Sit/Relax, do what-so-ever you want.
Big campus & infrastructure-specially bengaluru unit.
you may have onsite opportunities but very rarely overseas.","Not a good place for growth seekers.
If you are working then you are attracting more work even other people's work from your group.
Salary is not comparable to other Navaratnas.
Uniforms at work place (:D)
Lack of industry wide used processes.",Show more
3.0,22 Nov 2012,Good but slow learning experience.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW2153945.htm,Manager,"Current employee, more than 10 years",,,,"Job security, 
Good company for first 10 years for all but after that a lot depends on ur boss (how strong he or she is), ur branch (whether u r an electronics engineer), ur department. Or how gud u r at °yes sir°.","Lack of job rotation leading to Compartmentalised thinking, 
Performers get overshadowed by manipulators, 
Growing dissatisfaction in performers,",Show more
2.0,11 Feb 2020,It's the worst experience I've had in a company . I would not recommend anyone to join .,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW31798386.htm,Deputy engineer/product design engineer,"Former employee, more than 1 year",,,Bengaluru,"There is only one pro if you are coming from very low package , you will get a drastic hike as it's a psu, other than that there is nothing here , they don't know A of technology , company is been run by middle men they buy stuff and put their logo and sell to defence .",You won't learn #₹## here unless you yourself have a drive to keep learning from other sources.,Show more
4.0,3 Feb 2015,Great place to learn! Bad pay!,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW5840931.htm,Am (f&a),"Current employee, more than 5 years",,,,"Its a Prestigious Government company
There is a lot of scope for learning especially if you  have a good manager.
great work life balance
good leave benefits
friendly environment
good medical benefits","Compensation is poor
Leadership could have been much better
Training needs are not address systematically",Show more
1.0,12 Nov 2019,Contract Engineer in BEL,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW30340407.htm,Contract engineer,"Former contractor, more than 1 year",,,Bengaluru,"Good opportunity and salary for freshers to learn
Exposure with a PSU having proper organisational structure
Experience certificate has value outside","*Work culture and work ethics are worst
* 6 days work. week off only on Sundays.
* No enough communication facilities like Internet, Phones etc..
*Visible discrimination between different employment types viz, Executives, employees. casuals, 
   contract engineers and trainees
*Contract engineers, Casuals and trainees are tortured to get maximum work done.
*No respect to each other
*Canteen only has Karnataka meals. No other options
*Mobile phone not allowed
*Securities behaves like prison guards
* Contract engineers, trainees and casuals are not provided with any privileges like BEL officers club, swimming pool etc
* Whole company is filled with grandpas and grandmas who always spreads negative vibe all over the company with their dull and arrogant faces",Show more
1.0,4 Nov 2017,A Navratna Company Paying Miniratna  payscale,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW17724313.htm,Anonymous employee,"Current employee, more than 1 year",,,Bengaluru,"Good Medical Facility

Working in BEL factory should an option only if you are a fresher

Experience people should only apply for Central D&E or for CRL, as HR considers only them as research labs","Pay scale is very low, although being a navratna company the payscale will be according to miniratna.

BEL does not consider experience from other company as experience, in other words if you have 2/3 years experience you will be considered as fresher unless specified in the advertisement.

CTC is never mentioned/ clear. If specified there is vast difference in CTC and take home salary

Different norms for BEL factory and Central D&E/CRL

Subsystems modules are outsourced and not manufactured inside BEL

Working/Staying late after office hours is ladder to promotion",Show more
5.0,19 Sept 2012,Production Control for 18 years and 9 years in Machine Shop which consists 8 CNC machines &  15 Conventional Machines,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW1969207.htm,Deputy manager,"Current employee, more than 10 years",,,Machilipatnam,Has got Ethics give values to the employees,No Idea I can say any thing,Show more
3.0,24 Sept 2016,Graduate Apprentice Trainee,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW12061331.htm,Graduate apprentice trainee,Former employee,,,Bengaluru,"Can Learn many Technical things and also Non Technical activities.
Best place for Fresher to start his career and get expertise in any one particular field.
One can be posted to any of the following type of domains such as R&D, Design, Manufacturing,Testing, Quality etc.","Too much of Rules & Regulation for Trainees.
No extension of your Employment with BEL after working as Trainee for a period of one year.
Stipend is very Less.",Show more
4.0,30 Aug 2015,Intern at BEL,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW7772743.htm,Intern,"Former employee, less than 1 year",,,Hyderābād,"Its was a good experience . Exposure to various RADAR systems used by the army , navy and air force. Exposure to various countermeasure techniques in electronic warfare systems. Various safety measures and sustainability of devices in various environmental conditions.",well most of the cool interesting stuff was classified to us and their core projects were completely restricted to us. well half the time of the day at the company is wasted due to security while entering the company.,Show more
4.0,17 Feb 2020,Senior engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW31902818.htm,Senior engineer,"Current employee, more than 3 years",,,Ghaziabad,Less work load. Good medical facility.,Worst HR policy for stay at outstation due to official movement. Oyo room will be provided by BEL to stay at outstation. Even at work E-2 to E-4 can feel the labour work they are doing i.e carrying items equipments from one department to other or to the site by hand.,Show more
3.0,4 Apr 2013,"Bharat Electronics , need to change..",https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW2528668.htm,Deputy engineer,"Current employee, more than 1 year",,,Bengaluru,"Not so hectic start for beginners. Quite easy to learn and adapt and no hard deadlines. get exposure to various domains. Good peer support. Some good benefits eg., Medical. Satisfaction for working in defense projects.","Not so great compensation, slow career progression as many are time bound promotions and yearly hike is meager. Not many great and inspiring managers. Support from managers cant be expected. Too hierarchical and worst Bond policies.",Show more
3.0,6 Apr 2021,Great place for Freshers to learn.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW45084096.htm,Contract engineer,"Former contractor, more than 1 year",,,Bengaluru,"* You'll learn a lot if you're assigned to purchase/ sub-contract department. And you will definitely get a job outside after your term completion.
* Full freedom to work (depends on your manager)
* I love the timings (8AM to 4 PM) - you'll have more free time in the evening.","* I hate the security & how they treat trainees, casuals & contract engineers.
* You'll receive no appreciation for your work.
* Employees are slacking off all day & executives will not question. They will ask you to work over time without any payment.",Show more
3.0,16 Feb 2019,One of the best PSU in India,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW24731643.htm,Deputy engineer,"Former employee, more than 1 year",,,Bengaluru,"Unique working opportunities,  Unrestricted access to resources at work,  abroad opportunities, excellent township and facilities, good tour allowances for executives","Limited learning opportunities, sluggish career growth, employee welfare below par for executives, rigid organizational structure, closed and rigid workplace culture , missing teamwork ,  work bond",Show more
4.0,1 Sept 2016,Bharat electronics ghaziabad ...at starting level review,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW11760874.htm,Deputy engineer,"Current employee, more than 1 year",,,Ghaziabad,Work life balance. You will sufficient time if yiu are preparing for comptitive examinations.,"1.Transfers are pravtically not possible untill you have access to ministry of defence or having some very solid medical reason.
2.Salary is less compared to other psus
3.Hiegher management behave in an autocrat way. Maximun time one way communication with AGM and above.",Show more
5.0,9 Feb 2020,It was helpful.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW31767444.htm,Intern,"Former intern, less than 1 year",,,Ghaziabad,"Met someone and he arranged people who worked there and they explained well about the machinery and everything. They had excellent knowledge, very kind. The whole place is surrounded over a large area. They had inbuilt canteen.","Usually if you don't know anyone ( i mean if you don't have a source), the HR team would just ask you to come on the first day and the last day, to collect the certificate. However I think that if someone would ask them about something related to their industry, they might help.",Show more
5.0,15 Jul 2021,QA Electronics Engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW49807092.htm,Qa electronics engineer,"Former employee, more than 3 years",,,Bengaluru,"It is friendly place. Where all people will help you even your senior come out to help you in case of any problem.
You gain good amount of knowledge by working there. And even if find any difficulty the surrounding people are always there to help you out.
You always learn new technology on the particular domain you are working in.. And even some software also like SAP also they tell you.",We cannot use our mobile phones inside BEL.,Show more
4.0,28 Nov 2017,Industrial Trainee at BEL Ghaziabad,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW18108979.htm,Anonymous freelancer,Former freelancer,,,,"The process was great:
They divided all student in no. of the group and we were told to visit a particular lab in a day and after visiting all lab, we have to select a particular project on a topic whichever I have visited in those and also we have to find a mentor for that lab by yourself.",They do not give permission to visit all lab as being a defence product making they make secure some lab not give permission to visit them.,Show more
3.0,12 Sept 2014,My experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW4958748.htm,Deputy engineer,"Former employee, more than 3 years",,,Bengaluru,"Great infrastructure. Good place for electronic engineers to start their career. Good starting salary. the working time is 8 to 4, so lots of time is their to do your further studies.",Nightmare for mechanical guys!!! Do not think you will be doing any engineering. Your life will be limited to autocad and small modelling in solidworks.,Show more
2.0,28 Jun 2012,better try some other PSU,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW1665355.htm,Deputy engineer,"Current employee, more than 3 years",,,Bengaluru,job is secured. lunch is good.,"tension, heavy work load for junior executives. 3 years bond and salary change after 10 years till then only 3% hike . in 10 years one will get maximum 2 promotion with 12%  hike therby in 10 years total hike maximum only 48% hike.",Show more
3.0,8 Apr 2013,Best electronics company in india with core competence products,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW2540630.htm,Deputy engineer,"Current employee, more than 1 year",,,Bengaluru,"Highly knowledgeable , experienced colleagues.
Profits though lesser, is still very high and will increase in future.
No domain of electronics is left untouched.
Best place for an electronics engineer to start a career. 
If not better, comparable to most private companies, in terms of salaries.","HUGE design time period.
Slower growth profile.
No job rotation between testing, R&D, production. 
Product obsolescence.
Major focus on defence oriented projected.",Show more
5.0,23 Dec 2016,Bharat Electronics Limited,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW13092153.htm,Intern,"Former employee, less than 1 year",,,Chennai,"Bharat Electronics Limited (BEL) has many Strategic Business Units (SBUs) across various campuses in India with Bangalore Complex (BGCX) being the headquarters of the company.Navaratna Public Sector Unit (PSU) BEL is a multi-product, multi-technology, multi-Unit conglomerate with over 350 products in the areas of

Military Communication,
Radars,
Naval Systems,
C4I (Command, Control, Communications, Computers and Intelligence) Systems,
Weapon Systems,
Homeland Security,
Telecom & Broadcast Systems,
Electronic Warfare,
Tank Electronics,
Electro Optics,
Professional Electronic Components and
Solar Photovoltaic Systems.",There are no such downsides of working at BEL,Show more
4.0,10 Jul 2015,Overall a good company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW7175471.htm,Anonymous employee,Former employee,,,,"High end Technology used
Good and fast internet access
Lots of freedom while doing job
lots of money available to try out 'experimental' projects related to running projects
good friendly atmosphere
Good salary, perks","Boss Centric....Displease boss, you are gone
Medium level maturity of management
Bad monitoring and control.... Lots of employees do 'private work' in office hours
uncontrolled internet access",Show more
4.0,16 Oct 2021,"Good place to learn, only if your really are up for learning",https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW54087933.htm,Graduate apprentice trainee,"Current contractor, more than 1 year",,,Bengaluru,"- Lot of employees are humble and kind to teach you everything from scratch. 
- Your supervisor will let you handle a some work and let you get experience.
- Employees and executives always include you.","- BEL is controlled by Govt. of India, so work done is pretty slow. 
- Due to its slow nature, the everyday work is pretty slow too. Mostly you'll get bored
- Stipend is minimal",Show more
3.0,17 Sept 2019,good for long period but not for short,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW29274457.htm,Anonymous contractor,"Current contractor, more than 3 years",,,Ghaziabad,"facilities like medical benefits, holidays, cab, gifts, pf, etc","company culture, politics, discrimination on the basis of designation",Show more
4.0,28 Apr 2012,Core job which every ECE engineer wants.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW1475004.htm,Deputy engineer,Current employee,,,Bengaluru,"A Proffesional Electronics company with the Indian defence forces as the major customers. The R&D job is best for the new engineers as they can see the product from conceptualization to final deployment , which cannot be got in a private company.","As in any govt organization, things are a bit slow. And also we cant use latest technology as it is, until its proven in commercial space for quite some time.",Show more
4.0,5 Sept 2011,Excellent for the people who wanted to work  on defense electronics.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW1093635.htm,Deputy engineer,Current employee,,,,"Good timings, good facilities, nicely balanced between work and personal life.","working on old technologies , most of the projects  designed by DRDO and manufactured here.  
Not much of KT's where juniors struggle and learn by there experience. weekly 6 days.",Show more
1.0,6 Apr 2014,I have been working at Bharat Electronics full-time for more than 2 year,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW4009892.htm,Member research staff,"Current employee, more than 3 years",,,Bengaluru,"This is heaven If
1. you can feel complacent even with few bucks in hand or 
2. doesn't want to improve your learning or feel you are the best sycophant in the world or 
3. have an ambition to be greatest fool who hardly bother to think even once before doing anything and wasting public money and his life's meaning
4. And likes to come 6 day week even when they have no meaningful work to do!!!","1. Your job definition can change any time, sometimes it can change within hours.
2. No training and can be asked to do the floor-boy or accounts or courier job many times.
3. In the name of Transfer of technology, you have to just keep track of the components count.
4. You can't plan for long term growth as you don't know what next hour you will be asked to do.
5. All the greenery and infrastructure looks good but is very inefficient.
6. Salaries are very less and increments (3%) are too less, and yearly bonus is around 0-10,000 based on company performance which is consistently in losing profits and will maintain the legacy.
7. Company doesn't have any values and will lie with you on any matter from salary to capability etc. so be cautious, they are the mountebanks of the field.
8. Those who say there is lot to learn, My request to them to try to get a job outside on their valuable experience. I have seen manager who shamelessly accepts ""Newly passed out students should not ask doubts to us as they are much more knowledgeable. "", This company will one day prepare you to be one of them
9. BEL does most of the time testing job only, most of the modules are outsourced to outside small companies. This is very painful when people less qualified than you get better job with your money.
10. In competition less market also it is struggling to perform, they recruit from top colleges or from all India exam. Which is cream in our society and BEL flush them.
11. It might be good for only those who in their life had never worked in a good lab environment and have very limited knowledge about whats happening in their field.",Show more
3.0,15 Jun 2014,A Good company in the field of Electronics Service.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW4407889.htm,Anonymous employee,Former employee,,,,"A company with rules & regulations for ease of operation & management.
A company where your job is secured.
A good company for assembly & testing works.","Not all the employees are open to new ideas & individuals.
Independent R & D activities are very less.
Recruitment process is old, could have made it efficient.",Show more
2.0,3 Nov 2015,DE in PSU,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW8531060.htm,Anonymous employee,Current employee,,,,"Good Medical Scheme
Good opportunity to learn and great learning of military requirements","Hierarchical in a negative way
Cannot voice out any injustice
Seeing many people not work and you being paid as much as them is a major demotivating factor",Show more
4.0,16 Apr 2020,If you are interested to work for defence field then work in this company.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW32765280.htm,Contract engineer,Current contractor,,,,We can involve into great projects.,BEL is having poor management for employee relationships. If you are permanent Engineer or Employee and having high recommendation then you can escape from the work else you would be victim for their partiality way of how they treat the people as slaves.,Show more
2.0,22 Feb 2013,Good for those who want job security.. not good for those who are talented and growth striving,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW2393500.htm,Deputy engineer,"Current employee, more than 1 year",,,Chennai,"freedom to do our task
less work pressure
easy to avail leaves
pride in working for defence projects","very frequent tours to deserts and other army territories
no bonus
very slow growth 
only top level ppl get higher salaries... working level get nothing big..",Show more
3.0,2 Oct 2018,Good Company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW22760496.htm,Delhi (ut),"Former intern, less than 1 year",,,"East Delhi, NY","""Good culture to work with and nice work life balance"" (in 82 reviews)

""100% job security, lots of learning opportunities""","""Bureaucracy, slow growth, Lack of innovation"" (in 21 reviews)

""Salary Gap between executives and assistant is very wide and promotion policy is time bound""",Show more
3.0,31 Oct 2012,Working in a govt organisation,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW2098709.htm,Internship,"Former employee, less than 1 year",,,Ghaziabad,"no one can through you out whether you do work or not, most of the people didn't seem to work, few were working actually, juniors work, seniors don't work much. Good salary, good for lazy people. Good opportunities available since all the latest technology is present to work upon.","not good for enthusiastic people, creativity can die in there, good for lazy people.",Show more
4.0,15 Sept 2019,Company with immense potential,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW29235382.htm,Anonymous employee,Former employee,,,,Major defence equipment supplier  EVMs designed and marketed by BEL have withstood vigorous scrutiny.  In depth experience in underwater technology and radars manufacturing.,Bureaucratic in working. Decision making slow. Personnel worried about vigilance . Too many checks and counterchecks.  Initiative stiffled.,Show more
4.0,23 Jun 2019,AGAPP,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW27562790.htm,Agapp,"Former contractor, more than 1 year",,,,"I was working in design and we are their to develop the new products and prototype,","Since we are doing the new products, concept design has to be done and it has to manufacture and also we wanted to test our design in QA dept.",Show more
4.0,1 Sept 2019,Web Developer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW28974557.htm,Anonymous contractor,Current contractor,,,,Job security. Good seniors. Nice job culture. Gets a chance to work for Indian Defence Forces Directly. Best for work life balance.,Go for permanent job only not for contract. Work on prety old technologies. No proper man management. To many lazy people. No proper structure to complete a task.  Slow growth for software engineers. Not recommended for CS background. Best for Electronics background.,Show more
4.0,13 Jul 2021,Design Engineer position,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW49688217.htm,Deputy manager,"Former employee, more than 10 years",,,Bengaluru,"The organization had well-established standards.
A good place to build technical capabilities if worked independently.
Good club, gym, the restaurant at Bangalore complex.
Credit co-operative societies available for loan assistance.","Management is strict regarding discipline. Not flexible.
Top talent has already left the organization.
Leftover people have limited research capability.
Need to learn independently.Not much support from the team.",Show more
5.0,11 Sept 2012,quality technology innovation values ethics all in my company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW1944204.htm,Manager,"Current employee, more than 10 years",,,Bengaluru,"like a ocean, every thing available in electronics, you should have interest to work, you will come up like any thing. state of are technology.",nothing to say about down. enjoying life every moment with challenging work,Show more
2.0,8 Jun 2017,DGM,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW15389976.htm,Dgm special projects,"Former employee, more than 10 years",,,Mumbai,Excellent team to work with. Highly professional company. Profit making PSU since inception in 1956 without fail even in a single year.,You have to be yes boss type to proceed to higher levels. No proper performance appraisals. Everything depends on how boss views you.,Show more
3.0,10 Jun 2016,Graduate Apprentice,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW10881761.htm,Graduate apprentice trainee,"Former contractor, more than 1 year",,,Bengaluru,"Industrial Experience 
SAP Software background 
Central Government  Training certificate (not much useful)
Good Learning Experience 
No work limitations ,You can work as your interest","Lots of responsibility because it is ministry of defense 
No flexible time shifts
Uniform for Trainees 
Less Pay compared to work.",Show more
5.0,16 Aug 2018,Bharat Electronics,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW21994728.htm,Senior engineer,"Current employee, more than 3 years",,,Hyderābād,Best PSU for electronics.. Lot of scope to learn. Pay and facilities are good. There is a huge scope to explore different core technologies and opportunity to work with and for defence forces. All units located in major cities except few. The present focus is on R&D and expansion.,No Saturday holiday. Management can consider declaring Saturday as holiday.,Show more
3.0,12 May 2020,Horizontal Knowledge growth || Good for permanent employees,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW33134961.htm,Deputy engineer,"Current contractor, more than 1 year",,,Bengaluru,"Vast opportunity for knowledge growth
Gets opportunity to work for complete lifecycle of project","Not good place to work for fixed tenuar or contract engineers as work gets assigned based on temporary / permanent employee criteria 
Best place to work for permanent job posting",Show more
4.0,3 Jul 2017,Graduate Apprenticeship,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW15727825.htm,Anonymous contractor,Former contractor,,,,"As electronic Student good opportunity to get in BEL,we can  learn more practically if you get good dept., but we have to explore when will come out once.",training period is more. less stipend. Instead of this my advice is  try to get permanent job in bel not as trainee or Contract Engineer.,Show more
3.0,26 Jun 2012,A Perfect Place where one could feel the comfort like one govt official does/feel after retirement so join BEL 2b Lazy.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW1651833.htm,Project engineer,"Current employee, less than 1 year",,,New Delhi,salary gets credited exactly on the last day of the working month..  a good opportunity to collect all ur CL's and take them on diwali holidays..!,"work bench (worst), project targets(frequent), managers support (zero).
Thanks to GOOGLE !",Show more
3.0,21 Jun 2013,Good company to work with for first 5 to 7 years of ones career,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW2756201.htm,Senior dgm,"Former employee, more than 10 years",,,Bengaluru,"Well laid systems,procedures,processes,rules and regulation exist.
Availability of skilled manpower .  Factory environment ,infrastructure and welfare measures are upto the mark","Company is mainly in Defence business and not having enough Civilian business.
Technical strength  to be improved. All the units of BEL should have their own products.",Show more
3.0,28 Sept 2017,worst HRD,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW17079866.htm,Engineer assistant,"Current employee, less than 1 year",,,Chennai,"learning is unlimited, huge exposure, unlimited experience","poor HR management- these people are never care for employee needs .., its useless department..  and another one is executives are promotion oriented... always they care for their promotion's. final verdict is you can gain lot., but job satisification is zero... because of poor HR polices",Show more
4.0,9 Nov 2017,Best for work life balance,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW17811711.htm,Member research staff,"Current employee, more than 5 years",,,Ghaziabad,"Work life balance is very good
Not much pressure in job
Company accomodation and club is superb
Medical facilities are the best in business i guess","Strict rule of 8 hours a day
Money deducted for short hours
HR practices are demotivating employees
Salary is very low",Show more
4.0,9 Jul 2021,Good Organization,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW49528118.htm,Assistant finance,"Former employee, more than 3 years",,,Ghaziabad,"Govt job
Good work exposure
Great Culture and promotional offers for Executives","Strict regulations 
Gatepass system for going outside
Bundles of work
No promotional benefits",Show more
4.0,9 Sept 2016,GOIT,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW11865913.htm,Graduate apprentice trainee,Former employee,,,Chennai,"Good exposure to get the training
Proud to work for the defense sector",Few of the permanent staff -Asst.Engineer are not too fair in treating the trainers and they are unfit for the job since most of the work are done by trainers and they use the work,Show more
5.0,26 Jan 2018,Deputy Engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW18926153.htm,Deputy engineer,"Former employee, more than 3 years",One of the best work culture in PSU's. 48% maximum perks of all PSU's,"Pay scale is less as comparable to other PSU, stickiness to 1 project for a very long tiem",Bengaluru,,,
3.0,25 Jun 2012,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW1646279.htm,Design engineer,"Current employee, more than 5 years",,,,Technical Job. Good Medical Facilities,"Lot of Paperwork and unnecessary Delays. Who does more work are burdened with more work, who does less are enjoying. Lot of Politics",Show more
3.0,21 Aug 2012,Regular Out Station,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW1871731.htm,Deputy engineer,"Current employee, more than 3 years",,,Bengaluru,"U don't have worry about anything , if u r interested to do something no one will stop u , and employee here learns the managerial skills soon","Regular out stations , uniforms , pay package  , Work culture . Poor HR",Show more
3.0,7 Jun 2013,Take initiatives to learn by your own,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW2714737.htm,Human resources intern,"Former intern, less than 1 year",,,Bengaluru,"People are encouraging and supportive only if initiatives are taken to learn, provides wide platform for understanding factory as well as corporate level environment & issues.",From the perspective of an intern with limited time duration for working there are unnecessary internal delays due to PSU's working culture.,Show more
2.0,12 Jan 2016,ENGINEERING ASSISTANT,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW9171087.htm,Anonymous employee,Current employee,,,Bengaluru,"it is very good organization to work.
the work timing are form 8 am to 4 pm. no traffic when you leave to work","there is no carrier growth. slow and old technology product.
there are no commercial products and only defence products.",Show more
5.0,23 Dec 2016,A Flagship in Defence Electronics,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW13094085.htm,Deputy engineer,"Current employee, more than 10 years",,,New Delhi,"Free hand to work on new projects with learned Mentors
wide spectrum of Projects
An institution to Grow with, Good HRDC",Sometime accountability is ignored,Show more
2.0,9 Apr 2017,Deputy General Manager,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW14552305.htm,Senior dgm,"Former employee, more than 10 years",,,Ghaziabad,The management used to depute me to solve intractable problems,The share of the fruits of good work was eaten by people who used to subscribe BOSS IS KING,Show more
4.0,6 Apr 2014,Working as Graduate Trainee in Central Research Laboratory since 3 months in Network Encryption Testing....,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW4008811.htm,Graduate apprentice trainee,"Current employee, less than 1 year",,,Bengaluru,"Pleasant And Friendly Atmosphere ,where we can share and implement the step by step improvements over the client needs ....",Best in Industry  At network Encryptions...,Show more
