"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"5.0","25 Mar 2019","The best company I had ever worked","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW25328947.htm","Customer service representative","Former employee, more than 3 years","Vijayawāda","","","Good organization,  Team spirit,  Long lasting goals,  Target achievement","Achieving Target, Good team spirit","Show more"
"2.0","4 Apr 2020","Assistant manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW32601505.htm","Assistant manager","Current employee","","","","Salary comes on time. Renowned brand","Rigid structure. Company has not trust in employees. Incentive calculation is hidden. No one knows how is it calculated. HR is pathetic.","Show more"
"3.0","19 Jan 2021","High number of employees creating unnecessary delays.","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW40990023.htm","Product development engineer","Current employee, more than 1 year","","","","Work environment, Food, Flexible timings","Inverter pyramid work force. redundant activities.","Show more"
"4.0","3 Mar 2021","Average","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW43412586.htm","Production engineer","Current employee","Alwar","Lots of opportunity , not so hectic work,good work life balance , good appraisal","Bad management , not so good industrial practices , Hr dept not good","","",""
"4.0","7 Sept 2021","Nice company","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW52184128.htm","Product head","Former employee, more than 1 year","Mumbai","","","Good company, good team, financially strong, good vision","All the things here good i dont find anything strange here compared privious companies","Show more"
"3.0","11 Nov 2021","Salary Hike is good per year. Also employees engagement","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW55229798.htm","Senior engineer","Current employee","Kāshīpur, Uttaranchal","15% per year confirm. Also you can enjoy your work culture","Work environment is not good overtime working is priority","","",""
"4.0","1 Oct 2012","Production Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW2005405.htm","Production manager","Former employee, more than 8 years","Alwar","","","Fast Growing company, direct approach toward works","Not a truly professional approach.","Show more"
"5.0","21 Jan 2013","customer satisfaction","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW2298433.htm","Computer operator","Current employee, less than 1 year","Nilokheri","","","great company whom provide all facilities to customer","if service not provide to customer then some dificulty","Show more"
"5.0","10 Jun 2019","Best with my personality","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW26570201.htm","Anonymous employee","Former employee, more than 5 years","","","","Trust & Brand ,Quality,Reasonable,easily availble","Worthy Trusty goodwill reputed fantastic","Show more"
"2.0","11 Sept 2019","Working from.last 3 years","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW29177092.htm","Assistant manager","Current employee, more than 3 years","Noida","","","Salary increment, work environment, management","No job security, no quick decision on projects","Show more"
"5.0","3 Oct 2019","Good knowledge of lighting,smart lighting and solar lighting","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW29611945.htm","Good knowledge in lighting, smart lighting and solar lighting","Current employee, more than 5 years","Ahmedabad","","","Good culture,very professional in all things","Fare in all things in work .","Show more"
"2.0","13 Aug 2020","Lloyd division","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW34871566.htm","Area service manager","Former employee, more than 1 year","Kolhāpur, Maharashtra","","","work with Havells 2 week off","Lloyd division is worst of Havells, and have worked 1 year, no proper guidance, guidelines.
no processes.","Show more"
"3.0","26 Aug 2021","Work Experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW51675864.htm","Assistant manager","Current employee, more than 1 year","Surat","Good Job security and company has experience people of industry so best for learning.","Company don't want understand the challenge and huge pressure for sales targets.","","",""
"5.0","29 Aug 2021","Wonderful. Amazing org. Provided every aspect to grow.","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW51790962.htm","Product head-sales","Former employee, more than 8 years","New Delhi","","","Wonderful. Amazing org. Provided every aspect to grow.","Didn't rimember. . . . . .","Show more"
"4.0","16 Sept 2012","strong brand company to work with.gr8 experience.","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW1961041.htm","Anonymous employee","Former employee, less than 1 year","Greater Noida","salaries are handsome.. best in the market in comparable to phillips and schneider electrics.","no work-life balance..senior management sucks.","","",""
"3.0","24 Jun 2019","Assistant manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW27584665.htm","Anonymous employee","Current employee","","Lot of learning opportunities with close connection to actual business.","No industry standards followed. Though having almost 200 IT employees environment is like a factory.","","",""
"4.0","1 Jul 2019","Looking for  a job in well Reputed organization","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW27718816.htm","Anonymous contractor","Former contractor","","The staff at Havells was cooperating and work environment is so nice","Politics at its best there","","",""
