"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"4.0","28 Jun 2016","Senior Power System Engineer","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW11069240.htm","Anonymous employee","Current employee, more than 3 years","Chennai","Good work life balance, great opportunities to learn, decent pay, well established company related to power and automation.","As of now, I would only say one thing that HR people at ABB seems to be not supporting for the transfer within ABB. Other than that, I have not found anything yet.","Show more"
"4.0","31 May 2017","Great kick-start to my career","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW15271238.htm","Anonymous employee","Former employee, more than 1 year","Bengaluru","Many  opportunities to learn and grow as a fresh graduate Engineer. 
ABB India Bangalore has a safe working environment in manufacturing plants.","Being a traditional manufacturing company at heart, some of the managers give importance to sense of hierarchy. Gets difficult to get acceptance over new ideas of developments.","Show more"
"3.0","30 Mar 2018","My first company, full of learning","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW19941633.htm","Senior project engineer","Current employee, more than 5 years","Bengaluru","You can learn robot programming, project execution, project planning man power planning and project management also automation and new technologies","Nothing big challenge that's all I can say, it's same like all Indian companies culture here is good compared to other companies","Show more"
"3.0","19 Jul 2018","I have been working at ABB full-time (More than 4 years)","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW21556130.htm","Tech lead","Current employee, more than 3 years","Bengaluru","Good work-life balance.
Matrix organisation structure.
Big corporation. Diverse Culture. Multiple groups.
Invest a lot in innovation.","Not a company for fresher.","Show more"
"1.0","9 Jan 2019","Mistake Joining this company","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW24138883.htm","Sales manager","Current employee, more than 5 years","Bengaluru","Very ideal for Lazy people... If you are Skill less and lazy and dont expect much from life you will LOVE it here, you will fit in as 90% of the company is skill-less and lazy with no drive and initiative","No growth for company or individuals.. Join only if you want to become a rock","Show more"
"5.0","26 Jul 2019","Career Growth","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW28273106.htm","Lead project engineer","Former employee, more than 10 years","Bengaluru","- HR Team supports you for Career Growth
- Highly supportive Managers
- Freedom to take decision on the Projects you work
- Great work-life balance","- Only concern which is universal in all companies, i.e. lesser salary comparing to the market standards when you stay for a long time.","Show more"
"3.0","19 May 2011","good for people who want aggressive growth","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW945223.htm","Design engineer","Former employee","Bengaluru","good opportunities and lesser people to execute.so if u want to progress, you will find lots of opportunities;as much as u can take","very little time for personal life;forget personal life if you want career growth here;and politics as usual.","Show more"
"4.0","26 Jul 2012","Power and Productivity for a Better world","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW1777101.htm","Ohs engineer","Current employee, more than 1 year","Bengaluru","Open culture and working environment is the best in this company. A strict Management Instruction and Code of Conduct guideline to make the work a Corruption free is the best about this company.","Sometimes the strictness and rigidity of the top management make the work very difficult.","Show more"
"2.0","24 Dec 2012","OK kind of company but lacks proffesionalism","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW2229260.htm","Project manager","Former employee, more than 3 years","Bengaluru","Job security,Travel policy,Exposure to Project deliverables,","Projects picked with negative margins,Sales team do mot consult with Technical teams,Non exposure to trainings,Only focused on revenue & collection.","Show more"
"2.0","18 Oct 2013","Pay was very very less as compared to other competitive companies like Schneider,Siemens.","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW3202157.htm","Applications engineer","Current employee, more than 1 year","Bengaluru","Work profile was good.Too many new things to learn.For guys lots of opportunity to travel abroad if you will work for ABB global industries and services limited,india operation center.","But the salary very low.At times work gets monotonous.","Show more"
"4.0","18 Jan 2016","Good place to work","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW9244416.htm","Senior domain engineer","Current employee, more than 1 year","Bengaluru","Less work pressure, ABB GISPL refers to RnD unit of ABB where stakeholders are our clients,
Good team spirit, Flexible work timings","Work place location, Salary revision","Show more"
"5.0","17 Nov 2016","Best place to work","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW12706644.htm","Anonymous intern","Former intern, less than 1 year","Mumbai","Best working environment, 
many things to learn,
Once you work here you will be able to grasp things in a way that none other would provide","Well nothing special, job sometimes might get hard.
It is seriously difficult to get into a company like this.","Show more"
"3.0","15 May 2019","Government company","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW26166477.htm","Software engineer","Former employee, more than 1 year","Bengaluru","Good work life balance
Nice sports activities
Safety measures
Less work load","No good pay
More politics
Less innovation
No scope for improvement
Ill management
Bad HRs","Show more"
"4.0","2 Nov 2012","Technology Company","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW2104459.htm","Service marketing engineer","Current employee, more than 3 years","New Delhi","Big brand , Technology company, MNC , proud to be part of such organisation, at the fore front of technology in power sector.","Salary is stagnant as compared to MNC , too bureaucratic , decision process is slow , some politics.","Show more"
"4.0","10 Feb 2020","Project Engineer","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW31780934.htm","Project engineer","Current employee, more than 8 years","Chennai","It's depend upon Location 
in Europe - Yeah it's well perfect for every one t work at ABB. Managers respect employees and  employees give time for their families.","If you need to work on Asia/India, think twice... Managers like school principal ..","Show more"
"4.0","11 Jan 2021","A company to stay for long period of time","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW40426731.htm","Cyber security engineer","Current employee, more than 1 year","Bengaluru","The company is great and it's one of the top companies where the candidate can start and continue their journey for a long period of time. Management has a clear objective","The salary-wise growth is a bit slow","Show more"
"4.0","14 Jan 2021","Good place","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW40677573.htm","Associate scientist","Former employee, more than 3 years","Bengaluru","Good work-life balance.
Good problems to solve.
Corporate Research encourages submitting project proposals irrespective of the experience level.","Each business unit behaves as different companies, in some cases even as competitors, so a bit difficult to get any buy-in for any idea.","Show more"
"3.0","12 Jul 2012","Mixed Bag - Positive Opportunities, Neutral Pay grade, Improvable Work Structure","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW1724515.htm","Manager - control systems engineering and design","Current employee, more than 8 years","Bengaluru","Great place to start working career for Engineers.
Excellent place for Business oriented people to grow.
Good Business strategies.
Excellent product portfolio in competing markets.
Excellent manufacturing facilities.
Good quality products many of them are actually premium.","Lacks proper structure in engineering execution.
Multiple focus levels in business.","Show more"
"4.0","24 May 2013","A great place to work for someone who is serious about pursuing a career as an Electrical Engineer.","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW2678771.htm","Socio de rr. hh. y especialista en relaciones laborales","Current employee, more than 1 year","Calcutta","1. Good talent base.
2. Great learning opportunities through the online library.
3. Exposure to the best technologies in the field.
4. Challenging projects.","1. Poor compensation.
2. Distinction between HQ and Regional offices.","Show more"
"2.0","23 Jul 2015","Join if you have no other option","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW7321361.htm","Senior software engineer","Current employee, more than 3 years","Bengaluru","Day care. No one will expect you to work late night. Health benefits.","Managers, Time logging, No hike. You have to work with the same salary as long you will stay here.","Show more"
"5.0","21 Nov 2021","Good place to work and grow","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW55647883.htm","Software engineer","Current employee, more than 3 years","Chennai","Work culture is very good for software team, they encourage to take up tasks voluntarily.
Benefits are very good with about 45 leaves per year","when years go by you get higher salary offers from other companies","Show more"
"2.0","22 Jun 2012","The dream land once i lived","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW1631123.htm","Senior engineer","Former employee, more than 1 year","Bengaluru","Lot of positives were there but not now. but still one of the leading technology companies int he field of electrical power","salary is horrible. heard about laying off recently. not doing financially well. employee satisfaction is very less","Show more"
"4.0","24 Feb 2015","A very good learning experience with the Low Voltage Drives Research and Development team. Good work ethics and values","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW5991430.htm","Intern","Former employee","Bengaluru","","",""
"4.0","28 Dec 2016","Big company with small difficulties","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW13128800.htm","Service engineer","Current employee, less than 1 year","Vadodara","A lot to learn as the company is multidisciplinary and having a span of more than 100 years","Seniors have some ego problems and are adamant at some points for knowledge sharing and adapting new ways of technology.","Show more"
"4.0","1 Jun 2021","Good Company to Work","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW47748657.htm","Technical project manager","Current employee, more than 1 year","Bengaluru","1. Projects and people are Good
2. No layoffs even in pandemic in India and also outside India
3. Cares lot about Employees","1. Approval process is slow
2. Salary package is low compared to market","Show more"
"5.0","8 Aug 2021","Good company to work","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW50841795.htm","Senior sales manager","Current employee, more than 10 years","Lucknow","Stable - company is stable in business scenario
Perks - Perks and entitlements are flat 
Safety - health & safety is given top priority","Company had few cons related to beaureaucratic structure which they have done away with...no cons as of now that I can recollect.","Show more"
"4.0","24 Feb 2015","Great company with great people","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW5991075.htm","Civil design engineer","Former employee","Vadodara","Work place relationships, team work, technical job with commercial flavour.","Less package than competitors, no hierarchical positions.. Just design Engineer whether be it one year experienced or ten. Not a great company for pure technical and design  works though","Show more"
"4.0","16 May 2017","Great Company to work","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW15092008.htm","Anonymous employee","Current employee, more than 5 years","Bengaluru","Flexible timing, good work life balance, great learning exposes, very good products, employee friendly HR policies, Cab for late working and many","Slightly bad managers, slightly less salary compared to industrial standards.","Show more"
"3.0","9 Apr 2017","Average company","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW14554904.htm","Anonymous employee","Current employee, more than 3 years","Bengaluru","Work life balance
Working environment
Extra curricular activities.","No major development going on in terms of work.
Below par salary 
Veterans are ruling the roost.","Show more"
"3.0","13 May 2019","Nothing Fancy","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW26124439.htm","Commissioning engineer","Former employee, more than 3 years","Bengaluru","Company is stable. Work culture is ok","No work life balance as a Commissioning or service engineer.
Below Average salary. For Banglore area it is difficult to survive
Very slow financial growth.","Show more"
"5.0","24 Sept 2020","Reviews on HSE culture in ABB","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW36350393.htm","Hse specialist","Former employee, more than 1 year","Bengaluru","Focus on individual Career development.
Great support
Various challenges
More attention on HSE aspects
Good exposure","Decision should be made immediately 
Need to automate the machines
BBS need to be improvised
Latest advancement need to be incorporated.
HSE should be in frontline.
More focus should be on site activities","Show more"
"4.0","8 Mar 2021","Good work place to work","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW43693029.htm","Software engineer","Former employee, more than 1 year","Bengaluru","All workflow processes are streamlined. Experienced buddies to help you with domain and much more.","Try to stay out of internal politics until it doesn't effect you personally.","Show more"
"4.0","21 Jul 2013","Challenging work, equality in open discussions, crippled salary structure","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW2844460.htm","Electrical design engineer","Current employee, more than 1 year","Farīdābād, Haryana","Encyclopedia of knowledge is open to every employee
New ideas are always welcomed","The salary structure is very much crippled. if u want to negotiate then try negotiating for per month in hand salary and virtually expect nothing else.","Show more"
"4.0","17 Aug 2014","Work Culture Review","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW4796555.htm","Design engineer","Current employee, more than 3 years","Bengaluru","Working Culture is good, opportunities to learn new things.","Management decisions are sluggish, works like a government company sometimes, Promotions are hard to come in some departments.","Show more"
"3.0","6 Oct 2015","My first Job","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW8199056.htm","Software engineer","Former employee, more than 3 years","Bengaluru","Work with some of brilliant people and improve your knowledge. Good compensation benefits.","not easy to change your role or team within organization.","Show more"
"4.0","30 May 2016","Manager","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW10773515.htm","Business development manager","Former employee, more than 3 years","Farīdābād, Haryana","Good HR Policies and flexibility to work","Salary is low as per the work ex and seniority,also flat structure of organsation puts everybody on same level,be it a person with 5 years of Experience or person with Wor-Ex of 15years","Show more"
"4.0","16 Feb 2019","Overall good company but growth is quite slow","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW24729963.htm","Anonymous employee","Current employee, more than 5 years","Bengaluru","- Good learning.
- 360 degree learning
- Good for freshers","- Salary is low
- Senior management is not really motivated enough
-Less scope for growth","Show more"
"3.0","12 May 2020","Nice Learning Experience but the salary is too low to sustain","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW33142338.htm","Local product manager","Former employee, more than 5 years","Vadodara","Independent work environment, Good Work life balance, High Learning Experience, good for freshers, Global Exposure","No 5 day week, Low Salary, Poor Career Path Definition, Weak HR, Not so smart co workers","Show more"
"3.0","14 Jun 2021","Good company to work with  if you’re looking for OT opportunities","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW48341789.htm","Research and development engineer","Current employee, more than 5 years","Bengaluru","Electrical and OT opportunities are good","I’ve been working with ABB from past six years and salary hike is not in line with market standards.","Show more"
"4.0","2 Apr 2012","It was ok","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW1421292.htm","Anonymous employee","Current employee","Bengaluru","Good place to work if you are interested in software development.
Salaries are decent
Hierarchy does not affect much.
So,ok","Lack of co-ordination b/w managers and developers.perks are less.
frequent reviews are not there.Effective communication is missing very much.","Show more"
"4.0","20 Jul 2012","Good working Environment","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW1752691.htm","Manager - engineering and design","Former employee, more than 1 year","Bengaluru","Time Framed & procedural work, Exposure, Opportunities, Care about Women employees, Respect & value to Individual. Good Salary.","Pressurized, long outstation visits for women, but HR has given an advantage to Women employees that no body shall work beyond 7pm in evening.","Show more"
"4.0","14 Oct 2012","Fine but heavy load","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW2047289.htm","Service marketing manager","Current employee, more than 1 year","Bengaluru","Open flat reporting and fast growth for real performance","People back up performance, but not ready to support when not performing. Need support during tough times","Show more"
"3.0","29 Jul 2014","Power System Engineer","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW4674511.htm","Power systems engineer","Former employee, more than 3 years","Vadodara","It is a great company to work with, in terms of knowledge you gain about power systems itself. Good knowledgeable people around. Great brand value, very good systems in place for all major activities.","Low salary, perks.
Unfriendly HR policies","Show more"
"2.0","3 Dec 2018","Finance Specialist","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW23668177.htm","Financial analyst","Current employee, more than 1 year","Bengaluru","Good Process and friendly employee's.","No good Pay, management problem","Show more"
"3.0","25 Apr 2019","Production","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW25837325.htm","Production","Current employee, more than 10 years","Bengaluru","Good working culture,brand name,best for beginers,good for unions","month end , year end pressure, less salary for locals,union gets good benifits but management no benifits","Show more"
"4.0","6 Sept 2019","Lead Project Engineer","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW29066101.htm","Lead engineer","Current employee, more than 1 year","Bengaluru","One of the leader MNC in electrical engineering field and international work culture","Being matrix organisation people has less ownership unless pushed by top management for critical risk or activities","Show more"
"5.0","29 Jul 2012","power and productivity for a better world","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW1784912.htm","Project manager","Current employee, more than 3 years","Bengaluru","A lot of opportunities for advancement and new projects. Supportive atmosphere for education etc","Expectations from managers to work very hours, but they are also working a lot,","Show more"
"5.0","10 Oct 2013","Sr Engineer","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW3162624.htm","Anonymous employee","Current employee, more than 1 year","Bengaluru","","",""
"3.0","21 Sept 2015","Good electical comapny.","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW8022910.htm","Product manager","Current employee","Bengaluru","Good Company to work . Less pressure. Free to do. company hungry for new ideas and innovations,,","Some times feels like working in a Govt company. Management decision making is slow. slow career growth.","Show more"
"3.0","28 Jan 2011","Average Experience","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW790877.htm","Anonymous employee","Former employee","Bengaluru","-Huge amount of Work Pressure
-If in Engineering , lot of On site work
-Lot of knowledge sharing on DCS / PLC if in Automation domain","-Poor package
-very less increment
-Poor work life balance
-Lot of Onsite work for Engineering/Commissioning
-Lot of Internal Politics","Show more"
"3.0","7 Jan 2012","its ok","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW1269672.htm","Executive","Current employee","Mumbai","","",""
"4.0","23 Aug 2016","Very Good","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW11665857.htm","Sales engineer","Former employee, more than 5 years","Calcutta","Travel Policies are very good
Overall process is very good
Very good working enviornment
Very friendly colleagues and guiding seniors","Appraisal is not upto the mark
Salary is less than other companies in market
More training should be given to employees on products","Show more"
"4.0","2 Sept 2017","Research & Development Engineer","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW16641011.htm","Development engineer","Former employee, more than 3 years","Chennai","Company with good values and reputation.","Senior Management needs to be properly selected","Show more"
"5.0","28 Dec 2017","Best company to work for","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW18500467.htm","Anonymous employee","Current employee, more than 10 years","Bengaluru","","",""
"4.0","27 Jul 2018","Work in ABB Chennai","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW21684592.htm","Senior design engineer","Current employee, more than 8 years","Chennai","Work  environment  is good. lots of opportunities for inhouse learning  & site experience . 
Flexible timing
True MNC","Due to back office culture support, direct customer interaction is less .  
Fewer job rotation. 
Use of Local language","Show more"
"4.0","6 Feb 2020","A Stable and Challenging Environment.","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW31715891.htm","Senior engineer","Current employee, more than 8 years","Bengaluru","1. Quite Challenging projects. 
2. Every day learning. 
3. Chance to grow","1. Lack of planning in certain projects.
2. Not very clear approach to projects. 
3. Country wise culture and treatment.","Show more"
"2.0","10 Jan 2021","Not Good for Job Security","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW40412400.htm","Formal employee","Current employee","Bengaluru","work-life balance
work timing 
office hours
no dress code","no job security
they can put you any skills","Show more"
"3.0","4 Dec 2012","wide product range and lots of things to learn","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW2180304.htm","Engineering quality assurance","Current employee, more than 1 year","Vadodara","for better future prospectives and opportunity to learning","its MNC but still work as a non MNC in some area. long approval time and mind set of the workers; politics","Show more"
"5.0","15 Jan 2014","The best company to work with :)","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW3538623.htm","Senior sales engineer, exports","Current employee, more than 5 years","Bengaluru","","",""
"4.0","3 Sept 2014","I worked in ABB for 3 Years Plus","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW4896823.htm","Engineer, supply chain management","Current employee, more than 3 years","Bengaluru","Its Nice working Environment Having provided the freedom to learn & Excellent Package","Nice package, Nice culture but L&D to be enforced by the Organization.","Show more"
"3.0","9 Apr 2015","Product Engineer","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW6294773.htm","Anonymous employee","Former employee","Bengaluru","Too good to learn and work in different departments","Low salary as compared to market. Growth is equally slow till you put your papers","Show more"
"4.0","16 Oct 2018","Planning Engineer","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW22988413.htm","Planning engineer","Current employee, more than 1 year","Chennai","Flexible Work timing.
Saturday is off.
Work Life Balance.
Less stress -  good work culture","Less salary increment.
Appraisal is not transparent.
Less scope of work - less opportunities to grow","Show more"
"4.0","9 Feb 2020","Worked as an intern. Overall experience was good. Interns are given the freedom to inovate from their ideas","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW31763623.htm","Intern","Former intern, less than 1 year","Bengaluru","Moderate work pressure. I helps us to avoid laziness","Salary for freshers 
will be bit less","Show more"
"4.0","30 Dec 2020","Working in Robotics domain","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW39928130.htm","R&d senior engineer","Current employee, more than 3 years","Bengaluru","1) Good work life balance
2) Employee safety is first priority","1) Salary structure is not matching with industry standard for a product based company.
2) Routine work and no new projects to change.","Show more"
"4.0","18 Feb 2021","I have been working in ABB for 4 years.","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW42679974.htm","Technical lead","Current employee, more than 3 years","Bengaluru","1) Work life balance
2) Stable company with lot of projects with mixture of technologies.","1) Salary is not upto market standard
2) No team outings, no goodies anytime. Nothing can be expected other than salary.","Show more"
"1.0","19 Mar 2021","Worst company to join","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW44267793.htm","Project engineer","Current employee, more than 1 year","Bengaluru","No pros are there, earlier lunch was cheap but now it is also costly","No work life balance
No hike or very little hike in a year
Better to join a startup, in ABB managers dont care about employees
ABB does drama that they care about your health a lot but when all companies were shutdown we were forced to go to office in lockdown.","Show more"
"4.0","9 Sept 2013","Working in ABB truely enriches your experience in terms of System & Controls!!","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW3028424.htm","Finance controller","Former employee, more than 1 year","Nashik","ABB has the best system, The control & governance are world class!!
Also has a favourable HR policy!!","The growth opportunity takes time to materialise!!","Show more"
"3.0","27 Nov 2015","Research","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW8758886.htm","Anonymous employee","Current employee, less than 1 year","Bengaluru","Flexible timing, stress free, deadlines are relaxed","politics throughout the organization....need to have a god father in the company to grow","Show more"
"3.0","11 Dec 2015","ABB GISL","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW8889857.htm","Software developer","Current employee","Bengaluru","- the brand name
- ABB is have lots / range of products 
- good work life balance","- no career growth
- very slow in adaptation to new technologies.
- no group building activities.","Show more"
"4.0","25 Dec 2017","R&D Engineer","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW18472104.htm","Senior r&d engineer","Current employee, more than 5 years","Vadodara","- Private and professional life balance
- Opportunities to learn new technologies and process
- Reliability 
- Job Satisfaction","- Flat organisation, takes time to see significant growth","Show more"
"3.0","25 Jun 2018","Great firm not so great pay","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW21208028.htm","Product specialist","Former employee, more than 5 years","Bengaluru","Decent culture, lot to learn with support from colleagues","Need to lobby a lot for good hikes and promotion.
No growth path for management trainees who join from good engineering firms","Show more"
"2.0","19 May 2019","ABB GBS Hebbal, Bangalore. - Not a place for people with brains.","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW26212192.htm","Anonymous employee","Current employee, more than 1 year","Bengaluru","Transport facility is the best.","Lack transparency in business.
Gender and racial discrimination.
Snail-slow work process.
Managers lack knowledge and skills.
Work environment lacks innovation.","Show more"
"5.0","24 Dec 2019","Reporting and Analytics","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW30998860.htm","Reporting analyst","Current employee, more than 5 years","Bengaluru","Flexible Work timings for Women. The HR team is extremely supportive and understanding. Best work environment. Many extracurricular activities. Loads of fun events. Management is cool. Rewards and recognition is unbiased","None, as per my experience","Show more"
"4.0","7 Aug 2020","good company to work for","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW34699324.htm","Senior manager","Current employee, more than 10 years","Lucknow","stable organisation ...good place to work if you are a go getter","Not a lucrative payer, old school systems...but things are changing, hope for the best","Show more"
"4.0","6 Feb 2021","Good to work for bad management to work under","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW42057503.htm","Finance specialist","Former employee, more than 1 year","Bengaluru","Job security and two way cab and Work culture","Too much mangalore politics at brigade magnum ABB office in finance department","Show more"
"3.0","28 Aug 2011","Good","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW1083055.htm","Senior testing engineer","Current employee","Bengaluru","Good Location and Work life balance","Professional growth is a bit slow compared other peers working in the same domain. No much challenging work for most of the employees.","Show more"
"4.0","20 Nov 2012","Am working in Welding Projects for more than One year in ABB","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW2151269.htm","Applications engineer","Current employee, more than 1 year","Bengaluru","Management and Traniee are treating in same level","Management is not  planning the work for the right person","Show more"
"2.0","6 May 2013","full Revenue based company, good products due to good R&D in europe","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW2626176.htm","Design engineer","Current employee, more than 5 years","Bengaluru","Good products (Designed in Europe)
Good Brand name
Flat organisation","Fully revenue based
Technical know-how is not updated 
Career growth is very slow","Show more"
"5.0","26 Nov 2014","Ocean of knowledge","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW5442305.htm","Electrical design engineer","Former employee, more than 5 years","Bengaluru","One can learn infinite stuffs at ABB, 
One can take up ownership very easily","Hectic, no recognition, no personal growth, look at personal growth of employees rather than managers alone","Show more"
"3.0","18 Jun 2015","Good","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW6946640.htm","Lead engineer","Current employee, more than 8 years","Bengaluru","Working at ABB you will have Freedom to do the job in the way you like it and you alone can take the decision if you feel you are on right path.","You will be asked to do multiple Tasks","Show more"
"4.0","4 Mar 2016","Good Place to work","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW9794545.htm","Electrical design engineer","Current employee, more than 5 years","Bengaluru","Good place to work.
Work environment is good.
Can learn many product & technology.","Increment is not so good.
Appraisal is depend on the management and performance is not considered.
No Training.","Show more"
"4.0","26 Aug 2016","Good place to work","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW11703771.htm","Design engineer","Current employee, more than 5 years","Chennai","Good place to work ,collaboration between all employees ,flexible working hours and safety work enivroments ,safetyy is first motto for organization","Should focus on employee competency developments and training's","Show more"
"5.0","12 Feb 2019","Project Manager in PMO at ABB Ability and Innovation Center","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW24666923.htm","Project manager","Current employee, more than 10 years","Bengaluru","Best work and Life balance environment","Global Career path and monitoring benefits","Show more"
"5.0","12 Dec 2019","Project Lead Engineer","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW30847126.htm","Project lead","Former employee, more than 10 years","Bengaluru","- Best team players
- Superior Work Culture
- Supportive Managers
- Futuristic Management
- Pro active HR
- Internal & External Trainers for Training
- Better Work - Life Balance
- Best Leave Policies and Time Management","- No cons as such","Show more"
"5.0","8 Jun 2021","Best Company to Work & Grow","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW48036929.htm","Sales & marketing for paen division","Current employee, more than 3 years","Mumbai","ABB belives in taking care of their people 
Despite of Pandemic , extended support to their employees by ontime salary payments 
good Career Opportunities
Good Business Ethics 
Good infrastructure","Salary Increment to be improved","Show more"
"2.0","8 Jan 2011","Average","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW766144.htm","Testing","Current employee","Bengaluru","A family guy may join in or professional who would like to study for there career ahead. The work pressure is less.","Salary when compared to outside market is less.","Show more"
"4.0","12 Dec 2012","Nice Company to work with","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW2202208.htm","Senior software engineer","Current employee, more than 1 year","Bengaluru","Very Stable, Good Employee benefits, Work Life Balance","Unstable from the some of the acquistion done by them .Things keep on changing every month","Show more"
"2.0","24 Jul 2013","ABB provides opportunities to the talented but is not a good paymaster in India","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW2853098.htm","Supply manager","Former employee, more than 3 years","Nashik","Freedom to work and deliver to the talented","Low compensation levels across the board","Show more"
"4.0","23 Jul 2017","Good Exposure as a Project Student","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW16034917.htm","Project student","Former employee, more than 1 year","Bengaluru","1) Hands on Experience on the Project Modules.
2) Food facility for the project Students","1) Strict checking at the entrance and will not be allowed without the Project letter.","Show more"
