"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"5.0","10 Sept 2024","Overall good experience as an intern","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW90902015.htm","Summer intern","Former intern, less than 1 year","Bengaluru","- Flexible work hours
- Scope for learning
- Helpful and amiable people","- None, had a great time","Show more"
"3.0","9 Sept 2024","Good company","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW90848367.htm","Manager","Former employee, more than 10 years","Bengaluru","Good work life balance in ABB","Slower career growth and less salary if you are an old employee","Show more"
"4.0","10 Sept 2024","Good","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW90874554.htm","Buyer","Former employee, more than 1 year","Bengaluru","Everything is good
Good Company","No Cons, it is good company","Show more"
"4.0","2 Aug 2024","""ABB: A Global Leader with Room for Improvement""","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW89721763.htm","Frontend developer","Current contractor, more than 1 year","Bengaluru","Innovative Work Environment: ABB is at the forefront of technological advancements, particularly in automation and robotics.
Global Presence: Opportunities to work in diverse locations and interact with international teams.
Strong R&D Focus: Significant investments in research and development, fostering innovation.
Comprehensive Benefits Package: Competitive salaries, health benefits, and retirement plans.
Sustainable Practices: Commitment to environmental sustainability and renewable energy initiatives.","Bureaucratic Structure: Slow decision-making processes due to hierarchical organizational structure.
Work-Life Balance: High expectations and workload can impact personal life.
Limited Career Growth: Career advancement opportunities can be slow and limited.
Communication Gaps: Inconsistent communication between different departments and management levels.
Resistance to Change: Established processes can be rigid, making it difficult to implement new ideas quickly.","Show more"
"3.0","9 Sept 2024","Good company","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW90863496.htm","Senior finance specialist","Current employee, more than 3 years","Bengaluru","","",""
"5.0","31 Aug 2024","Good Organization","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW90606091.htm","Data manager","Current employee, more than 1 year","Bengaluru","Cares for Employees, Lots of colloboration across work","Too far behind the curve in internal technology and processes","Show more"
"4.0","4 Sept 2024","Good place to work","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW90691755.htm","Sales specialist","Current employee, less than 1 year","Hyderābād","Culture, policies, benifits, MNC and Brand value","Not very aggressive in decision making and price support","Show more"
"4.0","5 Sept 2024","Job review","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW90760249.htm","Project engineer","Current employee, more than 1 year","Bengaluru","Good work culter
Flexible time","No cons. ABB is good company","Show more"
"3.0","29 Aug 2024","Good place to work","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW90536296.htm","Bids and proposals manager","Current employee, more than 10 years","Bengaluru","Good place to work and explore many things and many functions","No promotions
No clarity on further growth.
Stagnant in same roles for a long time with less salary than the market","Show more"
"5.0","2 Sept 2024","Professional MNC / Company","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW90628360.htm","Head l&d","Current employee, more than 8 years","Mumbai","Good benefit for helath 
Safety parctices
Balance life","Slow growth
Movable job
No learning","Show more"
"4.0","30 Aug 2024","Good","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW90587568.htm","R and d engineer","Current employee, more than 1 year","Bengaluru","Good culture 
Challenging nature of work","You will have different opinion on certain things from management 
Insurance and other Benefits could be a lot better","Show more"
"4.0","30 Aug 2024","Work culture","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW90580852.htm","Engineer","Current employee, more than 8 years","Bengaluru","","",""
"5.0","16 Jun 2024",".","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88296266.htm","Intern","Former intern, less than 1 year","Bengaluru","Learning Opportunities: ABB India offers a wealth of learning opportunities, from exposure to cutting-edge technologies in automation and electrification to insights into global business practices.

Professional Development: Interns receive training and mentorship from experienced professionals, helping to develop both technical skills and soft skills such as teamwork, communication, and problem-solving.

Innovative Environment: Working at ABB India allows interns to be part of an innovative environment where they can contribute to real projects and see the impact of their work on industry and society.","Competitive Environment: The competitive nature of the company means that interns need to be highly proactive and dedicated to stand out, which can be demanding and stressful.

Workload Pressure: Depending on the department and projects, interns might face high workloads and tight deadlines, which can be challenging to manage alongside learning and adapting to a new work environment.

Limited Scope in Some Roles: Some internship positions might have a limited scope of work, providing fewer opportunities to gain hands-on experience in diverse areas.","Show more"
"3.0","22 Aug 2024","Hierarchical with much much  lower than remuneration","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW90321514.htm","Regional leader","Former employee, more than 8 years","Mumbai","Good brand name n stability.","No career path, no employee consideration and Hierarchical.","Show more"
"3.0","31 Aug 2024","Good","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW90592402.htm","Account analyst","Current employee","Bengaluru","","",""
"3.0","29 Aug 2024","NIL","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW90528686.htm","R&d devops engineer","Current employee","Bengaluru","Opportunity to study new technologies","Too much of office politics","Show more"
"5.0","27 Aug 2024","Good Work Life Balance","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW90466767.htm","Technical specialist","Current employee, more than 5 years","Bengaluru","","",""
"3.0","27 Aug 2024","Product manager","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW90451949.htm","Product manager","Current employee, more than 8 years","Nashik","","",""
"5.0","24 Aug 2024","Best company","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW90378094.htm","Technical sales specialist","Current employee, more than 8 years","Bengaluru","","",""
"5.0","21 Aug 2024","Nice Company to work","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW90277444.htm","Associate project engineer","Current employee, more than 1 year","Bengaluru","","",""
"5.0","22 Aug 2024","Great Company","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW90342152.htm","Global product manager","Current employee, more than 10 years","Bengaluru","Wonderful Culture
Growing
Stable
Leader
Employee friendly","Company is good in many aspects and not much cons","Show more"
"4.0","19 Aug 2024","Very Good Company to work At.","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW90208202.htm","Manager","Current employee","Pune","","",""
"5.0","17 Aug 2024","Work culture","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW90179630.htm","Intercompany accountant","Current employee, more than 1 year","Bengaluru","Work culture skills team suport","No nothing no nothing no","Show more"
"3.0","11 Aug 2024","Review of ABB GBS (Finance)","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW89988403.htm","Financial planning and analysis specialist","Former employee, less than 1 year","Bengaluru","Appraisals are competitive.
Work-Life Balance is good.","Quality of work is bad. Work profile doesn't matched with JD.","Show more"
"2.0","4 Aug 2024","Bangalore branch is a service company","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW89781863.htm","Sse- development","Former employee","Bengaluru","If it is the only offer in hand.","We just agree to any work offloaded by the Swiss counterparts. So no good exposure of the development practises or domain knowledge.","Show more"
"4.0","14 Aug 2024","Embedded systems","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW90077929.htm","Embedded software engineer","Current employee","Bengaluru","","",""
"4.0","7 Aug 2024","Company Review","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW89871088.htm","Hr operations specialist","Current employee, more than 1 year","Bengaluru","Good culture and friendly people and very supportive staff","Sometimes micromanagement and team management should communicate with everyone without any bias within team members.","Show more"
"5.0","11 Aug 2024","good comapny","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW89997111.htm","Design engineer","Current employee, less than 1 year","Bengaluru","","",""
"5.0","10 Aug 2024","Good Culture","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW89970519.htm","Fpna analyst","Current employee","Bengaluru","","",""
"4.0","5 Aug 2024","Good","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW89815040.htm","Sales manager","Current employee, more than 5 years","Mumbai","","",""
"3.0","24 Jul 2024","3 years experience","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW89434490.htm","Project engineer","Former employee, more than 3 years","Chennai","","",""
"4.0","29 Jul 2024","All Good","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW89581584.htm","Field service engineer","Current employee, less than 1 year","Farīdābād, Haryana","Good for work life balance","Urgent Travel plan requirement for this post need","Show more"
"4.0","21 Jul 2024","ABB is a good place to work","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW89354874.htm","Sales","Current employee, more than 10 years","Bengaluru","","",""
"5.0","31 Jul 2024","Great company","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW89670960.htm","Process manager","Current employee, more than 3 years","Bengaluru","","",""
"5.0","22 Jul 2024","Company review","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW89359888.htm","Business development manager","Current employee, more than 3 years","Bengaluru","","",""
"4.0","22 Jul 2024","Knowledgeable","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW89362668.htm","Summer intern","Former intern, less than 1 year","Bengaluru","The work culture and other benefits.","Experience level is too high","Show more"
"5.0","23 Jul 2024","Good","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW89412802.htm","Design engineer","Current employee, more than 3 years","Bengaluru","I learned good technical things","Good office environment in all branches","Show more"
"4.0","22 Jul 2024","Electrical Estimation Specialist","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW89360995.htm","Estimation specialist","Former employee, more than 5 years","Bengaluru","1. Work life balance 
2. Working Culture","1. Pay scale 
2. More politics","Show more"
"5.0","9 Jul 2024","People 1st culture","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88972790.htm","Technical consultant","Current employee, more than 3 years","Bengaluru","People 
Culture
Scope 
Working Hours
Employee relations","Manager Hierarchy 
Promotion and grading 
Gifts and recommendations 
Recognition and reward 
People growth","Show more"
"5.0","18 Jul 2024","Great organisation to work for","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW89270755.htm","Student intern","Former intern, more than 1 year","Bengaluru","","",""
"5.0","15 Jul 2024","Great Company to work at","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW89175330.htm","Research and development engineer","Former employee, more than 1 year","Bengaluru","","",""
"5.0","18 Jul 2024","Work Life","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW89260933.htm","Project engineer","Former employee, more than 3 years","Bengaluru","Very Good
New opportunity unlock","No Cons I found in the company","Show more"
"3.0","16 Jul 2024","good","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW89217580.htm","Project engineer","Current employee","Indi, Karnataka","","",""
"3.0","17 Jul 2024","Needs improvement","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW89224711.htm","Financial analyst","Former employee, more than 1 year","Bengaluru","Many coworkers who are professionally qualified","1.Top down management
2.low investments on employees","Show more"
"5.0","18 Jun 2024","It's a great place to work","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88346271.htm","Talent acquisition partner","Current contractor, more than 5 years","Bengaluru","Amazing culture, Great leadership, Great work spirit.
People gets chances to work on Global Projects, travel globally as per the projects requirements, Fun loving work culture. ABB provides good growth opportunities to learn and grow.","Not much except some delays in the internal work but overall good to work with.","Show more"
"3.0","8 Jul 2024","GOOD","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88961880.htm","Hardware design engineer","Current employee, less than 1 year","Bengaluru","","",""
"4.0","21 Jun 2024","Good company","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88477860.htm","Project manager","Current employee, more than 8 years","Bengaluru","Flexible work, good work conditions","Less growth, very small appraisals. Carrier growth is a challenge in long run","Show more"
"5.0","12 Jul 2024","Migration","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW89087260.htm","Migration engineer","Current employee","Bengaluru","","",""
"4.0","8 Jul 2024","Company review","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88939634.htm","Ip officer","Current employee, more than 5 years","Bengaluru","Good work life balance
Company policy is really good","Parents are not covered under insurance provided by the company","Show more"
"4.0","4 Jul 2024","Overall a good company with great products","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88853529.htm","Associate project manager","Former employee, more than 3 years","Bengaluru","Innovative company, on time salary, job security","Low compensation as per industry standards 
Work pressure","Show more"
"5.0","21 Jun 2024","Nice workspace environment","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88470731.htm","Associate","Former employee, more than 1 year","Bengaluru","- good team culture and work culture 
- nice work life balance
- very good exposure to international collaboration exposure","- maybe very industrial and instrumentation domain specific may not be for everyone taste","Show more"
"3.0","2 Jul 2024","ABB India","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88762940.htm","Business development manager","Current employee, more than 10 years","Bengaluru","Excellent organization with ample opportunity to learn & grow","Corporate Bureaucracy
Complex Organizational Structure
Low Payer","Show more"
"4.0","1 Jul 2024","Warehouse Manager at ABB india Limited","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88739884.htm","Warehouse manager","Current employee, more than 3 years","Bengaluru","","",""
"3.0","27 Jun 2024","Good company for job security with less compensation","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88645634.htm","Scm analyst","Former employee, more than 5 years","Bengaluru","","",""
"3.0","4 Jul 2024","Ghhjj","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88840422.htm","Intern","Current intern","Bengaluru","","",""
"4.0","1 Jul 2024","FPA","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88734725.htm","Financial planning and analysis","Current employee, more than 1 year","Bangalore Rural","","",""
"3.0","19 Jun 2024","Good company","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88406107.htm","Procurement specialist","Current employee","Bengaluru","","",""
"3.0","22 Jun 2024","Good overall","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88492525.htm","Fp&a analyst","Current employee, more than 3 years","Bangalore Rural","","",""
"5.0","18 Jun 2024","Lead Project Engineer","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88378870.htm","Lead project engineer","Current employee, more than 5 years","Bengaluru","","",""
"5.0","17 Jun 2024","Great place to work","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88313053.htm","It-architect","Current employee, more than 3 years","Bengaluru","","",""
"4.0","16 Jun 2024","Hdd","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88295252.htm","Diploma engineer trainee","Current intern, less than 1 year","Bengaluru","Work location is best
More comfort","Work is lot
More focused on basic work","Show more"
"3.0","3 Jun 2024","good place to work","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW87890597.htm","Quality control specialist","Former employee, less than 1 year","Vadodara","only if u work in office","not good for production related roles","Show more"
"5.0","13 Jun 2024","Good place to start your career","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88227164.htm","Data science intern","Former intern, less than 1 year","Bengaluru","","",""
"3.0","16 Jun 2024","Good","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88295729.htm","Software engineer","Current employee","Bengaluru","","",""
"4.0","11 Jun 2024","Work life balance","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88171018.htm","Specialist","Current employee","Bengaluru","","",""
"5.0","10 Jun 2024","Good working condition","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88122024.htm","Webmaster","Current employee","Bengaluru","","",""
"5.0","7 Jun 2024","Pay scale","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88033438.htm","Financial planning & analysis analyst","Current employee","Bengaluru","Work life balance.
Learning and growth","No cons as of now. It's good company for fresher's.","Show more"
"4.0","11 Jun 2024","Great","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88170162.htm","Bi specialist","Current employee, more than 1 year","Bangalore Rural","Benefits
Leave plan
Pay structure","No travel opportunity from Covid","Show more"
"5.0","2 Jun 2024","Nice place to work","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW87874359.htm","Suply chain manager","Current employee, more than 5 years","Bangalore Rural","Good market, stability in career..overall it’s a great company","Less salary than the market","Show more"
"3.0","6 Jun 2024","Neutral","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW88002891.htm","Finance specialist","Current employee","Bengaluru","","",""
"2.0","30 Aug 2023","If you have the better opportunity go with that don't go by brand name","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW79618912.htm","Anonymous employee","Current employee, more than 3 years","Bengaluru","Process based Company with good higher management but not so good Local managers they just care about the company and don't know how to manage the resources well and guide or treat them .","Lower level managers are just worthless and classless ,easily can spoil anyone's dream of working in companies like ABB.. learning will affect,scope of role is not known to anyone. don't get it to it unless and untill you have other offers with better scope and package . HRs will lie a lot to convince employees to join ABB ,once you join u will get to know the reality. it's a low level managers company, no respect or scope for Technical people,they behave ruthlessly. save urself from Mental harassment Don't believe in the lies of HR team. learning wise horrible , only domain specific learnings are available. Insurance policy is very bad , no good incentives","Show more"
"5.0","29 May 2024","Nothing","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW87740471.htm","Finance analyst","Current employee","Bengaluru","","",""
"5.0","26 May 2024","Good place to start as a fresher","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW87648455.htm","Financial planning analyst","Current employee, more than 1 year","Bangalore Rural","Worklife balance
Good for freshers","Nothing so far to say","Show more"
"5.0","22 May 2024","Abc","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW87528221.htm","Software developer","Current employee","Noida","","",""
"5.0","23 May 2024","Salary","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW87597048.htm","Software development engineer in test (sdet)","Former employee, less than 1 year","Bengaluru","All good there is no cons","no cons till the time i was there","Show more"
"3.0","27 May 2024","Nice","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW87677700.htm","Engineer","Former employee","Raipur, Chhattisgarh","","",""
"4.0","22 May 2024","Very nice working life","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW87540334.htm","Sales support specialist","Current employee, more than 1 year","Bengaluru","Very nice place to work
Employee relations 
Support
Benefits 
Opportunity","I
Have
Nothing 
To 
Share","Show more"
"5.0","23 May 2024","Good","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW87594840.htm","Accountant","Current intern","Bangalore Rural","","",""
"4.0","23 May 2024","Great","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW87564816.htm","Solutions engineer","Former employee, more than 5 years","Bengaluru","","",""
"1.0","22 May 2024","Integrity issues","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW87557707.htm","Secretary","Current employee","Vadodara","Nothing good at Maneja location","HR cannot be trusted, very unreliable management. People with lack of integrity in authority. So cannot think if you can get any fair decision. Better not to join at this place.","Show more"
"2.0","22 May 2024","Good","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW87557247.htm","Fp&a analyst","Current employee, more than 8 years","Bengaluru","","",""
"5.0","15 May 2024","NA","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW87290139.htm","Sales support specialist","Current employee","Bengaluru","","",""
"4.0","11 May 2024","Work life balance","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW87175148.htm","Procurement specialist","Former employee","Bengaluru","","",""
"3.0","9 May 2024","Good workspace","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW87110952.htm","R&d engineer","Current employee, more than 1 year","Bangalore Rural","Good workspace 
Nice work culture","Might not get good tech stack","Show more"
"5.0","9 May 2024","professional","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW87112462.htm","Executive","Former employee, more than 5 years","Hyderābād","food, entertainment, no work, every thing","no cons so far even any time","Show more"
"4.0","15 May 2024","Abb","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW87293788.htm","Software engineer","Current employee, more than 1 year","Bengaluru","","",""
"3.0","13 May 2024","Work life balance","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW87224361.htm","Associate technical specialist","Former employee","Bangalore Rural","Good Work-life balance
Job stability","No proper salary hikes
less career growth","Show more"
"2.0","22 Apr 2024","Good company - be careful with integrity policy","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW86553938.htm","Principal software engineer","Former employee, more than 3 years","Bengaluru","Good hike and variable pay","* They just fire on the basis on integrity and no explanations given
* managers/management can violate the integrity and still play safe","Show more"
"4.0","5 May 2024","Employee friendly","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW86987759.htm","Project engineer","Current employee, more than 1 year","Bengaluru","","",""
"3.0","10 May 2024","Good","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW87156832.htm","Senior test automation engineer","Current employee, more than 1 year","Bangalore Rural","Wfh
Canteen
Campus
Accessibility 
Labs","Bad team collabs
Bad management
Non technical managers
Compensation
Yearly targets","Show more"
"3.0","24 Mar 2024","Company is good but entire experience depends on which project you go","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW85648140.htm","R&d engineer","Former employee, more than 1 year","Bengaluru","Work-life balance
Work culture
Leave policy","Higher Management
Managers and their favourites
Attitude of senior employees
Laid back thoughts","Show more"
"3.0","30 Apr 2024","Salary for HR","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW86827889.htm","Human resources specialist","Current employee, more than 3 years","Bengaluru","","",""
"4.0","19 Mar 2024","Peacefull work environment with minimal work pressure","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW85468984.htm","Full stack software engineer","Former employee, more than 1 year","Bengaluru","Work pressure is less. 
Promotes healthy work environment. 
They also give bonus based on Company's overall performance so it will plus in your variable pay","HR's are not available to deal with any issue. Increments are not that good you may get around 1 to 1.5 L per annum.","Show more"
"5.0","27 Apr 2024","Avg salary","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW86740456.htm","Senior software engineer","Current employee","Mumbai","","",""
"1.0","29 Oct 2023","Please dont think of Joining this company","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW81359010.htm","Department manager","Current employee, more than 1 year","Bengaluru","No pros as there is nothing to say","Old-type traditional Management needs to go 25 more years to adapt to the modern digital world; it speaks a lot but is a highly unorganized company. That is the worst leadership I have seen. It is recommended for people with low technical and zero creative Knowledge. HR and Finance never understand employees and mistreat them.","Show more"
"3.0","25 Apr 2024","Review","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW86678310.htm","Software engineer","Former employee, more than 1 year","Bengaluru","","",""
"3.0","9 Apr 2024","Poor salary","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW86148312.htm","Sales support specialist","Former employee, more than 1 year","Bengaluru","Good work culture.
Good place for female employees","Salary is not proportional to experience","Show more"
"5.0","10 Apr 2024","Benefits","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW86208728.htm","Sales director","Current employee","Bengaluru","Freedom to execute ideas
Good work life balance
Good culture","More process driven taking time to accomplish tasks","Show more"
"4.0","15 Apr 2024","Nice","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW86350094.htm","Sales executive","Current employee, more than 3 years","Bangalore Rural","","",""
"5.0","13 Apr 2024","Engineer","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW86278237.htm","Software engineer","Current employee, more than 1 year","Bangalore Rural","","",""
"4.0","4 Apr 2024","Good","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW85991314.htm","Sales support specialist","Current employee, more than 1 year","Bengaluru","","",""
"5.0","8 Apr 2024","Extremely positive work environment","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW86112692.htm","Business consultant","Current contractor, more than 3 years","Bengaluru","","",""
"2.0","31 Mar 2024","Good overall","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW85870392.htm","Country business leader","Current employee, more than 10 years","Farīdābād, Haryana","Process driven and global leader in electrical products","No work life balance. Bas payment structure","Show more"
"1.0","23 Mar 2024","Toxic environment","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW85631945.htm","Senior software engineer","Current employee, more than 8 years","Bengaluru","If someone have no personal life please join.","Working in the company is like working 24/7. Management will connect anytime unofficially to force you work without respecting your personal time. You will be questioned if you take leave and fake urgency wil be credited to cancel your leave.","Show more"
"5.0","29 Mar 2024","15 years experience in Capital & MRO items.","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW85814703.htm","Purchasing manager","Current employee, more than 10 years","Farīdābād, Haryana","Open Culture
Freedom of work
Motivation for Innovative ideas","Remuneration not as per performance.","Show more"
"3.0","8 Mar 2024","Good company to work","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW85153585.htm","Senior project engineer","Current employee, more than 5 years","Bengaluru","Work life balance, learning, opportunities","Salary, Career growth, recognition & Increment","Show more"
"3.0","2 Mar 2024","ABB review","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW84945107.htm","Project enginner","Current employee, more than 1 year","Bengaluru","Good Work Environment, Good HR team and very good work life balance","not so competitive or knowledgeable lead engineers, Promotion is based in who is favourable to the management and managers","Show more"
"4.0","30 Mar 2024","GOOD","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW85839977.htm","Senior hardware engineer","Current employee, more than 1 year","Bangalore Rural","GOOD LIFE BALANCE AND WORK","Salary not upto market standards","Show more"
"4.0","15 Mar 2024","Good Company with bad pay structure","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW85356143.htm","Senior technical specialist","Current employee, more than 10 years","Bengaluru","","",""
"2.0","24 May 2023","Not the ABB People Think About","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW76761016.htm","R and d engineer","Former employee, more than 1 year","Bengaluru","1. No much work pressure","1. Very Slow growth, people are doing same work for 5-10 years 2. No perks, canteen food is costly enough for daily consumption 3. HR is for namesake, won't even respond to queries 4. Very few setup to work with, everything is controlled from Switzerland, for any technical clarification local support is minimum 5. Too much dirty politics, in name of Sprint review and retro, meetings for for hours, where senior people wants to target new comers, nobody wants to do redundant work, so they force juniors to do, no documentation, people selectively choose work 6. Managers are almighty, they can make or break your reputation. Whatever the feel becomes rule. Rule is different for different people. They harasses you when you decided to resign. There are some people, especially seniors who are there to give feedback to manager and they will always listen to them. HR has no say on things told by managers 7. Almost one year manager will ensure that you won't get hike by giving you less ratings 8. Bad work from home policies, unnecessary need to stay in office for 9 hours a day 9. In name of one ABB salaries of many employees are very low","Show more"
"3.0","27 Mar 2024","Good Opportunity For Growth","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW85763133.htm","Product owner (po)","Current employee","Bengaluru","","",""
"4.0","18 Mar 2024","Good company with good growth opportunities","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW85445947.htm","Technical specialist","Current employee, more than 10 years","Bengaluru","Work life balance
Reasonable hikes
Progressive and steady growth","Not a company where you will be promoted easily","Show more"
"4.0","17 Mar 2024","Good place to work","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW85408835.htm","Senior consultant","Former employee","Hyderābād","","",""
"4.0","19 Mar 2024","Great work life & Culture","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW85473812.htm","Procurement manager","Current employee","Nashik","Good work environment
Good work ethics & culture","Salaries are less compared with other locations","Show more"
"5.0","17 Mar 2024","Good","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW85404971.htm","R&d automation engineer","Current employee","Bangalore Rural","","",""
"4.0","18 Mar 2024","Good","https://www.glassdoor.sg/Reviews/Employee-Review-ABB-RVW85466239.htm","Junior consultant","Former freelancer","Indore","Good I guess mostly sane","Depends how you look at it","Show more"
