"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_location__E_Ine","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"5.0","11 Oct 2024","Very good company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91839061.htm","Financial services consultant","Current employee, less than 1 year","Very supportive TL and managers","It's very good company and growth future","Show more","","",""
"4.0","5 Oct 2024","NA","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91644729.htm","Business trainee","Current employee, less than 1 year","It is good company to work for self development and to gain more knowledge. the company has made issuance of policy easy which was very satisfying","There is no proper and timely response from operation team","Show more","Panaji","",""
"5.0","20 Sept 2024","Overall my experience was good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91186276.htm","Financial services consultant","Current employee, more than 1 year","You can work here without having fear of loosing your job everyday!
My manager was supportive and understandable person you just need to be honest with your him/her.","I was not happy with my super boss's behaviour he always used to disrespect and torture me and my manager too.
As usual in sales there is always a pressure is on.","Show more","Indore","",""
"4.0","9 Oct 2024","It's good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91789809.htm","Area sales manager","Current employee, more than 3 years","Good
Good
Good
Good
Good","Senior management not supporting 
Long working hours
Too much pressure
Compensation not as per work load
Less benifits","Show more","Jalandhar, Punjab","",""
"4.0","19 Sept 2024","It's good ,not bad.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91168315.htm","Financial sales consultant (fsc)","Former employee, less than 1 year","Everytime I was thinking about insurance I get an idea with the mentorship given, just to be helpful for the people who knows less about their future of investments in spite of securing early they distracts on their own like if this happens what I have and if that happens what I have to support.","Protection and coverage against any disastrous situation to overcome with if nothing is there to choose kind of elements are precursory for our day to day living and dreaming.","Show more","Raipur, Chhattisgarh","",""
"5.0","11 Oct 2024","Good working environment","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91829768.htm","Senior financial service manager","Current employee, more than 3 years","Good working environment and incentive structure","nothing at all, one of the best experiences","Show more","Ahmedabad","",""
"2.0","9 Oct 2024","Not good company as it was earlier","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91791474.htm","Relationship manager","Current employee, more than 3 years","We should not join this company","Nothing good to mention, Very bad company","Show more","Alīgarh, Uttar Pradesh","",""
"5.0","9 Oct 2024","It was the great opportunity Gave me..","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91760990.htm","Financial services consultant (fsc)","Current employee, more than 1 year","","","","Ujjain","Good job security, management satisfactory","Working culture is in under pressure.non supportive manager."
"5.0","11 Oct 2024","very good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91831283.htm","Business development manager","Current employee, more than 1 year","","","","Budaun","company culture is very good","Good Experience, Good company ICICI Prudential"
"5.0","9 Oct 2024","agency","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91792808.htm","Unit manager","Current employee, more than 1 year","Good atmosphere to work in this company","nothing seems to be negative about this company","Show more","Bengaluru","",""
"5.0","8 Oct 2024","Good experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91739354.htm","Anonymous employee","Current employee","","","","","I got knowledge about insurance and investment","I lots of learning in this fieald"
"2.0","8 Oct 2024","Work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91725237.htm","Sales executive","Former employee, less than 1 year","","","","","It is always work work and work","Too much stressful job so left it"
"5.0","7 Oct 2024","-","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91715276.htm","Business trainee","Current employee, less than 1 year","","","","Jodhpur, Rajasthan","Work culture is very good","everything is good people are very helpful"
"4.0","3 Oct 2024","Great organization to start your career in insurance industry","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91592871.htm","Managemnt trainee","Current employee, less than 1 year","","","","Hyderābād","Support from top management, Diverse product portfolio, top company in LI Sector","Work life balance, hard to achieve the monthly targets"
"3.0","5 Oct 2024","It's okay okay","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91647358.htm","Management trainee","Former employee, less than 1 year","Good salary
Good colleagues
Good managers
Good level of management
Good products","Worst management trainee programe
No fixed circullam
No privacy
Product training can be better","Show more","Bengaluru","",""
"5.0","4 Oct 2024","Good platform and work experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91641737.htm","Financial services consultant","Current employee, less than 1 year","","","","","Good atmosphere, team work ,and best experience.","Nothing to improving and working man is important. But not understanding company"
"4.0","7 Oct 2024","Best","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91710899.htm","Financial consultant","Current employee, less than 1 year","Nice to enjoy this job","Best experience in icici pru","Show more","Tharād","",""
"5.0","30 Sept 2024","Very good company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91472944.htm","Senior financial service manager","Current employee, less than 1 year","It's a excellent brand we can learn more information good HR policy","Every companys having up's and downs it a common","Show more","Bengaluru","",""
"5.0","3 Oct 2024","Overall it’s good for long term carrier growth","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91583735.htm","Sales manager","Current employee, more than 8 years","","","","Allahabad","On time salary, job security","Nothing to share about cons"
"5.0","4 Oct 2024","be honest","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91642424.htm","Afsm( asso financial services manager )","Current employee, more than 1 year","","","","Alīgarh, Uttar Pradesh","Secure your family through policy","high premium instead of other company"
"3.0","1 Oct 2024","Good experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91508671.htm","Agency manager","Former employee, less than 1 year","I learnt here about new skills like how to recruit and make business..","Need to face all work pressure","Show more","Bengaluru","",""
"5.0","2 Oct 2024","KEY RELATIONSHIP MANAGER","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91548800.htm","Krm","Current employee, less than 1 year","","","","Bengaluru","all good and friendly and best time to work","nothing at all in the company"
"5.0","3 Oct 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91611625.htm","Senior financial manager","Current employee, less than 1 year","Work environment is very good","There are nothing downside from my side","Show more","Bhubaneshwar","",""
"5.0","3 Oct 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91612350.htm","Sr. fsm sourcing","Current employee, more than 1 year","","","","Jalpāiguri","Good communication, good learning, good experience","Very friendly environment, Nothing negative here."
"5.0","1 Oct 2024","Selling Life Insurance through bank","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91515815.htm","Senior finance service manager","Current employee, more than 1 year","","","","","Mostly like the work environment.","Excellent company there is nothing to say like cons."
"5.0","30 Sept 2024","Senior agency manager","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91484214.htm","Senior agency manager","Current employee, more than 1 year","Growth and success lot of knowledge","Working culture and management not proper","Show more","Kota, Rajasthan","",""
"3.0","30 Sept 2024","Na","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91487160.htm","Premier relationship manager","Current employee, more than 1 year","Incentives
Data
Support 
Good Package 
Growth","0 work life balance
Politics
Mon to sat
No fix timings
Na","Show more","Pune","",""
"3.0","3 Oct 2024","Review","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91580568.htm","Sales associate","Current contractor","","","","Pune","Not applicable any update regarding","Nothing to mention as per the same"
"5.0","30 Sept 2024","ICICI PRUDENTIAL LIFE INSURANCE","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91467257.htm","Unit manager","Current employee, less than 1 year","Best company in insurance sector","I can't continue due to health issue in my family member.","Show more","Bharatpur, Rajasthan","",""
"4.0","1 Oct 2024","Be honest","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91510018.htm","Business trainee","Current employee, less than 1 year","","","","Alīgarh, Uttar Pradesh","life cover to protect family","Customer comparing the premium with other companies premium"
"4.0","30 Sept 2024","Fresher's Salary at ICICI Prudential Life Insurance","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91472261.htm","Management trainee","Current employee, less than 1 year","Insurance
Work From Home (Department Specific)
Environment
Job Security","Job Timings
Team Structuring
Lack of Space","Show more","Mumbai","",""
"4.0","1 Oct 2024","my family reason","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91506564.htm","Unit manager","Current employee, less than 1 year","Best digital company best insurance company","some more product needed like health plan","Show more","Sultānpur, Uttar Pradesh","",""
"5.0","30 Sept 2024","All Good in this Company for Work","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91470552.htm","Associate key relationship manager","Current employee, more than 3 years","","","","","All good for work in this Company","Nothing is bad for talk"
"5.0","12 Sept 2024","Selling for bank products, building a strong relationship with customer and management,","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90956000.htm","Associate key relationship manager","Current employee, less than 1 year","Company environment is overall good ,office time was good .","It's good , knowledge can improve,we can meet different people and there thoughts,we can learn more in out side of branche.build from good relationship with management and customer.","Show more","Bengaluru","",""
"5.0","30 Sept 2024","great","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91481246.htm","Fsc","Current employee, more than 1 year","","","","Bhāvnagar","Over-roll Good working experience And Good Opportunity","There IS Nothing Cons In Company"
"5.0","30 Sept 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91480266.htm","Financial services consultant","Current employee, more than 3 years","","","","Mumbai","Employee benefits is very good","No time limit for work"
"4.0","26 Sept 2024","NA","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91377839.htm","Frontline manager","Current employee, less than 1 year","","","","Indore","Work culture good and the environment","I don't so much aware but like career opportunities"
"2.0","26 Sept 2024","I want my resign","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91374731.htm","Business trainee","Current employee, less than 1 year","Positive Environment and good staff","Lot of pressure for new joining","Show more","Gāndhināgar, Jammu and Kashmir","",""
"5.0","16 Sept 2024","No","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91043574.htm","Unit manager","Current employee, more than 1 year","Had a great experience of having Business with customers and satisfying their needs","Auto debit is a issue for aged person who touches the link and bank charges for that so kindly work on it .Everyone doesn't need auto debit","Show more","","",""
"5.0","21 Sept 2024","Good job to learn ownership and managerial skills","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91217032.htm","Anonymous employee","Former employee","- Ownership opportunities
- Supportive managers
- Fast paced work environment","- Avg pay
- Sometimes work can get hectic
- nothing much","Show more","Mumbai","",""
"5.0","23 Sept 2024","Great place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91284890.htm","Program manager strategy","Current employee, more than 1 year","","","","Mumbai","Good Career progression, Work life balance, Opportunity to grow, Good increments","No hybrid or WFH policy"
"4.0","26 Sept 2024","Salary","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91382439.htm","Deputy manager","Former employee, more than 3 years","","","","Patna, Bihar","Good company among it's competitors","Work life balance, extreme pressure"
"5.0","10 Sept 2024","Working culture Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90886557.htm","Financial sales consultant (fsc)","Current employee, less than 1 year","Working culture and surrounding positive","My Manager not responding cl msges, block me on whatsapp remove me team official whatsapp group.

Dur to some case involving to manager
They away from them so removed me from all groups.","Show more","Pune","",""
"5.0","22 Sept 2024","NA","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91236090.htm","Executive key relationship manager","Current employee, more than 3 years","","","","","It is one of the top companies in insurance sector.","Work life balance is not good."
"1.0","11 Sept 2024","""Unresponsive Leadership, Poor Communication, and Unjust Feedback Derail Career Prospects""","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90916535.htm","Associate key relationship manager","Former employee, more than 1 year","Good Salary but at What Cost?Compromises Mental and Physical Health""","Ignored Employee Concerns
 Lack of Timely and Clear Information”
nadequate Medical Leave Support
 Damaging and Unexplained Review Impacting Career”
State heads are selfish, destroy your mental health completely
 HR system will suffocate you","Show more","Allahabad","",""
"5.0","21 Sept 2024","Good performance of the org","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91221694.htm","Customer service representative (csr)","Former employee, less than 1 year","","","","Mumbai","Good performance of the org","Not any cons at this moment"
"4.0","21 Sept 2024","Hectic but rewarding","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91221804.htm","Assistant manager","Former employee","","","","Mumbai","Plenty to learn at the organization","Long work hours particularly during month-end periods"
"3.0","13 Sept 2024","Dissatisfied with reportee manager group claim","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90978012.htm","Sr. associate","Current employee, more than 3 years","Mental harrasment partial treatment related work feedback .plan leave approval related issues.personal comments on floor.ignoring sales appreciation .","Always pointing out and negative feedback.ignoring positive impact of work.","Show more","Mālād","",""
"5.0","17 Sept 2024","i have an amazing experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91111089.htm","Financial service manager","Current employee, less than 1 year","","","","","the customer service was top and the product exceeded my expectations","the company can be expensive to establish"
"3.0","21 Sept 2024","Okay","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91222142.htm","Sales assistant","Former contractor","","","","Bengaluru","Flexible hours. Okayish salary for the job.","None I can think of now."
"5.0","8 Sept 2024","Best ever experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90828588.htm","Front line sales representative","Current employee, more than 1 year","Overall, I am satisfied with the way management has guided me in my job . Learned alot from everyone and also everyone is very cooperative","There is nothing as of now","Show more","Mumbai","",""
"4.0","1 Jul 2024","Grateful for the Opportunities, Excited for New Beginnings","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW88730009.htm","Sales manager","Current employee, more than 1 year","ICICI Prudential was my first job, and it has truly transformed my life. This company has been a cornerstone in my professional journey, providing me with invaluable experiences and knowledge. Here, I learned the intricacies of the financial industry, honed my skills, and developed a deep understanding of the market. The mentorship and opportunities I received have been unparalleled, shaping me into the professional I am today. ICICI Prudential didn't just give me a job it gave me a foundation for a successful career and a lifetime of learning.","The management provides training only on life insurance products, even though some employees are not part of the life insurance team. After completing the training, employees still have no understanding of the NPS product, and managers do not have the bandwidth to educate them about it. Please focus on training employees comprehensively.","Show more","Bengaluru","",""
"4.0","21 Sept 2024","awesome","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91229107.htm","Sales head","Current employee","best culture
best salary
best work environment","no cons for the job","Show more","Hyderābād","",""
"5.0","16 Sept 2024","ICICI prudential","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91074618.htm","Unit manager","Current employee, more than 1 year","","","","Erode","Best company to improve our skills in sales and marketing","To give More productive tasks to improve entry level Employees"
"3.0","18 Sept 2024","Overqll good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91150040.htm","Manager 2","Current employee","","","","Mumbai","Perks and hikes are good","Dont ever join credit Life team"
"5.0","13 Sept 2024","Best life insurance company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91003147.htm","Unit manager","Current employee, more than 1 year","I have learned a lot about insurance here","I don't want to say any more","Show more","Nagaon","",""
"5.0","13 Sept 2024","Employment management is very good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90987710.htm","Agency manager","Current employee, more than 1 year","","","","Erode","Very good flat form of our career","No cons I like and I'll miss ipru"
"5.0","12 Sept 2024","A 1","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90969506.htm","Unit manager","Current employee, more than 1 year","icici prudential life insurance company is a good company","icici prudential life insurance company
 less is my salary","Show more","Chhatarpur, Madhya Pradesh","",""
"5.0","15 Sept 2024","ICICI prudential","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91039191.htm","Financial sales consultant (fsc)","Current employee, more than 1 year","","","","Bhubaneshwar","Support,co ordination, best environmental, satisfied, culture","Nothing, nothing, nothing, nothing, nothing"
"5.0","6 Sept 2024","A wonderful experience was all the help I got from the team. A very sophisticated and helpful experience.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90766091.htm","Agency development manager","Current employee, more than 1 year","Good culture of management, supporting manager, good culture for women","There is no major cons","Show more","Pune","",""
"1.0","28 Sept 2024",".","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91446960.htm","Management trainee","Former employee, less than 1 year","No pros only cons and","Work culture 
Toxic 
Dirty politics","Show more","Calcutta","",""
"5.0","9 Sept 2024","Work environment","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90839550.htm","Associate finance service manager","Current employee, less than 1 year","Learned many things like
time management
Communication
Team Management
Relationship Building","I did not notice any native thing in this organization","Show more","Hyderābād","",""
"1.0","27 Sept 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91421632.htm","Sales associate","Former contractor, less than 1 year","","","","","Salary was good as per market","Travelling was involved in job"
"5.0","13 Sept 2024","Nil","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91002857.htm","Unit manager","Current employee, less than 1 year","Very Groth in Icici prudential life insurance.","Nothing in downside in ipru","Show more","Sirsa, Haryana","",""
"5.0","14 Sept 2024","Very good experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91006662.htm","Anonymous employee","Current employee, more than 10 years","","","","","Friendly environment and supportive team","All good moving for better opportunity"
"5.0","12 Sept 2024","10","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90958525.htm","Anonymous employee","Current employee, more than 1 year","Life is too short for goodbyes stay in touch","No downside in this organization","Show more","","",""
"4.0","10 Sept 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90902588.htm","Dsm iii","Current employee, less than 1 year","Good work environment
Work culture","Company develop people by learning and valuable skills. Customer first, best product's with feature","Show more","Bharūch","",""
"5.0","9 Sept 2024","Better Opportunity","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90863664.htm","Senior fsm -non sourcing","Current employee, more than 1 year","Good culture Good working environment","Branch mapping process need to be improved","Show more","","",""
"5.0","10 Sept 2024","About my experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90865709.htm","Unit manager","Current employee, less than 1 year","","","","","Good work life and culture and learning new things","No cons about my work life in icici Prudential"
"5.0","13 Sept 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW91004579.htm","Asfm","Current employee, more than 1 year","","","","Jodhpur, Rajasthan","Good place to work comfortably","Incentive criteria is very difficult"
"4.0","7 Sept 2024","Leading Life Insurance Companies","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90807777.htm","Actuarial intern","Current intern, less than 1 year","Efficient work culture
Quality of work
Attitude of Improvement
Good Salary","Very Hectic & tiring Bcoz of excessive work","Show more","Prabhadevi","",""
"5.0","10 Sept 2024","Very nice","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90879120.htm","Anonymous employee","Current employee, more than 1 year","","","","","Noting to improve very nice","Gr8 work place nice place to work"
"2.0","4 Sept 2024","Worked in Ipru for long time","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90705168.htm","Senior manager","Current employee, more than 1 year","5 days a week work","Leadership seems to be more about giving gyan than getting work done.","Show more","Mumbai","",""
"5.0","11 Sept 2024","good company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90915468.htm","Sales manager","Current employee, more than 1 year","Good company for work
Employee oriantal","Politics 
Bad manager
Product issue","Show more","","",""
"3.0","10 Sept 2024","company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90872851.htm","Area manager","Current employee, more than 1 year","","","","Chennai","nice place to work in chennai","nothing to share on this company"
"5.0","1 Sept 2024","Good Organisation to work","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90608533.htm","Sales manager","Current employee, more than 3 years","I prudential is the biggest brand in industry","Payroll benefits and CTC is too less","Show more","","",""
"5.0","2 Sept 2024","Supportive","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90630773.htm","Financial consultant","Current employee, less than 1 year","","","","Lucknow","Good work culture and salary is good","""No work life balance and you will be doing sales even you reach level of manager."
"5.0","16 Aug 2024","Best Office Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90145856.htm","Financial services consultant","Current employee, more than 1 year","1.Team you'll receive here will be the best team you'll have till date.
2.Seniors will be like your friends.
3.Support will be given for every step.","1.Pressure is more often.
2.If you are ready for taking pressure as you'll be working in sales feild for march month then only join this company.","Show more","Pune","",""
"4.0","3 Sept 2024","Na","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90663049.htm","Manager, krm","Current employee, more than 8 years","Good workplace to work with.","Should look and review the salary part","Show more","","",""
"5.0","10 Sept 2024","Satisfied","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90901237.htm","Anonymous employee","Current employee, less than 1 year","Good
happy
best
satisfied
higly satisfied","Good
Happy
Best
Satisfied
Highly satisfied","Show more","","",""
"5.0","28 Aug 2024","One of best companies to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90504886.htm","Hr manager","Former employee, more than 3 years","Biggest asset is Chief HR Judhajit.","Should change policy for home coming at senior level.","Show more","Ahmedabad","",""
"4.0","30 Aug 2024","Good Company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90576453.htm","Finacial services representative","Current employee, more than 1 year","Give Good Salary to freshers also","Pays More to campus placement without any experince the normal graduation with experiance","Show more","Jalandhar, Punjab","",""
"5.0","4 Sept 2024","Work review","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90700693.htm","Unit manager","Current employee","","","","","Good working environment and Supportive managers","Their are no cons as of now"
"5.0","1 Sept 2024","So good experience and Learning best skills","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90610836.htm","Unit manager","Current employee, more than 1 year","All senior managers are so supportive","Nothing downfall for this company.","Show more","Gaya","",""
"5.0","3 Sept 2024","No","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90691363.htm","Financial sales consultant (fsc)","Current employee, less than 1 year","1. Learning
2. Work culture
3. Support
4. Team work","I have not faced anything as such","Show more","Pune","",""
"5.0","4 Sept 2024","Good Company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90697349.htm","Business trainee","Former employee","","","","","Good Working Culture, Opportunity to learn ,","No cons in the company."
"4.0","7 Aug 2024","Neutral","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW89894908.htm","Financial service consultant i","Current employee, less than 1 year","Only for strong minded people job will be good
Good for self learners","Working culture is different 
This term is most tough product to sell
They will pressurize to make business from starting month itself by giving limited training for 15 days","Show more","","",""
"5.0","2 Sept 2024","Its Very Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90637605.htm","Financial service consultant","Current employee, more than 1 year","","","","Amravati","Company lunching every time good contest","Its too late of travelling disbursement"
"5.0","31 Aug 2024","good company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90590241.htm","Frontline manager","Current employee, more than 3 years","transparent skillful learning development careeer","very high target as par location","Show more","Bihār Sharīf","",""
"5.0","2 Sept 2024","PSI","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90625332.htm","Associate finance manager","Current employee, less than 1 year","Nice organisation to work in icici prudential Life insurance","The the the the the","Show more","Bengaluru","",""
"4.0","1 Aug 2024","FSC","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW89688589.htm","Financial services consultant","Current employee, less than 1 year","Support from subordinates and managers","Some features like GST waiver during login regardless of the premium amount should be initiated for NRE and all like the rival partner","Show more","Irinjālakuda","",""
"4.0","2 Sept 2024","Great opportunity","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90632159.htm","Business development executive","Former employee","","","","Mumbai","None as such want to mention","Don't have any cons as such"
"5.0","2 Sept 2024","Ok","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90636231.htm","Dsm iii","Current employee, more than 1 year","","","","","Good work area . supportive","Good one carrier opportunity in the company"
"3.0","31 Aug 2024","Average Work","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90605292.htm","Sales manager","Former employee, less than 1 year","","","","Mumbai","Salary in time , health insurance , pf","You cannot take leave or take a break"
"4.0","26 Aug 2024","It’s a good company to start your career","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90446766.htm","Financial consultant","Former employee, more than 1 year","","","","Aurangābād, Maharashtra","Environmen is good as a fresher everyone will help to to learn process","Nothing everything is nice there"
"5.0","2 Sept 2024","Happy","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW90651837.htm","Anonymous employee","Current employee, more than 3 years","","","","","Good culture . Well manager good","No need to share cons"
