"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_location__E_Ine","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"5.0","4 May 2018","Good one","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW20434821.htm","Associate financial services manager","Current employee, less than 1 year","The culture of organization is so beautiful and we can learn more from this how build up relationship with clients and grow our knowledge and gain experience","We can not make our career over there","Show more","Nāgpur, Maharashtra","",""
"4.0","17 Jun 2020","Great place to work in by no work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW33750610.htm","Anonymous employee","Former employee, more than 1 year","Growth
Innovation and constant need to grow/enhance as an org","no work life balance
lack of planning at mid-management
HR would organize alot of good events - but never got a chance to participate as was over worked
Under staffed team","Show more","Mumbai","",""
"2.0","26 Mar 2021","No Proper HR Support","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW44610919.htm","Financial service consultant/teller","Former employee, more than 1 year","Easy interview process to get in","There is no provision to review your application again if there were some problem at the time of joining.... But they will stop you from resigne and say we will reconsider give us little time but time never come","Show more","Pune","",""
"3.0","19 Aug 2021","Workplace is okay.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW51372515.htm","Anonymous employee","Former employee, more than 1 year","Proper work environment.
Proper weekends
28 privilege leaves
15 sick leaves
If you perform well then appraisal will be good.","You can enter at 10 but you won't know when you are leaving.
Managers don't treat you well.
It completely depends on what team you are into
Sales life is a struggle.","Show more","Mumbai","",""
"5.0","4 Nov 2021","Learning , Knowledgeable and Excellent Working with ICICI PRUDENTIAL , BANCA CHANNEL WITH ICICI BANK WEALTH BRANCH","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW54945092.htm","Anonymous employee","Current employee, more than 1 year","Cooperative Staaf , Interactive Clients and Knowledge able Experience","Everything is Perfect ! Best","Show more","Gurgaon, Haryana","",""
"2.0","19 May 2012","GO ONLY IF YOU LOVED TO GET SCREWED.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW1522720.htm","Investment operations","Former employee","1. Fair compenstion.
2. Good HR team.","1. Too much favoritism
2. People are screwed to the limit to get the work done.
3. There is no worklife balance.
4. Marketing people get all the favoritism.


.","Show more","Mumbai","",""
"3.0","28 Jul 2012","Its a very aggressive Company.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW1781871.htm","Executive-operations","Current employee, less than 1 year","One of the best Pvt Life Insurers.","Because of mis selling, people give you a different stare when you tell about your companys name.","Show more","Hyderābād","",""
"2.0","16 Jan 2015","Review","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW5709585.htm","Anonymous intern","Former intern, less than 1 year","It was a good learning experience as we had to meet a lot of people and get to know the buying behavior","Huge targets set by management add to a lot of pressure leading to unmet sales target and overall dissatisfaction","Show more","","",""
"3.0","15 Jun 2015","Okay","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW6905710.htm","Sales manager","Former employee, more than 1 year","Flexible. If you are performing good. You can come to office any time you want.","if you are a manager. You are lucky. But if you are into front line sales. Its quite hectic.
Proffesional attiitude is less. and PUNE HR is realy bad.","Show more","Pune","",""
"3.0","30 Nov 2017","Hard Work Pressure and good Staff But Different Kind Of Mind Person Over There .","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW18141099.htm","Anonymous employee","Current employee","No answer I have to this question it's Okie m Good Talk To us","Hard Work Pressure and Not Suggest Better Suggestions with Uppers Levels","Show more","","",""
"3.0","27 Oct 2018","Working environment","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW23153371.htm","Relationship executive","Current employee, less than 1 year","Biggest market share
People know about it. So easy to sell its products
Great oriduct team","Less salary
New NFO every month","Show more","Amritsar","",""
"5.0","30 Apr 2019","Charismatic leader","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW25914136.htm","Charismatic leader business development","Current employee, more than 10 years","Bettor place for work with brand value","Depends on thier capabilities of joining who take upside or downside.but i am still feom 10 yr.","Show more","Lucknow","",""
"2.0","9 Dec 2019","Poor culture","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW30769104.htm","Anonymous employee","Former employee","Established organization and known in the market. Have a strong bank relationship, that's why they are surviving.","Too much of politics. Licking & buttering is needed all the time to grow up the ladder. Few leaders weren't worth the positions they're holding.","Show more","","",""
"5.0","19 Sept 2020","BEST EXPERIENCE EVER.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW36143211.htm","Unit manager","Current employee, more than 1 year","future will be bright and we will learn business development.","Work culture is very good in most of the branches . Rest of the thing depend on your respective branch .every body has a respectful behavior towards each other.","Show more","Thiruvalla","",""
"4.0","26 Jul 2021","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW50279806.htm","Associate key relationship manager","Former employee, less than 1 year","Had a good experience in the company","The reason why I left the company is because of my manager. After joining within a few days he started to shout at me. Company was providing training but he was not allowing to attend the training.","Show more","Cannanore","",""
"1.0","24 Sept 2021","Waste of MBA","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW53061627.htm","Management trainee","Current employee, less than 1 year","Salary on time and good support for mobile and hotel intent","Everything is con 
Worst uneducated managers 
No ethics
All they want is business nothing else 
no work life balance .they expect you to work on sundays too.
Agency is worst channel
Products are very expensive 
Its a scam to management trainee our job donot match with the job description and i can write a whole page of cons","Show more","Nashik","",""
"4.0","25 Jul 2012","My first job in here and I am enjoying it","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW1771126.htm","Insurance advisor","Current employee, more than 5 years","This company has one of the finest system in the insurance sector. Management is very helpful and they are always there for their employees.","The company is very aggressive and dynamic at the same time.","Show more","Calcutta","",""
"2.0","21 Oct 2014","Not a company for MBA graduates","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW5214009.htm","Fsc level i","Former employee, less than 1 year","Work culture, learning, dynamic management, high growth.. Roaming job.. Unrealistic goal","Low salary
MBA Guys are hired for service calls
False promises by HR team","Show more","Bengaluru","",""
"4.0","3 Nov 2017","Over all good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW17708184.htm","Management trainee","Former employee, more than 1 year","Job security if you can handle pressure","High pressure and more expectation of result.
If result is not there then efforts will not be rewarded.","Show more","Bengaluru","",""
"4.0","8 Nov 2018","AFSM(Asst. Financial Service Manager)","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW23321644.htm","Anonymous employee","Current employee, more than 1 year","Great environment to work in ICICI with friendly staffs 
HR Policy is very strong 
On time salary
Allowances are good","salary is very less
Sales target pressure","Show more","Bengaluru","",""
"3.0","22 Feb 2019","Ok to work with depends more on manager","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW24833070.htm","Senior financial sourcing manager","Former employee, more than 1 year","Upper team management support is good. Open door policy.","The direct boss is worse. He may even ask u how can u have ur lunch when u have not achieved ur target for the day","Show more","Mumbai","",""
"4.0","12 Jun 2019","Good for the one who can handle pressure","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW27195667.htm","Anonymous employee","Former employee","It all depends on the manager under whom you get to work
If supportive then you'll enjoy the work
If not it's a hell","No fixed timings you need to work even at night if there's any client appointment
Pressure","Show more","","",""
"4.0","18 Aug 2019","Relationship Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW28696382.htm","Business relationship manager","Current employee, less than 1 year","I personally learn alot on regular basis and we do research on the regular basis for the customer service and company profits and self growth","Problem with senior management, rather supporting the individual who need help, but help the person who is strong.","Show more","Visakhapatnam","",""
"5.0","7 Jan 2022","the icici ipru is giving a good  opportunity to build a career","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW57549579.htm","Unit manager","Current employee, less than 1 year","The work is related to field.","the Working enviroment of icici ipru is soo good that i have never seen in any other companies.","Show more","Jaipur, West Bengal","",""
"4.0","7 Aug 2010","Operations","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW598331.htm","Manager","Current employee","Good learning experience, fresh challenges always waiting for you. always on ur toes","Ops management not so good. No authority. Investments think they are GODS! Crap!","Show more","Mumbai","",""
"3.0","29 Aug 2012","Adventure","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW1897720.htm","Project manager","Former employee, more than 3 years","Good Work
Very less resistance to change
Good training ground","Salary is not competitive as compared to work you do
Culture can be frustrating","Show more","Mumbai","",""
"3.0","25 Aug 2013","icici pru","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW2975104.htm","Manager","Current employee, more than 1 year","the company has good work life balance. the company has good work culture with very friendly environment","currently there has been a slow growth in career and promotions are done every four years. also there should be more learning opportunities","Show more","Mumbai","",""
"5.0","11 Jan 2017","Best insurance company in market","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW13279121.htm","Anonymous employee","Former employee","Great culture no hire and fire policy. Great and the company has improved my cv","High Competition 
Nothing bad about icici prudential life insurance neutral in all areas but competition is tuff you have to be in top","Show more","Andheri","",""
"4.0","29 Mar 2017","Deputy manager","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW14393422.htm","Anonymous employee","Former employee","Invests in employees in terms of upgrading their skill sets, good job environment","While there are opportunities in the head office, you might get stuck in the same profile for fairly long in smaller cities","Show more","Pune","",""
"4.0","6 Nov 2017","Good to work! if interested working in insurance sector, best in industry.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW17766070.htm","Associate financial services manager","Former employee, more than 3 years","You will enjoy working here. Management gives you your space to work. you take your own decisions. they will just check your performances yearly.","NO Cons, I did not find any.","Show more","Pune","",""
"4.0","20 Mar 2018","I am working in Icici prudential as an AFSM (associate financial services manager)..","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW19789871.htm","Relationship manager","Current employee","I am extremely focused and hard as well as smart working.","At home also I used to think about my Office work only.","Show more","Calcutta","",""
"1.0","28 Apr 2018","Worst kind of people to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW20352694.htm","Anonymous employee","Former employee, more than 5 years","No prons of working in this company","Worst company and worst kind of people to work with. Senior management in the company is highly biased towards their favourites. They are jealous of people who perform well and hence dont promote them. There is a bad heirarchial culture in company. They make employees work like dogs with no reward and recognition. The company’s culture is highly deteriorated by such senior management.","Show more","","",""
"4.0","17 Aug 2018","Financial service consultant","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW22028190.htm","Financial service consultant","Former employee, less than 1 year","1) give great exposure of the current market
2) lots of training is given to improve your skills
3) good package and great incentive.","Only drawback to this is that there is loads of work pressure if you don't get your work done.","Show more","Ahmedabad","",""
"3.0","16 Aug 2020","Work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW34962108.htm","Deputy sales manager","Former employee, more than 1 year","with lot of rewards and recognitions for the employees to keep them motivated at all time.","work life balance can be affected as if required, then even sunday could be a work day.","Show more","Bengaluru","",""
"5.0","17 Mar 2021","NICE PLACE TO START WORKING","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW44130513.htm","Sales manager","Current employee","1. will get lot of knowledge as it is one of the top most company
2. will get opportunity to learn handling peer pressure.","1. little bit more pressure but manageable because of great management.
2. low pace of growth","Show more","Hyderābād","",""
"3.0","20 May 2021","Operation Manager is Horrible in Behaviour & in his own work","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW47202492.htm","Operation assistant","Current employee, more than 3 years","get salary on time in every month so it's relaxing","not getting enough money according to my work hours","Show more","Ajmer","",""
"5.0","13 Dec 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW56643978.htm","Financial service consultant","Current employee, less than 1 year","All are good and supportive","I don't know about that beacuse I am just 2 month working in this sector","Show more","Bhubaneshwar","",""
"4.0","16 Feb 2013","overall system is very good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW2376840.htm","Senior financial service manager","Current employee, more than 3 years","work culture in term very famous brand name like icici","some lack of co-operation support from senior, and must be look in to for employee training and development","Show more","Mumbai","",""
"5.0","16 Apr 2016","Best place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW10288748.htm","Manager","Former employee, more than 3 years","Wonderful care of employees and learning school. Everything is automated and audit trail exist","Salary as per defined grades and grids despite exceptional performance. One always need to sacrifice for bell curve restiction","Show more","Mumbai","",""
"3.0","20 Jan 2017","Associate Financial Service Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW13418427.htm","Associate financial service manager","Current employee, more than 1 year","Growth is there in organisation. I bit of competitive environment. Reporting boss are helpful at times. Everything has gone digital ie papeeless...","Chances of channel change because of work load by Senior Management.","Show more","Guwahati","",""
"3.0","3 Sept 2017","Average company with exploitation of freshers","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW16643547.htm","Anonymous employee","Former employee","Much to learn especially in sales, Good market reputation which is also due to the brand of ICICI","You don't get a sufficient hike even after having A1 appraisal rating.","Show more","","",""
"4.0","17 Nov 2018","Good company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW23456417.htm","Assistant manager","Current employee, more than 1 year","1) Management easily approachable
2) Always growth for hard working employees
3)Salary on time
4)Good yearly bonus ranging from 30k-1L or more depending on your rating and profit earned by company","1) Work pressure at times
2)Ask for output in no time","Show more","Jaipur, Rajasthan","",""
"5.0","5 Dec 2018","Vast company and lots of unimaginable posts to work at..","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW23719462.htm","Financial services consultant","Current employee, more than 1 year","Management and HR is really good they listen's and work at it","Well every coin has two faces soo enjoyed both sides","Show more","Bhopal","",""
"3.0","22 Mar 2021","Goes beyond the stars.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW44378946.htm","Back office executive","Former employee","Advantages of a corporation include personal liability protection, business security and continuity, and easier access to capital.","Disadvantages of a corporation include it being time-consuming and subject to double taxation, as well as having rigid formalities and protocols to follow.","Show more","Durg","",""
"5.0","31 Dec 2021","Do Hard work and Give your Best.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW57271021.htm","Financial sales consultant (fsc)","Current employee, less than 1 year","Good Environment one the best corporate company.","Nothing else. Alla are good no more to say downfalls. Because it's not there.","Show more","Ongole","",""
"5.0","9 Jun 2012","Excellent Work Place","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW1576924.htm","Senior relationships manager","Current employee, more than 5 years","Right place to get growth, Knowledge and earn lots of money.","You need to be really tougher as market is getting tougher day by day.","Show more","Hyderābād","",""
"3.0","18 Aug 2012","Insight","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW1859923.htm","Associate key relationship manager","Current employee, more than 1 year","no tension regarding salary,incentives and PROMOTION. If you are a performer you will hit the highest step soon.","No time for personal issues, pressure like hell","Show more","Calcutta","",""
"4.0","12 Aug 2015","Management Intern","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW7564273.htm","Management intern","Former intern, less than 1 year","Supportive Management, Opportunity to Grow, Huge Responsibilities","Not so good stipend, More time of reporting manager is required for grooming of juniors","Show more","Pune","",""
"3.0","3 May 2016","Good place to learn, low salary growth","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW10481610.htm","Senior manager ii","Current employee, more than 5 years","","","","Mumbai","Good learning opportunities, work environment. Works experience at this place is valued by industry.","Low salary growth in first 7-8 years for campus recuits from good b schools. Company admits that it is not the paymaster."
"4.0","6 Apr 2017","Good Experienced and learnt a lot","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW14519683.htm","Consultant trainer","Former contractor, more than 1 year","Best among Private Insurance co.
Good for them want to build career in sales and insurance","target pressure on intervals like month end etc","Show more","Greater Noida","",""
"1.0","23 Apr 2017","Good place to start your career, terrible place to grow","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW14748857.htm","Senior manager","Current employee, more than 8 years","People are good to work with. There is a level of operating freedom one can enjoy here.","Absolutely no growth in the system for middle level managers, HR is practically non-existent. They are only good for organizing functions.","Show more","Mumbai","",""
"5.0","12 Jun 2018","Over All Review","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW21016130.htm","Senior financial service manager","Former employee, more than 10 years","Professional and career building company","Pay scale is very low","Show more","Calcutta","",""
"4.0","29 Jul 2019","Managing clients with respect to investment on LTCG and life insurance","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW28311516.htm","Senior agency manager","Current employee, more than 1 year","A better and energetic place to work with. A lot challenges need to adapt for success","No cons as per me","Show more","Pune","",""
"5.0","9 Aug 2019","Manager  Business Partner","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW28533231.htm","Anonymous employee","Former employee","Grew from Advisor to MBP, the path has taught me to be a good sales person and an ideal man-manager.","Not any that I recall.","Show more","","",""
"3.0","4 Oct 2019","Nice company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW29618427.htm","Financial advisor","Former employee, more than 3 years","Comison and good product s","In starting I face every type of rejection but after 15days I become a good advisor for Costner  and company.","Show more","Satna","",""
"1.0","29 Jul 2020","Worst company to work","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW34511150.htm","Financial manager","Former employee, more than 1 year","If you are new to share market, SIP, insurance ,you may get new.learnings. I learnt alot in my tenure of 1 year.","No work life balance.
They treat you like slaves, managers don't know how to there employees.
HR don't know there work, I am wondering from where they did there HR course as there basics are not upto the mark.
Ill management","Show more","Una, Himachal Pradesh","",""
"5.0","29 Jun 2021","Great place for work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW49052498.htm","Manager","Current employee, more than 3 years","Work life balance, chill environment, great managers and teams, great HR policies except for less pay.","Compensation is less, overall career growth is slow, too many levels in hierarchy, montonous work","Show more","Mumbai","",""
"5.0","16 Aug 2021","Great opportunity  for freshers","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW51192376.htm","Anonymous employee","Current employee, more than 1 year","You will learn a lot of things here.
Pressure handling 
Adaptation 
Team work
Customer handling","As of now I haven’t seen any cons here. Work culture is good. Managers are good, supportive and ready to help any time.","Show more","","",""
"4.0","27 Jan 2014","ICICI Prrudential is a nice place to work at. Good people and job roles. Slow growth is the negative.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW3593465.htm","Manager","Current employee, more than 1 year","People, Work timings, Access to dsenior management","Slow salary growth. More like a government org.","Show more","Mumbai","",""
"5.0","30 Jan 2017","Good place. But be good to ur bosses even when they wrong.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW13549389.htm","Senior manager","Current employee, more than 5 years","","","","Mumbai","Market leader. Gr8 visibility. Good market hold and depth. Freedom to work.","Pay not competitive. Promotion is not basis work. It's basis bellcurve. Only bosses favourites gets them."
"2.0","24 Sept 2017","Not bad to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW16991443.htm","Anonymous employee","Current employee, less than 1 year","*on time salary
*if you are party animal then it's heaven for you!!","claimed money always delayed for no reason.
it just says its B2B profile, but u end up AT B2C","Show more","","",""
"1.0","12 Mar 2019","Worked more than 10 years No life Nothing Worst company Everseen","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW25126763.htm","Senior financial service manager","Former employee, more than 8 years","ZERO calls Zero Life minus Zero please Don't Go this company As 10 years Experience.","ZERO calls Zero Life minus Zero please Don't Go this company As 10 years Experience.
24by7 work only. Night meeting 10pm morning meeting 7am trust it's true otherwise your life like me.","Show more","Hyderābād","",""
"4.0","3 Apr 2019","Worked as an AM and Financial service consultant","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW25487167.htm","Anonymous employee","Former employee","","","","","It gives me field knowledge about customers requirements and market analysis","I joined as a fresher at ICICI.  So it was a little challenging experience to move along with my senior team."
"3.0","24 Oct 2019","It was not good at all","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW29997081.htm","Agency development manager","Former employee, less than 1 year","you get to learn clever sales techniques","Huge pressure , Unachievable targets and Uncultured Boss","Show more","Calcutta","",""
"3.0","5 May 2021","Ok salary but very low work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW46541182.htm","Operations manager i","Current employee","Decent salary 
No bossing around too much","Too long work hours
Also work on sat and quarter ends are very hectic
No proper training structure for freshers","Show more","","",""
"5.0","31 May 2021","Really very much Satisfied","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW47683534.htm","Afsm( asso financial services manager )","Current employee, more than 1 year","Superior managers were very supportive and my best place to work comfortably. Provided training sessions are really valuable than money they provide.Love you IPRU","My only reason to leave company is in base of my salary.","Show more","Calicut, Kerala","",""
"4.0","30 Nov 2021","Good company to start career with","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW56039302.htm","Business trainee","Current employee, more than 1 year","Good company, comfortable Targets, Supporting Staff, High Skilled managers and Top management, Supportive environment good to start career with, Good incentives","Low salary, Low motivation, takes more time to grow in organisation, Very less Hikes","Show more","New Delhi","",""
"4.0","17 Dec 2021","Employee satisfaction","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW56806008.htm","Associate financial services manager","Current employee, more than 1 year","Benefits I got from ICICI prudential life in terms of monetary and gifts iam happy","Fsc doesn't have extra accessories Iike laptop and fsc doesn't have some rights","Show more","Thāne","",""
"4.0","2 Jan 2022","Insurance","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW57299087.htm","Business development officer","Current employee","BDO is responsible of identifying potential clients, Team Building, Team leading and achieve the target through the Team people. Have two months of sales training for freshers in Direct Sales.","It's too leading insurance Marketing private company","Show more","Coimbatore","",""
"3.0","17 Jan 2022","Good salary, high sales pressure","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW58043955.htm","Associate key relationship manager","Former employee, more than 1 year","Good salary with bonus and incentives","High work pressure, lack of training ,bad work environment","Show more","","",""
"3.0","9 Sept 2012","environment of company is not good.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW1936339.htm","Unit manager","Former employee, less than 1 year","Reason to make money for myself and awareness about life insurance among peoples","i fully disclose the companies products to the customer,i do not lie.","Show more","Patna, Bihar","",""
"5.0","10 Mar 2016","Senior Manager - HR","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW9866857.htm","Anonymous employee","Former employee, more than 3 years","Excellent work culture. You will get good growth if you perform. very transparent and performance driven organization","Senior Management does not leave...so growth beyond a point gets stagnated","Show more","Eranakulam","",""
"1.0","26 Dec 2016","ICICI Prudential","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW13103119.htm","Former financial services consultant (financial expert )","Current employee, less than 1 year","I enjoyed my last job , but in order to advance my carrier I left my previous job.","Every job has its own advantage and disadvantages . When it comes to ICICI Prudential convincing customer is much more  tougher than achieving your targets.","Show more","Guwahati","",""
"4.0","2 Jun 2019","I have worked with ICICI Prudential Life Insurance for more than 5 months.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW26433209.htm","Business development manager","Current employee, less than 1 year","*Decent Salary 
*Good chances of growth
*Good working culture 
*Top level management understands their responsibility","During my journey with ICICI Pru Life. I don’t saw anything as cons.","Show more","","",""
"5.0","26 Oct 2020","This co. is very good place to work in.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW37652317.htm","Key relationship manager","Current employee","1. working culture is so supportive
2. In discipline point of view company take as a priroty","1. We have to generate our own leads apart from leads provided by co.","Show more","Bengaluru","",""
"4.0","2 Dec 2020","Good for learning not for growth  if you are looking  for rewards","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW39005971.htm","Manager","Current employee, more than 3 years","Awesome learning smooth process support, option for role change within org","Slow growth, reporting manager dependent no much work, more hierarchy","Show more","Mumbai","",""
"1.0","28 Jul 2021","High work pressure","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW50397291.htm","Unit manager","Current employee, less than 1 year","Salary and incentives, health insurance, high incentives, Salary on time, help ful Hr. Travel allowance, Field job, If u love to sale and u hve born attitude and positive nature and willing to work in huge pressure, then u can join","Too much work pressure, Senior management behaviour is not so good even they always talking u about business no matter u alive or not ....they always call u.","Show more","","",""
"4.0","2 Aug 2021","Good place to work for","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW50562224.htm","Key account manager","Current employee, more than 3 years","Great work- life balance
Seniors are supportive
Good culture 
Opportunities for growth- internal transfers, etc
More like a family than a workplace
Job security","Not good paymasters, but its a tradeoff between job security, culture, work-life balance and money","Show more","","",""
"2.0","2 Sept 2021","ICICI Pru- stay away","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW51992016.htm","Business trainee","Current employee, less than 1 year","growth and adventure, supporting colleagues, flexible timing","too much sales pressure, abusive, low salary, no reimbursement for fuel, food and no payment for overtime","Show more","New Delhi","",""
"3.0","9 Jun 2012","Organization is so good.Hear the staff of this company  are so familiar and helpfull.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW1576910.htm","Associate financial services manager","Current employee, less than 1 year","The company`s best policy is aggregation.","In this company`s target & pressure is so top.But i love it.","Show more","Jharsuguda","",""
