"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"3.0","27 Jan 2023","Very good","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW73074617.htm","Project manager","Former employee, more than 5 years","New Delhi","","","Good food is what we need and it's there","Poor working culture and hectic schedule","Show more"
"3.0","17 Feb 2023","Ok","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW73728629.htm","Junior engineer trainee","Current temporary employee","Haldia, West Bengal","It is good It satisfies","It has low salary It has hard work","","",""
"5.0","7 Jan 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW72400162.htm","Technician","Current intern, more than 1 year","","","","I dont know there aren't any except salary","Good place to work but be aware of officers they tend to make you their pawn before you know it","Show more"
"4.0","23 Dec 2022","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW72082932.htm","Assistant manager","Current employee, more than 5 years","","1. Good work culture 2. Perks are good 3. High CTC 4. Good work life balance","1. Less Growth. 2. Salary hike is fixed 3. Promotion takes place atleast after 4 calender years 4. In-hand salary is less","","",""
"2.0","13 Feb 2023","Average","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW73591608.htm","Information system trainee","Former intern, more than 1 year","Chandigarh","Good start in a big company fortune 50","Manager not good always no support","","",""
"5.0","26 Jul 2022","Working in Indian oil corporation Ltd Marketing division","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW67196677.htm","Anonymous employee","Former employee, more than 10 years","","","","IOCL Marketing division is diversified company and it has sales, operations, Engineering, Finance , HR , Lube Sales and it is a Pan India company . You can work any where in India and the company is a Firtune 500 and always works on environmental friendly fuels .","Frequent Transfers . Bossism is high in the company . In the Marketing Housing facilities are less compared to Refineries division .","Show more"
"1.0","20 Mar 2023","Chief Project Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW74677182.htm","Anonymous employee","Current employee, more than 10 years","New Delhi","","","None that can be mentioned.","High level of favoritism and sycophancy. Agreement with the boss is more important than being correct. Stagnation in promotions","Show more"
"3.0","9 Feb 2023","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW73480004.htm","Manager","Former employee, more than 8 years","New Delhi","Great starting pay- good work life balance","Illogical transfers uprooting employees families","","",""
"4.0","17 Jan 2023","IOC a good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW72703222.htm","Manager","Current employee","","work life balance and diverse work areas.","mostly biased towards chemical engineering people in terms of career progression","","",""
"5.0","13 Dec 2022","Can't think of a better company","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW71845774.htm","Graduate apprentice trainee","Former contractor, more than 1 year","Mumbai","Cafeteria available, tons and tons of activities and celebrations, Supportive officers, ample knowledge","Interns can't get a full-time job after the contract is over. A bit far from the railway station.","","",""
