"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"1.0","26 Oct 2017","Think carefully before you join","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW17576162.htm","Relationship manager","Current employee, less than 1 year","Hyderābād","Only Pros I can find is people think you're working for a great bank","Not cool work culture - beyond hostile.
No leaves for a year except sick leaves 
HRs are just there to watch and do nothing. They have mugged up few sentences for any query or concern you have. 
You never get appreciated for what you do, though your smallest of mistakes can wreak havoc on self.
No wonder they are rated worst employer in the world not just in India.","Show more","",""
"2.0","19 Jan 2018","Good for learning in short duration but, not for longer stay","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW18812078.htm","Product manager","Current employee, more than 1 year","Mumbai","Good exposure to technology, brands, projects and people with intellect. Well thought banking policies and processes and pretty much set industry standard.","Long working hours,  relatively more operational work, ownership issues and lack of proper definition of profile / work structure.","Show more","",""
"3.0","7 Aug 2021","Mixed bag","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW50807344.htm","Manager","Former employee, more than 10 years","Mumbai","Excellent HR processes - streamlined and structured
Employee Benefit policies especially for working mothers
Considerate","Dirty Politics to the core
Earlier, employee competency and capability was awarded, now how much butter is applied is measured
Employee consideration is down the drain","Show more","",""
"4.0","29 Aug 2011","Great learning experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW1083572.htm","Anonymous employee","Former employee","Mumbai","Great place to learn; conducive environment for trying new & innovative things; excellent access to senior management; good work environment;","not the best of HR practices adopted; gets too competitive at times; some hasty decision making by the senior management in the past","Show more","",""
"5.0","25 Aug 2013","ICICI Bank Ltd, Senior Regional Credit Manager & Sales Team Leader - Business Loans - last 5yrs","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW2974292.htm","Senior regional credit manager & sales team leader - business loans","Current employee, more than 5 years","","No doubt its a best place to work with having all sorts of great career opportunists and all good people.","Main reason leaving ICICI Bank is that I'd like to re-locate to overseas and would like check if I can find new challenges in Banking, Finance or other accounting sector which suits my expertise.","Show more","",""
"2.0","9 May 2016","Credit Analyst","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW10536285.htm","Anonymous employee","Former employee, more than 3 years","Mumbai","It provides good learning, competitive environment. Good for a start to the career but not for long term. Decent start salaries but not for growth.","Very bureaucratic, do not value employees or ex-employees, no work life balance. Do not provide inter departmental transfers or transfers to different locations.","Show more","",""
"4.0","17 May 2016","Overall good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW10628944.htm","Senior relationship manager","Current employee","Bommanahalli, Hosur Road","I have been working with ICICI since last 3 yrs have never faced any internal politics within team
Got a lot to learn 
It made me more responsible
Very good for fresher
Safe for women and he policies also very strong","Seniors should evaluate not only quantitative but also qualitative aspect of work","Show more","",""
"3.0","2 Jul 2016","Sales Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW11113539.htm","Sales manager","Former employee, more than 3 years","Chennai","Good perks salary and other benefits including bonus annual and monthly. Technologically sound company, they use it to the maximum leverage level.","some time the sales pressure is very high. They used to ask to achieve high targets in a very short span of time.","Show more","",""
"3.0","6 Sept 2016","DM","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW11823989.htm","Deputy manager","Former employee, more than 1 year","Mumbai","Good company for a stable career. you get opportunities to learn. You are supported by the management but results are a must .","Lots of selling pressure . At times you feel like you are underpaid and you work a lot . Pressure is huge if you are into selling .","Show more","",""
"4.0","11 Sept 2016","Great place to learn and leave for short time.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW11888133.htm","Anonymous employee","Former employee, more than 10 years","Hyderābād","Great place to learn, need to stay for short period, no one cares for vintage. TO GROW WORK FOR VISIBILITY and NEED TO BE CLOSE TO SENIOR.","Appraisals are biased, 3 months notice period to resign make to stay at Bank for long tenure.","Show more","",""
