"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"5.0","29 Aug 2024","Compensation & Environment","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90528869.htm","Senior manager","Current employee","Work life balance & proper leaves..","Lethargic processes , untrained employees & compensation and salary not upto the market standards.","","","",""
"5.0","10 Sept 2024","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90871825.htm","Senior business development manager","Former employee, less than 1 year","","","Cochin","Good salary, Posh Office, Nice staff","Long working hours and Saturdays are not always off.","Show more"
"4.0","10 Sept 2024","Overall good","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90877142.htm","Assistant relationship manager","Former employee, more than 1 year","","","Ahmedabad","Supporting team and enjoyed working","No technology advancement and TAT is very high","Show more"
"3.0","3 Sept 2024","only learning and no earning","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90670153.htm","Legal","Current employee, more than 3 years","","","Mumbai","You get good learning and you get to explore different areas of work","There is no earning within the organisation and legal department. Favoritism is played within organisation","Show more"
"2.0","7 Sept 2024","Decent salary","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90795679.htm","Campaign manager","Current employee, more than 5 years","","","Gurgaon, Haryana","Fix Sat sun off
Hybrid system","Highly agressive culture no work life balance","Show more"
"3.0","6 Sept 2024","Job security","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90776771.htm","Senior systems analyst","Current employee, more than 1 year","Secured job in current market standards","No tech skill improvement training provided","Chennai","","",""
"5.0","6 Sept 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90782108.htm","Assistant manager","Former employee, more than 3 years","","","Mumbai","Good work environment 
Friendly managers","Pay is very less
Bonus is meager","Show more"
"3.0","4 Sept 2024","Branch manager AVP","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90697347.htm","Branch manager","Former employee, more than 3 years","Less pressure compared to other banks","Hike is low bonus is pathetic","Coimbatore","","",""
"2.0","28 Aug 2024","Work pressure","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90487623.htm","Relationship officer","Current employee, less than 1 year","Full of field work no restrictions to stay in bank","Per month 8 current account should done ip for opening account is very gigh to this ranipet area","Vellore","","",""
"4.0","27 Aug 2024","Freedom to operate","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90459676.htm","Product marketing manager","Current employee, more than 1 year","Absolute freedom to operate if you’re on top of the numbers","Systems are outdated and speed of getting things done is slow","Mumbai","","",""
"4.0","30 Aug 2024","Good job security","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90589024.htm","Deputy manager","Current employee, more than 3 years","","","Mumbai","Job security
Less management hierarchy 
Learning opportunities","Small office
Not fun work culture","Show more"
"5.0","26 Aug 2024","Great work place","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90446360.htm","Assistant manager","Former employee","Work life balance, supportive seniors","Less pay, no incentives, slow growth","Mumbai","","",""
"1.0","3 Sept 2024","Dont join this organisation","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90670173.htm","Assistant vice president","Current employee, more than 1 year","Hybrid work culture only till DVP level","No growth, pathetic work culture, no extra benefits to employess","Gurgaon, Haryana","","",""
"3.0","25 Aug 2024","Product manager","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90410306.htm","Product manager","Current employee, more than 3 years","Got the opportunity to work on big project","You get multiple project where priority is defined","Mumbai","","",""
"3.0","20 Aug 2024","Business owner","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90273756.htm","Business owner","Current employee","","","Chandigarh","Variety of products to sell","No help whatsoever . They don't care","Show more"
"3.0","24 Aug 2024","Government banking group","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90376074.htm","Relationship manager","Former employee, more than 1 year","Good place to work, but process wise need to improve","Work life balance is good","Trichy","","",""
"3.0","22 Aug 2024","Good only for bankers","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90340458.htm","Relationship manager","Current employee, less than 1 year","Big company, brand name and people","Work environment, bad offices and strict policies","Hyderābād","","",""
"5.0","20 Aug 2024","good place","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90251894.htm","Anonymous employee","Current employee, more than 1 year","demanding but you get to learn a lot","nothing as such to say","","","",""
"4.0","1 Aug 2024","NRI Virtual Relationshio Manager who handles client portfolio for sales, CASA and FD growth.","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89690413.htm","Virtual relationship manager","Current employee, more than 1 year","","","Mumbai","Good work environment with not much drive for sales.","Not much growth and extra earning options","Show more"
"2.0","30 Jul 2024","Relationship manager sales","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89619480.htm","Senior relationship manager","Current employee, more than 1 year","","","Jabalpur","Less pressure of achieving targets as compared to other pvt sector banks, medical insurance etc are there.","Lack of Leadership quality, unnecessary expectations without having proper tools, strict timings to sign in and sign out, lack client base, lack of products, even your senior lacks product knowledge, very hectic process to open even a savings account.","Show more"
"4.0","18 Aug 2024","Government job","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90192417.htm","Trade desk manager","Current employee, more than 3 years","Peace of mind , work life balance there","Monetary benefits are poor .","Chennai","","",""
"4.0","16 Aug 2024","Great place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90145925.htm","Sales manager","Former employee","Friend ly environment,good perks and salary","Less branches in cities throughout india","Panchkula","","",""
"2.0","11 Aug 2024","Casa","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89984954.htm","Business development manager","Former employee, more than 1 year","","","Jaipur, Rajasthan","Salary is not good in IndusInd Bank","Every day new contest and target, lots of credit card target","Show more"
"3.0","14 Aug 2024","Sales & Marketing","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90102346.htm","Sales & marketing","Former employee","","","Gurgaon, Haryana","Good salary
support
Timing 
workpalce
leaves","noting as per me, fine and good","Show more"
"3.0","13 Aug 2024","Indian bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90053843.htm","Senior devops engineer","Current employee, more than 1 year","For IT work flexibility is there","Appraisal and bonus pay very bad","New Delhi","","",""
"3.0","12 Aug 2024","Project management","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90017271.htm","Solution manager","Former employee, more than 3 years","","","","Multiple projects
Leaves
Perfect professional and personal life balance","Less bonus and payment increment","Show more"
"3.0","11 Aug 2024","Na","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89987031.htm","Assistant manager","Current employee","There are no pros at all","Less pay,no work life balance,toxic environment","Mumbai","","",""
"1.0","19 Aug 2024","Toxic environment","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW90209118.htm","Management trainee","Current employee, less than 1 year","","","Chennai","****No pros toxic culture
No pros
No pros
No pros
No pros","Toxic environment 
Never allow you to grow
Internal politics","Show more"
"5.0","9 Aug 2024","IndusInd review","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89946291.htm","Hr-executive","Former employee","Good place to work here","Work life balance is maintained","Mumbai","","",""
"2.0","1 Aug 2024","Area sales manager Merchant Acquisition","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89717148.htm","Asm (area sales manager)","Current employee","","","","Transparent HR
Salary is good.","Toxic and political bosses
Process is very slow
Always hire people who don't deserve and do not carry basic knowledge of the domain.","Show more"
"1.0","14 Apr 2024","Never Work with Chief Digital Officer - Charu Mathur","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW86299482.htm","Growth manager","Former employee, more than 1 year","","","Gurgaon, Haryana","None that I can think of","Working under Charu Mathur CDO caused me immense stress, anxiety and restless nights. I'm glad that I've now left this organization. For any prospective candidates, I would strongly recommend to steer away from this Digital Stategy Team. There is no freedom to object to her decisions. No rationale thinking works with her. She is always shifting blame on everyone in the organization. Only because of MD support, she does whatever she feels like without respect for anyone. She always takes credit for good things, but whatever is not achieved is blamed on others. I have never in my career seen such a professional who keeps on shouting and abusing everyone. It was a nightmare working under her - she calls and messages at odd hours and holidays, despite nothing urgent. Nobody stays in her team for more than 2 years, and average tenure might be less than 1 year in her team.","Show more"
"5.0","7 Aug 2024","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89875984.htm","Hr partner","Current employee","Equal opportunity employer, good culture","Technology adoption can be increased","Mumbai","","",""
"5.0","3 Aug 2024","Work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89757971.htm","Chief manager i","Current employee, more than 1 year","","","Gurgaon, Haryana","Indusind bank offers job security and good work life balance","Limited growth opportunities and learning","Show more"
"5.0","4 Aug 2024","Nice","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89767468.htm","Credit administration department - sme business banking","Former employee","","","","Operation team,doing account opening transection etc.","It was very good organization","Show more"
"3.0","26 Jul 2024","There is no growth","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89538816.htm","Acquisition manager","Former employee, less than 1 year","","","Calcutta","There is not as such benefits.","I had very bad manager, toxic culture, long working hours, some day I have to work 12 hours a day...and there's not as such growth.","Show more"
"1.0","7 Aug 2024","Worst working","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89861415.htm","Anonymous employee","Current employee, less than 1 year","","","Bhopal","Salary timings are ok because boss does not sit in bhopal","No portfolio nothing alloted and sales manager has to go door to door for acquisition unnecessary concalls","Show more"
"4.0","5 Aug 2024","Salary","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89801813.htm","Assistant vice president","Current employee, less than 1 year","Ok place to work and gorw","Slow process and time taking","Gurgaon, Haryana","","",""
"4.0","30 Jul 2024","FX Forward Documentation process","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89626528.htm","Internship","Current intern","Handled the documentation process on daily basis.","continuing with studies and internship both at same time","Andheri","","",""
"4.0","29 Jul 2024","efshjhntdjn","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89578275.htm","Qa engineer","Former employee","nice very very nice to work with and grow","nothing from my side just WFO now","Gurgaon, Haryana","","",""
"2.0","30 Jul 2024","Worst culture","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89634805.htm","Key account manager","Current employee, less than 1 year","","","Mumbai","Good hike and incentives program","Worst culture favouritism no support worst system","Show more"
"5.0","27 Jul 2024","Indusind Bank is top 5 private Bank in india","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89539870.htm","Mis analyst","Current employee, more than 1 year","Senior management is very cooperative","appraisal is delayed by q1","Gurgaon, Haryana","","",""
"5.0","30 Jul 2024","Awesome","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89624651.htm","Sales bdm","Former employee","Build self-confidence and convince power","Too much focus on work","","","",""
"3.0","22 Jul 2024","Salary benefits at indusind bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89393004.htm","Deputy manager","Former employee, more than 3 years","","","Mumbai","Good to start with company if you are ready to work at low salary then only","Low bonuses paid 
Office politics","Show more"
"5.0","27 Jul 2024","Service manager","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89553296.htm","Service delivery manager","Current employee, more than 1 year","Best place to learn sales","Technical team is not advanced","Calcutta","","",""
"3.0","12 Jul 2024","Bank is Good but not the authorities","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89107354.htm","Asdm","Current employee, more than 1 year","","","Ulhasnagar","I had best experience with HR of Indusind Bank POOJA YAGNIK !She helped me alot for my transfer !","Had worst experience with one of the branch manager of Indusind Bank","Show more"
"5.0","25 Jul 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89478208.htm","Account manager","Current employee, more than 1 year","All good, work culture good","Appraisal is too slow, need to work","Calcutta","","",""
"4.0","23 Jul 2024","Work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89400852.htm","Bank teller","Former employee, less than 1 year","Minimum amount of cash transaction","This is a very good place to work","Villupuram","","",""
"1.0","8 Aug 2024","Bad culture","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89915047.htm","Deputy manager","Current employee, less than 1 year","Nothing to do so from my side","Don't have one more time to meet you today","Ahmedabad","","",""
"3.0","24 Jul 2024","Indusind","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89464743.htm","Product head","Former employee","Fast and growth centric organization","Bureaucracy, customer centricity is the area to watch","Gurgaon, Haryana","","",""
"2.0","22 Jul 2024","Sales","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89372325.htm","Sales associate","Current employee, less than 1 year","","","Gurgaon, Haryana","Salary, Timings, Leaves & Team Leader","Low growth less opportunity here","Show more"
"3.0","23 Jul 2024","Average work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89426837.htm","Emerging corporate relationship manager","Former employee","Good Seniors who help adjusting to profile.","Training quality is average there","Mumbai","","",""
"4.0","19 Jul 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89318782.htm","Deputy branch manager","Former employee","Best and good environment to work","I don't find any difficulty to work","","","",""
"4.0","5 Jul 2024","Good experience","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88868803.htm","Asdm","Former employee","","","","Nice environment ,
Helpful staff
New experiences
Team management 
New friends","High Stress level
Over burden
Long working overs
Strick targets
Office politics","Show more"
"2.0","8 Jul 2024","best experiance","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88965307.htm","Marketing officer","Current freelancer, more than 3 years","best bank in india i am working a full time emp","super experience i never seen this type of bank","Ongole","","",""
"2.0","10 Jul 2024","Not a great place","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89014391.htm","Associate relationship manager","Current employee","","","New Delhi","Learning and responsibilities.
Some teams are good","Less pay low bonus bad work life balance","Show more"
"4.0","30 Jun 2024","Good Bank to work in","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88719969.htm","Sales manager","Current employee, more than 1 year","Incentives are great, work life balance is also good.","HR policy is very weak, management is controlling everything. Appraisal is also very poor.","Calcutta","","",""
"1.0","25 Jul 2024","Sales pressure is more","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89501111.htm","Business development executive","Former employee, less than 1 year","","","Vadodara","Easy hiring, documentation is easy","Sales pressure is so much","Show more"
"5.0","8 Jul 2024","Na","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88945289.htm","Aml specialist","Current employee","","","","Overall good in dept and company","Work life balance and job excellent","Show more"
"1.0","27 Jul 2024","Pathetic","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89547106.htm","Assistant manager","Former employee, less than 1 year","Gud salary, great working offices","Pathetic culture, rude managers, rest is fine","Noida","","",""
"2.0","17 Jun 2024","Too much pressure","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88315759.htm","Senior banking partner","Current employee, more than 1 year","","","Bengaluru","Good work life balance
Can negotiate for more than 50% hikes
Good premium banking product","No service infra
Toxic work environment
No job security
Pressure on insurance & paid credit cards","Show more"
"3.0","25 Jun 2024","Growth","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88556022.htm","Assistant vice president/dvp/vice president","Current employee, more than 1 year","","","Mumbai","Huge book of work n grt opportunity to learn","Development of employees is not a smart thought thro process. In many instances growth is not supposed by leaders","Show more"
"5.0","23 May 2024","High impact work and good learning experience","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87568292.htm","Data science","Current employee","","","","High impact team and great learning experience. Enables one understand how data driven insights actually help drive business","At times pressure can be there for delivery and priorities may change basis immediate business priorities","Show more"
"5.0","30 Jun 2024","Great","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88718913.htm","Relationship officer","Current employee","","","","Nice organisation to work so","Nothing there to like cons","Show more"
"1.0","17 May 2024","Digital Unit Suffers Under Toxic Leadership of CDO Charu Mathur","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87399842.htm","Product manager","Former employee, more than 1 year","","","Gurgaon, Haryana","High Pay for New Joiners: The Digital Unit Offers Irrational Salaries but Beware of Mental Health Risks from Long-Term Stays","Dysfunctional Culture in the Digital Unit

The Digital Unit under CDO is plagued by severe issues that create a toxic work environment. 

1. Abusive Leadership: The CDO is known to shout and throw objects at employees. Her impulsive behavior and erratic decisions play havoc with people’s careers, leading to a culture of fear and self-doubt among staff. Former employees and current vendors, if they choose to speak out, can easily verify these claims.

2. Lack of Accountability: Despite numerous complaints, no action has been taken against the CDO because she is backed by MD. This protection has allowed her to continue her detrimental practices unchecked.

3. Non-compliance and Mismanagement: The organization frequently experiences lapses and financial frauds due to poor decision-making. Instead of addressing these issues, efforts are made to hide them from the regulator. This indicates a deep-seated culture of non-compliance and mismanagement.

4. Delayed and Unfair Compensation: Appraisal payments are delayed until July, effectively denying payouts to employees who resign. Additionally, there is no compensation for accrued privilege leaves.

5. Ineffective HR Department: HR is practically non-existent, failing to support employees or address their grievances adequately.

6. Promotion Based on Favoritism: Success in the unit depends more on managing the CDO’s moods than on actual work skills. Employees are promoted for devising non-ideal plans rather than contributing to business growth.

7. Detrimental to Mental Health: The overall culture severely impacts mental health. Employees often feel isolated, but reaching out to former employees can provide support and reassurance that they are not alone in their experiences.

In conclusion, the toxic culture within the Digital Unit under CDO’s leadership not only hampers professional growth but also poses significant risks to employees’ mental well-being.","Show more"
"1.0","20 Jul 2024","Salary","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89336676.htm","Chief manager","Former employee","has a high pay offerings","no management, lot's of paperwork, no work life balance at all,zero culture","Mumbai","","",""
"1.0","17 Jul 2024","Pathetic pay, unqualified senior management","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW89229422.htm","Anonymous employee","Current employee","","","","Cant think of any here","No perks to employees 
Abysmal bonus
Toxic culture 
Zero hike","Show more"
"4.0","2 Jul 2024",".","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88786158.htm","Administrative assistant","Former intern, less than 1 year","","","Gurgaon, Haryana","Good company
Behaviour 
Culture 
Staff
Salary","Timings 
Strict boss
Managerial ego
Strategy 
Culture","Show more"
"5.0","25 Jun 2024","Good Company","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88581603.htm","Lead project manager","Current employee, less than 1 year","Good Work Life balance, good learning curve","Nothing as of now . All good","Mumbai","","",""
"2.0","29 Jun 2024","Internship","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88700855.htm","Internship","Former intern, less than 1 year","It was a good experience","HR was so rude and arogant","Pithorāgarh","","",""
"3.0","27 Jun 2024","Job Satisfaction","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88638817.htm","Vice president","Former employee, more than 1 year","Laid back culture, work life balance","Pay scale is extremely poor","Mumbai","","",""
"3.0","26 Jun 2024","Not so good","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88627110.htm","Cse","Former employee, more than 1 year","","","Chennai","Learn many things
Know about banking","Politics inside
Not to be grow faster","Show more"
"4.0","22 Jun 2024","Associate manager","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88498631.htm","Associate manager","Current employee, more than 3 years","Problem solving atmosphere, job security","Job security, problem solving, good senior, helping mind, career growth","Andheri","","",""
"1.0","28 May 2024","Worst Company to Work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87734159.htm","Anonymous employee","Former employee","","","","You will be in the Bank Rolls with a fancy grade with 0 empowerment ..nothing much","Be ready for Iltreatment,embarassment,long working hours more than 13-14 hrs per day
No respect for Experience joining bonus will not be given at all
Probation will keep extending although you perform well
No leaves will be given","Show more"
"2.0","21 Jun 2024","Not a good company to be in for growth","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88481193.htm","Aquisition manager","Current employee, more than 1 year","","","Calcutta","Pay on time, travel reimbursement","Excessive pressure 
Extensive working hours 
No growth","Show more"
"5.0","18 Jun 2024","Credit manager","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88379068.htm","Credit manager","Former employee","Good company to learn and upskill","Work life balance and low salary","New Delhi","","",""
"5.0","14 Jun 2024","Overall great experience","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88274349.htm","Sales bdm","Current employee","Very good work environment and very supportive uplines","I see no negative side in this organisation","Ponda","","",""
"3.0","17 Jun 2024","good working space","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88316506.htm","Sdm manager","Former employee","opportunity to learn the banking operations","sundays are also working in 365 branches","New Delhi","","",""
"5.0","17 Jun 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88312383.htm","Svp business development","Current employee, less than 1 year","","","Mumbai","Employee friendly
Great place to work","Weak HR
Low yearly increase
Delay in appraisal","Show more"
"5.0","15 Jun 2024","Na","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88278134.htm","Credit manager","Current employee, less than 1 year","Good bank to work in corporate office","Not sure all good here","Mumbai","","",""
"3.0","7 Jun 2024","Good for people who enjoys office politics","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88055952.htm","Relationship manager","Current employee, less than 1 year","","","Calcutta","Timely salary before end of month","Understaffed 
Work pressure 
No proper training","Show more"
"1.0","25 Mar 2024","Worst professional Chief Digital Officer","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW85671927.htm","Project manager","Former employee, more than 1 year","","","Gurgaon, Haryana","None
Bad work environment
Worst experience ever
Stay away from Digital and Strategy Department","The Chief Digital Officer, Charu Mathur is unprofessional in nature. The only reason for no action against her is the backing of CEO.

CDO is the summit of toxicity towards employees.
Abuses in all forms, words that pinches hard to the ears. No respect for a single employee. People are silent in the Digital and Strategy Department. They have no option but just find an alternate and leave. 

Charu Mathur plays with career of individuals and does not deserve the position.

Do not ever join her Digital and Strategy Department, no matter the amount of offer, you will hinder your peace and lifestyle","Show more"
"4.0","23 May 2024","Good place for growth and learning","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87567784.htm","Relationship manager","Current employee","Networking and getting exposure to different types of banking instruments.","work culture is very much toxic as people can take businesses from your portfolio which is allowed here.","","","",""
"3.0","14 May 2024","Poor management","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87288994.htm","Nri relationship manager","Former employee, less than 1 year","","","Calcutta","They give good hikes ,environment,good roi","They dnt provide any service ,I got the laptop after 4 months ,no support from blackened team","Show more"
"1.0","19 Jun 2024","Highly toxic company","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88399863.htm","Growth manager","Current employee, more than 3 years","","","","There are no pros in indusind Bank","Everything is cons 
1.Highly toxic culture.
2.Treating employee like slaves
3.Unnecessary shouting 
4. No career growth","Show more"
"4.0","28 May 2024","Gear Place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87730136.htm","Manager operations","Current employee, more than 1 year","","","Mumbai","Great place to work
Great place to learn
Wide range of profile exposure","Less annual appraisal
Work life balance is somewhat tight","Show more"
"4.0","5 Jun 2024","Insurance","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87984390.htm","Insurance sales agent","Current employee, more than 1 year","Best and support staff in","System is very slow in Bank","Meerut","","",""
"1.0","3 Mar 2024","Stay Away from CDO Charu Mathur","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW84952927.htm","Partnership manager","Former employee, more than 1 year","","","Gurgaon, Haryana","Share price and company profits are decent. But they don't give stocks, so no use to the employee.","Avoid Chief Digital officer CDO, Charu Mathur. Don't ever join her digital and strategy team at this bank. The department culture is very bad. CDO keeps shouting at every one everyday. Nobody dares to take any action against her as she is shielded by by CEO. People are threatened left right and center that their will be action against them. Abusive language, shouting, humiliating employees and disrespecting is everyday affair for the CDO. There are unreasonable and unrealistic expectations. You are expected to work like a robot with no possibility of doing errors.","Show more"
"4.0","31 May 2024","My review","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87818146.htm","Customer service representative","Current employee","Healthy environment you will get","Management of human resource is not good","Chennai","","",""
"4.0","29 May 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87751739.htm","Deputy manager","Current employee","","","","Better opportunity for work experience","Nothing best for fresher and future goals","Show more"
"4.0","16 May 2024","I am part of CGMO- ORC","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87342945.htm","Associate manager","Current employee, more than 1 year","","","Mumbai","Work Life Balance
Opportunity to learn","Increment and bonus structure not up to the mark","Show more"
"5.0","27 Feb 2024","Seems to be good and learned more","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW84777340.htm","Monitoring specialist","Former employee","","","","financial safety, easy access to your funds, savings from check-cashing fees, and overall financial peace of mind.","Lower savings rates. Banks generally are less competitive than credit unions in terms of interest rates for savings accounts. ...
Higher loan rates. Interest rates for loans from banks tend to be higher than interest rates charged by credit unions. ...
Customer satisfaction.","Show more"
"1.0","15 Jun 2024","Too much business pressure to operation staff as well","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88276268.htm","Asdm","Former employee, less than 1 year","You are getting salary that is the only pro","No personal life at all.","Mumbai","","",""
"3.0","14 May 2024","Poor Work Ethics and Working Hours","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87250909.htm","Service delivery manager","Former employee, less than 1 year","","","Chennai","Learning Opportunities
No other positive","No 9-6, working hours extended till 7-8 everyday
Everyone has Sales job no matter what your designation is
Extreme pressure for sales","Show more"
"3.0","25 May 2024","review","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87627174.htm","Vice president","Current employee","Good place to gain wide range of experience","grading structure for pay scale not available","","","",""
"5.0","18 May 2024","Good Company to work and grow sell knowledge","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87404020.htm","Key account manager (kam)","Former employee, more than 1 year","Good team work supporting form Manager","there is no downside in the INDUSIND BANK","Nāgpur, Maharashtra","","",""
