"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"4.0","31 May 2022","Growing Bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW64898144.htm","Relationship manager","Current employee, more than 1 year","Culture in the company is very good","Growth for the employee is limited in the company","Chandigarh","","",""
"3.0","10 Jun 2022","Not so nice","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW65394125.htm","Deputy manager","Former employee, more than 3 years","Less work pressure, job security","Least growth, regular work, management ladder","","","",""
"2.0","11 Jun 2022","Nice place","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW65395140.htm","Junior trader","Current employee, less than 1 year","Very nice environment to work in","Poor infrastructure compared to other firms","","","",""
"4.0","28 May 2022","Great","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW64792528.htm","Relationship manager","Current employee, more than 10 years","","","Gurgaon, Haryana","Great environment for overall growth","None as such. Just be hard working","Show more"
"3.0","5 Jun 2022","Good work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW65133030.htm","Avp-project manager","Current employee, less than 1 year","Good work life balance, average appraisals","Less than industry standards pay","Gurgaon, Haryana","","",""
"5.0","24 May 2022","Good bank to work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW64640205.htm","Anonymous employee","Former employee, less than 1 year","Good exposure to work & get experience","Timing & management in internal work","","","",""
"4.0","16 May 2022","Good to work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW64229642.htm","Sales debuty manager","Current employee","","","","Transparent, Friendly management, variety of customer benefits","Non friendly HR, high targets","Show more"
"2.0","4 Jun 2022","Pathetic","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW65087685.htm","Marketing officer","Former employee","good collegues, good team, work freedom","heavy pressure, deadlines, harrasment form leadership","","","",""
"4.0","27 May 2022","Indusind","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW64788083.htm","Senior manager","Current employee","Weekend off... Work life balance.... Office environment","Less pay. Increments movements staff benefit","","","",""
"3.0","20 May 2022","Indusind Bank - Credit Analyst Profile","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW64424951.htm","Credit analyst","Current employee, less than 1 year","Good Work life balance, low monitoring","Less professionalism, Slow growth, Low learnings","","","",""
"1.0","28 Jan 2022","Work at IndusInd","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW58695507.htm","Sdm manager","Former employee, more than 3 years","","","Chennai","They upgrade your role and responsibility in which you can learn a lot each day but all this happens without any change in your salary or designation. Basically a school to learn by making mistakes.","Worst payer. Not paid for the work done. Very low retention rate. None of them take their gratuity.","Show more"
"4.0","16 May 2022","EC","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW64220982.htm","Asm (area sales manager)","Current employee, more than 3 years","","","Gurgaon, Haryana","Work life balance, Learning opportunities etc.","Multiple con calls happening which reduce productive hours.","Show more"
"4.0","20 May 2022","Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW64430940.htm","Manager","Current employee, more than 10 years","Flexible working timings, neary by location","No canteen/cafeteria facility, no pick up and drop facility","Mumbai","","",""
"4.0","27 Jan 2022","For onrole its great opportunity to work on this bank especially I'm in centralised service desk.","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW58684155.htm","Executive","Current contractor","","","Chennai","For my team on role is good. But off role (contract) salary is low. Work we do for off role and onrole work together we have to do.
No additional Benefits..
I'm honest. Don't get me wrong... I don't want to lie.","For contract indusind is not suitable...","Show more"
"4.0","18 May 2022","senior risk analyst","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW64301108.htm","Senior risk analyst","Current employee","good office, no extra hours needed after 6.45","bad work culture. growth prospects limited","New Delhi","","",""
"5.0","10 May 2022","About the bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW63915295.htm","Deputy vice president","Current employee, more than 3 years","","","Chennai","A good place to work .","Nothing much to say about","Show more"
"4.0","8 May 2022","Nothing","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW63806440.htm","Anonymous employee","Former employee, less than 1 year","","","Midnapore","It is a Banking Sector","Huge Target of selling every banking products","Show more"
"5.0","10 May 2022","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW63900473.htm","Investment banking analyst","Current employee","","","","Good to work in this place","Work culture and innovative and friendly","Show more"
"5.0","18 Apr 2022","Branch operations and sales","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW62906448.htm","Sdm manager","Current employee, more than 1 year","","","Mumbai","Good learning, got more banking experience,","Nothing to dislike about company","Show more"
"3.0","11 May 2022","International Trade & Finance Operational Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW63985897.htm","Trade desk manager","Current employee","Good Salary for new joinee","Too much work and outdated software","","","",""
"4.0","6 May 2022","Good company to work at","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW63744660.htm","Analyst programmer","Current employee, more than 1 year","Great flexibility to work - WFH or WFO","Nothing much to say here","Mumbai","","",""
"4.0","24 Mar 2022","review","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW61711527.htm","Officer","Current employee, less than 1 year","","","Coimbatore South","very Good Growing Industry in banking sector","Not only in Indusind bank each and every bank fall in sales of Insurance, is it also not far of complete guideline in not take care the customer.","Show more"
"3.0","4 May 2022","Indusind Bank Relationship Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW63628479.htm","Anonymous employee","Former employee","","","","1. Learning opportunity
2. Good work environment","1. Individual growth with in the hierachy will be slow","Show more"
"1.0","5 Jul 2022","Long hours of work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW66294650.htm","Trade finance specialist","Former employee, more than 1 year","","","","Good learning of trade finance, swifts","No work life balance, minimum requirement 12 hours working.","Show more"
"2.0","22 Apr 2022","Working hours worst","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW63151523.htm","Sdm manager","Former employee, less than 1 year","","","","Young staff
Good facilities for employees","Worst working hours
No cordination of hr
Very partial
Work overload","Show more"
"2.0","3 May 2022","no growth","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW63624608.htm","Customer service representative","Current employee, more than 1 year","good package for experienced people","there wont be any growth for you it is just for the company","","","",""
"3.0","13 May 2022","Corporate mess","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW64078170.htm","Assistant vice-president","Current employee","","","","9 to 5 job 
Desk job 
Minimal pressuee","Not reliable in long term","Show more"
"4.0","11 May 2022","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW64002069.htm","Anonymous employee","Current employee, more than 3 years","Nice to work in IndusInd bank ltd","Working atmosphere is not so good","Pollāchi","","",""
"4.0","6 May 2022","Work Life","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW63778029.htm","Associate manager","Former employee, less than 1 year","Healthy Environment, Rotational Shifts, Curricular Activities, Etc etc","Inside sales is the key measurement","Chennai","","",""
"2.0","21 May 2022","Na","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW64469845.htm","Relationship manager","Current employee, less than 1 year","Salary, pay, package, location and profile","Everything else in the company","Mumbai","","",""
"2.0","16 May 2022","-","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW64238515.htm","Service delivery manager","Current employee, more than 3 years","","","Gurgaon, Haryana","- - - - -","Salary very less
No growth
Focus only on sales","Show more"
"5.0","1 May 2022","Great work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW63501138.htm","Sales associate/cashier","Current employee, less than 1 year","","","Tarn Tāran","Best place to learn with high wages","I’ve not faced difficulties yet","Show more"
"3.0","8 May 2022","work experience","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW63817861.htm","Operation team","Former employee, more than 1 year","you will understand how to deal with person.","On daily base selling target.","North West","","",""
"4.0","5 Feb 2022","Not bad as you think.","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW59154418.htm","Sdm manager","Current employee, more than 3 years","","","Āīzawl","Working with good co workers.","Late office working hours .
Bad HR department","Show more"
"5.0","8 May 2022","Ca","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW63809321.htm","Anonymous employee","Current employee","No suggestions to improve on","Good good good good good","","","",""
"5.0","18 Mar 2022","Good Bank to Work iN","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW61379786.htm","Deputy manager-legal","Current employee, more than 1 year","","","Jaipur, Rajasthan","Corporative Senior Help us out if we struck anywhere","salary structure as compare other bank little low","Show more"
"5.0","4 May 2022","Amazing bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW63651763.htm","Key account manager kam","Current employee, more than 3 years","Too good product they have","No cons in this bank","Jaipur, Rajasthan","","",""
"2.0","15 Apr 2022","Sales manager","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW62820912.htm","Sales manager","Current employee, more than 1 year","You can good hike when you are joining","Bad leadership , baised work ,no support from hr and groth is joke","Gurgaon, Haryana","","",""
"5.0","3 May 2022","Zonal Head","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW63620612.htm","Svp-commercial lender","Current employee, more than 10 years","","","","Open door policy
Dynamic Organisation","Limited International experience 
No international movement","Show more"
"3.0","7 May 2022","Chief manager","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW63803382.htm","Anonymous employee","Current employee, more than 5 years","","","","Job security
Easy to get grade","Low increments in appraisal
Late appraisal","Show more"
"4.0","4 Apr 2022","Job analysis","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW62222372.htm","Marketing agent","Current employee, more than 3 years","","","Srikakulam","Reputated bank and well marketed products","Not growth oriented company for employees","Show more"
"4.0","20 Apr 2022","okay","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW63037500.htm","Personal banker","Current employee","","","","mainly asset products will be there","mainly slow processing and service","Show more"
"4.0","21 Jan 2022","5 years ...Overall good for me..","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW58346631.htm","Asm (area sales manager)","Former employee, more than 5 years","","","Mumbai","-Always Respect Performer
-End to end development
- New challenges
-Give Substantial Responsibility
-Freedom in working Style
-Stable growth path
-Offer match possible after resignation","-Tough to adjust in initial 1 year
-Weak Hr Support
-Weak Appraisals
-Centralised Decisions specially for promotions
-Decreasing Incentives& bonus over the years
-Too Much Cost conscious","Show more"
"3.0","22 Mar 2022","Telesales Relationship Executive","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW61614423.htm","Relationship executive","Current employee, less than 1 year","","","Guwahati","Get to know a lot of people.","Hectic Schedule and a loads of work pressure in a limited time.","Show more"
"4.0","31 Mar 2022","Avrrage place to wok","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW62103155.htm","Senior manager","Current employee, less than 1 year","No pressure, work enivronment is good","Work load depend on teams. Few teams are work life balanced. Few have stress.","","","",""
"3.0","5 Apr 2022","no work other than sales","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW62285492.htm","Assistant manager","Current employee, less than 1 year","good staff, timings changed. leave office compulsory by 7.30 pm","very less salary, sales pressure, timing extension.","Mumbai","","",""
"3.0","5 Apr 2022","Phone banking Officer","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW62312755.htm","Phone banking officer","Current employee, less than 1 year","","","Āndher, Maharashtra","Its a good place to work with","It strict with punctuality and time table","Show more"
"1.0","29 May 2022","Working with worst environment","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW64837345.htm","Bank teller","Current employee, less than 1 year","","","Salem, Tamil Nadu","This is not a bank, it's a insurance company,.","can't grow up with your skills, u guys need insurance policy to grow here","Show more"
"1.0","14 Jun 2022","Less carrier growth","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW65499373.htm","Facilities manager","Current employee","Nothing to highlight in forum. Good for fresher.","Zero growth even after getting good rating. Appraisal is just part of process.","","","",""
"4.0","29 Mar 2022","Good work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW61926720.htm","Anonymous employee","Former employee, more than 1 year","The company offers great work culture if you are placed in the right branch","no cons as such, great company","","","",""
"1.0","13 Feb 2022","Made Biggest Mistake of My Life by Joining IndusInd Bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW59608677.htm","Operations manager","Former employee, more than 8 years","","","Calcutta","Nothing, Horrible, Worst Experience of my life","Politics in Senior Management,Works Like Proprietorship firm,No HR Role,Seniors are manipulating the organistions,
All the employee at senior positions are very old in the organisation and they only handled there own positions and makes money.Junior or Middle Management didn't get a penny neither get a good appraisal.","Show more"
"3.0","27 Apr 2022","Trade","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW63353645.htm","Associate manager","Current employee, more than 1 year","Good to work for fresher.","Long work hours. Work load.","Pune","","",""
"4.0","12 Apr 2022","Relaxed Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW62680064.htm","Anonymous employee","Former employee","A relaxed work culture with lots of free time","Less exposure for career progression","","","",""
"4.0","13 Apr 2022","Very good experience","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW62738163.htm","Branch head","Current employee, more than 5 years","","","Mathura, Uttar Pradesh","Very fast service & no compliant","No any cons no problem","Show more"
"5.0","7 Apr 2022","Amazing Work Experience","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW62415607.htm","Aqm","Former employee, more than 1 year","","","","Good Environment.
All facility.
Normal Timing 9 to6","Salary is less.
Future Scope is less.","Show more"
"5.0","6 Apr 2022","Manager / Senior manager","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW62376417.htm","Senior manager","Current employee","betterment for the future life","I need to join your best bank","","","",""
"5.0","7 Apr 2022","Amaging","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW62412644.htm","Senior manager","Current employee, more than 3 years","","","Gurgaon, Haryana","Team supporting is best in sector","Market activity regularly basis here","Show more"
"5.0","3 Apr 2022","Very good work culturw","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW62198163.htm","Avp-finance","Current employee, less than 1 year","","","Bengaluru","Foreign bankers, so no work after office","No work from home option","Show more"
"5.0","3 Apr 2022","Evening shifts","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW62201364.htm","Associate manager","Current employee, more than 3 years","","","Chennai","Extra shift allowance of rs 300 is very good","Breaks given is very less","Show more"
"4.0","28 Aug 2014","The worst place to work and the best place to get your good stable career screwed","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW4869330.htm","Dvp","Former employee, more than 1 year","","","New Delhi","No one cares a damn...every thing will be coming to you and than one day you will realize that you were in the wrong lane :)","Idiotic top management. I am sure that even MTs in a good bank have better brains than them and can plan out better strategies to drive business.
Believe me , I have seen people at EVP level sacrificing the entire channel just to save their skin.
The top management will tell you that your work is good and one day will shut you channel.
They have a hobby to use extremely good talent as Guinea pigs just to try and test their stupid strategies, which they implement in creating a channel and than after 3 quarters they realize that it was a mistake and they shut it down..leaving you at a mercy of your own fate.
HR is just a mock ...which picks up a phone and always says"" we appreciate that you have approached us for your concerns and as of now we have no idea , but we will get back to you soon , on this"".
PS: I have seen them giving offer letters to people after shutting the channel...by the time the employee is on board ...the channel in which he is suppose to work has been snapped :)

Do I need to say more( review by a banker with 12 yrs of work ex in major banks).","Show more"
"3.0","19 Apr 2022","Okayy","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW63006069.htm","Teller","Former employee","","","","Salary on time 
Job security","No training given to fresher","Show more"
"2.0","7 Apr 2022","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW62466602.htm","Phone banking officer","Current employee, more than 1 year","","","Mumbai","It's nice to work over here in.","It's strict on punctuality and work ethics","Show more"
"5.0","7 Apr 2022","Nil","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW62459369.htm","Assistant manager","Former employee, more than 5 years","","","Mumbai","Great bank to work with","No salary hike for last five years","Show more"
"1.0","4 Jul 2017","Any Profile - Don't join","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW15743634.htm","Key account manager","Former employee, more than 1 year","","","Bengaluru","I took out time to write this review to save one life, as I believe if I could save at least one carrier then it will complete my efforts. I joined Bank after MBA and proved to one of best employee in terms of year sales, but this bank is like salesmen market. They will treat you like slaves and end up loosing your confidence & self esteem. Every morning they will shout on you like hungry dogs and won't care anything apart from business. If any chance you worked hard and gave result then you will be screwed more. I request you if you planning to join or already got placed to which ever profile I suggest you to not to spoil your carrier and health. Stay without job but don't dare to join. In case you don't  me believe me, just visit any branch and speak to anyone about there job. In my one year of carrier in bank I realized that only two kind of people join this bank. One who are not getting any job, second who can't get out of banking field as they already spent more then two year in system. If you agree please hit like to help others.","I request Indusind Bank management to write this section with hand on there heart. I mean what mess have you created in the name of sales.","Show more"
"5.0","12 Feb 2022","excellent","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW59552387.htm","Telesales executive","Current employee","","","Ghaziabad","The management is very cooperative with problems solving attitude and very good culture,It is very good work place to start carrier and better work place to get knowledge.","Intense pressure, Very less convince","Show more"
"5.0","11 Apr 2022","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW62601926.htm","Select rm","Current employee","Work environment is very good","Too much pressure for sales","","","",""
"2.0","30 Mar 2022","Not great experience","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW61992487.htm","Deputy manager/business analyst","Former employee, more than 1 year","","","New Delhi","Good office location in New delhi","No work-life balance for starting positions 

HR not supportive department","Show more"
"4.0","13 Apr 2022","Operations","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW62766726.htm","Sdm iii","Current employee, more than 3 years","Everything is good this bank","Hiring formalities is Very slow","Noida","","",""
"3.0","12 Apr 2022","Na","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW62700571.htm","Sdm manager","Former employee, more than 3 years","Good Place for short term","Huge sales Pressure in the bank","Gurgaon, Haryana","","",""
"2.0","7 Apr 2022","Contact Centre","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW62471622.htm","Deputy manager","Former employee, more than 3 years","Nothing to share in pros section","No work life balance in this firm","","","",""
"4.0","21 Mar 2022","Banking operations","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW61505121.htm","Service delivery manager","Current employee, more than 1 year","","","Guwahati","Culture
Work
Staff
Branch
Safety 
Security of employees 
Youth","Salary
Work life balance 
Compensation 
Saturday open sometimes 
Etc","Show more"
"5.0","18 Mar 2022","Deputy manager","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW61386189.htm","Sbdm","Current employee, less than 1 year","","","Hyderābād","The best place to work...work environment is good..","Technical issues....not a big problem","Show more"
"2.0","3 Mar 2022","Indusind Bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW60612015.htm","Branch manager","Current employee, more than 8 years","","","","Performance oriented. Increments and growth purely on performance","No career path.Branch managers remain branch managers for years.... together...","Show more"
"3.0","25 Feb 2022","NA","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW60317186.htm","Avp-analyst","Former employee, more than 10 years","","","Bengaluru","good company to learn about new things, if you join as a fresher lot to learn.","salaries donot increase at the market level. conservative in salary raise","Show more"
"1.0","20 Jun 2022","Company","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW65754179.htm","Anonymous contractor","Current contractor","Good work ethics and job security","Need development in other places","","","",""
"5.0","4 Feb 2022","Project & Properties Department","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW59107914.htm","Project manager","Former employee, more than 1 year","","","Calcutta","1. Mentoring Work Culture
2. Set Design
3. Individual Freedom 
4. Great Seniors
5. Work Life Balance","1. Long Approval Procedure
2. Some of the work process are not flexible
3. Departments sometimes show Silo- Mentality","Show more"
"2.0","15 Feb 2022","Stresful sales job","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW59710642.htm","Select relationship manager","Current employee, more than 1 year","","","Mumbai","None as per my knowledge","Many since the entire focus of the organisation is on to sell life insurance","Show more"
"5.0","25 Mar 2022","Work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW61751774.htm","Deputy manager - operations","Current employee, less than 1 year","Infrastructure and working environment is good","Career growth is slowly progressing","","","",""
"1.0","20 Apr 2022","Worst experience","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW63017062.htm","Anonymous employee","Former employee, more than 1 year","","","Mumbai","Nothing is good in company","Work on holiday 
They make you work on 2n and 4th Saturday as well
Huge pressure 
Miss selling 
Unnecessary meetings 
Work culture is worst in the company
Management is also very bad","Show more"
"4.0","23 Mar 2022","Good experience","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW61621109.htm","Vrt/vrm","Current employee, less than 1 year","","","","Good working hours and good team work","Online closure ,calling, working on sundays","Show more"
"4.0","28 Dec 2021","Perfect bank to start your career in banking","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW57158938.htm","Sdm iii","Former employee, more than 1 year","","","New Delhi","1. Work friendly environment.
2. All senior staff are highly cooperative .
3. Good promotion policy.
 If you're good at your work no one in bank can stop your growth.","People know less about this bank so sometimes it becomes difficult to sell .","Show more"
"5.0","22 Mar 2022","Best salary structure","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW61553708.htm","Branch operations manager","Former employee","Best salary as per industry","No work life balance in operation","Nāgpur, Maharashtra","","",""
"4.0","30 Mar 2022","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW62012816.htm","Anonymous employee","Current employee","Good company to work with","Nothing as such.good to work","","","",""
"2.0","18 Jan 2022","Risk Analyst","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW58099817.htm","Risk analyst","Current employee, more than 1 year","","","Mumbai","In aggressive stage to increase their market share, so will get to learn a lot","Job role out of sync with what was discussed during interview","Show more"
"5.0","17 Mar 2022","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW61344017.htm","Relationship manager","Former employee, more than 3 years","Good bank to learn new things","Nothing to say but nice hr policy","","","",""
"1.0","31 Mar 2022","Worst Experience","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW62081924.htm","Bank teller","Current employee, less than 1 year","","","","Helpful hr department and idk there is any more pros","No training is provided 
Worst banking experience 
Extreme pressure of operation and sales
Average working 12hr in bank still work is pending every day of end
Bad policy regarding salary and resignation","Show more"
"5.0","25 Feb 2022","It was good experience","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW60286741.htm","Business process analyst","Former employee","The was a good experience so many ups and downs","Overall I have learnt so many things","Chennai","","",""
"1.0","19 May 2022","Bad working culture","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW64381885.htm","Sdm","Current employee, more than 1 year","","","","There's nothing good abou this company","Every thing is cons in this company","Show more"
"4.0","13 Mar 2022","Salary","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW61048009.htm","Client account officer","Former employee, more than 1 year","Their ideology on selling products","Need to find some ideas on sales of products","Chennai","","",""
"5.0","15 Mar 2022","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW61201031.htm","Auto loan manager","Former employee","Loan process handling and managing team.","New and used car loan customer","","","",""
"3.0","5 Mar 2022","Growing company among private banks","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW60690652.htm","Relationship manager","Current employee, less than 1 year","","","Tiruvannāmalai","Good policies to source business","Bad TAT ever I seen before","Show more"
"5.0","17 Mar 2022","Indusind bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW61327948.htm","Corporate banking analyst","Former employee, less than 1 year","Great work culture, decent pay","Long working hours. Low benefits","","","",""
"5.0","10 Mar 2022","Decent","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW60904778.htm","Management trainee","Current employee, less than 1 year","Good salary and hike and benefits","No work life balance and workload is high","Gurgaon, Haryana","","",""
"4.0","4 Mar 2022","It is good.","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW60633760.htm","Customer service representative","Current employee, more than 1 year","","","Andheri","The managers are very helpful and understanding.","Nothing yet as per my knowledge!","Show more"
"2.0","13 Mar 2022","Pathatic Work environment","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW61108449.htm","Key account manager (kam)","Former employee, less than 1 year","No pros at all for the bank","I believe everything is a con","New Delhi","","",""
"4.0","3 Mar 2022","Accounts payable","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW60568598.htm","Accounts payable","Current employee","Working environment is good rather other company","As compared with other company pay is very less","","","",""
"4.0","14 Mar 2022","Operations","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW61160264.htm","Operation manager","Current employee, more than 1 year","","","","Work life balance is there","Less salary as per market standards","Show more"
"3.0","4 Mar 2022","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW60653969.htm","Kyc analyst","Current employee","Here you can learn many things","No growth  ..after giving so much they dont value it","","","",""
"4.0","11 Mar 2022","Good to go","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW61008562.htm","Exclusive rm","Current employee, less than 1 year","","","Chandigarh","Get good hike,
Not a retail Banking","Book is not that great","Show more"
"5.0","13 Mar 2022","Excellent","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW61044375.htm","Executive","Current employee","Positive work environment work ethics","Late shifts extra time work load","Mumbai","","",""
"5.0","10 Mar 2022","excellent","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW60962798.htm","Executive assistant","Former employee","excellent motivated seniors helpful growth","pretty hectic ,work life imbalance,late shifts.","","","",""
"1.0","22 Apr 2022","One of the Humiliation Place","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW63163667.htm","Sales manager","Former employee, more than 1 year","","","","Ohh.. not single reason find in the company","Humiliation is top in Branch Banking.. Regional Head is worst ..","Show more"
