review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_location__E_Ine,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ
5.0,30 Aug 2024,Excellent,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW90589163.htm,General manager,Current employee,"Mundra, Gujarat",Great company to work with,Nothing in particular as such,Show more
1.0,3 Oct 2024,Worse Experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW91612405.htm,Product engineer,"Former contractor, more than 1 year","Mundra, Gujarat",High level of autonomy and independence in your work.Valuable opportunities open up after gaining experience with Adani.,"Fast-paced and demanding work environment.Lack of personal attention or support.Poor quality of food in the canteen.Security staff treat employees harshly.Overtime is often required without.
choice.Unfair 'first come, first served' policy in place.",Show more
1.0,31 Aug 2024,It's not good,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW90593857.htm,Graduate engineering trainee get,"Current employee, less than 1 year","Mundra, Gujarat",There is no pros in adani until you reach a certain position,"Bad living conditions 
No work-life balance
First they told 8 hrs shift now they are making us do 12 hrs shift. 
They don't tell you your job role until you get on site
Water and electricity supply cut off as soon as there is a little heavy rainfall.",Show more
4.0,27 Aug 2024,Great company to work for,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW90476900.htm,Assistant manager,"Current employee, more than 1 year",Ahmedabad,"It feels proud to be part of such a big group, people are very co-operative and overall nice culture","Promotions are slow ,Saturday working and no WFH",Show more
4.0,7 Sept 2024,Overall,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW90798857.htm,Dy manager,"Current employee, more than 5 years",Surat,Appreciates the efforts put in right direction.,Pay scales slightly lower compared to market,Show more
3.0,2 Sept 2024,Decent company but less switching options,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW90634847.htm,Senior engineer,"Former employee, more than 1 year","Mundra, Gujarat","1. Accommodation
2. Healthcare Benefits","1. Work-life balance
2. Office Politics
3. Growth Prospects",Show more
2.0,16 Jul 2024,Too much politics with least focus on employee retention,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW89186570.htm,Senior manager,"Current employee, more than 8 years",Ahmedabad,"Decent paymaster
Living in Ahmedabad is reasonable considering cost of living is on lower side","Adani is almost like monopoly in bulk port handling when you consider a corporate. So options are very limited to exit and join another corporate
HR is non-existential and no efforts to retain talent
Too much politics at top level leaders where the fight to get credit is spoiling the company culture",Show more
4.0,17 Aug 2024,Great culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW90177453.htm,Agm strategy,"Current employee, more than 5 years",Chennai,Learning curve is growing continuously at adani,No cons as of now. Lot of travel is sometimes a pain,Show more
4.0,4 Aug 2024,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW89784801.htm,Manager,Former employee,,,,
3.0,14 Jul 2024,"Very difficult place to work, highly indulge in politics. Only show bazi no productivity",https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW89138924.htm,Associate manager,"Current employee, more than 8 years",Ahmedabad,"Good worklife balance.
Very good canteen facility.","Work place with high politics.
People here motivated for show bizz.
Retrenchment of site employees.",Show more
3.0,15 Jul 2024,Exposure,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW89149083.htm,Mt- marketing,"Current employee, less than 1 year",,,,
4.0,16 Jul 2024,great org to start career with,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW89188917.htm,Dgm - corporate services,"Current employee, more than 1 year",Ahmedabad,,,
5.0,15 Jul 2024,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW89147109.htm,Site ehs manager,"Current employee, more than 8 years",Chennai,"Very good working environment
Very good working culture 
Staffs are very friendly","No cons...
Saturday is working day",Show more
3.0,14 Jul 2024,adani ports,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW89125737.htm,Senior officer,Former employee,,,,
3.0,1 Jul 2024,As a Fresher,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW88761163.htm,Graduate apprentice trainee (gat),"Current contractor, less than 1 year",Sri Potti Sriramulu Nellore,,,
2.0,17 Jun 2024,Big brand name of Adani comes with a lot of riders,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW88311583.htm,Senior manager,Former employee,Ahmedabad,,,
4.0,7 Jun 2024,Intern M&A || Corporate house,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW88058121.htm,Intern m&a,"Former intern, less than 1 year",Ahmedabad,,,
5.0,2 Jun 2024,Perfect,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW87862651.htm,Senior officer security,"Current employee, more than 1 year",Bhadrakh,"All. 
Everything that we receive comes under pros.",Na except remote location. Otherwise everything is perfect.,Show more
4.0,3 Jun 2024,Good company,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW87876870.htm,Internship,"Former intern, less than 1 year","Mundra, Gujarat",Best company to learn in port sector,Work pressure is too high,Show more
4.0,31 May 2024,Great place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW87820344.htm,Senior structural engineer,"Current employee, more than 1 year","Mundra, Gujarat",,,
4.0,26 May 2024,Great place to gain exposure,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW87655439.htm,Deputy manager,"Former employee, more than 5 years",Ahmedabad,,,
5.0,19 May 2024,Good Work Culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW87426278.htm,Manager-hr,"Current employee, more than 3 years",Ahmedabad,,,
3.0,3 May 2024,Best,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW86928166.htm,Marketing,"Current employee, more than 1 year",Gāndhīdhām,"Best working environment 
Good colleagues support 
Goal oriented","Less scope for personal growth 
100% dependency on Manager for work and appraisal",Show more
4.0,18 Apr 2024,Internship at Adani Ports and SEZ,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW86441132.htm,Data analyst,Former intern,,"1. Good work culture
2. Helpful mentors","1. Tiring process
2. Didn't give much insights on the tasks",Show more
4.0,10 Apr 2024,Working,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW86204991.htm,Deputy manager,"Current employee, more than 1 year",Navi Mumbai,,,
1.0,10 Apr 2024,Not recommended,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW86200364.htm,Hr generalist,"Current employee, more than 1 year",Ahmedabad,No pros as none exist,"Everything
Focussed only on increasing business without any focus on employee benefits
Worst working culture",Show more
3.0,22 Feb 2024,Good Company,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW84660242.htm,Assistant manager,"Current employee, more than 1 year",Ahmedabad,"Big group
Worked up culture
Diverse kind of work","Everything is urgent at once
Saturday working",Show more
3.0,12 Feb 2024,Good experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW84293409.htm,Operation and planning intern,"Current intern, less than 1 year","Mundra, Gujarat",Get good exposure of the industry,Location problem and also food facilities to be imporved,Show more
5.0,2 Feb 2024,Good Learning Exp,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW83995608.htm,Hr manager,Former employee,Ahmedabad,"1. Multiple Role exposure
2. Good Learning Opportunity",1. Management can look for 5 day work week,Show more
4.0,12 Jan 2024,Good working culture in this organisation.,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW83294206.htm,Project manager,Current employee,,"1. Good working culture
2. Good facilities provided for employees and families
3. Employees recognised every year","1. Odd location
2. Not treat everyone as staff.",Show more
4.0,1 Feb 2024,Good Company,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW83946813.htm,Associate manager,"Current employee, more than 1 year",Ahmedabad,,,
4.0,8 Jan 2024,Good learning opportunity,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW83141939.htm,Assistant manager,"Former employee, more than 5 years",Hazira,"Agile management
Learn a lot","Travel time 45 mins
12 hrs shift",Show more
3.0,5 Jan 2024,Adani Ports,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW83082793.htm,Associate manager,"Current employee, less than 1 year",Ahmedabad,Good learning at the head office,"Saturday working
Unsupportive HR
Complex policies
Limited holidays & leaves",Show more
4.0,3 Jan 2024,Good place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW83029376.htm,Assistant manager,"Current employee, more than 1 year",Krīshnāpatnam,"Salary on time
Employee support","Location
Pollution
Language barrier
Food",Show more
4.0,12 Sept 2023,Great Exposure!,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW80011041.htm,Assistant manager (legal),"Former employee, more than 5 years",Mumbai,"1. If you are skilled, you will be given an opportunity. 2. The reporting structure is great, as there are not many layer between you and management. 3. Exposure is exceptional for a newbie or a slightly experienced professional.",Internal YoY growth (in terms of money) varies a lot and average is not great.,Show more
5.0,28 Oct 2023,Nice start,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW81355093.htm,Senior engineering manager,"Former employee, more than 1 year","Mundra, Gujarat",,,
4.0,10 Oct 2023,Great Company to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW80837607.htm,Manager marketing,"Current employee, more than 8 years",Ahmedabad,Different working experience as it’s a niche business,Don’t have much of opportunities after this company.,Show more
5.0,31 Aug 2023,Excellent for Data analysis of all the adani Port operations,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW79661498.htm,Data analyst internship,Former intern,,"Huge data set analysis which was given and analysis dashbord creation , business analysis projects was being made for them knowledgeable insides was to be learned while working for them",longer time required for data analysis,Show more
5.0,10 Oct 2023,Nice company,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW80811239.htm,Senior engineer,Current employee,,,,
4.0,25 Sept 2023,Excellent company,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW80375274.htm,Head security,"Current employee, more than 3 years","Mundra, Gujarat",The company is good and takes cares of employees,Remote location 6 days working,Show more
5.0,2 Oct 2023,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW80589384.htm,Head of human resources,Current employee,,,,
5.0,20 Sept 2023,Electrical Maintenance,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW80241913.htm,Assitant manager,"Current employee, more than 10 years",Kutch,"- Best Work culture, - Superb opportunities, - Growth,",I have no any Down stream points.,Show more
5.0,25 Aug 2023,Company Culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW79496970.htm,Lead planner,"Current employee, less than 1 year","Mundra, Gujarat",,,
5.0,13 Jun 2023,Work life balanced job with a good pay,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW77337604.htm,Deputy manager,"Former employee, more than 5 years",Ahmedabad,- work life balance - job satisfaction - quality food and huge cafeteria - festival celebration -top office Infrastructure - great vibe to work at workplace,- may be only around 8% is normal increments yearly,Show more
4.0,9 Jun 2023,Job review,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW77229608.htm,"Senior manager, operations","Current employee, less than 1 year",Mumbai,"A lot of learning, decent working culture and salary",It depends on individuals whether to take it as pain or opportunity. I feel like an opportunity and enjoying the process,Show more
1.0,24 Jul 2023,Too much time for decision making,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW78527565.htm,Engineer,"Current employee, more than 3 years",Visakhapatnam,Just it's location. Unlike other ports it's very near to urban life,HR department is worst representatives between management and workers. Workmen are very dedicative and good to keep port operations. But HR is very gullible and weak,Show more
2.0,12 Jul 2023,job,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW78194673.htm,Assistant manager,"Current employee, more than 1 year",,,,
2.0,6 Jan 2023,"Unexpected, Disheartening",https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW72398542.htm,Assistant manager,Former employee,,"Not at all, People are getting attracted because Mr. Adani has secure the place of 2nd richest person around the world","Hiring Process : Which is very horrible, Not smooth at all. The ultimate swag of HR, you will notice in this process. Normally Its takes 2-3 months or more than that to get your offer letter. That time you feel that you are going to compete with google employees Salary : If you are negotiating then you are losing your chances to work in adani or If not they will hire you with the lowest salary that would be much less than supervisor There is no salary bar according to your Job position. Might be there is a possibility that the labour/operator/checker/lasher would have more salary than the managerial position person. Note : You won’t get salary hike easily (Salary on time at the end of month) (Complex Compensation proposal format which is not easy to understand for freshers / 2 yrs exp. person) Location: Mundra, One of the most backward area (For them If you are from Metro cities). Because the worst food you will get inside the port area and in hostel). Better to get a personal bike/ car otherwise difficult to get transportation if you want to anywhere and will be rely on Adani bus/there cabs. Accommodation: 2 persons living inside the small room and if both of them working in 12 hours shift then shifts will get clash, At least need some rest to get back on work for the next day. (You can cook at room but again for 12 hours of shift person, You will not get enough time to do other things) Zomoto and swiggy is there but not for 24 hrs and it takes around 1 hours for the delivery ( Someday you will not even find one Restaurant) Adani Applications : For Each and every small thing there is a App. Glitches/Errors/ bugs that you will face some times. Transportation : Adani buses and their cabs are available which takes 1 hour to reach at your office/ Terminal, While returning there is no direct to your township Again Very Time consuming Most of Management people, Are from labour (Previously worked as a Operator) No words for them If you want to work without keeping anything in you mind and ready to give efforts with clear mind and ready to face any health issues, Not caring about about standard of living/food/ personal time etc. GO FOR IT EXIT Process : Not smooth at all Advice : First provide proper resources then ask questions",Show more
4.0,29 May 2023,Don't want to review and give headline,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW76866730.htm,Manager,Current employee,,,,
3.0,12 Apr 2023,Not a good job for fresh engineers.,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW75415117.htm,Assistant manager,"Current employee, more than 3 years","Mundra, Gujarat",,,
5.0,12 Apr 2023,Awesome workplace and culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW75409291.htm,Associate manager,"Current employee, more than 10 years",Ahmedabad,,,
5.0,25 Jan 2023,Good Company to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW72969078.htm,Senior manager,"Former employee, more than 5 years",,"Adani is the best company for L&D, lots of learning opportunities available. Salary was on par with any reputed Indian companies. The execution speed and dynamic management is awesome.",location of work was a constraint and work life balance can be improved,Show more
1.0,25 Apr 2023,Lala company,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW75815005.htm,Assistant manager,"Former employee, more than 3 years",Ahmedabad,Timely salary Ahmedabad office location is nice,No work life balance Extreme politics,Show more
5.0,10 Mar 2023,Good workplace,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW74407369.htm,Hydrographic surveyor,"Current contractor, more than 3 years","Mundra, Gujarat",,,
3.0,16 Feb 2023,I have handled Electrical maintenance and breakdown,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW73679197.htm,Anonymous contractor,"Current contractor, more than 5 years","Mundra, Gujarat",I have biald the good knowledge,I want to be change the job because of no any growth,Show more
3.0,9 Feb 2023,Asst manager maintenance,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW73474855.htm,Asst manager,"Current employee, less than 1 year",Ahmedabad,"Training program,Learning skills, Multitasking,Team support.","Salary hike,work-life balance,internal politics,Non talent based promotion.",Show more
5.0,8 Feb 2023,adani,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW73438274.htm,Deputy manager,Current employee,,Great place to work here,working as same as currently,Show more
1.0,18 Mar 2023,Good learning,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW74645165.htm,Assistant manager,Current employee,Ahmedabad,,,
3.0,9 Jan 2023,Tower Controller,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW72450400.htm,Tower controller,"Former contractor, less than 1 year","Mundra, Gujarat",,,
3.0,6 Jan 2023,Zero work life balance,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW72396936.htm,Tower controller,Current contractor,"Mundra, Gujarat",,,
3.0,22 Dec 2022,No incentives and very less pay for such a post,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW72059894.htm,Anonymous employee,Former employee,,,,
4.0,22 Dec 2022,M&A,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW72070255.htm,Senior manager,Former employee,,,,
3.0,16 Oct 2022,Worst management.. They are not provide food and rooms.,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW70187097.htm,Trainee electrical technician,"Former contractor, more than 1 year",Chennai,For starting level engineer. It good to learn electrical connection and plc side. Job security,They are bot recognize contracts employees. Worst appraisal process,Show more
5.0,24 Nov 2022,Great environment to work with,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW71373929.htm,Anonymous employee,"Current employee, more than 8 years",,,,
4.0,15 Nov 2022,Good staff,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW71083558.htm,Anonymous intern,"Current intern, less than 1 year",,,,
4.0,3 Nov 2022,Best port in the world for shipping.,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW70737371.htm,Mechanical engineer,Current employee,,,,
4.0,8 Oct 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW69930346.htm,Dgm - operations,Former employee,,A good company can prosper with the growth of the organization,"Still, organizations maximize people's potential for growth by guiding development and deployment.",Show more
5.0,30 Aug 2022,Attend breakdown over running printing maintenance and operations,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW68496849.htm,Maintenance engineer,Current employee,,,,
4.0,28 Jul 2022,Good company for Growth,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW67290624.htm,Officer,Current employee,,"Good working culture
People are supportive and help in individual growth",Shift timing are awkward. Need to reconsider,Show more
4.0,20 Jul 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW66924508.htm,Officer,Current employee,,,,
4.0,5 Jul 2022,Great Work life balance,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW66293858.htm,Associate manager,"Current employee, more than 1 year",,,,
5.0,25 Feb 2022,It's indias leading port and logistics sector company which is giving tremendous services to customers.,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW60270088.htm,Senior operation executive,"Current employee, more than 3 years","Mundra, Gujarat",Gaining good experience as per my education curriculum. And learnt operations practically.,There are challenges to handle live operation and you will have to give immediate response to the person who's in trouble or if any problem occurs.,Show more
1.0,30 May 2022,Full time,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW64861665.htm,Engineer,"Former employee, more than 1 year","Mundra, Gujarat","No any pros.
Dirty politics.
No job security.","HR will force your reporting manager to give 1 rating (Need improvement) to any one or two employees within team. Than on that basis, HR will call you and ask for resignation.",Show more
5.0,21 May 2022,Excellent,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW64491804.htm,Head security,Current employee,,,,
1.0,20 Aug 2022,No sense of time,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW68132535.htm,Anonymous employee,"Former employee, more than 1 year",,,,
4.0,11 Apr 2022,Good Company,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW62591143.htm,Manager,"Current employee, more than 3 years",Ahmedabad,"Good Team, Great Responsibility, High visibility. Best salary in the industry",No work life balance. Mundra location you find nothing to visit,Show more
4.0,28 Apr 2022,good company,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW63405976.htm,Program manager,Current employee,,,,
5.0,21 Jan 2022,Great & Employee Friendly Company,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW58313099.htm,Deputy manager,"Former employee, more than 5 years","Mundra, Gujarat","Adani Ports is very Good Company and Employee Friendly Company, Saturday is half day at the site and at HO.",In Five years working i doesn't found which i feel cons for the company.,Show more
3.0,8 Mar 2022,Ports,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW60790258.htm,Associate manager,"Current employee, more than 3 years",Mumbai,The company is Entrepreneurial and offers flexibility,HR policies is one of the worst in the market,Show more
2.0,24 Mar 2022,No Career Growth,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW61694839.htm,Bi analyst,"Current employee, more than 1 year",Mumbai,,,
4.0,7 Mar 2022,Adani GET,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW60744382.htm,Senior electrical engineer,"Current employee, more than 1 year","Mundra, Gujarat",,,
5.0,24 Jan 2022,"Good work environment, ambitious company, performance driven",https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW58447725.htm,Manager-hr,Current employee,,,,
4.0,13 Feb 2022,Marketing,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW59585241.htm,Deputy manager,"Current employee, more than 5 years",,,,
4.0,18 Jan 2022,Excellent,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW58105473.htm,Deputy manager,"Former employee, more than 3 years","Mundra, Gujarat",,,
5.0,28 Oct 2021,5,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW54623266.htm,Executive assistant,Current employee,Chennai,"As my resume indicates, i possess more than 11 years of progressive experience in about in the positions assistant manager – to assist handle corporate office coordination, operation support, to involve operation excellence data report generation analysis and coordinate to business development","	Handling day to day southern CEO office planning, executive operational task 
	Coordinate southern region offices and support operation tasks.
	Prepare MIS report and track the company performance on a daily /weekly monthly yearly basis 
	Preparation of presentation on budget /future plans/conference/seminar for senior management
	coordinate involve daily operation review prepare MOM to monitor the progress of action taken to
	coordinate HOD's HOS for annual budget meeting 
	Prepare a presentation for the monthly review meeting and management review presentation for future.
	Follow up HOD's and employee for ongoing projects tasks, correspondents, Information required business head.
	Analysis systems & process recommend the suggestion for improvements. 
	Process documents through SAP required by Business heads.
	Arrange clients meeting and visit accompanies them if necessary.
	Any other duties and activities assigned by management from the time to time. 
	To access Note in SAP , Note for Approval ,",Show more
2.0,5 May 2021,"Unprofessional ,disorganized  and a complete ruckus",https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW46490837.htm,Assistant manager,"Current employee, more than 1 year",Dahej,If you are very lucky you may get a good opportunity across the group Only if you are very lucky.,Completely unprofessional and disorganized work culture. No grievance addressable system. Too much authority given to site heads. No proper or transparent upraisal system. Work assignment is bizzare. Lack of basic infrastructure at sites. Mostly poor educated and unprofessional senior management working in their personal interests even if it may be against the company. Psychophancy is prevalent. No promotion or growth outlook. May get one promotion in 10 years. People using unparliamentary language and ancient work culture more like a government office.,Show more
2.0,2 Jan 2017,Executive Assistant to CEO,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW13158295.htm,Executive assistant,"Former employee, more than 1 year",,"Brand name that can help you to get good job in future.
Good business strategy that gives job assurity.
Awesome scope of making money through corruption (if you have power or selected in purchase).","Poor Salary structure (below industry standards).
Lack of professionalism (Lala Company/ Sethiya company).
Less growth opportunity (poor PMS & reward system).
Poor HR policies & grievance resolution system",Show more
