"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"4.0","4 Jul 2023","Anonymous","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW77954124.htm","Graduate engineer trainee (get)","Current intern","Raigarh","","","","Work culture is fine and bearable.","Work life balance not good"
"3.0","19 Jun 2023","Overall good","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW77509077.htm","Project manager","Current employee","","","","","Freedom to take decisions. Work get noticed.","Increment is not up to the mark. Poor work life balance."
"5.0","14 Jun 2023","Best place for gain power plant knowledge.","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW77391661.htm","Internship trainee","Former intern, less than 1 year","Tamnar","","","","Very well. Overall great experience","No cons i have seen on that company.."
"4.0","22 Jun 2023","Steel plant","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW77643563.htm","Machine operator","Former employee","","","","","Its a very good company","I have working in jindal steel plant"
"4.0","29 Mar 2023","JSPL culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW75016537.htm","Agm- sales","Current employee, more than 3 years","Gurgaon, Haryana","1. High paying in sales as compared to other steel companies 2. Flexibility in location as sales offices are spread across Pan India","1. No work life balance 2. Everyone is a little laid back in terms of executing things or trying something new 3. Senior management changes very frequently","Show more","",""
"4.0","6 Jun 2023","Nicr","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW77131380.htm","Manager","Current employee","Ban, Madhya Pradesh","","","","Nice good to work long","Nothing much to speak about"
"5.0","24 May 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW76741818.htm","Business analyst","Former employee","New Delhi","","","","Good company to work for","Very hectic as you have more of sales"
"5.0","23 May 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW76709061.htm","Program nanager","Current employee, more than 1 year","New Delhi","","","","Nice company. Can work longtime","No cons as such. Nice work culture"
"1.0","31 May 2023","Worst culture and limited growth","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW76936281.htm","Anonymous employee","Former employee, more than 3 years","Raigarh","","","","Job security is there but other things are bad","This company has the worst culture, with the worst-ever senior management, no work-life balance."
"3.0","21 Apr 2023","Nice Company","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW75703919.htm","Product manager","Current employee, more than 3 years","Pune","","","","Nice to work at the company","Slow progress within the company"
