"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"4.0","13 Jan 2020","Good place to work for Sales","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW31263438.htm","Anonymous employee","Current employee, more than 5 years","Mumbai","Empowerment, agility to pivot to new directly","Depends on your business unit and domain. Sales and Supply chain are phenomenal learning grounds","","",""
"5.0","12 Jan 2021","One of the best company to work for","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW40527446.htm","Territory sales officer","Current employee, more than 3 years","Bhilai","","","Best pay package 
Best supervisor
Renowned brands","Lot of system and process
Single order passed through too many channels","Show more"
"5.0","5 Jun 2012","Very satisfied Center Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW1560465.htm","Center manager","Current employee, more than 1 year","Chennai","","","Extensive exposure to all employees,detailed product knowledge and about all the services of the company,client handling,rapport building","Have to work under pressure,have to fulfill sales target","Show more"
"4.0","9 Sept 2013","Amazing culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW3028750.htm","Production executive","Former employee, less than 1 year","Palakkad","Good work culture, great people and good solid learning experience","Work life balance can go for a toss if your at the Shop floor level.","","",""
"3.0","2 Oct 2019","Seniors not approachable","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW29590051.htm","Anonymous employee","Former employee","","","","Has good benefits and learning","You cannot expect your manager to listen to you, they are biased and authoritative. 
Feedback not taken in the right stride.
HR team not supportive","Show more"
"4.0","10 Feb 2021","NA","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW42252235.htm","Group product development manager","Current employee, more than 5 years","Mumbai","","","Early empowerment and exposure,
Focus on tech driven product development","Limited market / competitor info accessible 
Too much focus on tech based differentiation leading to lost of sight on economic viability","Show more"
"4.0","2 Jul 2012","Entrepreneurial","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW1681251.htm","Brand manager","Current employee, more than 1 year","Mumbai","","","- You are the CEO
- Competitive
- Strong marketing fundamentals","- Fast paced
- Salary at par with industry, not higher
- Higher variable component compared to industry","Show more"
"4.0","5 Apr 2017","Good training ground on general management","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW14493729.htm","Brand manager","Former employee, more than 3 years","New Delhi","","","Entrepreneurial behaviour promoted
Risk-taking is respected
Open environment
Camaraderie amongst co-workers","Not very far sighted
More focus on short-term gains at the cost of long term
Always on rush","Show more"
"5.0","6 Nov 2020","Amazing Culture & Value, Good Learning Opportunity","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW38068610.htm","Packaging development executive","Current employee, more than 5 years","Mumbai","Amazing Culture & Value, Good Learning Opportunity","Salary Structure is Less for those who joins from Non MNCs or Small Scale Businesses","","",""
"3.0","1 Sept 2021","best place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW51928247.htm","Senior procurement officer","Current employee","Perundurai","","","Value oriented organization with good customer centric","Not giving authority along with responsibility","Show more"
