"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"3.0","19 Jul 2020","Okay","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW34309999.htm","Sales associate","Former employee, less than 1 year","Jammu, Jammu and Kashmir","You get commission for each policy you sell so there is a scope to earn in lacs per month besides your basic pay.","Performance based job. If you are unable to sell policies you will be grilled a lot by your manager.","Show more","",""
"3.0","12 Sept 2020","Good but needed so more professional on trainings","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW35871671.htm","Agency manager","Current employee, more than 1 year","Srīnagar, Jammu and Kashmir","Due to brand this organization is known by urban and rural India.","For me my salary is very less as for as my experience is concend","Show more","",""
"5.0","15 Nov 2021","Great company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW55407022.htm","Business development manager","Former employee, less than 1 year","","Just like a govt organization they function","Bit slow, if you have switched from a much faster running company. SBI LIFE will seems to be a company which doesn't do anything. Technology they are not that strong.","Show more","",""
"5.0","27 Jul 2021","One of the best insurance co. To start off your career in insurance field","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW50342884.htm","Senior associate operations","Current employee","Thiruvananthapuram","","","","Good HR management, employee friendly and experienced managers.","Lack of proper training at the beginning"
"3.0","28 Aug 2020","About SBI Life","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW35394323.htm","Insurance specialist","Current employee","New Delhi","Job security
Nothing much to add","No personal life
Lack of vision of mid level management","Show more","",""
"4.0","17 Jan 2021","SBI life insurance best of the best insurance company limited","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW40880590.htm","Assistant manager","Current employee","","Because am working banking channel and sbi is the one of the best for my carrier","Give my best in sbi Life insurance","Show more","",""
"3.0","12 Mar 2021","It was good experience working there","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW43927040.htm","Associate","Former employee, more than 3 years","Navi Mumbai","good for job security, you learn there new things and also get knowledge of insurance industry very well","lots of work pressure, working culture is not good","Show more","",""
"5.0","31 May 2021","I was an Insurance Advisor at SBI Life Insurance Ujjain","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW47690497.htm","Insurance advisor","Former employee, more than 5 years","Ujjain","I need a job for full time employment","I can face any challenge","Show more","",""
"5.0","20 May 2020","In Bancassurance","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW33280392.htm","Business development","Current employee, more than 3 years","Berhampur","Friendly environment and supportive collegues. Leads generation then convert the lead.","No challenges are there because through SBI logo customers are trust worthy.","Show more","",""
"3.0","19 Nov 2020",".","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW38543578.htm","Assistant manager","Current employee, more than 1 year","Wadgaon Pan","Good incentive for sales background","Not a good work environment for sales","Show more","",""
"3.0","21 Sept 2021","No personal life","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW52851187.htm","Senior bde - business development executive","Current employee, less than 1 year","Hyderābād","Brand value and respect you receive only from bank and customers but not at all from company","No work balance no timing need to work till 11-12 at night","Show more","",""
"5.0","6 Jun 2021","Good Organization","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW47951278.htm","Senior manager, learning and development","Current employee, more than 5 years","Chennai","HR benefits like, Group Insurance, Medical Cover for Self& Family, Mobile bill/travel reimbursement, Mandatory Annual Leaves, R&R, Yearly Bonus.","Since it's sales oriented organization, work life balance needs to be better","Show more","",""
