"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"3.0","22 Mar 2021","Suitable job for localities","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW44399679.htm","Asstt manager","Current employee, more than 8 years","","","Rānchī","Govt. Secured job, with handsome salary and perks.","Remote location for living, not pretty much suitable for family life.","Show more"
"3.0","27 May 2021","NO UTILIZATION OF KNOWLEDGE","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW47541479.htm","Anonymous freelancer","Current freelancer, less than 1 year","","","Rānchī","you will get salary to eat your food only on regular basis","no recognition to the talent","Show more"
"4.0","22 Jul 2012","32 years in coal india!!!","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW1760674.htm","Materials management","Current employee, more than 10 years","","","Āsansol, West Bengal","very proud to be an employee of a maharatn company.","to be an outstanding officer has no meaning'","Show more"
"2.0","29 Jul 2012","A bad work culture and environment with great carrier opportunities","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW1787261.htm","Assistant manager mining","Current employee, more than 3 years","","","Rānīganj, West Bengal","Great carrier opportunities with average compensation.","Bad work culture and environment.","Show more"
"3.0","29 Jan 2013","Coal India","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW2321927.htm","Management trainee","Current employee, less than 1 year","","","Āsansol, West Bengal","1) PSU
2) Work Life Balance
3) Pay as per Industry","1) Remote Location Job
2) No reward for performers
3) Promotion is Time bound and not Performance bound","Show more"
"2.0","17 Aug 2018","Full responsibility but no recognition","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW22016448.htm","Deputy manager","Current employee, more than 5 years","","","Rānchī","1.Handsome salary to start with
2.Job Security","1. Field posting in rural areas with no amenities
2. No Work Life Balance
3. Sadist Management.
4. Only favours Mining Discipline","Show more"
"2.0","14 Jul 2020","Good for localites","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW34213918.htm","Assistant manager","Current employee, more than 5 years","","","Rānchī","On-par salary, good job Security,","Unprofessional work culture, Bad HR policies, Insufficient trainings for self-improvement","Show more"
"4.0","8 Dec 2020","Good money. Job security. Lazy people","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW39228359.htm","Management trainee","Former employee","","","","Good money. Social status. Job security","No growth. Excessive number of bottle necks","Show more"
"3.0","8 Aug 2021","Less salary with bad work atmosphere","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW50841902.htm","Medical specialist","Current employee, more than 3 years","As compared to other PSU salary is less as well as lagging behind in profit","Bad township and no sincerity of higher management. Full of corruption.","Nāgpur, Maharashtra","","",""
"5.0","10 Oct 2015","Great place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW8252905.htm","Anonymous intern","Former intern, less than 1 year","Lot of things to learn and all collegues are very helpful.It is like a family and everything is transparent","Promotion and growth is very slow","Hyderābād","","",""
"3.0","15 Aug 2016","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW11566518.htm","Anonymous employee","Current employee","","","Nāgpur, Maharashtra","Good salary...  Secured life... get time for family","Work culture is bad... mentality of people is not good...","Show more"
"4.0","12 Sept 2017","mt","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW16781383.htm","Assistant manager","Current employee, more than 5 years","","","Rajnagar","good facilities
good salary
health cover
working hours are descent
makes u a millionarie by the time of retierement","harsh working condition
life is at risk
difficult to crack the interview
idiot seniors
idiot staff","Show more"
"5.0","13 Oct 2017","White Collar Engineer in CIL","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW17331948.htm","Assistant manager","Current employee, more than 3 years","","","","Liberty to do anything for Organization. handsome pay package and perks","Geographical Remoteness, Demography is thickened b/w 50-60 year of age.","Show more"
"3.0","13 Aug 2018","Good work life balance but slow growth","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW21938407.htm","Deputy manager","Current employee, more than 5 years","","","Calcutta","Good work life balance is a big plus","Slow growth creates dissatisfaction after a point of time","Show more"
"5.0","29 Jul 2020","massive organisation for mining and coal processing","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW34517551.htm","Field engineer (mechanical/industrial)","Former temporary employee","","","Bengaluru","heavy operation, multi role work, new challenges.","old working culture, old machines","Show more"
"4.0","11 Aug 2020","Mining giant wich needs re-organisation","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW34825873.htm","Assistant manager","Current employee","","","Angul","Good pay package, company is improvising organisational structure and administration by adapting new technologies both in mining and software.","Inadequate facilities and lack of infrastructure.","Show more"
"3.0","7 Oct 2015","Management Trainee","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW8220599.htm","Management trainee","Current employee, more than 1 year","","","Rānchī","Secured job 
less work pressure","poor life standard
poor infrastructure
slow and old technology","Show more"
"3.0","22 Jan 2016","Good Place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW9293240.htm","Senior officer","Former employee","","","Angul","Good work life balance, good salary as a fresher","not so much learning opportunity","Show more"
"4.0","13 May 2016","Good but needs technological intervention","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW10589464.htm","Asstt manager (hr/personnel)","Current employee, more than 3 years","","","Bilāspur, Chhattisgarh","Very good facilities for the employees.","Remote Locations for the work","Show more"
"3.0","8 Dec 2016","Deputy Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW12941847.htm","Anonymous employee","Current employee, more than 5 years","Job security, mostly job security","bad culture, judemental people, bad locations  poor salary for the job you do","Rānchī","","",""
"1.0","17 Dec 2017","CAs don`t join","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW18387773.htm","Assistant manager","Current employee, more than 1 year","","","","Job Security only , nothing i can think of beyond this","No career growth, and soon you would be obsolete ,No Infrastructure and by that i also mean no availability of even chair and table, drinking water, washrooms & the list goes on to eternity and expanding with the pace of universe","Show more"
"3.0","15 May 2018","i worked at Coal India Limited","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW20595804.htm","Assistant manager","Current employee, less than 1 year","","","Dhanbad-Cum-Kenduadih-Cum-Jagata","Handsome salary, Less work load and liberal environment","poor working condition , outdated machineries and technology","Show more"
"4.0","25 Sept 2018","very good company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW22661918.htm","Assistant manager","Current employee, more than 3 years","","","Kol","good work life balance. Cool work culture","interior place of posting, very little scope for spouse.","Show more"
"2.0","26 Feb 2019","Maharatna for namesake only","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW24885332.htm","Anonymous employee","Current employee","","","Bilāspur, Chhattisgarh","Good for persons not willing to work or value addition","No maharatna facilities and policies.
No governance on staffs.
No change of promotion due to very long seniorty list","Show more"
"5.0","18 Oct 2020","Good job","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW37285415.htm","Staff accountant","Current employee, more than 8 years","","","Calcutta","job security
Handsome salary
Bonus Good
Good working culture
Services are also good","I did not find out any downside from the company site","Show more"
"3.0","13 May 2021","A maharatna company","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW46886773.htm","Assistant manager","Current employee","","","Chandrapur, Maharashtra","Job security
Can develop man management skills","Poor job location
Little scope for professional growth
Lack of professional work culture","Show more"
"2.0","1 Oct 2016","Definitely not a good place","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW12145154.htm","Anonymous employee","Current employee","","","","job security only...pay is also reasonable","work culture
housing facility
locations
seniors are not helpful","Show more"
"4.0","21 Jul 2017","good company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW16009615.htm","Management trainee","Former employee, more than 1 year","","","Dhanbād","good salary package for the trainee","work culture is ok but there is a need of improvement.","Show more"
"3.0","6 Dec 2018","Good but could be better","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW23725881.htm","Anonymous employee","Current employee","","","","Maharatna company, job security,","Work in remote places, salary not comparable to ONGC","Show more"
"5.0","19 Feb 2019","Company Review","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW24784059.htm","Anonymous employee","Current employee","Overall a good company to work with.. A cash rich company which takes care of you and your family..","Some mines areas have poor connectivity","","","",""
"3.0","3 Jul 2020","A good choice only if you belong to the place you're posted in.","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW34042334.htm","Assistant manager","Current employee, more than 5 years","Job security, somewhat reputable if you're from the neighbouring areas","Bad work culture, corruption, no facilities","Rānchī","","",""
"1.0","4 Nov 2020","Worst company with no support to talent","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW37993494.htm","Assistant manager","Former employee, more than 3 years","","","Rānchī","nothing. maybe the money. but the location where one will be assigned will give you a run for your money.","Location. No preference for talent. If you have the talent and want to grow, don't join this company.","Show more"
"4.0","8 Sept 2021","A very secured job","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW52237740.htm","Senior manager","Current employee","A high paying job at a Maharatna company. A secured job with good working environment","The working conditions in field are tough and hectic","Dhanbād","","",""
"5.0","6 Nov 2021","Great Company to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW54987542.htm","Retired it manager","Former employee","","","Bengaluru","Vast opportunity, scope for learning and growth","there are some remote locations for field executives if posted","Show more"
"4.0","17 Sept 2012","satisfied with the job","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW1964776.htm","Manager","Former employee, more than 1 year","","","Rānchī","job satisfaction with good payement with all kinds of facility and good invironment","unintresting work and BORING WORK SCHEDULE","Show more"
"2.0","30 Oct 2014","If you can adjust with location, the pay is good.","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW5277635.htm","Assistant manager mining","Former employee, more than 1 year","Good Pay, learn man management skills","Remote location, some higher officials are not good to work with, physically tough","Dhanbād","","",""
"4.0","18 Jul 2017","Best","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW15962891.htm","Member of technical staff","Former employee","Government job ,,, lots of perks ,,, healthy environment of working","Corruption is at peak ,,, to get promoted you have work like servent of senior's","Āsansol, West Bengal","","",""
"4.0","19 Oct 2017","Coal India Limited","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW17454590.htm","Anonymous employee","Current employee, more than 3 years","","","Bilāspur, Chhattisgarh","Salary, Perks are good at the entry level.
Decision Making Approach at Work","Remote Locations
Bureaucratic Hierarchy 
Salary  & Perks are low for middle managers","Show more"
"3.0","26 Dec 2017","Coal India","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW18474621.htm","Assistant manager","Current employee, more than 1 year","Good people, Huge profits, Serving nation","Huge manpower and areas , so less synchronizing of work. But ERP is going to help out with this soon.","Calcutta","","",""
"3.0","15 Mar 2018","Coal India Limited","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW19701759.htm","Assistant manager","Current employee, more than 3 years","","","Āsansol, West Bengal","1.  Lot to freedom for initiatives
2. Good salary","1. Very difficult to implement your ideas.
2. Poor culture and work atmosphere.","Show more"
"2.0","29 May 2020","Good remuneration, zero career progress","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW33432900.htm","Assistant manager","Former employee, more than 3 years","","","Calcutta","The salary and incentive system is good to retain talent.","Pathetic management (Human Resources/Personnel); Organizational politics; Unethical behavior; Power play; Indecent place to work","Show more"
"2.0","7 Dec 2020","A Maharatna Company","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW39161977.htm","Deputy manager human resources","Current employee, more than 8 years","","","Tālcher","Job security, regular flow of income & space for work life balance despite 24 hour responsibility","Not a company for female Executives","Show more"
"5.0","2 Jan 2021","Really good working enviroment","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW40006664.htm","Engineer","Current employee, more than 8 years","Good pay , Good income, Good ambience, Good work culture, Good incentive and bonus","Growth of employees not up to the mark","Surguja","","",""
"4.0","14 Jan 2021","CMPDI","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW40676428.htm","Assistant manager","Former employee","Work Life balance is good and the work hours are around 40 hours per week","Lack of Growth opportunities owing to repetitive nature of the work","Rānchī","","",""
"5.0","7 Aug 2012","Excellent","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW1820839.htm","Welfare officer","Current employee, more than 10 years","","","Korba","very good, up coming, best service with power sectors.","very up coming even top of indian power sectors.","Show more"
"4.0","11 Jun 2013","good pay n perks, nothing else","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW2726357.htm","Anonymous employee","Current employee","psu r best, govt. fascilities, low work load, free housing nd fooding","remote areas, far away from home, less holidays","","","",""
"3.0","1 Sept 2015","monolithic sleeping giant","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW7796531.htm","Anonymous employee","Current employee","","","","handsome salary, job security, numerous facilities, less work load","remote location, slow career growth","Show more"
"3.0","29 Sept 2015","good company for salary","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW8114209.htm","Assistant manager","Current employee","","","Dhanbād","good salary for fresher ,good work and life balance fyjfjhgjhgjkhjkhk gkjgjkhjk jgjgjhj","bad higher management nnnnnmhjfjhfdghdghdhgdhgdhg jkgjkhkjkj","Show more"
"4.0","8 Apr 2017","Good experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW14543371.htm","Anonymous employee","Former employee","This is government company and for mining engineer it is one of best company","Facilities is no so good that are provided private company","","","",""
"2.0","23 Mar 2018","Coal India Limited (Initial Years)","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW19844545.htm","Anonymous employee","Current employee","You get free time and free riding, job security","No innovation, Red Tape, no engineering know how required for day to day operations","","","",""
"4.0","19 Nov 2018","Management","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW23491401.htm","Mines foreman","Current employee, more than 5 years","","","Indore","Really good management. very cooperative and compassionate.","the only cons is that the job location is remote. no any means of recreation and entertainment.","Show more"
"3.0","17 Aug 2019","Not a good organisation for optimistic person","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW28684267.htm","Anonymous employee","Current employee","Less work load as compared to private","Bad work culture in term of outside influence. Health Hazard.","","","",""
"2.0","29 Oct 2019","Highly disorganized, unsystematic work culture.Not so satisfying as an employee.","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW30078635.htm","Anonymous employee","Current employee, more than 3 years","Handsome pay and perks,job security","Highly disorganized, unsystematic work culture.Remote locations do not provide much life after work","","","",""
"5.0","27 Aug 2020","All statutory compliance as a Chartered Accountant and also project costing and other related work","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW35338359.htm","Deputy manager","Current employee, more than 8 years","","","Bilāspur, Chhattisgarh","Learning new thing w
every day","Every thing is fine here","Show more"
"4.0","28 Nov 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW55931951.htm","Deputy manager","Current employee, more than 5 years","","","Dhanbād","Work life balance good and medical services really great","Learning is not really good","Show more"
"5.0","15 Dec 2021","PSU","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW56723522.htm","Human resources manager","Current employee, more than 10 years","","","Hazaribagh","Job security, good pay, free accomodation as well as all amenities.","Remote location as well as dusty environment.","Show more"
"4.0","25 Dec 2021","A bittersweet company.","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW57076489.htm","Deputy manager - operations","Current employee","You can get an ample amount of time to explore other possibilities.","Remote location. Devoid of opportunities. Shuns growth.","Umred","","",""
"4.0","4 Dec 2012","Satisfactory,, but can be better in many aspects","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW2180806.htm","Senior manager","Current employee","","","Rānchī","Good Salary
Good Facilities and Services","Working in remote places
Health hazard","Show more"
"3.0","5 Oct 2015","Management Trainee- E2 Grade","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW8180305.htm","Management trainee","Current employee","","","","Financial stability and Job security","Poor work environment on the work field","Show more"
"3.0","26 Jul 2016","good enough","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW11367112.htm","Anonymous employee","Current employee","salary is good, no work load, no rewards for efficiency","poor working culture, management indifferent, transfers a headache","","","",""
"1.0","4 Sept 2016","Not good","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW11793092.htm","Management trainee","Current employee, less than 1 year","","","Bilāspur, Chhattisgarh","If you are comfortable working at an isolated location, this is a good company
Salary after a year or so is decent","Isolated location. So no access to good food and accommodation. 
Area HR department policies are not good. 
Not an interesting job.","Show more"
"5.0","18 Sept 2018","Working for last 28years","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW22533331.htm","Dgm","Current employee, more than 10 years","","","Dhanbād","Good company to work ; work life balance; job security","Poor work and life condition Remote location","Show more"
"5.0","26 Oct 2018","Chief Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW23130471.htm","Anonymous employee","Former employee, more than 10 years","","","Rānīganj, West Bengal","A maharatna govt company and one of the biggest employer","Remote and hazardous working condition","Show more"
"4.0","20 Dec 2020","Hard working conditions but great management lessons","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW39663369.htm","Assistant manager","Former employee, more than 5 years","","","Jharsuguda","U will learn great management lessons.","Lot of pressure of unions and drastic working conditions","Show more"
"4.0","2 Apr 2021",".net development","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW44956074.htm",".net full stack developer","Current employee","friendly environment, less workload. you will learn here something which will enhance your career.","Outings and parties. There were less outside parties organized.","Hyderābād","","",""
"5.0","12 Oct 2021","COAL INDIA LIMITED","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW53909115.htm","Geologist","Current employee","","","Singrauli","Good company to work in the mining industry.","posted in semi urban less medical facility locations.","Show more"
"5.0","29 Jan 2014","Very Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW3610408.htm","Data entry operator","Current employee, more than 10 years","","","Bilāspur, Chhattisgarh","Working Environment, Career Growth, Welfare Works","Career Development for non-executives in executives grade.","Show more"
"2.0","16 Aug 2014","disappointing experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW4792802.htm","Management trainee","Former employee, less than 1 year","","","Rānchī","light work load
decent salary
huge savings","very remote locations
huge corruption
lot of pressure of labour unions
very casual attitude of executives as well as non-executives","Show more"
"1.0","1 May 2015","Worst working environment and facilities","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW6488400.htm","Assistant manager","Current employee, more than 1 year","","","Nāgpur, Maharashtra","Salary, job security, retirement benefits, pension, freedom of work, oppurtunity to learn, labour oriented","Worst work culture and condition...remote locations , no proper housing facilities. Unable to understand how maharatna status is being given.","Show more"
"3.0","4 Oct 2017","Better than usual.","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW17158695.htm","Anonymous employee","Current employee","","","","Gives the information which are not mentioned officially.","The environmental conditions and working load.","Show more"
"4.0","14 Nov 2017","It's good if you don't wanna work","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW17899737.htm","Anonymous employee","Former employee","stable job. no workload. Lots of free time.","location (if you get mines) . not much learning.","","","",""
"3.0","16 Jul 2018","Not so Attractive for lifetime.","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW21498149.htm","Anonymous employee","Current employee","No work pressure and easy working hour.","Offices are not good and remote posting. Life will not be that easy.","","","",""
"3.0","2 Oct 2018","Satisfactory but remote place posting","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW22763702.htm","Senior manager","Current employee, more than 10 years","","","Surguja","Job security, accomodation guaranteed, education facility","No growth, hard work, risk to life.","Show more"
"4.0","23 Apr 2019","Good job, poor and remote location","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW25812986.htm","Deputy manager","Current employee, more than 5 years","","","Rāmgarh, Jharkhand","Good and stable job. Handsome salary","Very very remote location. Poor facilities and connectivity","Show more"
"4.0","21 Dec 2019","Good place to learn and grow","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW30976943.htm","Dy manager","Current employee, more than 8 years","Challenging job plenty of opportunities to learn and grow","Beaurcratic structure which is changing but change is slow","Chandrapura","","",""
"2.0","26 Apr 2021","Am hr","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW46082436.htm","Assistant manager","Former employee, more than 3 years","","","New Delhi","Good salary. That's all. Could not find any better.","Can write an essay. Remote locations. Poor Management. Unskilled manpower. Redundant policies.","Show more"
"4.0","21 Aug 2021","Mining Engineer Salary in India","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW51433620.htm","Mining engineer in india","Current employee, more than 10 years","","","Dhanbād","Govt job , pay is good, job security, Getting leaves is easy","Monotonous, corruption, growth is less","Show more"
"4.0","6 Jul 2012","Dedicated in the service of the nation","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW1697892.htm","Senior manager","Current employee, more than 10 years","","","Rānchī","The product has very high demand","Monopolistic organisation breeds too much inertia","Show more"
"4.0","8 Nov 2013","Workind conditions are hazardous, but salary is good","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW3285487.htm","Assistant manager","Current employee, less than 1 year","salary,Job stability, good savings, lots of free time","Working Conditions are hazardous, away from city","Dhanbād","","",""
"5.0","2 May 2013","Coal India a Nabaratna Company","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW2616399.htm","Senior accountant","Current employee, more than 10 years","","","Burla, Orissa","East ya west, CIL is Best","Underground Mines need more care","Show more"
"3.0","13 Dec 2015","Mixed Experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW8903733.htm","Assistant manager","Current employee","","","Singrauli","Work life balance and Decent salary","Career growth for non-mining is highly questionable","Show more"
"3.0","10 Apr 2016","Best pay scale but worse working conditions","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW10222942.htm","Management trainee","Current employee, more than 1 year","","","Tālcher","Very Good pay scale and perks","Poor working conditions and politics","Show more"
"1.0","6 Aug 2016","Dead End","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW11475349.htm","Anonymous employee","Current employee","","","","Nothing as such . Just time to spend no where.","What not in Cons,  there is no option of giving negative stars . Seriously they are destroying students life . Don't join.","Show more"
"4.0","6 Oct 2016","Assistant Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW12214116.htm","Assistant manager","Current employee, more than 3 years","Good housing,Good medical facilities,Excellent perks,Abundant leaves/encashment,ample free time","Inefficient,labour issues,performance appraisal method poor","Āsansol, West Bengal","","",""
"3.0","3 Nov 2017","Influence can land you at dream place","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW17717104.htm","Mt(e&m)","Former employee, more than 1 year","","","Nāgpur, Maharashtra","1. Govt job
2. Officer treatment","1. Distant locations
2. Only with jugaad you can go forward
3. Underground work","Show more"
"3.0","9 Nov 2017","With a pinch of salt","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW17815673.htm","Anonymous employee","Current employee","","","","Salary, free time, opportunity to work with lot of people","Location, facilities, top management unqualified","Show more"
"3.0","21 Jan 2018","good for those wanting peace and smooth life having no risk, no gain.","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW18837145.htm","Anonymous employee","Current employee","Job security, perks, medical benefits","Poor work culture, less growth opportunities","","","",""
"2.0","29 Jan 2018","Insight into CIL","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW18961996.htm","Assistant manager-hr","Former employee, more than 3 years","","","Rānchī","Job Security, Medical Cover, Work/Life Balance, Salary","Remote Location, Biased Management, Lack of technology, No development opportunities, Slow career growth (Seniority Based)","Show more"
"3.0","31 Mar 2018","CIL","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW19953076.htm","Assistant manager","Current employee, more than 3 years","","","Jharsuguda","it has a lot of pros which is always easily available","even more cons which has need not be speciifed","Show more"
"4.0","10 Jan 2020","I worked as an technical intern for 1 month","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW31225080.htm","Anonymous intern","Former intern","Not much work pressure as a trainee","No technical growth for a good student","","","",""
"2.0","6 Oct 2020","Coal India","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW36790363.htm","Management trainee","Current employee, less than 1 year","","","Bilāspur, Chhattisgarh","Job security, medical facility, company accommodation etc","Calls day night, accommodation quality poor, remote location","Show more"
"4.0","17 Dec 2020","World largest coal producer","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW39562789.htm","Senior manager, operations","Current employee","","","Nāgpur, Maharashtra","Have very experienced workforce and setup.","Have very confused in policy making and implementing.","Show more"
"3.0","16 Jan 2021","Job search","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW40825741.htm","Anonymous employee","Current employee","","","Āsansol, West Bengal","Largest employer as psu and big mining company","No concrete management and mismanaged company","Show more"
"3.0","10 May 2021","Coal India Job review","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW46726291.htm","Assistant manager","Current employee, more than 5 years","Govt Sector, Maharatna PSU, Job Security, Social Security","Poor Career Growth, Discrimination in promotion, career growth, Remote far flung areas","Bilāspur, Chhattisgarh","","",""
"3.0","12 Jun 2021","Provides job security","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW48264718.htm","Assistant manager","Current employee, more than 5 years","Salary, Job security, Pension scheme, leaves, free HealthCare for employees and their dependents","Remote location, living quarters, slow pace in works","Rānchī","","",""
"5.0","21 Jul 2021","Freedom of work with tremendous responsibility.","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW50078404.htm","Security officer","Current employee","","","Rānchī","Nice working Environment.
Near to hometown.","Lesser salary
Remote location where it is difficult to stay with family.","Show more"
"2.0","21 Sept 2021","Assistant Manager (Mining)","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW52881310.htm","Assistant manager","Former employee, more than 5 years","","","Dhanbād","Govt Job, Job security, No Work","No learning, Toxic environment, Will degrade yourself","Show more"
"5.0","7 Dec 2021","Effective learning","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW56352600.htm","Human resource internship","Former intern","","","","One can learn a lot by doing internship here.","One cannot say anything bad about it.","Show more"
"4.0","4 Jun 2015","Assistant Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW6800283.htm","Assistant manager","Former employee, more than 1 year","excellent salary, no strain in work, good management","rural area to deal with in work, environmental hazard in work area","Nāgpur, Maharashtra","","",""
"4.0","17 Sept 2017","intern","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW16864945.htm","Anonymous intern","Former intern","it is best place to work and to prepare for higher education.","i dont think of any.","","","",""
"1.0","29 May 2018","Laughable as a company","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW20803495.htm","Assistant manager","Current employee, more than 3 years","","","","No work, decent money, lots of free time","Intolerable places to live in , absolutely no standard of living, incompetent people, no vision forward, sense of fear and low use of common sense in anything and everything, disconnect with the outside world, delusional as being the best company","Show more"
