"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"1.0","29 Apr 2022","WORST COMPANY","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW63443189.htm","Phd student","Former employee","govt job, decent salary, job security","pathetic work culture, backward areas posting, full corruption, no facilities to employees","","","",""
"2.0","25 Feb 2022","Okay","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW60297003.htm","Assistant executive engineer","Current employee, more than 3 years","","","Jharsuguda","Easy Nature of Job
No pressure","work life balance is pathetic
management is bad","Show more"
"4.0","18 Feb 2022","Mining industry","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW59942880.htm","Project manager","Current employee, more than 5 years","","","","Great salary
Exposure to different circumstances","Remote locations
Shift duty
Manpower extensive industry","Show more"
"2.0","7 Dec 2015","About Coal India","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW8842953.htm","Assistant manager finance","Current employee, more than 1 year","","","","Good salary package, less work and good professional personal life balance.","Very bad working environment, no regular promotion, too much politics, no employee welfare and skill upgradation programme. As soon as you join the company you will think where i have landed upon and very soon you will feel your core knowledge competence is scrapping. You will amazed that such a big company still running on manual paper works for each works except few things.","Show more"
"4.0","19 Jan 2022","Working at Coal India","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW58219484.htm","Assistant manager","Current employee, more than 3 years","Good job to maintain work life balance.","Some places of work can be remote.","","","",""
"5.0","16 Jan 2022","Salary","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW58007081.htm","Anonymous employee","Current employee, more than 3 years","","","Singraul","Good facilities like free healthcare, free lpg, home allowance","Dust low air quality pollution","Show more"
"5.0","27 Jan 2022","GOOD","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW58648975.htm","Deputy manager","Current employee","It is a very good experience.","Location of posting can be worrisome.","Calcutta","","",""
"1.0","10 Apr 2022","worst place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW62557533.htm","Engineer","Current employee","none that I can think of","many I can list down","","","",""
"4.0","14 Jan 2022","Job Satisfaction","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW57912559.htm","Geologist","Current employee","No long hours for work","Lots of responsibility to be taken.","Rānchī","","",""
"4.0","10 Jan 2022","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW57713037.htm","Manager","Current employee","Good ambience and good medical facilities","Bad working culture and too much politics","North Twenty Four Parganas","","",""
"5.0","9 Jan 2022","Na","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW57657912.htm","Deputy manager","Current employee, more than 5 years","Job security is present here","Growth slow and in hand is less","Calcutta","","",""
"4.0","15 Sept 2016","Join if you have dare to sacrifice for nation","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW11938955.htm","Asstt manager","Current employee, more than 5 years","","","Jharsuguda","- Salary
-Medical Benefits
-Minimal work load
-Working under tag of largest Coal mining company
-New young executives are the flag bearer of changes in the company, if you can sacrifice the youth in you for the nation than join it","- Remote location
- Poor accommodation and non existance of decent townships(except when you are posted in Hqs/City)
- Time lagging colliery work culture.
-Frustrations among executives from juniors to seniors for poor HR policies.(company is in process of bringing Solid HR policies)
- The sacrifice that one does being in company for the nation (spending the youth in remote locations, poor accommodation,poor workculture etc) are disguised in the name of Coal, money corruption.","Show more"
"1.0","11 Feb 2018","I am working with coal india  from past 6 years .","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW19187585.htm","Manager","Current employee, more than 5 years","","","Singrauli","1. Salary is Ok.
2.Health Cover for self and family.
3.Facilities like LTC,LLTC etc are provided.","1.Worst working culture among-est Maharatna companies. As the company is labour intensive , officers are given very little respect and the company has a labour culture.
2. Office politics has hit roof top. Lobby-ism  based on caste , region  and education institute is very common here.  This is seen even in young executives who have just joined coal india.
3. Most Seniors are  non co-operative , have an egoistic attitude and treat juniors like slaves. 
4.Almost zero carrier growth for non-mining engineers. All upper post like director(technical) & CMD posts are always captured by mining engineers and their strong lobby do not allow anyone else to get there.
5. Quarters provided and basic facility provided in some areas of the company is worse to describe.
6. Corruption is very high . In most areas , the top management favour executives how are involved in corruption.","Show more"
"2.0","28 Dec 2017","IF You have a dream of gvernment job , then its ok other then that it sucks big time","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW18496690.htm","Non executive","Current employee, less than 1 year","","","Margherita","Good salary, If you are posted in city like kolkata or delhi, or bangalore, or dhanbad (HQ) then its ok, but apart from that it is the most pathetic life in coal India .","No promotion specially if you are Non Executive, all the goods things happens with executives or officers of coal India , Recent JBCCI was disaster , people are always curious about what u have in ur personal life and what is going on in yur personal life. Not a good work culture , Always have this hate religion hate for each other in Non executive staff , i.e. those who bengalis hates bihari, biharis hates bengali, sometime they target non hindu staff , they dont support each other if they face problem in duty hours , and many other things and all this happens in CIL HQ Kolkata","Show more"
"1.0","5 Jun 2017","This one is genuine / Not a paid review","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW15332941.htm","Senior manager","Current employee, more than 10 years","","","Āsansol, West Bengal","If you keep aside all the jargons of being a Maharatna, Biggest Coal producer, it's a complete  hullabaloo. Entry level payscale is good but not in comparison to the fact that it's a formal entrant bonus to the ensuing perpetual lifelong suufering.","1. You will develop Asthma in notime, may be black lungs disease or may be Lungs cancer in the long run, but don't bother u are born in India then u can develop it anyway but the thing is chances here are 20 folds.
2. 99 percent of the officers here have psychological disorders, each one is either depressed or have ADHD, but they never know it coz they don't know their def. As usual typical developing country phenomena , not a big deal.
3. You have two ways here, either you can delve into oblivion and be demented to be at peace or else you crib like a dog for every crumble of bread they through at you like promotion , transfer .....Oh god , pathetic .","Show more"
"1.0","3 Dec 2015","don't join this company","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW8811262.htm","Assistant manager","Current employee, less than 1 year","","","Durgapur, West Bengal","good salary. maharatna status. lesser work pressure.","bad work culture. no prp till date. medical facility poor. no transportation facility. no canteen. 99% chance of posting at very remote location. if u r from E&M discipline u have to go per day 3-4 km up & down from underground by ur foot till ur retirement and u will be slave forever to third class mining managers(even they don't have basic IQ, degree or managing skill). no value of CIL's work experience outside the company. no knowledge development. lots of politics for getting surface job. no playground,gym. no recreation facility.no power. lots of non-executive union. CIL's technology far from modern tech. non-executives get more attention than executive. No transfer policy. and lots more problems.","Show more"
"3.0","28 Sept 2014","Great place to work for someone whos looking to settle in life with great work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW5056462.htm","Assistant manager","Former employee, more than 3 years","","","Āsansol, West Bengal","Good ,stable and regular Pay(PSU).
Good for Finance,HR,Civil or any other deptt cab rise upto CMD/Chaiman Rank.
Best job in country for Mining discipline,with little hardship initially ,but pays in the long run.
For Electrical & Mechanical discipline its very challenging,due to lack of manpower. There's too much responsibility on a single person. As there's a saying in CIL if everythings fine its all due to Mining deptt,if anything goes wrong its due to engineering deptt.","I have worked in underground pit mines in Asansol region. 
Since its an blue color company,meaning very much worker centric.
So if you are a soft spoken,metrosexual,urban with expectional creditional dont think about CIL.
Nothing like upper management,you are left all on your own from accomodation,fooding,offices specially in UG mines.","Show more"
"1.0","22 Oct 2015","Worst company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW8390654.htm","Assistant manager","Former employee, more than 3 years","","","Āsansol, West Bengal","Relaxed environment...no workload as such if compared to peers...leaves all round the year...decent paystructure...","If I start to write about them it's endless... I can specify from the finance dept point of view as I am a CA,CS and have worked here for 3 years. 
Work is not challenging and the managers are in word outdated... the persons sitting as Directors or even in management level doesn't know what to do with the workforce..Management trainees are hired first and then decision is being taken what work to give...
Too much politics in board level and also in ground level... it's basically a labour centric organisation where u have to handle low level contractors who are actually uneducated and goons.. even u can find ur manager not being able to construct a sentence in English :) :) 
Too much high handedness of senior management...u have to Polish their ego all the time and u can find everyone boasting how great the money is..","Show more"
"5.0","15 Sept 2012","A good experience in all activities of the company and at BMCL from trainee engineer to GM(E&M)","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW1958376.htm","General manager","Current employee, more than 10 years","","","Sambalpur, Orissa","The coal is prime source of Energy and it always exist as long as it is not fully used .End of it see the end of Industrial growth .No Coal -no power. The job at CIL is never ending process .It is miles to go before you sleep.","Progress of CIL delays due to Policies of Government-land acquisition-forest clearance-environmental clearance-Targets fixed vaguely- Fear in employees to work with ethics because outsourcing contractors are not trustworthy and create  instigation in work .Lack of Proper infrastructure development before start of mines add to progress with risk to safety and production.","Show more"
"3.0","23 May 2016","Certainly not the best but with huge future potential","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW10699525.htm","Management trainee","Current employee, less than 1 year","","","Korba","I joined CIL through campus recruitment in 2015 and completing 1 year by october 2016. Presently working in Gevra Open cast project (ASIA'S LARGEST OPEN CAST COAL MINING PROJECT)under SECL, the most profit making subsidiary of CIL.so i am sharing my experience friends. 
1>  Fat pay with minimal input.
2> Unlimited medical benefit to your family members( up to 5 person)
3> LTC,Mobile and PC allowance (once in 3 years), One of the best post retirement plan, pension facility, 3 BHK Quarters from the beginning of your career as an assistant manager, E3 grade (well furnished residential areas are available in selected areas) Affordable housing and car loans etc.
4> Good work life balance. If  your spouse is not a working personnel, you can spend 2-3 hours with her (him) and kids everyday.","Before blaming CIL, let me give you a brief of history of it. CIL  was formed fortnightly by merging some 400+ odd state owned captive mines in 1975 to cater energy demand of  2nd mostly populated country in the globe. Govt. of India had command on its 100% share from 1975-2010 and  attempted a little to change any basic feature. A lot of development has been done after that i.e from 2010 onwards. presently only few  projects have significant infrastructures.My perception regarding Cons is, it reflects the odd features of CIL and we all have to collectively tackle it rather than blaming the management. 
1> Remote Location!!!! can't help you here. As per DGMS guidelines, Mining activity must not be carried  out nearer to any heavily populated area. Still one can find a well developed city in a radius of 30KMs from any project
2> Hazardous Environment.CIL provides  enough safety measures to all its executives and non-executives. Its upto you whether you are using those accessories or not. (I use it and my seniors make mockery of mine.)
3>Poor work culture. That is why CIL is recruiting heavily from top notch institutes of india. It is you who only can change the work culture, stop crying and be the change. I myself being a management trainee stopped the corrupt practice of giving attendance to the workers and getting some favour from them(Money Matters  a lot to we indians). I simply charge sheeted the concerned Sub Ordinate Engineer (he is retiring on 2024), took the topic to Dy. GM level and talked to the workers. Now it am able to completely phase out this evil practice just in 8 months of y joining.
4>Career Growth. In a young executive meeting, I mooted a question before chairman of CIL Mr. Sutirtha Bhattacharya regarding non homogeneous career  path of MINING and Non-MINING branches. His reply was we are bringing a change in it and planning to give an equal career path to the hard working executives upto E7 grade (Up to Dy.GM or AGM post).
5> OBSOLETE working style, doing a little to upgrade latest mining technology available in market.","Show more"
"3.0","23 Sept 2015","Safe and secured job with a lot to compromise","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW8050135.htm","Assistant manager","Current employee, more than 3 years","","","Calcutta","#Government PSU 
#secured job 
#Hefty pay comparatively in HR domain 
# Less burden at work comparatively 
# Flexible time 
# Some good initiatives in terms of technology change","# Quagmire of politics everywhere from top to bottom, lowest to higher management 
# Difference between the staff and executives 
# Never keeps the promises 
(to name a few)","Show more"
"3.0","29 Nov 2012","status of executives working at fields is not up to the standard as compared to other Maharatna companies","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW2171299.htm","Assistant manager","Current employee, more than 10 years","","","Rānīganj, West Bengal","1.job secuirity.2.Good salary.3.It's a big company havinng nos of u/g & ocp mines across all over India using both age old & modern mining technologies & machinaries side by side.Apart from these CIL have its independent subsidiary,CMPDIL, for Planning & Development purpose.So scope for gaining experience on different uspects is enormous at different levels available at CIL for mining engineers","1.Poor working envionment in the field.2.Promotion of mining executives not so smooth as before.3.Life is dull in the field, family members suffers most.","Show more"
"4.0","10 Jun 2015","GENERAL MANAGER","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW6869810.htm","General manager","Former employee, more than 10 years","","","","A Maharatna Company having lot of avenue to work. Fill good to work in a highest coal producing company in the world. Contributed a lot in Indian Energy Sector. Salary is quite good. Experience and knowledge gain from the industry is very much in demand in private sector.","Decision making process in higher management is very slow. Percolation of  knowledge and experience to the executives is very poor. Sometimes it is kept within a very small cluster of technical people, who are aged and very few years left to contribute the industry.","Show more"
"2.0","30 Aug 2016","Not a satisfactory work culture place for IIT'ans and other top brass","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW11735853.htm","Assistant manager excavation","Current employee","","","Dhanbād","work is purely related to practical usage mechanical engineering, lot to learn in automobile and HEMMs. flexible work hours.","extremely poor work culture and work environment, those having sources gets benefited with good quarters(that also of third grade in comparison to other PSU) and other basic facilities, not even water supply is provided to wash hands after working in HEMMs. self respect gets hurt each and every moment while working in this type of poorly managed and highly corrupt organisation.","Show more"
"5.0","6 May 2017","Deputy Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW14945624.htm","Deputy manager","Current employee, more than 5 years","","","Bilāspur, Chhattisgarh","-Work life balance (More time for yourself)
-Benefits...like no other company can give..for ex. Women Employees get 2 years of child care leave which they can take whenever they want in their job term, infinite medical cover for whole family including parents
-Office near residence so no traveling long hours to office
-independence
-job security
-Salary is ok (Not too good not bad either)","-Most of the postings are in remote locations (Mines are supposed to be in remote locations but you can choose to be posted at HQs if you are at top of the list of selected candidates)
-6 days work (except some offices)
-Age difference between lower and middle management (Because Coal India did not recruit any executives for some 10 years)","Show more"
"4.0","7 Nov 2017","Handsome salary without much efforts, But work culture is the hell.","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW17775320.htm","Assistant manager - finance & accounts","Current employee, more than 3 years","","","Dhanbād","First of all i am really much thankful to Coal India as this is my first job. Coal India is a Maharatna Company with one lakh crore turnover. Coal India gives really good salary with not too much work pressure. Its pay structure and perks are also very good. It also give you a lot of opportunity to groom yourself apart from office.","Work culture is very bad. Everyone will give  diplomatic answer. Employee will find every opportunity to extend work till last date. Location of Coal India is also not good.","Show more"
"2.0","8 Apr 2017","Very Bad work culture and condition","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW14551538.htm","Assistant manager","Current employee","","","Singrauli","1.No pros except salary at entry level.
2.Worklife balance or no work for people except those are posted at field.","1.Remote area posting( it is frustrating for youths)
2.Facilities like quarter,food and hospital are pathetic.
3.Facilities at workplace like table,chair,computer,canteen,toilets,drinking water are either not there or are at very worst condition.
4.Corruption from top to bottom management.
5.Too much paperwork.
6.No advances tools,tecnology or automation.
7.Your boss will be older than your father so be careful.","Show more"
"1.0","6 Oct 2012","A very good Company for the second generation employees, for those having some near dear ones in Bureaucracy and for tho","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW2023984.htm","Personnel manager","Current employee, more than 10 years","","","Rānchī","Workers are very nice. Unions are also very supportive. Nearby villagers are very caring as well.","Sheer wastage of public money on higher ups in the Management and no care for the people who worked hard when the Company was in BIFR. We worked day and night to achieve VRS targets. Worked round the clock in evacuating the unauthorised colonies restricting the growth of Mines. Worked dawn to dusk in opening new Mine at NK Area but not given my legitimate rights. Promotion due since 2010 and It will cost the Company hardly 3000 a month but no one cares about  our future. Very good Company for the employees whose fathers/Father in laws held big positions.","Show more"
"4.0","15 Aug 2014","Good salary, bad posting, little or no amenities, recreational opportunities varies on posting location","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW4783988.htm","Assistant manager","Current employee, more than 3 years","","","Āsansol, West Bengal","Salary is on the higher side when compared with other public sector organisations, job security, Disciplines not directly linked to production may find good work life balance","Some of the disciplines such as  E&M, Excavation, Mining etc may find it hard to maintain good work life balance due as they need to be present at the place of work at odd hours. Other than IICM no good training centers at regional level. Dealing with mostly illiterate or semi literate persons may be challenging for some people.","Show more"
"2.0","9 Jul 2018","Join only if you need a PSU/Government job","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW21396500.htm","Anonymous employee","Former employee, more than 5 years","","","Calcutta","1. Decent salary 
2. Usual government benefits like PF deduction from gross salary, quarters , free electricity
3. May utilise available time for other pursuits.","1. Not a conducive environment for working or for pursuing other hobbies.
2. High occupational hazard incidence.
3. Rigid hierarchy.
4. Poor management of workforce including unabated bias towards unions.
5. Electrical engineers are wasting their skills in this company.No relevant experience gained. This might differ depending on the exact mine and equipment you handle.
6. Highly negative work culture with no regard for educational qualifications.","Show more"
"1.0","28 Aug 2016","Pathetic","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW11711108.htm","Assistant manager","Current employee, more than 3 years","","","","No work load, secured career, good salary wrt work load, seniority cum merit based promotions, medical , LTC benifits etc..","1. Remote work locations
2. Poor accommodation facilities.. dilapidated quarters with frequent seepage n no maintenance
3. Obsolete technology
4 No learning opportunities
5 no tables, chairs. Drinking water at work place
6 ppl r busy in buttering superiors
7 no professionalism
8 strong trade unions n political influence interfes with official business
9 Top mgmt ..indifferent to problems of new recruits
10 company still runs with legacy of notesheets..
11 No satisfaction if u r from good college n stayed in city before.. never join ths company
12 medical facilities .. for namesake
13 no transparency in transfer & postings policies","Show more"
"4.0","11 Aug 2017","Lazy People at top, hard working people at bottom","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW16320747.htm","Management trainee","Current employee, less than 1 year","","","Jharsuguda","Good Salary. Good savings because you have no facilities to spend. Very high job security.","Bad management. Uncultured people. Very remote locations like a village or so. People get to colleges to live a high standard life but Coal India just makes young people realize that how ironical life can be.  And most importantly, being a Mining Company, Mining Engineers are Exploited much more. And Other departments dont behave as they should with the lower level work force.","Show more"
"3.0","5 Jun 2015","Response to its Staffs and Workers","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW6810224.htm","Anonymous employee","Current employee, more than 10 years","","","","Good job profiles and not best but handsome salary","Salary : NOT BAD, but,
Regarding Facilities : Basically thinks for its executives only and maximum facilities (i.e. mobile, laptop, airfare, india tour, foreign tour, company vehicles, medical without prior approval, etc. etc.)  provided to executives whereas hard works are only performed by its staffs and workers. CIL company should also think for its staffs and workers so that they becomes devotee towards company.","Show more"
"2.0","16 Apr 2014","Bad Work Culture, Decades back in adopting technologies","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW4067345.htm","Anonymous employee","Current employee, more than 1 year","","","","Salary, Growth within the Company.","Poor Support from Superiors, dusty and difficult environment to keep your sanity, Remote Locations. Few years with the company, you will be a typical frog in the well.  IR Issues pops up out of nowhere and will give you a headache even though your intentions might be good. Boring and not a challenging job. If you can play politics, you can survive. I wont recommend this company for straightforward fellows.","Show more"
"5.0","9 Jun 2016","Dy.General Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW10877014.htm","Anonymous employee","Former employee","","","","Though you do'nt fave financial powers but you are the head of your disclipine and take decisions within the framework of rules of the company. you have to work in different fields of your disclipine and gain experience and cofidance","Coal mines are located in remote locations where there is shortage of raw material and skilled labour. sometimes you have to compromise with time shedule","Show more"
"4.0","1 Dec 2018","Salary, Perks & Work Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW23649394.htm","Deputy manager","Current employee, more than 5 years","","","Bokāro","Best salary in the industry but less than it's counterpart like ONGC, IOCL & GAIL in terms of additional benefits which Coal India is not giving like Conveyance Allowances & Uniform Allowances but it is likely to get approved by Board of Directors & DPE shortly. Although an entrant Assistant Manager gets inhand salary of around 75K after all deductions which is good compared to market scenario.
Most of the executives(>90%)get leaves easily.
Although work is less but work pressure is there as one needs to have the quality of showing off his work load.","Remote locations of Jharkhand, Chattisgarh, Maharashtra & Orrisa for technical & finance officers.
No work culture 
Medical facility below average
Policy makers themselves don't know rules and regulations and most of the time bypass various facilities which could be availed by an officers. 
Favouring your bosses all the time
Irrelevant or other department work can be thrown to anyone.","Show more"
"1.0","28 Jul 2013","Full stop to your career","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW2866849.htm","Management trainee","Former employee, more than 1 year","","","Tālcher","Almost nothing for a person who wants a challenging job andcareer. JuSt being employed in remote locations or seeing the black earth is not a challenge if people wish to ssayso. Its the closest thoughto being called a challenge. Apart fro a decent (read DECENT only) nothing else is worth working for here","Callousness, unprofessionalism among executives and very limited knowledge (also read Zero Engineering). Have highlighted only traits of a majority of executive workforce. Non executives attitude is not accounted for.","Show more"
"3.0","4 Mar 2017","Less learning - Just Earning.","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW14042448.htm","Anonymous employee","Current employee","","","","Enough Time to pursue and refine your hobbies and interests, but there will be many constraints due to remote locations.
Government benefits and services.
Work-Life Balance.","Very bad work culture.
Very bad infrastructure facility and environment at workplace.
Monotonous and boring work, very little to learn technically.
Remote locations, no services are available.
Sacrifice of social life.
Its mining industry, so future is not really bright.","Show more"
"2.0","16 Oct 2015","Typical Indian government firm","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW8321991.htm","Anonymous employee","Former employee, more than 1 year","","","","Land a job here and if you don't feel the urge, you are set for life. The environment is quite relaxed and you can get a lot of time for yourself","Getting time for yourself doesn't mean you get to do the things your friends in metros are. You would probably be posted in remote areas where creature comforts are lacking. There can be a lot of politics here.","Show more"
"5.0","28 Apr 2016","Our coal India  company is very good position in","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW10425179.htm","Assistant manager","Former employee, more than 10 years","","","Āsansol, West Bengal","You know., my friends are interested to join  in a banking sector. But my dream and also target to joining in Coal India Company. It 's a heart beat in my life.","My dream and love Coal India. I think I am a soilder in this organizations. I impress everyone and success every field of life.","Show more"
"5.0","1 Dec 2012","coal india ratna","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW2174100.htm","Consultant","Former employee, more than 3 years","","","Calcutta","i have got the opportunity to serve the company very efficiently to achieve  the target'.  I have   retired successfully from the company.","lstarted at sudamdih project.a deep shaft mine, highly mechanised .really difficult to extract coal but we enjoyed the situation to run the project very effectively.","Show more"
"4.0","3 Aug 2015","Needs Improvement","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW7436724.htm","Assistant manager (hr/p)","Former employee","","","","World's Largest producer of Coal having the workforce of around 3.75 Lac. By virtue of being largest producer of coal with huge manpower provides extensive opportunities and challenges to align the Employees needs with that  of the Organization.","Lac of basic  Infrastructure and poor decision making at higher level is somewhat that can be termed as Cons","Show more"
"4.0","1 Jun 2016","Campus Selection Tips","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW10793670.htm","Anonymous employee","Current employee, less than 1 year","","","","If you want to make a career in Mining , this is the company to look for. Also this is PSU and that too with a handsome salary. CTC 9.03 lac (2016).
Work life balance is good.","IF you want to work in a city and a white collar job, this company is not the choice. It lacks in work and community culture compared to other private firms","Show more"
"2.0","15 Dec 2018","To slow to change","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW23846234.htm","Assistant manager","Current employee, more than 1 year","","","Calcutta","Job safety.
Decent pay.
Time to spend with family.","Too many non-executives
Rampant corruption. Everyone only thinks how to make money with every signature.
Except for HQ horrible postings.
No HRA since many vacant quarters. Quarters not liveable. 
In projects where company quarters are the only housing available, local musclemen occupy.","Show more"
"2.0","15 Dec 2015","okayish","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW8919868.htm","Assistant manager mining","Current employee, more than 1 year","","","Durgapur, West Bengal","nominal work load. Space for personal life","Preference given to non mining people eve though it is a core mining company. They are given good benefits, nice quarters to live, leaves are granted immediately. MIning people are given step-motherly treatment, inspite of mining guys being from to top institutes of the country and other discipline candidates being from from second-grade and third-rung institutes of the country","Show more"
"2.0","16 May 2016","Horrible","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW10613365.htm","Colliery engineer","Former employee, more than 3 years","","","Durgapur, West Bengal","No pros working for this  💩hole company it will degrade you by all means possible. You will be thrown out of the competitive technology thriving world and you will be wandering in some  💩hole place for your entire life..","Highly corrupt If you want to be a part of this corrupt community then it is an apt place to be","Show more"
"1.0","27 Aug 2016","WORST COMPANY","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW11706251.htm","Anonymous employee","Current employee","","","","Nothing as such expect u have job security and good starting salary of 45k but no use as u cannot spend it anywhere in mine location","1) your posting are in Remote areas where even u don't get 2G signal properly.
2) issue if u are married as u R wife can't do any job or get some enjoyment in Remote areas.
3) quarter given are of 1970 age so worst conditions
4) transfers a head ache lots of politics.
5) my advice don't join this company you will surely regret later for this mark my words","Show more"
"2.0","12 Sept 2012","Past 8months @ CIL","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW1944762.htm","Management trainee","Current employee, less than 1 year","","","Wani","*Future Prospects are attractive
*Maharatna PSU
*Fast Career Growth","*Mismanagement of Manpower
*Sadist Attitude of Top/Middle Management
*Extremely low morale among people who have served over 20years
*Attrition rate equivalent to MNCs
*Loss of decent Lifestyle
*NOC not given to anyone, cannot apply to any other PSU. You are stuck for Life !","Show more"
"3.0","1 May 2015","worked as a shift incharge","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW6491457.htm","Assistant manager mining","Current employee, more than 3 years","","","Shahdol","Cil offers some of the best packages in monetary terms most of the executives are retiring so joining young executives have a bright future ahead","Since most of the locations are remote family life could be tough.learning and growth is not given top priority by top officials","Show more"
"4.0","22 Dec 2021","Peaceful life with no definite working hours","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW56996610.htm","Deputy manager","Current employee","","","Āsansol, West Bengal","Peaceful job 
Justified salary
Performance related pay ( bonus )
Profitable company
Clubs and parties .","No good stay/ accommodation for area and unit employees. ( HQ officials get HRA).
Salary not par with other PSUs. 
Remote places. Forget about city life. 
Corruption. A lot of work still occurs on paper. However, recently SAP is introduced to increase efficiency.
No definite working hours for field employees deployed in operations. Calls are to be picked up.","Show more"
"1.0","20 Jul 2015","Company of dumb people","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW7281833.htm","Management trainee","Current employee, less than 1 year","","","","Good salary without much work. This is also a cons as no future growth.","Alot worried I will be able to write them all...
No infrastructure, You will not even get a chair to seat.
Only mining people are dominating as they have all control over other discipline people.
Life is worse than hell if you are posted in Under ground mines.
You will find a very old room in guest houses that too on sharing.
Quarters are of the age of 1857.
No basic facilities in colonies not even proper sanitation.
You will be wondering around the jungles your whole life.","Show more"
"4.0","19 Sept 2018","DEPUTY MANAGER","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW22557747.htm","Anonymous employee","Current employee","","","","Very Good CTC.  You have to be on the look out and take up challenging roles.  Having job security should not make you complacent. Company takes good care of you. Lot of opportunities to learn and grow.","Company has 8 subsidiary companies spread over north and east India. Cultural differences affect work culture and it may get to your nerves at times.","Show more"
"5.0","7 Jun 2015","Very good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Coal-India-RVW6825233.htm","Assistant manager","Current employee, more than 1 year","","","Nāgpur, Maharashtra","1) Best salary
2) Govt job so secured
3) Great learning oppurtunities, where alot of administration and management is involved.
4) Well known maharatna psu which is seen as status symbol in soceity.
5) good facilities, perks, free quarters, free electricity, transport, lpg etc..","1) Just none
2) trade unionism is to be curtailed.
3) Interdisciplinary work should be promoted.
4) actually company is already undergoing huge modernisation so in coming future all the present cons are going to be eliminated.","Show more"
