review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_location__E_Ine,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ
1.0,9 Oct 2022,Toxic and not lucrative anymore,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW69950261.htm,Project manager,Former employee,,Growth Incentive structure which has since been discontinued,Extremely toxic environment championed by Rajeev Jain No structure of work Employees not regarded as human at all (corporate office was filled with staff during covid resulting in multiple deaths despite requests from employees),Show more
3.0,18 Sept 2022,Good Technology company but no personal life is there,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW69173177.htm,Assistant branch sales manager,"Former employee, more than 1 year",Burhānpur,Good Technology company and compansation,Work culture is so strict no holiday even sunday is non officials working,Show more
5.0,30 Oct 2022,Best company to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW70617955.htm,Anonymous employee,"Current employee, more than 3 years",,,,
3.0,8 Nov 2022,Overall good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW70885741.htm,Manager,"Former employee, less than 1 year",,,,
4.0,15 Oct 2022,Data scientist,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW70184625.htm,Anonymous employee,"Former employee, more than 8 years",,,,
2.0,23 Oct 2022,Toxic culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW70415182.htm,Anonymous employee,"Former employee, more than 3 years",,,,
4.0,29 Oct 2022,Great Company to grow,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW70607007.htm,Senior manager,"Current employee, more than 5 years",Pune,,,
5.0,20 Apr 2022,Senior leadership has my respect,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW63034554.htm,Business manager,Current employee,,"- A very tech-obsessed workplace where efficiency and innovation are prized  
- Seniors, peers and leadership teams have no hierarchy – everything is open and transparent  
- A very diverse workplace with a work hard, party harder culture 
- Projects are fun but challenging  
- Good work-life balance and on-the-job training provided 
- Great company to have on your CV and to stay for a long time  
- Flexible work means you can wrap it up early to make the most of your free time",Can become hectic at times.,Show more
4.0,10 Nov 2022,Intern,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW70957617.htm,Intern,Current intern,Pune,,,
1.0,6 Sept 2022,Worst Company for Data Scientist,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW68765664.htm,Anonymous employee,"Current employee, more than 1 year",Pune,"Good compensation
Good incentives
Fast moving fintech environment","No work life balance
6 Days working
Need to purchase laptop to work for the company
No professionalism in work
Things are not structured
HR and higher management does not help in anything
No GIT NO Jira",Show more
1.0,7 Sept 2022,Not an organisation to work with,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW68792601.htm,Anonymous employee,Current employee,,Good growth for those who can please their Reporting Managers,"All politics here
Committed CTC is not given
Uses abusive  languages
Less capable members are fired at good position and rule their resources as their personal asset
All kind of fake commitments in terms your learning skills development program
HR not helpful",Show more
3.0,31 Oct 2022,No work life balance,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW70659024.htm,Ux manager,"Current employee, more than 1 year",Pune,,,
2.0,18 Oct 2022,Headlines,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW70259672.htm,Free lancer,"Current employee, less than 1 year",,It's not to good for all the basics,It's not a good work to go for a while,Show more
1.0,7 Dec 2022,Worst experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW71679754.htm,Unit manager,"Current employee, less than 1 year",Pune,,,
5.0,26 Feb 2022,Purely performance-based career growth,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW60331797.htm,Product manager,"Current employee, less than 1 year",Navi Mumbai,"- I have worked at two companies before BFL. And in my opinion, the type of growth opportunities and pay provided here is very encouraging for employees. 
- It’s good that the company is so focussed on upskilling employees - great for professional growth
- They also have an open-door policy & it sure is testament to the fact that they encourage innovative and creative opinions and suggestions.","For freshers, the initial months can be challenging as they have quick TATs",Show more
5.0,20 Apr 2022,Some of the best people and leaders I have worked with,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW63037764.htm,Data anyalist,Current employee,,"Much better working environment than previous workplace. People will push you to the max to deliver results but will always be willing to help you out when needed. Many like-minded team mates who will make work fun for you. Many learning opportunities available. Flexible and stress-free work-life balance along with competitive salary. Overall, Bajaj has been quite the professional journey for me.",Wish the deadlines were a little bit more relaxed.,Show more
5.0,19 Oct 2022,Best Company for growth,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW70300361.htm,Asm (area sales manager),"Current employee, more than 1 year",Pune,,,
3.0,13 Oct 2022,Overall decent company to start with,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW70128880.htm,Sales executive,"Current employee, more than 1 year",,,,
4.0,6 Oct 2022,Sales manager at bajajfinserv,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW69865993.htm,Sales manager,"Former employee, more than 3 years",,,,
2.0,28 Oct 2022,Not good for designer,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW70577136.htm,Product designer,Current employee,Pune,,,
5.0,26 Feb 2022,Great company to grow and prosper in,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW60328206.htm,Software development engineer,Former employee,,"- You will be presented with multiple avenues to grow. Identify and grab these opportunities to realize your professional dreams.
- The best thing about BFL is that nothing matters once you are a part of it. You grow purely based on your dedication and performance. 
- Young and vibrant work environment, contemporary and progressive leadership; it feels like you are part of a thriving start-up. 
- If you are motivated and a self-starter, this is the place to be.","- Just like any other workplace, this can get hectic at times.",Show more
5.0,27 Sept 2022,Good Compensation,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW69484795.htm,Area credit manager,"Current employee, more than 5 years",Guwahati,"Good compensation, fast growth, flexibility on the working hour","No work life balance, no hoilday on any condition",Show more
5.0,26 Oct 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW70510244.htm,Associate,Current employee,Mumbai,,,
5.0,20 Apr 2022,Great working experience with the senior leadership,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW63033542.htm,Data bi and analytics,Current employee,,"- The top management is very down to earth and approachable 
- Senior leadership will step in to mentor you and help you if you ever feel stuck 
- Culture of appreciation and rewarding hard work 
- 2X salary and benefits v/s competitors 
- An open, transparent and learning environment 
- Work can be quite challenging, not a place for slackers","If you are a typical 9-to-5 professional, then this place is not for you.",Show more
5.0,24 Mar 2022,Experienced 3X growth than previous job,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW61698143.htm,Senior lead - it,"Current employee, more than 1 year",Pune,"- Quick, decent increments that happen regularly, but will depend upon your performance
- Transparent environment, right from HR policies to senior management to your seniors
- People respect your off-time, decent work-life balance
- Commitment to deliver value to the customer teaches you a lot about the industry and how to tackle different projects
- Dynamic environment which gives you the freedom to explore and experiment",No comments at all good,Show more
5.0,31 Mar 2022,Merit-based organisation with good pay packages,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW62067156.htm,Anonymous employee,"Former employee, more than 1 year",,"- The sort of growth chances and remuneration offered here are worth it.
- If you want to experience startup-like passion and fun with established work culture and policies, then join Bajaj without thinking twice. 
- No dress code and good bonuses. 
- Relaxed leave policy, though it you have to work two Saturdays a month!
- Creativity and versatility are highly valued. Advice to newcomers – be eager to learn from day one!
- Enough time to take a break and then get back to work as 2nd & 3rd Saturdays are off",Can not think of any.,Show more
5.0,16 Apr 2022,"BFL is a good brand to be working with, one of the best in its space",https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW62857145.htm,Anonymous employee,"Former employee, more than 1 year",Pune,"● Good work culture, flat organization, and no unnecessary politics.

● Leaders are approachable and very forthcoming making it more comfortable to interact and share our opinions with them 

● Environment is easy-going 

● Challenging work but have grown a lot in the past 2 years

● The salary structure, incentive payout and R&R are well-paid 

● Transparency and open-door policy",Cannot think of any at the moment,Show more
5.0,9 Oct 2022,Good culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW69932293.htm,Sales intern,Former intern,,,,
4.0,23 Aug 2022,Managing programs,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW68247832.htm,Senior program manager,"Current employee, more than 1 year",Bengaluru,"- unrealistic targets ,pushes for more and more
- slow processes
- work and works
- inputs. Inputs","- miles to go before I sleep
- to many hierarchy
- very few people know content",Show more
3.0,21 Oct 2022,GOOD,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW70393444.htm,Telecaller,"Former employee, less than 1 year",Chennai,,,
5.0,12 Sept 2022,Aa a collection executive,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW68987144.htm,Senior collection executive,"Current employee, less than 1 year",,No pressure no office work only field word,Salary less my experience was 3 years and the job was ofroll,Show more
5.0,13 Mar 2022,Senior leadership's vision will wow you,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW61110656.htm,Data bi and analytics,Current employee,,"Came for the reputation, staying for the people and the culture. The colleagues and senior management at Bajaj are very experienced and know what they are doing. Say yes to all the learning experiences along the way and you will grow as fast as possible. Tech-savvy culture that believes big time in transforming customer experiences. A proud workplace and a lucrative one too!",Not a job for the regular 9-to-5 people. You've always got to be on your toes which can get a bit stressful at times.,Show more
4.0,16 Oct 2022,Positive company,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW70187485.htm,Risk manager,"Current employee, more than 3 years",Pune,,,
5.0,6 Aug 2022,I'm taking care for 3-4 branches and spoke location in secured loans.,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW67612172.htm,Asm (area sales manager),"Current employee, less than 1 year","Bīkāner, Rajasthan",i like company aggression. Also I like company working styles.,I am never seeing any downside in this company,Show more
5.0,30 Aug 2022,Area collection manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW68517383.htm,Collections manager,Current employee,,,,
3.0,26 Aug 2022,"Moderate, not much to learn, seniors not helpful",https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW68374398.htm,Software engineer,"Current employee, less than 1 year",Pune,"New office, regular activities, recreation","Working Saturday,
Seniors not helpful, 
3 months notice period,
BYOD policy where you have to forcefully choose the laptop of company's availability",Show more
5.0,20 Apr 2022,Very empathetic seniors and top management,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW63034135.htm,Software development engineer(sde),Current employee,,"- People at Bajaj are very helpful, open-minded and collaborative 
- Senior leadership has some amazing management skills. 
- An inventive, innovative and informal work culture – no formal dress code or fixed seats! 
- A place where there’s no office politics 
- Freshers and new-comers are made to feel comfortable and a part of team right from the get go 
- Modern work values and HR policies 
- Top remuneration and decent work-life balance",No cons.(there are no consciences),Show more
5.0,27 Aug 2022,Excellent place for someone who's willing to give his all.,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW68422301.htm,Anonymous employee,"Former employee, more than 3 years",Pune,"- CEO
- Every employee feels empowered 
- big organisation but still feels lively like a startup",- Culture could be better.,Show more
5.0,24 Mar 2022,Freedom to experiment and work in different projects,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW61720662.htm,Anonymous employee,"Current employee, more than 3 years","Gurgaon, Haryana","- High calibre, high tech organisation that believes in solving challenges through the best technology
- Emphasis on turning freshers into leaders right from the off 
- Work pressure is there, but you will get through it due to exciting nature of projects 
- A decent mix of good salary, better increments, and great benefits
- You can take off as per your convenience, no issues in that department","Difficult to think of a con, aside from maybe the strict deadlines.",Show more
5.0,6 Sept 2022,Good to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW68751787.htm,Data scientist,"Current employee, more than 1 year",Pune,"Easy going work culture, seniors are approachable and there
is a lot to learn from them","Good pay, learning, projects, visibility & growth",Show more
5.0,23 Mar 2022,Great place for starters to jumpstart their careers,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW61683334.htm,Tech specialist,"Current employee, more than 1 year",Pune,"If one is driven, they can grow exponentially. 
Company policies are very inclusive. The HR is swift to respond to concerns and everyone is treated justly. 
BFL has an open door policy where everyone’s suggestions are valued and considered. 
Amazing bonuses. At times 100% incentive pay-out is considered low here. 
Great exposure to learn and grow professionally.",Cannot think of any con at the moment.,Show more
5.0,31 Aug 2022,Good Place to earn & grow,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW68542893.htm,Team lead,"Current employee, more than 3 years",Mumbai,"Good pay, learning, projects, visibility & growth",Nothing as asuch but only negative is work life balance else all good,Show more
5.0,2 Sept 2022,ambitious and aggresive,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW68630611.htm,National account manager,"Current employee, more than 5 years",Pune,,,
4.0,23 Sept 2022,Employee,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW69395398.htm,Regional manager,"Current employee, less than 1 year",,,,
5.0,3 Oct 2022,Sales,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW69697266.htm,Regional sales manager,"Former employee, more than 5 years",,,,
5.0,16 Sept 2022,Great place,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW69135773.htm,"Manager, audit services","Former employee, more than 3 years",Pune,,,
5.0,15 Apr 2022,Performance-based raises and open culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW62822853.htm,Senior tech specialist,"Current employee, more than 1 year",New Delhi,"Inclusive and healthy work culture
Every employee is treated fairly by the management.
Management upholds strong values that are visible in their day-to-day style. Aspects such as transparency, respect for employees, active engagement and surpassing customer expectations comes naturally to them
Progressive and start-up culture where everyone has an equal voice
Innovation and creativity focused company",Team outings are limited. Please arrange more team activities or offsites.,Show more
5.0,20 Apr 2022,"No politics, no work-life balance issues",https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW63032207.htm,Sales associate,Former employee,,"A much better workplace compared to typical offices where gossip and politics dominate
- Respect for personal lives and work-life balance is refreshing to see
- Informal work culture and dress code but a seriousness when it comes to performance and delivering value
- Meritocracy rules the roost – do well and you will grow super quick
- Much better compensation and benefits compared to other places",Hard to find any according to me.,Show more
1.0,30 May 2022,Only Work No Life,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW64881032.htm,Senior unit manager,"Former employee, more than 1 year",Pune,"Compensation, if you negotiated properly
Reward & Recognition
Auto Promotion & IJP

If work is all you do, then this is the right place for you. 
Tremendous growth potential for workaholics & narcissists","No work-life balance
High work pressure
Unrealistic timelines
Long working hours which are almost always unnecessary
No process clarity, no process actually
Working Saturdays, though 2 Saturdays are off now still, you need to be available on off days, even Sundays, if required by your manager, which is quite often
Abusive language in the sales department
BYOD - Buy your own laptop policy
Infinite reviews with every hierarchy of management",Show more
5.0,25 Aug 2022,Professional Growth,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW68365134.htm,Senior manager,"Current employee, more than 5 years",Pune,Great place for learning new skill set,"Due to nature of industry, little impact on work life balance.",Show more
4.0,26 Sept 2022,Intern,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW69473805.htm,Intern,"Current intern, less than 1 year",,Bajaj is a good company,It is not enoloyee friendly,Show more
5.0,24 Mar 2022,Love working with so many awesome professionals!,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW61701182.htm,Senior analyst it,"Current employee, more than 3 years",Bengaluru,"- It is the people who make the company, and there are some really talented individuals here. 
- Good experience working and learning from fellow colleagues who are more like buddies now. 
- No politics, no hierarchy, making it a very open and honest workspace. 
- Stick around for some great opportunities to work on a variety of projects.","Some days can be jam-packed with deadlines, leaving you on edge.",Show more
5.0,9 Sept 2022,Android Developer,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW68879770.htm,Anonymous employee,"Current employee, more than 1 year",,Android Developer In Bajaj Market,nothing is bad .very good,Show more
4.0,22 Sept 2022,Na,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW69356564.htm,Assistant manager,"Current employee, more than 1 year","Bānki, Orissa",Best salary amongst the industries..,High work pressure na na,Show more
5.0,20 Apr 2022,Like-minded senior leadership will always support you,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW63038418.htm,Operations manager,Current employee,,Good support in every role. Senior leadership will go the extra mile to help you train and work better. Upskilling is encouraged and provided for. Very competitive and performance-oriented workplace. Timely hikes and good salary structure. Management is also open to suggestions and feedback. Hard work but you will get to work on the best clients and with the best tech.,None no cons very good,Show more
4.0,9 Sept 2022,Good Place to Learn,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW68887780.htm,Anonymous employee,"Current employee, less than 1 year",,,,
5.0,14 Mar 2022,"Amazing workplace for freshers, multiple",https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW61132025.htm,Anonymous employee,"Current employee, more than 3 years",Pune,"business departments.
- Lot of growth opportunities for the company employees -
these are very transparent and purely performance based.
-Easy going work culture, seniors are approachable and there
is a lot to learn from them","High paced work environment, but once you realise the kind
growth you can achieve, it becomes easier to work towards
that goal and achieve targets.",Show more
4.0,6 Sept 2022,All over good one,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW68780566.htm,Collection manager,"Current employee, more than 3 years",,"Seniors support
Incentive are more then salary",No personal time including Sunday,Show more
4.0,31 Aug 2022,Good place to be,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW68559975.htm,Senior business analyst,"Current employee, more than 1 year",,,,
1.0,15 Sept 2022,Sr Mananger BI analytics,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW69115642.htm,Senior manager bi analytics,"Current employee, more than 5 years",Pune,"nothing , there is no Pros to work here","Not a good company, you can't learn or get anything, huge work pressure 
Saturday working also they called you on Sunday",Show more
5.0,31 Aug 2022,loan,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW68542736.htm,Manager,"Current employee, more than 3 years",Chandigarh,growth in this company to fast,best nbfc company in india,Show more
3.0,3 Sept 2022,Bad work environment,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW68677725.htm,Asm- assistant store manager,"Former intern, less than 1 year",,"Good perks
Challenges
Customer analysis
Credit knowledge
Big brand","Bad work environment
High pressure of targets
No festival leaves",Show more
5.0,13 Mar 2022,A big YES from my side!,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW61109508.htm,Business analyst,Current employee,Noida,"Bajaj is one of the better places that I have worked at.
-Everyone is treated fairly, and there are no biases of any kind.
-You get to work on good projects and clients.
-Senior management has done well to instill a competitive and ambitious work culture that also allows for a lot of fun and creativity on the floor.
-Increments are as per your performance, so a good opportunity to earn a good hike.",A 5-day week is the need of the hour…or a work-from-home policy.,Show more
5.0,2 Sept 2022,Great Oppurtunity,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW68641769.htm,Senior data scientist,Current employee,,Great Oppurtunity to work here,No working time for work life,Show more
5.0,19 Apr 2022,Enjoyable work and positive work environment,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW62962839.htm,Lead payments technology,"Current employee, more than 1 year",,"- Numerous learning opportunities, workshops and trainings to upskill employees
- Cross-functional working gives lots of exposure
- easy going workplace with free seating and dressing
- Very patient and approachable seniors
- Handsome pay structures 
- Meritocratic workplace, you perform well you get rewarded more","- Challenging and demanding work
- Need to be quick on the uptake and remain flexible",Show more
1.0,4 Nov 2022,Worst Experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW70776006.htm,Data scientist,"Former employee, less than 1 year",,,,
5.0,19 Apr 2022,One of the most fun places to work at,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW62964677.htm,Business loans officer,"Current employee, more than 1 year",Noida,"Pros -
 
●	Nice place for freshers to learn and upgrade their skill set
●	Good culture, positive vibes, high productivity 
●	No formal dressing, no fixed seating 
●	Approachable seniors who promote innovative ways of working
●	iCare that helps employees and families during medical emergencies","Cons -
●	Can get challenging at times
●	Will push you to the limit",Show more
5.0,26 Aug 2022,Payout,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW68386772.htm,Unit manager,Current employee,,,,
4.0,1 Sept 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW68626818.htm,Anonymous employee,Current employee,,,,
5.0,27 Apr 2022,Five-star senior management and leadership team,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW63331253.htm,Lead payments technology,"Current employee, more than 1 year",,"- A culture of efficiency driven by the future-focused senior leadership 
- Modern workplace that does not believe in formal work wear or strict seating 
- Top management takes keen interest in employee welfare and HR policies 
- Reasonable salary range and growth prospects 
- Good scope for on-the-job skill development",No comments till as of now.,Show more
5.0,28 Jan 2022,You get to grow like you mean to,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW58717334.htm,Assistant manager,"Current employee, more than 1 year",Mumbai,"Emphasis on improving your soft skills and leadership skills. Flexible working style which means you can grow and specialise in your direction of liking. Senior management is very approachable, which I like. Work can get mad at times and you are expected to be on the top of your game, but it's never stressful. Despite work pressure at times, you get weekends to yourself.","People here expect a lot from you - sometimes too much. But that's just the crazy, entrepreneurial, work hard-grow fast culture, I guess!",Show more
2.0,11 Aug 2022,Internship + PPO,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW67796845.htm,Bajaj finserv,"Current employee, less than 1 year",Pune,,,
2.0,12 Aug 2022,Tired job,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW67840108.htm,Persnal assistant to the sales and operations manager,"Current employee, more than 3 years",Pune,Recently work on there very pressure full job,not good working please in BAJAJ,Show more
4.0,6 Aug 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW67613374.htm,Manager,"Former employee, more than 1 year",Lucknow,Good Company for earn incentive and money,No work life balance of employees,Show more
5.0,18 Aug 2022,NFBC,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW68068402.htm,Bajaj finserv,Current employee,,,,
5.0,22 Apr 2022,Five-star senior management and leadership team,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW63123827.htm,Lead payments technology,"Current employee, more than 3 years",Pune,"- A culture of efficiency driven by the future-focused senior leadership

- Modern workplace that does not believe in formal work wear or strict seating

- Top management takes keen interest in employee welfare and HR policies

- Reasonable salary range and growth prospects

- Good scope for on-the-job skill development",No comments. No more details.,Show more
5.0,19 Jul 2022,Carrer Growth,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW66908426.htm,Regional sales manager,Former employee,,Have IJP option to particular period to get elevation,"Nothing to share , compare to other financial institutions, it's better in bajaj",Show more
4.0,9 Aug 2022,Best place to support you career.,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW67698218.htm,Anonymous intern,"Former intern, less than 1 year",Pune,,,
5.0,4 Aug 2022,Great Place to Work,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW67542111.htm,National head it - design,"Current employee, more than 10 years",Pune,,,
4.0,15 Aug 2022,Good company,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW67945250.htm,Senior technical specialist,"Former employee, more than 1 year",Pune,"Company Growth, Pay, Addition Bonus","Saturday working methods,
Adhoc works,
HR policy,
Holiday policy",Show more
5.0,9 Aug 2022,Very nice,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW67702227.htm,Assistant collection manager,"Former employee, more than 1 year",,,,
4.0,30 Jun 2022,Product and sales for Insurance,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW66170171.htm,Manager,"Current employee, more than 1 year",,"Cross functional learning 
Fast paced","Politics 
And long sitting hrs even after the work is done",Show more
5.0,5 Aug 2022,Good company,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW67571872.htm,Regional sales manager,"Current employee, more than 5 years",Pune,,,
5.0,28 Jan 2022,A place that makes working fun,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW58717719.htm,Assistant product manager,Current employee,Mumbai,"Industry veteran from the outside with a start-up like drive, desire and culture.
Satisfactory pay with good incentives and optimistic growth potential.
A very people-oriented and inclusive place.
Takes care of both employees and customers.
Equal opportunities for everyone. 
Long working hours become fun thanks to cool team-mates who share mutual respect, and are passionate about work
You'll learn something even on the worst of days, thanks to the smart and caring people on the floor.",Difficult to think of a negative point,Show more
4.0,19 Jul 2022,Good if you want relaxed environment.,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW66876422.htm,Software developer,"Current employee, less than 1 year",Pune,"decent environment
nice office,
Relaxing work culture.","BYOD policy, 
not much to learn after particular duration",Show more
4.0,17 Jul 2022,Best teamwork,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW66788539.htm,Finance/sales,"Former employee, less than 1 year",Cochin,"Teamwork
Leading company in the industry
Good package","Work -life balance is bad
Working time is not as per industry standards
Very less career promotion options",Show more
5.0,25 Feb 2022,Great place to grow as you mean to,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW60293219.htm,Senior tech specialist,Current employee,,"Here there is a good work-life balance. No restrictions, complete freedom, and faith in taking time off when ""life"" happens. I've never had a request for time off turned down. Working here makes you feel like you're part of a team that's making a real impact in people's lives. A welcoming workplace with equal emphasis on hard work and fun! Good pay and growth prospects as well!",No complaints as such for now.,Show more
5.0,11 Jul 2022,Excellent place to learn nad and grow,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW66539501.htm,Anonymous employee,Current employee,,,,
5.0,13 Jul 2022,Growth is with growth company only,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW66645115.htm,Senior regional manager-sales,"Current employee, more than 10 years",,,,
5.0,27 Feb 2022,"Bigger, better, smarter growth trajectory",https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW60354207.htm,Data & bi analyst,"Current freelancer, less than 1 year","Gurgaon, Haryana",Many of us who have worked here for a couple of years have seen a dynamic growth. This is what I enjoy most about working here. Our successes and achievements are appreciated and rewarded properly. Employees are encouraged to grow both vertically and horizontally. The best workplace.,"Things can get hectic, not for those who believe in talking it easy.",Show more
4.0,18 Jul 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW66817818.htm,Unit manager,"Current employee, more than 1 year",Pune,"Pay very well
Employee appreciation
Learning opportunities","Work life balance is not good
Saturday working",Show more
