review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_location__E_Ine,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ
3.0,22 May 2020,Supper Affluent,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW33322386.htm,Asm (area sales manager),"Current employee, less than 1 year",Mumbai,,,
5.0,16 Jun 2020,Excellent,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW33731506.htm,Anonymous employee,"Current employee, more than 1 year",,,,
4.0,22 Jun 2020,No work-life balance,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW33837127.htm,Manager,Current employee,Pune,,,
3.0,2 Jul 2020,Average,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW34011306.htm,Sales manager,"Former employee, less than 1 year",Bengaluru,Good pay Decent in the industry,Work life balance Forget weekend,Show more
4.0,23 Jul 2020,Nice company,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW34394671.htm,Seals officer,"Former employee, more than 1 year","Patna, Bihar",,,
3.0,8 Aug 2020,Good Experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW34711799.htm,Human resources intern,Former intern,,"Good Team
We get Recognized for our efforts
Environment is good",No cons found during my internship,Show more
4.0,9 Aug 2020,review,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW34748488.htm,Sales manager,Current employee,Bengaluru,,,
3.0,13 Aug 2020,Experience in many aspects,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW34884313.htm,Finance executive,"Former employee, less than 1 year",Pune,,,
4.0,24 Aug 2020,Review of Bajaj Finance,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW35245493.htm,Assistant sales manager,"Current employee, more than 1 year",Calcutta,,,
4.0,30 Aug 2020,Good place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW35437602.htm,Anonymous employee,Former employee,,,,
5.0,22 Sept 2020,Intern,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW36240869.htm,Intern,"Former intern, less than 1 year",Pune,,,
4.0,3 Oct 2020,Big yet creative people,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW36651970.htm,Marketing intern,Former freelancer,Bengaluru,,,
5.0,31 Oct 2020,Baja finance,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW37841085.htm,"Account manager, taxation, banking",Current employee,Noida,,,
5.0,12 Dec 2020,Rural Personal Loan,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW39398796.htm,Branch sales manager,"Current employee, more than 3 years","Dharampur, Gujarat","Bestv opportunity, growth, High incentive,",Weekly not off and High presher,Show more
3.0,24 Dec 2020,Good company to work with,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW39778742.htm,Manager,"Current employee, more than 1 year",Pune,,,
5.0,21 Dec 2020,Good company,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW39675871.htm,Asm (area sales manager),Current employee,Pune,,,
4.0,12 Jan 2021,Good Company,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW40580754.htm,Manager,"Former employee, more than 3 years",Pune,"Good Bonus, Incentives, Gifts, Career growth, Promotions","Management could be better
Work-life balance is horrible",Show more
4.0,2 Feb 2021,Great place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW41811824.htm,Cluster manager,"Current employee, more than 3 years",Pune,,,
5.0,18 Feb 2021,Very good company,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW42700614.htm,Office assistant,Former employee,Calcutta,,,
4.0,18 Feb 2021,Consumenr Durable Sales manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW42736547.htm,Sales manager - consumer durable,"Current employee, more than 3 years",Coimbatore,Growth and Create own Structure,Only Customers Flow and Dealer advertising,Show more
5.0,25 Feb 2021,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW43074447.htm,Project manager,"Former employee, more than 3 years",Pune,"very good, very friendly, Supportive teams","Nothing as of now, looks good",Show more
3.0,4 Mar 2021,Okay,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW43506393.htm,Anonymous employee,Former employee,,,,
5.0,5 Mar 2021,Best company,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW43540048.htm,Relationship manager,Former employee,,,,
4.0,17 Mar 2021,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW44175411.htm,Sales officer,Former intern,,Great to learn about CD finance domain,"Pressure is high 
Low salary
No leave on festivals",Show more
4.0,5 Apr 2021,Great experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW45019904.htm,Anonymous employee,Former employee,,,,
5.0,2 Apr 2021,nice,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW44928698.htm,Assistant sales manager,Current employee,Orai,,,
5.0,17 Apr 2021,Good work environment,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW45646589.htm,Software tester,"Former contractor, more than 1 year",,,,
2.0,20 Apr 2021,Sales,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW45808292.htm,Sales,"Current employee, less than 1 year",East Godavari,Good works for some but Jalal,Works some time but on this jamal,Show more
3.0,30 Apr 2021,Average Work Culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW46322209.htm,Senior software engineer,"Current employee, less than 1 year",Pune,,,
4.0,4 May 2021,good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW46458955.htm,Territory sales manager,"Current employee, more than 1 year",Calcutta,do more earn more a,you cant afford to be average,Show more
4.0,11 Jun 2021,NOT BAD,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW48221750.htm,Assistant manager,Current employee,"Shāhāpur, Karnataka","Agressive growth, u can be manager in 15months",Less time for personal life,Show more
4.0,12 Jun 2021,Freedom to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW48255697.htm,Collections representative,"Current employee, less than 1 year",Coimbatore North,,,
5.0,15 Jun 2021,About my company,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW48404053.htm,Sales manager,Former employee,Pollāchi,,,
4.0,29 Jun 2021,It's good Company,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW49045186.htm,Branch manager,Former employee,,"Team work ,Customer service,CRM, Cash management",No personal life late night work,Show more
3.0,2 Jul 2021,No personal life,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW49254599.htm,Asm (area sales manager),"Current employee, more than 3 years",Bengaluru,,,
5.0,8 Jul 2021,Best place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW49475215.htm,Executive,Former employee,Pune,,,
5.0,6 Aug 2021,Very Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW50779740.htm,Product manager,Current employee,Pune,,,
5.0,10 Aug 2021,It's quite good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW50961925.htm,Officer sales,"Current employee, more than 3 years",Patiala,"Good customer base, good customer","Unwanted pressure, unwanted work pressure",Show more
5.0,25 Aug 2021,Enriching Experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW51618955.htm,Unit manager,"Former employee, more than 3 years",,,,
3.0,26 Aug 2021,Bajaj Finserv GYLP review,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW51665735.htm,Associate,Current employee,,,,
4.0,19 Sept 2021,Good Experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW52775976.htm,Marketing intern,"Former intern, less than 1 year",,,,
2.0,21 Sept 2021,Here skip level meeting required,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW52851682.htm,Area collection manager,"Former employee, more than 1 year",Nellore,"Bajaj is good organization ,","Start from Collection , but now sales",Show more
4.0,28 Sept 2021,Good Company to work with,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW53248641.htm,Software engineer,Current employee,Pune,,,
3.0,12 Oct 2021,Digital Product Finance,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW53881152.htm,Sales manager,"Current employee, more than 3 years",,,,
4.0,27 Dec 2021,Nice,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW57110858.htm,Finance manager,Current employee,Shājāpur,Good company this is a good job,GjB nation company and full time,Show more
5.0,5 Jan 2022,Iam Choosing Better Opportunities,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW57464688.htm,Sales executive officer,"Former employee, more than 1 year","Tirūr, Kerala",We get high income monthly,We Do same Process dialy,Show more
4.0,6 Jan 2022,Salary good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW57499974.htm,Senior software engineer,Current employee,Pune,,,
4.0,9 Jan 2022,Good company interms of earning,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW57653016.htm,Senior executive,"Former employee, more than 1 year",Mysore,"Good earnings 
Flexible timings
Good environment","Longer working hours
Heavy Pressure
No weekly off",Show more
2.0,10 Jan 2022,L&D - Credit Ops,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW57666827.htm,Senior unit manager,"Current employee, more than 1 year",Pune,,,
3.0,2 Jun 2014,"""Work not satisfactory""",https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW4327269.htm,Area manager,"Current employee, more than 1 year",Lucknow,,,
4.0,22 Feb 2016,Experience with BFL,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW9652966.htm,Anonymous employee,"Current employee, more than 3 years",Pune,,,
1.0,11 Apr 2016,Absm,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW10228656.htm,Anonymous employee,"Former employee, less than 1 year",,Not found any pros till now accept. Person can earn high but with out any value,"To much selfish peoples
No work culture
No team spirity
High end miss selling of loan product like selling insurance
No one can achieve target without lie to customer",Show more
3.0,25 Dec 2017,BFL Review,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW18473131.htm,Anonymous employee,Current employee,,,,
2.0,25 Mar 2018,Senior Sales Executive,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW19854379.htm,Senior sales executive,"Current employee, more than 3 years",Mumbai,Good Company for work best one,work and life inblance for this company,Show more
5.0,28 Jun 2018,Area Sales Manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW21251793.htm,Anonymous employee,Current employee,,,,
4.0,6 Aug 2018,Sales executive,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW21826587.htm,Sales executive,"Current employee, more than 1 year",Nāmakkal,"Good incentives.  Salary on time.
Attendance.","No Leave, work timing, personal life",Show more
5.0,23 Aug 2018,Good company,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW22117568.htm,Anonymous employee,Current employee,,Employee friendly company. Nice environment,Nothing as such till now,Show more
2.0,30 Aug 2018,High learning and low salary,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW22238375.htm,Anonymous employee,Current employee,,High learning and fast loan process,low salary and work load,Show more
3.0,8 Oct 2018,Good organisation,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW22844720.htm,Anonymous employee,Current employee,,"Good pay
Interesting projects and opportunities","Poor work life balance
Work environment at times very toxic",Show more
2.0,8 Mar 2019,ASM - BHFL,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW25064111.htm,Anonymous employee,Current employee,,,,
4.0,24 Apr 2019,Opportunity,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW25818343.htm,Anonymous employee,Current employee,,,,
3.0,24 Apr 2019,Manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW25820541.htm,Anonymous employee,Current employee,,"Good money, growth, and learnings",No work life balance at all,Show more
4.0,12 May 2019,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW26101439.htm,Anonymous employee,"Former employee, more than 1 year",Kollam,Its a good place to start with,"Low salary, benefits, allowances etc",Show more
3.0,24 May 2019,Bajaj finance,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW26302688.htm,Anonymous employee,"Former employee, less than 1 year",Calcutta,,,
2.0,7 Jun 2019,Looking for change,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW26533283.htm,Assistant operations manager,"Current employee, more than 3 years",Chūru,Looking for job opening in credit department,Searching for change operation manager,Show more
5.0,30 Jun 2019,IT,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW27705764.htm,Anonymous employee,"Current employee, more than 5 years",Pune City,Good organisation to grow,Nothing I have came access,Show more
4.0,27 Jul 2019,Assistant manager sales,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW28281405.htm,Anonymous employee,Current employee,,,,
3.0,23 Sept 2019,Associate,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW29386748.htm,Anonymous employee,Current employee,,,,
5.0,10 Sept 2019,S,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW29137610.htm,Anonymous employee,"Current employee, more than 3 years",Madanapalle,Not interested in bajaj finance,Nothing in sajisans Bajaj executives,Show more
3.0,10 Oct 2019,Good to work and growth,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW29740955.htm,Anonymous employee,Current employee,,,,
4.0,20 Nov 2019,sales manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW30485113.htm,Anonymous employee,Current employee,,"incentive ,growth ,support ,fos","no work life balance,
hr management",Show more
5.0,22 Dec 2019,Agent,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW30977301.htm,Agent,"Current freelancer, more than 5 years",Chennai,,,
5.0,1 Jan 2020,Business intelligence,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW31080013.htm,Anonymous employee,Current employee,,Good environment and hard work i compulsory,"Work life balance 
Saturday working",Show more
4.0,23 Jul 2020,Working for a year,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW34408576.htm,Product analyst,Current employee,Pune,,,
2.0,26 Aug 2020,Sm,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW35295777.htm,Sales manager,"Former employee, more than 1 year",New Delhi,,,
5.0,7 Sept 2020,Amazing place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW35693329.htm,Senior project manager,"Current employee, less than 1 year",Pune,"Work life balance 
Work culture",Lack of growth opportunities. Nnnnn,Show more
4.0,26 Sept 2020,Review,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW36391956.htm,Manager,Current employee,Pune,"Good pay- Pay package is good
Benefits","Work Culture
Politics
Not much focus on quality of work",Show more
3.0,2 Oct 2020,nice,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW36627226.htm,Business analyst,"Current employee, less than 1 year",Pune,,,
5.0,28 Oct 2020,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW37755844.htm,Sales manager,"Current employee, more than 1 year","Nāgpur, Maharashtra",Good company good employees good company,"Timing issues
Good incentive but family time goan",Show more
5.0,6 Dec 2020,Good experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW39147664.htm,Assistant manager,"Former employee, less than 1 year","Pitampura, Delhi",,,
4.0,23 Dec 2020,Very good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW39769537.htm,Team leader,"Current employee, less than 1 year",Mumbai,,,
4.0,26 Dec 2020,Good place for employers,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW39808448.htm,Sales manager,Current employee,"Jaipur, Rajasthan",Good monay earn and learnings,Seniors behavior is not good,Show more
3.0,11 Jan 2021,Place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW40456403.htm,Territory sales manager,"Current employee, more than 1 year",New Delhi,,,
4.0,13 Jan 2021,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW40615369.htm,Senior associate,"Current employee, more than 3 years","Patna, Bihar",Good culture good environment no pressure,Leave problem for employees and,Show more
5.0,18 Jan 2021,RCU Manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW40922841.htm,Rcu manager,"Current employee, more than 5 years","Jaipur, Rajasthan",,,
5.0,31 Jan 2021,Great,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW41730907.htm,Product manager,"Current employee, more than 3 years",Pune,,,
5.0,10 Feb 2021,Sales head,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW42247844.htm,Regional sales head,"Current employee, more than 1 year",Chennai,,,
2.0,15 Feb 2021,BFL work culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW42538613.htm,Anonymous employee,Current employee,,,,
3.0,26 Feb 2021,Sales,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW43162611.htm,Assistant manager,"Former employee, more than 1 year","Karād, Maharashtra",,,
4.0,8 Mar 2021,Cluster Manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW43657124.htm,Cluster manager,"Current employee, more than 3 years",,"1. Good Package
2. better work environment
3. Immense Learning",1. No work life Balance,Show more
4.0,9 Mar 2021,Got selected on campus,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW43737757.htm,Field intern,"Current intern, less than 1 year",,,,
5.0,15 Mar 2021,Good Company,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW44004032.htm,Anonymous employee,"Current employee, more than 1 year",Pune,,,
5.0,16 Mar 2021,Very nice,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW44056048.htm,Sales excutives,"Current employee, more than 1 year",Bangalore Rural,Best workplace best place best condition,Political organization party group teaming,Show more
4.0,22 Mar 2021,Very Good Working Environment,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW44376487.htm,Customer service representative,Former employee,Mumbai,,,
5.0,7 Apr 2021,Good review,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW45187972.htm,Seles officer,"Current contractor, more than 1 year",Pune,,,
5.0,13 Apr 2021,Nice job,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW45433533.htm,Assistant manager,"Current employee, more than 3 years",Kakinada,Sales communication is must and enjoy,No holidays and more pressure,Show more
4.0,5 May 2021,Great company to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW46494880.htm,Senior product manager,"Current employee, more than 5 years",Pune,,,
2.0,16 May 2021,Not worth it,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW47001758.htm,Manager,"Former employee, less than 1 year",Vadodara,,,
4.0,27 May 2021,good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW47556049.htm,Data engineer,"Current intern, more than 8 years",Mumbai,,,
5.0,30 May 2021,Good experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW47659406.htm,Area credit manager,"Current employee, more than 3 years",Nādaun,,,
2.0,22 Jun 2021,Not to much interesting,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW48688371.htm,Finance and accounting,Former employee,"Patna, Bihar",,,
4.0,13 Jul 2021,Pros and cons,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW49691994.htm,Anonymous employee,Former employee,,,,
3.0,1 Aug 2021,Good salary and career progression,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW50545764.htm,Senior manager,Current employee,Pune,,,
5.0,9 Aug 2021,Nice company to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW50865344.htm,Systems analyst,"Current employee, more than 3 years",,"Multiple opportunities, Supportive staff
Growth opportunities",We are happy working here,Show more
5.0,15 Aug 2021,Good company,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW51160745.htm,Operations manager,Current employee,Vijayawāda,,,
3.0,26 Aug 2021,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW51667293.htm,Sales executive,"Current employee, more than 1 year","Gorakhpur, Uttar Pradesh",Good job and tarefic job,BATER THAN SMALL SCOP BAD,Show more
2.0,27 Aug 2021,Bajaj Finance Ltd,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW51714999.htm,Executive credit operation,"Former employee, more than 1 year",,Financially company are very good,No any Work life balance,Show more
5.0,11 Sept 2021,Good company,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW52394334.htm,Sales executive,"Current employee, more than 3 years",Mumbai,,,
5.0,16 Sept 2021,Awesome,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW52634857.htm,Asssisant manager,"Current employee, more than 1 year",Pune,Good awesome excellent fantastic amazing,Standard less culture and toxicity,Show more
3.0,29 Sept 2021,⭐⭐⭐,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW53309019.htm,Non voice process,"Former employee, less than 1 year",,"Nyc good to work ,good environment","No cons good
There is nothg bad to tell",Show more
5.0,30 Sept 2021,Intern,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW53332961.htm,Intern,"Current intern, less than 1 year",Chandigarh,The internship provides good exposure.,The internship was for only 2 months,Show more
5.0,1 Oct 2021,Amazing work culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW53377267.htm,Anonymous employee,"Current employee, more than 5 years",,,,
5.0,16 Oct 2021,Nice,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW54065996.htm,Anonymous employee,Current employee,,,,
4.0,19 Oct 2021,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW54198094.htm,Manager,"Current employee, more than 8 years",,"Learning opportunities growth 
& compensation",Work life balance changing policies,Show more
4.0,26 Nov 2021,BFL Pune,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW55889214.htm,Anonymous employee,"Current employee, more than 3 years",,"Good exposure
Good compensation
Good learning
Varied domains
Job safety","Work Culture
Less weekdays off
Work timings
Business Pressure
Difficult timelines",Show more
4.0,9 Dec 2021,Great place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW56450181.htm,Sales manager,"Former employee, more than 3 years",,"Job security 
Learning & Development 
Growth",Nothing as such this company,Show more
3.0,14 Dec 2021,Back Office Associate,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW56652749.htm,Back office associate,"Former employee, less than 1 year",Viman Nagar,No pros always problem literally,Literally no brain of management,Show more
4.0,14 Dec 2021,Good to Go,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW56665503.htm,Sales manager,"Current employee, more than 3 years",,"Incentives
Learning opportunities
Relationships with management 
Internal Movement 
Band","Work life Balance
Culture
Packages
Politics 
Senior management",Show more
5.0,16 Dec 2021,Great,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW56767686.htm,Assistant manager,Former employee,Mumbai,Great company. Good work also,I had a good time to work,Show more
2.0,20 Dec 2021,No work life balance,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW56896953.htm,Sales manager,"Former employee, more than 3 years",Pune,"Increment 
Incentives 
Rewards & Recognition
Learning
Development","No Worklife balance
Bad politics
Explicit language
Favourism 
Poor culture
Useless HR's",Show more
5.0,9 Jan 2022,Good Working experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW57653549.htm,Sales,Current employee,Bengaluru,,,
5.0,9 Jan 2022,company review,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW57658012.htm,Sales manager,"Current employee, less than 1 year",Calcutta,,,
3.0,5 Aug 2016,bajaj finserv,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW11465390.htm,Anonymous employee,Current employee,,,,
4.0,23 Sept 2016,employee,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW12047460.htm,Anonymous employee,Former employee,,excelent in all the work,very good also do better,Show more
3.0,11 Oct 2016,...,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW12275301.htm,Sales manager,Former employee,New Delhi,,,
5.0,9 Jan 2017,intership,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW13246753.htm,Intern,"Former intern, less than 1 year","Jodhpur, Rajasthan",,,
5.0,27 Oct 2017,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW17585014.htm,Sql developer,"Current employee, less than 1 year",Pune,,,
1.0,4 Nov 2017,Pathetic company to work for,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW17732388.htm,Anonymous employee,Current employee,,"Incentives. Contests. There's nothing good. about the company. If removed. incentives. structure, half of the bajaj.would be empty.",Work culture. No transparency. Discrimination. No promotion. PIP to every. Other. Employee. Nonsense. hR,Show more
4.0,19 Dec 2017,Worked as an intern,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW18413979.htm,Sales executive,"Former intern, less than 1 year",Hyderābād,,,
5.0,23 Jul 2018,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW21604576.htm,Marketing executive,"Current employee, more than 3 years",Calcutta,Is good company in this scetor..,Yes do anything form company.,Show more
3.0,4 Aug 2018,Business development executive,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW21808632.htm,Anonymous employee,Former employee,,,,
2.0,20 Aug 2018,Bad,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW22063217.htm,Anonymous employee,Former employee,,Initial salary is good for fresher,"0 work life balance, Bad culture",Show more
5.0,4 Sept 2018,Best Finance company,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW22313804.htm,Finance,"Current employee, more than 1 year",Patna Rural,,,
3.0,12 Oct 2018,Asst. Sales Manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW22924700.htm,Anonymous employee,"Current employee, more than 1 year",Calcutta,"Good incentive.good growth ...........
no office timing",no life balance and huge pressure,Show more
4.0,22 Oct 2018,Collection RCD,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW23056920.htm,Anonymous employee,Former employee,,,,
4.0,30 Jan 2019,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW24466157.htm,Anonymous employee,Current employee,,,,
