"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"1.0","24 May 2018","A lousy place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Sun-Pharmaceutical-Industries-Inc-RVW20741318.htm","Mid management","Current employee","Cranbury, NJ","","","If you are an Indian, it is a great place to work.","If you not Indian, it is a miserable and racist place to work.  They do not seem to appreciate the USA or the people who were here before they arrived.  I have never seen a non-Indian treat an Indian poorly, but I have seen the Indians at Sun treat others awful.  If you are talking with them and an Indian walks up to them, they will turn their back toward your face and converse with the Indian.

Their IT is really bad.","Show more"
"1.0","3 Sept 2021","Worst place in Tn to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Sun-Pharmaceutical-Industries-Inc-RVW52041874.htm","Chattem ii operator","Current employee, more than 10 years","Chattanooga, TN","","","Absolutely zero.  Deserve less than a one star","Long work hours, you work 7 days a week 12 hour shifts holiday, Thanksgiving and christmas included. You rotate from days to nights every four weeks.   Management doesn't have a clue and further more they don't care.  They lie to the fda,dea,corporate and employees so that they get their bonuses.  The work is dangerous your exposed to very nasty chemicals. If you try to leave, they find out where your going they will call that employer and try to get them not to hire you.  This is first hand knowledge.","Show more"
"5.0","11 Aug 2021","Everyone is (weirdly) super nice!!! The culture is really amazing- super positive and supportive.","https://www.glassdoor.co.in/Reviews/Employee-Review-Sun-Pharmaceutical-Industries-Inc-RVW50968451.htm","Human resources","Current employee, less than 1 year","Princeton, NJ","","","Culture!!! 401k match dollar to dollar which is rare now a days. Managers understand balancing life and work. Everyone from the CEO to coordinators are really down to earth and easy to talk to.","Some departments need refinement but in speaking to them, all are aware of the changes necessary to achieve the higher goals. We are all working together to elevate.","Show more"
"2.0","20 Jun 2016","Fake HR Department with no values","https://www.glassdoor.co.in/Reviews/Employee-Review-Sun-Pharmaceutical-Industries-Inc-RVW10975509.htm","Anonymous employee","Former employee","","","","Learning experience is good. Company is growing fast. Strong R&D  Sales department. Dilip Shanghvi strategies are good and unique. Can turn loss making acquired companies in profit making company.","Women employees not treated good when comes to policies; Fake organizational policies and processes...says something and never keep the promise specially HR team.. Very bad HR systems and processes...Insensitive HR team.. No HR moral values exists..just fake and trying to build MNC culture by poaching ppl from other MNCs who doesn't have pharma experience.","Show more"
"4.0","25 Dec 2020","Sun Pharma is a multinational pharmaceutical firm of Indian origin which is one of leaders in generic manufacturing.","https://www.glassdoor.co.in/Reviews/Employee-Review-Sun-Pharmaceutical-Industries-Inc-RVW39800322.htm","Regional sales manager","Current employee, more than 10 years","Calabar","","","Sun Pharma is a pharma company with quality pharmaceutical products with GMP & innovative ideas in varieties of therapeutic segments that meets health needs of common aliments & diseases.","Field work is generally challenging but resilience,persistence & focus ensures achievement of organizational objectives.","Show more"
"5.0","5 Jul 2014","Laboratories","https://www.glassdoor.co.in/Reviews/Employee-Review-Sun-Pharmaceutical-Industries-Inc-RVW4524557.htm","Laboratory chemist","Former employee, more than 8 years","Detroit, MI","","","Learn new things & very nice people in laboratory working with helpful. but some of them is politician.","very nice training department and nice training give by training co-ordinator.","Show more"
"4.0","29 Jun 2015","marketing analyst","https://www.glassdoor.co.in/Reviews/Employee-Review-Sun-Pharmaceutical-Industries-Inc-RVW7061823.htm","Anonymous employee","Former employee","New York, NY","","","company is growing quickly. decisions taken by a core of people - so you can get things done with minimal bureaucracy. ambitious firm who are always opportunistic with acquisitions","not all that much in terms of professional development. communication between head office and local subsidiaries could be improved significantly","Show more"
"4.0","28 Sept 2012","It is ok,","https://www.glassdoor.co.in/Reviews/Employee-Review-Sun-Pharmaceutical-Industries-Inc-RVW1999930.htm","Anonymous employee","Current employee, more than 10 years","","","","u can make ur career, u can handle a new product/ molecule in regular basis, u'll get values from your customers.","Too much system oriented, in our profession u have to be flexible. but this is applicable only for the grass root level staff like us. company is flexile for the staffs.","Show more"
"3.0","21 Aug 2014","Difficult place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Sun-Pharmaceutical-Industries-Inc-RVW4820325.htm","Anonymous employee","Current employee, less than 1 year","Cranbury, NJ","","","Seems like a solid company in the volatile world of generic pharmaceuticals.  Conveniently located near the NJ Turnpike.  Friendly people.","Employees are not valued.  Processes are redundant and cumbersome.  R&D is a joke. There is not a lot of diversity in management.  If you're not from India you will not go far here.","Show more"
"1.0","13 Apr 2018","Horrible leadership","https://www.glassdoor.co.in/Reviews/Employee-Review-Sun-Pharmaceutical-Industries-Inc-RVW20150322.htm","Specialty sales representative","Current employee, more than 1 year","South San Francisco, CA","","","N/A I have no Pro’s to share. I think this is a sinking ship.","Leadership at Sun is poor. They perform in a very transactional mode. Extreme nepotism and sad recruitment process. Not ready to play in the same ball park as legimate Dermatology companies. Not well respected among Dermatologist community and less respected among their own employees.","Show more"
