"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"5.0","28 Apr 2024","Good Company to work With","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW86771089.htm","Asst manager","Current employee, more than 8 years","Calcutta","More Career Advance options. Good work culture","No Cons. Only work life balance is typical and posting on different locations","Show more","",""
"4.0","17 May 2024","Review of HUL","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW87386124.htm","Project manager","Current employee, more than 8 years","Bengaluru","","","","Exposure, learning, responsibility, ownership, creativity","Hierarchy, slow movement, analysis paralysis"
"5.0","10 May 2024","Dynamic and fast","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW87148239.htm","Quality executive","Current employee","","","","","It is very dynamic and result oriented organization","Nothing as such which can be described"
"5.0","9 May 2024","Good corporate experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW87125283.htm","Visual design intern","Former intern, less than 1 year","Mumbai","","","","One can know how fmcg works look like","Poor team management and communication"
"1.0","12 Jun 2024","Satisfactory","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW88176734.htm","Researcher","Former intern, less than 1 year","Bengaluru","","","","Work culture was good at HUL","Contract employees are getting under paid"
"3.0","3 May 2024","Good company No growth","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW86921910.htm","Territory representative","Current employee, more than 3 years","Bangalore Rural","Work life balance. Good managers.","No growth. Need to change the hierarchy","Show more","",""
"5.0","28 Apr 2024","Amazing place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW86753788.htm","R&d manager","Former employee","Mumbai","","","","Really chill work-life balance. Work isn't very stressful either.","None as such. Growth can be faster though."
"3.0","8 May 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW87068025.htm","Key account executive","Current employee, more than 3 years","Calicut, Kerala","Good Culture and Team.
Prestigious brands","Low Carreer growth
Work life balance","Show more","",""
"3.0","10 Apr 2024","Best Work Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW86207967.htm","Customer service executive","Former employee, more than 8 years","Navi Mumbai","","","","Best company with extreme professional work culture, great learning experience","Its good company but yearly salary revision happens only on Basic pay and not on CTC which is huge disadvantage"
"5.0","7 Apr 2024","Positive & Employee Friendly","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW86094821.htm","Senior talent advisor","Current employee, more than 1 year","Mumbai","","","","Focuses on ED&I, Work-Life Balance, let's employee explore newer areas within or outside the current role.","Could be more competitive with compensation as compared to market standards."
"4.0","15 Apr 2024","HUL","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW86349082.htm","Customer marketing manager","Current employee, more than 8 years","Navi Mumbai","","","","Best employer award for many years","Bureaucracy. Things move slowly and many times lot of changes done without taking into consideration the impact"
"3.0","19 Apr 2024","Good exp","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW86487784.htm","Demand planner","Former employee","Mumbai","","","","Good competitive pay, working hours are flexible","The work life balance is terrible"
"5.0","17 Apr 2024","Very good","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW86403444.htm","Key account executive","Current employee","","","","","Very Much data oriented and Tech Friendly","nothing negative things found till now."
"5.0","9 Apr 2024","Best company to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW86136331.htm","R & d associate","Current employee","","","","","Best company to work if you want to grow ..","No cons... ..... ...... ...... ..... ....."
"2.0","17 Mar 2024","Lot of work","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW85406111.htm","Territory sales manager","Current employee, less than 1 year","Vāranāsi","Alot to learn here. But very hectic job profile.","Will work on fake data. which is created by ex employees of HUL.","Show more","",""
"2.0","14 Apr 2024","No work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW86294640.htm","Hr-executive","Current employee, more than 1 year","Calcutta","","","","Salary, system, policies, process, top management","No work life balance, mental torture"
"4.0","27 Mar 2024","Good Short term company","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW85743699.htm","Asst manager finance","Current employee, more than 10 years","Mumbai","","","","Growth is very slow, preference is given to rank holders","Good short term company to get brand name & learn the process"
"4.0","8 Feb 2024","Great company but pathetic HR system","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW84215136.htm","Procurement manager","Current employee, more than 1 year","Mumbai","Good team culture and cross functional collaboration","Pathetic HR system, there is no onboarding support and HR themselves are ignorant of the process. You won't get answers even after weeks of following up because they themselves don't know or don't want to do","Show more","",""
"4.0","22 Mar 2024","Supply Chain Executive Salary in Hindustan Unilever Limited","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW85626361.htm","Supply chain planner","Current employee, more than 1 year","Navi Mumbai","Lots of learnings in all the domains.","No work life balance in the company.","Show more","",""
