"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"4.0","5 Aug 2022","Review","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW67569625.htm","Senior manager - sales","Current employee, more than 5 years","","Growing Organisation
Ample opportunities.
Timely Salaries
Market leader
Great Infrastructure","Limited openings in the organisation","Show more","",""
"3.0","24 Jul 2022","Work Life","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW67082037.htm","Customer account manager","Current employee","Hyderābād","","","","- Learn new products in the company","- Work pressure is high in the company"
"5.0","29 Jul 2022","Project","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW67311758.htm","Senior manager","Current employee, more than 1 year","Ratnāgiri, Maharashtra","Good job prospective
Job security
Work culture
Mutiple vertical



Friendly","Very long process drivnen company","Show more","",""
"4.0","9 Jun 2022","JSW STEELS LTD","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW65302508.htm","Maintenance","Current employee, more than 8 years","","","","","Its good for a guy who came out from institution and take first taste of actual process, he/she can enhance his skills.","as its steel industry so may have challenging working environment."
"4.0","15 Jul 2022","Good company to start your career.","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW66758386.htm","Assistant manager","Current employee, less than 1 year","Navi Mumbai","","","","Provided with all types facilities.","Sometimes you have to work more than required."
"5.0","28 Jul 2022","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW67272291.htm","Graduate student","Former contractor","","","","","Good Company and Management for Freshers","Strict Timing Less Paid Leaves"
"4.0","28 Jun 2022","graduate engineer trainee","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW66084090.htm","Anonymous employee","Current employee, less than 1 year","Mumbai","","","","A lot of learning while working,all are equal in front of management","You have to travel at least 1 hour to reach plant"
"3.0","28 Jul 2022","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW67275583.htm","Deputy manager","Current employee","","","","","Ok to work on time salary","Less increment no bonus politics"
"4.0","12 Jul 2022","Company job review","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW66592328.htm","Deputy manager","Current employee, more than 3 years","Mumbai","","","","Its one of the top MNC company","Six days working at plant side locations"
"4.0","4 Jul 2022","Manger","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW66273996.htm","Manager","Current employee, more than 10 years","VijayNagar","Township, on time salary, learning","Workload, no work life balance, place , culture","Show more","",""
"3.0","22 Jul 2022","Jr manager","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW67053504.htm","Junior manager at jsw steel","Former employee, more than 3 years","Mumbai","","","","Great platform for freshers for learning","Work environment, work life balance"
"3.0","2 Apr 2022","Huge scope of learning","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW62166558.htm","Assistant manager","Former employee, less than 1 year","Pen","Scope of learning - Very wide and large
Brand value","Pollution level high 
No Facility of Quarters and colony for Dolvi location.
Harsh work environment.
Only 01day weekly off
Salary slab should be little bit higher for engineer to Senior Manager cadre.","Show more","",""
"3.0","14 Jun 2022","5years experience","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW65543222.htm","Electrician","Current employee, more than 3 years","","Nearer to my village, good salary and good training..","Lot of dust area and also heat plant","Show more","",""
"5.0","16 Jul 2022","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW66780675.htm","Graduate student","Current employee, more than 3 years","Anklesvar","Excellent work culture
Good pay
Good food","Less promotion chances
Lower management
Not clean toilets","Show more","",""
"3.0","2 Jul 2022","Pleasant work environment","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW66216077.htm","Coke oven automation engineer","Former intern, less than 1 year","Vijay Nagar","","","","great mentor, great overall team and work environment, very good infrastructure","not something i have an interest in"
"3.0","15 Jul 2022","work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW66742609.htm","Anonymous employee","Former employee, more than 1 year","","","","","Clean and Green campus with beautiful scenery.","poor salary with bad work culture."
"3.0","20 Jul 2022",",,..","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW66937891.htm","Mining engineer","Current employee, more than 3 years","Bellary, Karnataka","","","","Good organization to work into","Mining is new sector in jsw"
"4.0","25 May 2022","Mining","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW64661209.htm","Assistant manager","Former employee, more than 1 year","","Good facilities. 
Secure job. 
Learning opportunities. 
Skill development.","Some of the policies are biased.","Show more","",""
