"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"5.0","12 Oct 2024","Salary","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW91859114.htm","Project manager","Current employee, more than 1 year","Gurgaon, Haryana","Good work environment and good pay","Hectic and time consuming big responsibility","Show more"
"1.0","8 Oct 2024","Worst Experience","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW91741501.htm","Branch relationship executive","Former employee, less than 1 year","Patna, Bihar","There is nothing in sbi cards which is cosidered good","There is no work culture. managers abuse their employee daily. low salary and you have to use own money for many of the official work. worst company to work. it just gives you trauma for life","Show more"
"5.0","8 Oct 2024","NA","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW91754926.htm","Former assistant manager","Former employee, more than 8 years","Gurgaon, Haryana","","",""
"3.0","26 Sept 2024","NA","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW91385757.htm","Asst. mgr.","Current employee, more than 8 years","Gurgaon, Haryana","Job security
Less work pressure","Office politics
Low salary as per market","Show more"
"5.0","15 Sept 2024","Nice company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW91037846.htm","Customer service executive","Current employee, more than 1 year","Gurgaon, Haryana","Work life balance
 Good salary","I didn't find any cons","Show more"
"4.0","11 Sept 2024","good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW90924832.htm","Management analyst","Current temporary employee","Chandigarh","work life balance
good people","low salary
not every saturday is a off","Show more"
"1.0","30 May 2024","Work culture of SBICard - Assam","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW87775624.htm","Relationship manager","Former employee, less than 1 year","","Don't join this company 
Unit Manager
Branch Relationship Manager
Branch Relationship Executive
all three above mentioned designation are offrole you will never get promoted or salary hire in future.
Third party company like Teamlease , Innovsource, Randstad, Calibhr will provide you salary and trust me you will not get your salary in time. 
They will keep change your branch and reimbursement will not be provided for traveling and courier charges of physical files to be send to Guwahati.
If you put resignation they will not provide you relieving letter and force to work if you refuse they will mark you absconding.
asm like ankur mishra will try to mislead you talking about high incentives only. But he don't have proper knowledge of customer service. Most customer of sbicard are not satisfied with sbicard services.
Also this asm ankur mishra will mark you absent and keep threating of terminating the employee if sales figure is little low.
If will be called every week to Guwahati for review meeting.","i lost my current job due to sbicard, they will provide negative feedback to hr if you join other company.
Beware of joining sbicard.","Show more"
"3.0","4 Sept 2024","It's a learning","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW90710540.htm","Area head sales","Current employee","","Big team size , 
Leadership 
Team management","Frequent IT related issue in business","Show more"
"2.0","3 Sept 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW90687569.htm","Sales manager","Former employee, more than 3 years","Calcutta","Good salary
Incentive 
Training 
Location 
Good","Deduction suddenly...
Behaviour 
Culture 
Dislike","Show more"
"1.0","12 Sept 2024","Dont joined","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW90944391.htm","Team leader","Current employee","Chennai","","",""
"4.0","29 Aug 2024","It was good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW90538869.htm","Reltionship manager","Current employee","Jaipur, Rajasthan","","",""
"5.0","8 Aug 2024","Nice experience","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW89912095.htm","Internship","Former intern, less than 1 year","Gurgaon, Haryana","Good corporate culture where I experienced a nice accomodating environment. I was also provided a meaningful project to work on with a good learning outcome which I'm thankful for","Had some trouble with vehicle parking sometimes","Show more"
"1.0","3 Sept 2024","Worst experience","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW90685515.htm","Branch relationship executive","Current employee","Thiruvananthapuram","","",""
"4.0","16 Aug 2024","Not bad","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW90152489.htm","Sales associate","Former employee","","","",""
"4.0","14 Aug 2024","Good work env","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW90076590.htm","Senior manager","Current employee","Gurgaon, Haryana","","",""
"3.0","14 Aug 2024","Company pros and cons","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW90078710.htm","Senior manager","Former employee, more than 10 years","Gurgaon, Haryana","","",""
"3.0","8 Aug 2024","sbi cards","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW89919019.htm","Ops engineer","Current employee, more than 1 year","Pune","","",""
"4.0","6 Aug 2024","Good experience","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW89825047.htm","Operations manager","Current contractor","","","",""
"5.0","4 Aug 2024","Excellent Environment","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW89775963.htm","Anonymous employee","Former employee, more than 5 years","","","",""
"4.0","31 Jul 2024","Good exposure to multiple functions","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW89682867.htm","Senior manager human resources","Current employee, more than 3 years","Gurgaon, Haryana","","",""
"3.0","28 Jul 2024","good company for the entry level","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW89557372.htm","Executive","Current contractor, less than 1 year","Gurgaon, Haryana","","",""
"4.0","22 Jul 2024","Indian company culture","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW89369373.htm","Manager","Current employee, more than 3 years","Gurgaon, Haryana","","",""
"4.0","27 Jul 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW89555771.htm","Call center customer service representative","Current employee","","","",""
"3.0","21 Jul 2024","good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW89344794.htm","Branch relationship executive","Former employee","Dhanbād","it inhance your confidante lavel","targets is to heigh but good exprince","Show more"
"4.0","24 Jul 2024","SBI card","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW89450908.htm","Sales representative","Current employee","Darjeeling","","",""
"3.0","20 Jul 2024","Anonymous Review","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW89336002.htm","Avp-it","Current employee","Gurgaon, Haryana","","",""
"4.0","16 Jul 2024","Manager Fraud Investigation","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW89195596.htm","Fraud analyst","Current employee, more than 1 year","Pune","","",""
"4.0","19 Jul 2024","Self Assessment","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW89300385.htm","Asst manager","Former employee, more than 5 years","Ahmedabad","","",""
"4.0","25 Jul 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW89474060.htm","Branch administrator","Current employee, more than 1 year","Thrissur","Good 
Bas
Hike
Salary 
Time","Good
Bad
Hike
Salary 
Time","Show more"
"3.0","7 Jun 2024","AVP = Individual contributor","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW88051725.htm","Avp-analyst","Former employee, more than 5 years","Gurgaon, Haryana","Work timings are India time unlike consulting companies which work as per us ,UK clients.","Poor salary, politics at top level cascades to bottom, management speaks on floor that this ABC person is sitting idle, give him/ her some work","Show more"
"3.0","10 Jul 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW89007582.htm","Assistant manager","Current employee, more than 5 years","Gurgaon, Haryana","","",""
"4.0","30 Jun 2024","Decent company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW88709805.htm","Sr mgr hr","Former employee","Mumbai","","",""
"4.0","26 Jun 2024","Not at all a bad place to kill some years","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW88629246.htm","Senior manager aml","Current employee, more than 1 year","Gurgaon, Haryana","","",""
"3.0","22 Jun 2024","Good organisation","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW88482788.htm","Data analyst","Current employee, more than 5 years","Gurgaon, Haryana","All good , company is good","sometimes too much work load and govt culture","Show more"
"4.0","25 Jun 2024","Customer service representative p","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW88568749.htm","Customer service representative","Current employee","Navi Mumbai","Yearly bonus and rewards And appreciation","Long work hours, slow growth","Show more"
"4.0","28 Jun 2024","Salary","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW88669474.htm","Area collection manager","Current employee, more than 1 year","Calcutta","","",""
"5.0","22 Jun 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW88490923.htm","Senior manager","Current employee, more than 5 years","Gurgaon, Haryana","","",""
"4.0","31 May 2024","Nice organisation to start with","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW87828144.htm","Sr executive operations","Current employee, more than 3 years","Gurgaon, Haryana","Mostly Day Shifts
Yearly Bonus
Low Work Pressure
Job security","Less Increment and no bonus for low rating employees","Show more"
"4.0","5 Jun 2024","Good bank","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW87961897.htm","Assitant manager","Current freelancer, more than 3 years","New Delhi","Respected Renowned bank with good perks","Considerable Work pressure at times","Show more"
"3.0","14 Jun 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW88265795.htm","Relationship executive","Current employee","Thiruvananthapuram","","",""
"4.0","6 Jun 2024","Work Environment","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW87998193.htm","Project manager","Current employee, more than 1 year","Gurgaon, Haryana","","",""
"4.0","4 Jun 2024","Backend profile work - not much of headache","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW87928078.htm","Operations executive","Former employee, more than 1 year","Delhi Cantonment","","",""
"2.0","30 May 2024","Its a gamble depending upon the team you’re going to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW87775405.htm","Assistant manager","Former employee, more than 3 years","Gurgaon, Haryana","They have Good insurance policy","Work culture and HR behaviour is pathetic
No Career progression for employees","Show more"
"4.0","31 May 2024","Engaging & Respectful, Had a great learning experience","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW87824235.htm","Product manager","Former employee, more than 1 year","Gurgaon, Haryana","","",""
"4.0","3 Jun 2024","For career growth","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW87892098.htm","Team leader","Current employee","","Improving personality and growing ourself..
Good environment","Calling process... Without any motivation...","Show more"
"1.0","27 Jun 2024","not good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW88640677.htm","Sales executive","Current employee","Bhopal","","",""
"5.0","19 May 2024","Not","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW87419059.htm","Junior relationship officer","Former employee, less than 1 year","Coimbatore North","Peace ful environment to work","Target over and over to gain customer","Show more"
"2.0","15 May 2024","sbicard underwriter","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW87294003.htm","Underwriter","Former employee, more than 3 years","Gurgaon, Haryana","salary on time. location is good","worst management no promotion They will make your life hell.","Show more"
"3.0","30 Apr 2024","Average culture, salary. Good for domain knowledge","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW86819979.htm","Avp-it","Former employee, more than 3 years","Gurgaon, Haryana","","",""
"4.0","10 May 2024","if ur 12th pass u can choose","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW87169621.htm","Data entry","Former employee, less than 1 year","Bangalore Rural","","",""
"5.0","18 Apr 2024","Good good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW86450955.htm","Sales executive","Current employee, less than 1 year","Parbhani","You completed you monthly 13 credit card sales target for best job for you","High level pressure and target
You completed your month target in 15 days but team leader pressure
2- card hiring thard pary payrole job","Show more"
"4.0","19 Apr 2024","They need to increase the salary range","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW86477324.htm","Branch relationship executive","Former employee, more than 3 years","Bhopal","Sbi card is great to work if employed Onrole , 3rd party payroll pays very less","Providing employment opportunity to weaker sections 
Low daily tragets","Show more"
"5.0","8 May 2024","SBI Card Work Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW87081822.htm","Manager","Former employee, more than 5 years","Ahmedabad","","",""
"4.0","1 May 2024","Good company to learn","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW86856207.htm","Manager","Current employee, more than 3 years","Gurgaon, Haryana","Good work life balance and decent perks","Slow growth and lot of hierarchy","Show more"
"1.0","13 May 2024","worst","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW87222244.htm","Team lead","Current employee, more than 1 year","Chennai","Nothing to say working form toxic manager","no weekoff
no leave
no government holiday
work start as 8:30 meeting end up to 10 clock closing meeting...
if you work full day mean you not honor your commintents means manager will mark absent...worst culture","Show more"
"2.0","3 May 2024","Ok place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW86928892.htm","Senior manager","Current employee, more than 3 years","Gurgaon, Haryana","Work Life Balance, nothing else","Boring, low pay, undynamic colleagues","Show more"
"4.0","22 Apr 2024","Enjoyable Work Environment","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW86542462.htm","Customer service representative","Current employee, more than 1 year","Chennai","","",""
"2.0","11 Apr 2024","Limits growth opportunities","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW86210281.htm","Anonymous employee","Current employee","","","",""
"5.0","24 Apr 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW86636935.htm","Project manager","Current employee","Gurgaon, Haryana","Work
Life
Balance
Ro 
Cintinue","Nothing
Not applicable
Bad pay out
No access
Difficult","Show more"
"1.0","12 Apr 2024","Worst culture","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW86269775.htm","Sales excutives","Current employee, less than 1 year","Calcutta","Here no best reason to work, slang languages are all time from top to button.
Work culture is worst.","Many like
Highly pressure from the very first day.
Also goes politics from top to buttom.
All time slang languages used.","Show more"
"2.0","16 Apr 2024","Bad work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW86356604.htm","Assistant vice president","Current employee, more than 3 years","Gurgaon, Haryana","Opportunities to explore multiple technologies","High work pressure
Less increments
Rare promotions","Show more"
"5.0","26 Mar 2024","Not Interseted","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW85717401.htm","Bank manager","Current employee","","","",""
"2.0","5 Apr 2024","Underwriting","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW86040469.htm","Underwriter","Former employee, more than 3 years","Gurgaon, Haryana","Gud starting for beginners 
Gud location
Gud service","No planning for any process.. uncertainty in for process application
Promotion preference for girls only","Show more"
"4.0","27 Mar 2024","I am team team manager","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW85776595.htm","Manager performance reporting and analysis","Former employee","","","",""
"2.0","30 Mar 2024","To political","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW85850862.htm","Assistant manager","Current employee, more than 1 year","Gurgaon, Haryana","Gob security
Bonus
Ontime salary","Management on High level are very attitude
A lot of politics
No holiday","Show more"
"3.0","12 Apr 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW86258524.htm","Branch relationship executive","Former employee, less than 1 year","Thiruvananthapuram","","",""
"5.0","7 Apr 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW86080954.htm","Anonymous employee","Current employee, less than 1 year","Calcutta","Growth is very high here","No as such cons here as of now","Show more"
"3.0","2 Apr 2024","Ok types","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW85908725.htm","Manager","Current employee, less than 1 year","Gurgaon, Haryana","","",""
"3.0","30 Mar 2024","Compensation","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW85845428.htm","Assistant vice president/dvp/vice president","Current employee, more than 3 years","Gurgaon, Haryana","","",""
"5.0","14 Mar 2024","Good company to learn","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW85338402.htm","Assistant vice-president","Former employee, more than 8 years","Gurgaon, Haryana","1. Great learning spcace
2. Approachable leadership","Pay structure could be better","Show more"
"3.0","10 Mar 2024","Ok to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW85193188.htm","Asm (area sales manager)","Current employee","","","",""
"2.0","9 Mar 2024","It's very difficult","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW85157643.htm","Anonymous employee","Current employee","","","",""
"3.0","5 Mar 2024","Loose policies and culture is not nice","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW85014258.htm","Senior manager","Former employee, more than 1 year","Gurgaon, Haryana","Work life balance
Employee engagement","Politics drives everything 
Work not recognised","Show more"
"2.0","22 Feb 2024","Good company but less pay","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW84627807.htm","Avp-it","Current employee, more than 3 years","Gurgaon, Haryana","Work life balance 
Low work pressure","Low pay
No growth in long term","Show more"
"4.0","11 Feb 2024","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW84280132.htm","Assistant vice president","Current employee","New Delhi","","",""
"5.0","5 Feb 2024","5","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW84072672.htm","Sales associate","Current employee","","","",""
"5.0","12 Feb 2024","Good role","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW84284800.htm","Asm","Current employee","","","",""
"5.0","25 Jan 2024","Best collection company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW83743429.htm","Debt recovery agent","Current employee","","","",""
"3.0","7 Feb 2024",".","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW84166487.htm","Associate-kycs","Former employee","Gurgaon, Haryana","","",""
"5.0","28 Jan 2024","Great place","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW83817558.htm","Team leader","Current employee","Gurgaon, Haryana","","",""
"5.0","18 Jan 2024","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW83484554.htm","Senior executive","Current employee, more than 3 years","Gurgaon, Haryana","","",""
"4.0","18 Jan 2024","Good culture","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW83482566.htm","Avp-marketing","Current employee, more than 1 year","Gurgaon, Haryana","Good culture
Work life balance","Operational work
Growth opportunities limited","Show more"
"4.0","13 Jan 2024","Fine","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW83331630.htm","Senior fraud analyst","Current employee","","","",""
"1.0","16 Feb 2024","collection","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW84435701.htm","Manager","Current employee, more than 5 years","Chennai","","",""
"3.0","29 Dec 2023","Sbi pros","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW82921131.htm","Sbi po","Current employee","","","",""
"3.0","11 Dec 2023","Only job security in sbi card otherwise all things is worst","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW82496914.htm","Screener","Current employee, more than 5 years","Gurgaon, Haryana","","",""
"5.0","20 Dec 2023","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW82740880.htm","Associate","Current employee, more than 3 years","Chennai","","",""
"1.0","1 Feb 2024","Unhelpful People","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW83958910.htm","Costomer service representative","Former employee, less than 1 year","Noida","","",""
"4.0","21 Dec 2023","Nothing much","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW82774107.htm","Anonymous employee","Former employee","","","",""
"4.0","15 Dec 2023","Collection Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW82642064.htm","Collection manager","Former employee, more than 3 years","Surat","Good Learning and Process System","Work Culture and Personal Life Balance","Show more"
"5.0","12 Dec 2023","Good place","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW82520927.htm","Assistant manager","Current employee, more than 8 years","Bengaluru","","",""
"3.0","5 Dec 2023","Branch Support","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW82341789.htm","Branch relationship executive","Former employee, more than 1 year","Jamshedpur","better work culture 
Communication skill building","Low salery
Work pressure
Target based work","Show more"
"3.0","11 Dec 2023","Haa","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW82519262.htm","Sales associate","Former employee","","","",""
"4.0","25 Sept 2023","Depends upon people for work life balance : Incentive was not too great.","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW80407198.htm","Senior executive","Former employee, more than 5 years","Chennai","It was good working in SBI Cards, the salary was normal. and the work life balance depends upon the people. Go do the work and come back.","Incentive was not great, and there will be pressure when targets are there(which is always there in all the companies).","Show more"
"5.0","29 Nov 2023","Work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW82168970.htm","Rsm","Current employee, more than 3 years","Mumbai","","",""
"3.0","29 Nov 2023","ok","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW82198913.htm","Assistant manager","Former employee","Gurgaon, Haryana","","",""
"4.0","14 Nov 2023","Working in CCRP Team","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW81800887.htm","Sales executive","Current employee, more than 1 year","New Delhi","Good Platform, good Environment, good Future.","I go by rules, some time I cross the time line.","Show more"
"5.0","3 Nov 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW81513381.htm","Team leader","Former employee, more than 1 year","Gurgaon, Haryana","Work life balance good Everything is best","Having some issues in hike They are not good in giving good hike to employees","Show more"
"4.0","24 Oct 2023","Customer Relationship Executive","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW81220509.htm","Anonymous temporary employee","Former temporary employee","","","",""
"4.0","13 Nov 2023","Great","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW81776911.htm","Senior executive","Current employee","","","",""
"5.0","30 Oct 2023","Good career option","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW81393411.htm","Manager","Current employee","","","",""
"5.0","19 Sept 2023","Work Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW80205204.htm","Avp-business analyst","Current employee, more than 3 years","Gurgaon, Haryana","","",""
"5.0","13 Jul 2023","Overall experience was Excellent","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW78214165.htm","Senior manager","Former employee","","Company has grown so much since i joined so got to learn so many things . started career with this company and has grown with it , every passed year has given so much learning and new experiences .","Only issued which has evolved post covid was that the working hours had become 24/7 with no holidays , lost personal / social life","Show more"
"3.0","19 Sept 2023","Systematic approach","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW80231554.htm","Human resources business partner hrbp","Former employee, more than 3 years","Gurgaon, Haryana","Systems are streamlined and have smooth process for ease of business","high political environment to sustain in the org","Show more"
"3.0","10 Oct 2023","Operations executive","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW80807954.htm","Operations executive","Former employee, more than 1 year","Cochin","","",""
"3.0","4 Oct 2023","Mixed experience","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW80674940.htm","Assistant manager","Former employee, more than 3 years","Gurgaon, Haryana","","",""
"3.0","28 Sept 2023","Great place","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW80509044.htm","Team leader","Current employee, more than 1 year","Muzaffarpur, Bihar","","",""
"3.0","9 Sept 2023","company is not profitable for customer","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW79909205.htm","Branch relationship executive","Current employee, less than 1 year","Sirhind","","",""
"5.0","13 Sept 2023","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW80020134.htm","Sr. manager, operations","Current employee, more than 3 years","Gurgaon, Haryana","","",""
"3.0","3 Aug 2023","WORST FOR MANAGEMENT","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW78816646.htm","Customer service representative","Former employee","","THEY DONT CARE ABOUT EMPLOYEE AND THEY SAID THAT IN SEMINAR OUR COMPANY PEOPLE ARE FAMILY BUT TREATS LIKE LEBOUR","THEY DONT CARE ABOUT EMPLOYEE people did hard work they dont support and we always give best service to customer","Show more"
"3.0","10 Sept 2023","Good Perks compared to peers","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW79925758.htm","Assitant manager","Former employee, more than 3 years","Noida","","",""
"3.0","12 Sept 2023","Employee friendly","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW80007127.htm","Senior national sales manager","Former employee, more than 8 years","Gurgaon, Haryana","","",""
"3.0","22 Aug 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW79368467.htm","Customer service escalations","Former employee","","","",""
"5.0","7 Sept 2023","Aml KYC","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW79840820.htm","Senior executive","Current employee, less than 1 year","Gurgaon, Haryana","","",""
"4.0","22 Aug 2023","Great place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW79365078.htm","Regional sales manager","Current employee, more than 5 years","Bangalore Rural","","",""
"1.0","12 Oct 2023","anonymous","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW80875260.htm","Assistant manager","Current employee, more than 3 years","Gurgaon, Haryana","","",""
"2.0","17 Aug 2023","My experience","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW79227674.htm","Customer service representative","Former employee, more than 5 years","Bangalore Rural","","",""
"3.0","21 Jul 2023","Good Place for future leaders","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW78475908.htm","Dvp - it","Current employee, more than 5 years","Gurgaon, Haryana","Great Learning Agility Growth Job Security Decent Pay Sufficient Leaves","Stressful Autocracy/Authoritative Leadership Culture Flexibility","Show more"
"4.0","28 Jul 2023","If you from finance domain then go for it","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW78663761.htm","Manager","Current employee, less than 1 year","Gurgaon, Haryana","","",""
"4.0","5 Aug 2023","good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW78878036.htm","Branch relationship executive","Former employee, less than 1 year","Udhampur","","",""
"4.0","2 Aug 2023","Job","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW78797022.htm","Anonymous employee","Current employee, more than 5 years","","","",""
"5.0","3 Jun 2023","Hey currently I'm working in SBIC","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW77036204.htm","Relationship manager","Current contractor","","SBIC is a good company they have very good plan for consumer","SBIC should change the pattern of hiring because most of the people are working in sbic who's contract base need to be change on contract to permanent","Show more"
"3.0","6 Jun 2023","I'm quite happ6 to work in this company.because it's my first job","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW77123038.htm","Sales executive","Current employee, less than 1 year","New Delhi","The senior are so supportive in sbi card . I learnt a lots of things through my colleagues.they provide salary on time .","They are not giving leaves.","Show more"
"5.0","6 Jul 2023","Not suggested","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW78016830.htm","Branch relationship executive","Former employee, less than 1 year","","","",""
