review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_location__E_Ine,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2
1.0,10 Jan 2024,Bad,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW83241071.htm,Senior sales officer,Current employee,,,,,So far nothing is good,Incentive are good in this company
4.0,16 Nov 2023,Aasm sales,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW81868914.htm,Rsc/asm/aasm,"Current employee, more than 5 years",Bhopal,Empowerment top management vission new initiatives,"Low compensation ground executions
Low expenses as compared to industry",Show more,,
2.0,16 Nov 2023,X,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW81874645.htm,Project manager,Current employee,Dhaka,"Good environment, respectful 
Maintain time, pressure","Remote location workplace small 
Time",Show more,,
3.0,10 Nov 2023,Culture laid back,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW81714203.htm,Marketing intern,"Former intern, less than 1 year",,,,,"lazy laid back culture, good learning opportunities",pay less than industry standards
2.0,2 Nov 2023,Good job for freshers,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW81474229.htm,Sales officer,"Former employee, more than 3 years",New Delhi,,,,"Good for bignners,a lot to learn","Overall good,nothing is wrong you can join if you are reading this"
5.0,6 Nov 2023,good institution,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW81597044.htm,Internship,Former employee,Dhaka,,,,good people good environment good value,busy people remote location tight deadlines
4.0,26 Oct 2023,Good Experiance,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW81287894.htm,Summer intern,Former employee,Cochin,,,,Hybrid working environment Friendly management system,I didn't feel that there are any cons
5.0,29 Aug 2023,A great place to work,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW79572362.htm,Regional training lead,"Current employee, less than 1 year",Calcutta,"unlike other organizations, here in Berger you will be given ample time to learn. You are given the freedom to do what you have been hired for. Your decisions and strategies are heard and your advise is valued.",Hierarchal policies could have been better.,Show more,,
4.0,21 Oct 2023,Looking to work at Berger paints?,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW81154192.htm,Management trainee,"Current employee, less than 1 year",New Delhi,,,,"Good compensation, salary, working culture",Work culture could be improved
4.0,15 Oct 2023,I can't efford this salary,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW80954440.htm,Industrial electrician,Former employee,,,,,Having good experience at Berger paits,Low salary salary and benefits
4.0,26 Jul 2023,Quality,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW78605736.htm,Home decor,Former employee,,"Berger paints is one of the best prices at all type of budget,and its quality was good types of price range. Berger paints dealer and workers are helpful and friendly type so the conversation with respect. Their product delivery and support was superb .","some low quality paints are there in low price product, Enamel paint quality is some issue. No work life balance.",Show more,,
3.0,9 Oct 2023,Good work culture,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW80804681.htm,Human resource intern,"Former intern, less than 1 year",Dhaka,,,,Flexible office hours Great deadline for projects,Monotonous working hour No motivation to work
3.0,18 Oct 2023,great,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW81054527.htm,Dso,"Former freelancer, less than 1 year","Siwān, Bihar",,,,best incentive better salary bonus,excess travelling work life unbalanced
3.0,19 Sept 2023,Nice experience,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW80208929.htm,Product manager,"Current employee, more than 5 years",Calcutta,"Work culture is good, with inclusion and work life balance.",Ave salary is less than market standard,Show more,,
5.0,26 Aug 2023,Able to show my skills when company on technological transition phase,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW79499257.htm,Custom software development manager,"Current employee, more than 8 years",Calcutta,,,,Able to show my skills and thoughts.,Not been able to push my carrear as per my skill set. I am a tech-savvy and weak in marketing.
5.0,26 Sept 2023,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW80438395.htm,Senior tsso,Current employee,,,,,On time salary good to learn for freshers,Slow growth sundays open on month end
4.0,27 Sept 2023,Nice place to work,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW80448360.htm,Service engineer,"Current employee, less than 1 year",,,,,Nice place to work And culture,I have no idea about this
4.0,14 Sept 2023,Good Company Culture,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW80073173.htm,Executive,"Former employee, more than 3 years",Calcutta,,,,Flexible Work Hours Friendly atmosphere Timely pay,Bloated middle management Cheap politics Poor labour laws
5.0,9 Sept 2023,Best,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW79908301.htm,R&d chemist,Former employee,,,,,"Transparency ,Opportunity, Learning, Market leader",. . . . .
3.0,21 Aug 2023,Average Pay Scale,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW79320306.htm,Officer (finance),"Current employee, more than 3 years",,,,,Lots of things to learn. Learn and build yourself.Nothing will you get in return.,Lots of politics and below par salary structure.
2.0,23 Aug 2023,Berger salary,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW79428573.htm,Territory sales representative,Former employee,Mumbai,,,,Good salary Decent pay Good brand Good company for freshers,"No work life balance, hectic life, slow career growth"
4.0,25 Aug 2023,good,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW79477074.htm,Anonymous employee,Former employee,,,,,stable job good manager good environment good job,work life balance less salary no additional perks
3.0,4 Sept 2023,Top,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW79742824.htm,Anonymous contractor,"Former contractor, more than 3 years","Ohio, NY",,,,Cool paints cool paints cool,Bad boss bad managment horrible
5.0,21 Jun 2023,ASIA SECOND LARGEST PAINT COMPANY,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW77589407.htm,Office administrator,Current employee,,"PROTECTON achieved a milestone by joining the prestigious INR 1,000 crore club!","We are overwhelmed with gratitude for the unwavering trust and support of our customers, the hard work & loyalty of our passionate employees and cherished partners.",Show more,,
5.0,9 Aug 2023,66,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW79010433.htm,Yoga teacher,Current employee,"Oklahoma City, OK",,,,The boys were in a feild,There is a Bible study that can help
4.0,2 Aug 2023,A Great Company to work with,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW78785275.htm,Intern,Former intern,Lagos,,,,They truly provide ways to support their staffs,The pay is not so great
3.0,1 Aug 2023,Experienced in field sales,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW78764062.htm,Territory sales in charge,"Current employee, more than 1 year",Bhubaneshwar,Timely salary and Cooperation from colleagues,Heavy Workload and sales pressure,Show more,,
2.0,21 Jul 2023,Pathetic environment,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW78459241.htm,Production officer,"Current employee, more than 1 year",Goas,Ample paid leaves and skilled Colleagues,"Management issue, health issues by working paint company. No promotion opportunity",Show more,,
3.0,24 Jul 2023,Good to noin,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW78516321.htm,Business development officer,"Current employee, more than 1 year",Ghaziabad,Brand name and product demand in market,No extra or curricular activities,Show more,,
3.0,18 Jul 2023,CCA job,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW78346052.htm,cca,Former employee,Mumbai,Best company as a start up and a good future ahead.,Difficult to achieve goals. Late upgrade.,Show more,,
4.0,10 Jul 2023,Nice job,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW78131059.htm,Technology analyst,Former employee,,"Team work , good incentives","Worklife not balanced, staffs not coordnating each other",Show more,,
3.0,10 Jul 2023,Sales oriented people no other rules,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW78120176.htm,Branch commercial officer,"Former employee, more than 1 year",New Delhi,,,,Good company for sales staff learning and motivation,Management only listens to sales people
4.0,23 Jul 2023,Average,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW78500578.htm,Sales associate,Former employee,Mumbai,,,,Work life balance was good,Pay was a bit less
3.0,13 Jun 2023,Good company to work.,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW77355484.htm,Asm (area sales manager),Current employee,Mumbai,"Bigger brand, management is good & supportive.","Other than OK - Ok salary no motivation at all, no entertainment, only sales n only number nothing else.",Show more,,
3.0,9 Jul 2023,Contract staff,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW78080479.htm,Anonymous contractor,Current contractor,,,,,"Experience, variety of styles and colours","Not easily located, needs more location"
4.0,4 Jul 2023,Sales Officer,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW77946945.htm,Sales officer,"Current employee, more than 1 year","Malappuram, Kerala",,,,Good team work and very friendly environment,Less chance for promotion Work life
4.0,23 Jun 2023,Sales,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW77660607.htm,Tsm sales,"Current employee, more than 3 years",Jabalpur,"Good work-life balance, great learning","Less TA,DA, less salary, variable component is more compare to fixed",Show more,,
3.0,8 Jun 2023,Good package,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW77214759.htm,Sso,"Current employee, more than 1 year",Koch,Good incentive. Supportive management in terms of work environment.,Bad work life balance. Work load is bit high.,Show more,,
5.0,15 Jun 2023,Best company to work with,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW77432238.htm,Assistant area sales manager,"Former employee, more than 5 years",Solapur,"Salary , job security, company management","Growth constraints, multiple reporting, new concepts",Show more,,
1.0,5 Jul 2023,Extreme sales pressure,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW77974083.htm,Sales officer,"Former employee, more than 1 year",Dehradun,"Good colleague, Proper induction, got a chance to maintain good relationship in the ,market with dealers",1. No Work life balance 2. Closing almost on every day 3. Extreme sales pressure,Show more,,
3.0,21 Jun 2023,No work life balance,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW77591664.htm,Senior sales officer,"Current employee, more than 1 year",Ambāla,,,,Salary is good. Incentive is good,No work life balance. Highly pressure
4.0,14 Jun 2023,Pros and cons,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW77365044.htm,Technical sales engineer,"Former employee, more than 3 years",Calcutta,,,,"Friendly manager,timely salary,job Security,Good training,good hr policy","Work pressure ,work life balance,less salary,"
5.0,28 May 2023,Great opportunity,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW76856815.htm,Finance internship,"Current intern, less than 1 year",Calcutta,"Really collaborative environment and task driven, Regular team meetups helped certain concept clarity",There isn't anything I have to say here,Show more,,
2.0,13 Jun 2023,Work culture,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW77351135.htm,Key accounts manager,"Former employee, more than 3 years",New Delhi,,,,Good lunches Moderate sales commission,Toxic work culture. No work like balance. Work on festivals
3.0,14 Jun 2023,Okayish,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW77371897.htm,Sales officer,Current employee,Ludhiana,,,,Company offers job stability in an unstable economy,Very high pressure job. Strict targets
4.0,15 Jun 2023,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW77403189.htm,Senior sales officer,"Current employee, more than 1 year",Kanpur Nagar,nice to work there in,nothing is bad in the company,Show more,,
3.0,14 May 2023,Most Lovable.Company,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW76408800.htm,Branch manager,Current employee,Calcutta,,,,This is one of the most lovable company to start your career with and have a sustainable career,Salary Structure should be revised.
5.0,1 Jun 2023,Demand planner,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW76974905.htm,Demand planner,"Current employee, more than 5 years",Calcutta,,,,It is having Good higher management,No cons as such found
4.0,25 May 2023,Testing of finish products,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW76800568.htm,Qc officer,"Current employee, more than 1 year",Tezpur,Lot of things to learn...,Increament is not up to mark,Show more,,
3.0,21 May 2023,working environment,https://www.glassdoor.sg/Reviews/Employee-Review-Berger-Paints-RVW76648503.htm,Sales officer,"Current employee, more than 1 year",Thāne,,,,I don't have anything to say,There is no work life balance .No HR policy ..
