review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ,review-details_location__E_Ine,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2
4.0,4 Nov 2017,ED,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW17731053.htm,Anonymous employee,"Current employee, more than 10 years","Open work atmosphere , can get varied exposures., organisation cares in difficult times ,
Maharatna company .",You get experience only in oil and gas sector.,Show more,Mumbai,,
4.0,10 Jun 2018,Bharat petroleum from a field employee's viewpoint,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW20973112.htm,"Executive sales and marketing, lpg","Former employee, more than 3 years","A diversity of job profiles to choose from. 
A diversity of locations to explore.","Poor Work-life balance for field level jobs.
Lack of feedback on employee review.",Show more,Belgaum,,
4.0,2 Mar 2020,Awesome experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW32172436.htm,Anonymous employee,Current employee,You’ll act as the CEO of your area. If you are in sales and marketing you are running a company in your area,Things get rough when you don’t meet target,Show more,,,
4.0,4 May 2015,Great Place to work at.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW6503798.htm,Intern,"Former intern, less than 1 year",Great Projects to work on if you are really interested.,People are really busy. So you have to work a lot on Networking.,Show more,Mumbai,,
1.0,27 Oct 2016,No work life balance,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW12470403.htm,Anonymous employee,Current employee,"Good starting salary.
Good benefits and compensation.","*Bad work culture
* No work life balance
* every few year transfer
* No transfer policy
* No HR policy
* daily extended hours work
* Working on holidays and Sundays sometime.",Show more,,,
3.0,9 Jul 2017,Work culture and environment,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW15810452.htm,Anonymous employee,"Current employee, more than 10 years",Integrity and decipline exists.Mostly ethical.Good work culture.Awareness on cost cutting.,Non transparent promotion policy.Statewise lobby culture.Low technical expertise in lower management.Non transparent transfer policy.,Show more,Kol,,
5.0,30 May 2018,Great Place to Work !,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW20806165.htm,Anonymous employee,"Current employee, more than 3 years","Work culture is amazing, given lot of opportunities to prove ourselves, good work, no typical government/hierarchy/red-tape","Work timings are more than expected, can be more flexible",Show more,,,
3.0,7 Sept 2020,No career growth after apprenticeship,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW35699876.htm,Graduate apprentice trainee,"Current intern, more than 1 year",Apprenticeship Stipend is definately Higher than other company,You will have a burden of work on your shoulder like a permanent employee even if you are a trainee.,Show more,Budge Budge,,
2.0,7 Dec 2020,Bpcl Apprentice stipend,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW39199803.htm,Apprentice,"Former contractor, more than 1 year",No such pros of working here.,Many cons they will give u all the servant work and treat you very badly being an engineer graduate I felt very bad at times.,Show more,Indore,,
5.0,7 Mar 2021,QA laboratory analyst,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW43604863.htm,Qa analyst/tester,Current contractor,Petroleum products handling testing and reporting,"Petrol, diesel ,Kerocine, ethanol, lubricant, furnace oil ,ATF",Show more,"Nāgpur, Maharashtra",,
3.0,15 Sept 2021,Good for career start,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW52573272.htm,Graduate apprentice trainee (gat),"Former intern, less than 1 year",It's good opportunity for the students from government. During this training we will get to know about practical knowledge of plant,They do not focus on Domain related knowledge,Show more,Solapur,,
4.0,6 Jun 2012,It was a wonderful experience where i got to learn new things every day.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW1567015.htm,Executive operations,"Former employee, more than 3 years","Challenging Job,
Lots of Responsibilities,
Good compensation and benefits","At times becomes too hectic.
The Operating locations are always understaffed.",Show more,Vadodara,,
4.0,8 Jun 2012,8 years experience as SRU Operator,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW1575267.htm,Process technician,"Current employee, more than 8 years",Overall it is nice place to work but salary revision is pending.,"No Personal Growth,No enough opportunity to promote to management.",Show more,,,
3.0,10 Jun 2012,Bharat Petroleum Corp Ltd,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW1579555.htm,Marketing executive,"Current employee, more than 1 year",Good Start Up Salary For Freshers,"Extended Work Hours
Non Core Work Profile",Show more,"Rājkot, Gujarat",,
4.0,26 Jun 2012,Its a fun place to work.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW1651098.htm,Assistant manager,"Current employee, more than 3 years","A good balance can be maintained in ur personal and professional life, working here.
Great perks.
Happy and healthy environment",Rigid Culture at times due to old laid rules and principles.,Show more,,,
3.0,31 Aug 2012,Great Place to start Career,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW1905885.htm,Anonymous employee,"Current employee, more than 3 years","Good self learning environment
Management is approachable
Amount to churn is huge
good place to maintain work life balance","promotions depends on boot liking 
Biased approach
people work to satisfy bosses
politics",Show more,Mumbai,,
4.0,25 Dec 2012,good  experience in mumbai refinery,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW2229598.htm,Refinrey,"Former employee, more than 1 year",employee friendly and reimbursement for almost everything,not allowed to take major decisions independently,Show more,Mumbai,,
4.0,24 Nov 2016,Great Place to work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW12782408.htm,Anonymous employee,Current employee,Work life balance. Great opportunities specially on development side. Very experienced senior. Very encouraging place to work.,At times feels a little stagnant. Promotions scheme very slow.,Show more,,,
2.0,30 Jul 2017,A place where you can start but not grow,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW16132538.htm,Chemical engineer,"Current employee, less than 1 year",,,,Eranakulam,"If you stay here for long, your talent wont matter, you will end up big",A place where you can start but not grow
5.0,29 Aug 2017,Fresher,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW16583651.htm,Diploma in mechanical engineering,"Former employee, less than 1 year",It's a core company of mechanical construction with my own state,"Good strength,good leadership quality ,I can change my self according to the environment",Show more,West,,
2.0,28 Jan 2018,Work life,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW18950414.htm,Officer,"Current employee, more than 1 year",Salary is a big plus point here. Right after engineering this is one of the best jobs in terms of salary that you can get,"Work life balance
Posting in remote areas",Show more,Cochin,,
4.0,10 May 2019,Work environment at BPCL,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW26080032.htm,Operations management trainee,"Current employee, less than 1 year","Good perks, salary, corporate life, opportunity to travel .","Lot of stress, no proper training and promotes don't work.",Show more,Calcutta,,
5.0,11 Dec 2019,Summer Management Intern,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW30811990.htm,Anonymous intern,Former intern,"Good work culture, freedom and lots to learn, if one is interested. I learnt a lot, it gave me great exposure!",Nothing I could find as such,Show more,,,
5.0,28 Apr 2021,Good pay but not so good management,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW46196354.htm,Process engineer,Current employee,Good workforce and peers to learn from,Management's rules are from the bc's,Show more,Cochin,,
5.0,30 May 2021,Worked as graduate apprentice in advisory services(inspection) department which directly reported to assistant manager,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW47665508.htm,Metallurgist,Current temporary employee,,,,Bengaluru,"Good work Culture, great assistance from senior authorities and very supportive",HR department is not good
5.0,11 Jul 2021,Very helpful all officers and to learn basics of chemical engineering,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW49596596.htm,Graduate apprentice trainee (gat),Former contractor,,,,Greater Noida,"Good learning environment ,apply chemical engineering knowledge.",Not sure for further job after training
