"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"5.0","16 Nov 2017","Nice experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW17938914.htm","Management trainee","Current intern, less than 1 year","Beāwar","Great work Culture and awesome accomodation","please dont go if you want reasearch work","","",""
"4.0","6 Jan 2021","Zz","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW40185927.htm","Project engineer","Current employee, more than 1 year","Beāwar","","","Good environment, polite peoples, skills development, opportunities, good salary.","Politics, bad, very unhappy, stressful, pain.","Show more"
"4.0","20 Mar 2021","Excellent People Processes","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW44296136.htm","Senior vice president, chief human resources officer","Formerly self-employed","Gurgaon, Haryana","1. Progressive and Innovative Organization","1. Can lay more emphasis on managing pollution concerns","","",""
"3.0","19 Jul 2021","Railway Projects","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW49964347.htm","Project manager","Current employee, more than 3 years","","Sustainable in terms of market share in field","Highly unprofessional HoDs specially for out box works","","",""
"3.0","21 Dec 2021","nice comapny","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW56974512.htm","Lawyer","Former employee, more than 1 year","Mumbai","","","nice salary after experience of 3 years","non appreciative
non crediting company
never got my salary on time","Show more"
"3.0","26 Apr 2018","nice company with good working environment","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW20315440.htm","Anonymous employee","Current employee","","good place to learn and grow","some hr policies like medical","","",""
"3.0","2 Nov 2020","Good learning experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW37891445.htm","Engineer","Former contractor, more than 3 years","Cuttack","Can learn as much as we can, full freedom","Timing is very much high","","",""
"5.0","31 Jul 2020","overall good","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW34553428.htm","Floor supervisor","Former employee, more than 10 years","Ajmer","the reputed company and firm of nation","No Reasons my family problems only","","",""
"3.0","29 Nov 2020","Great place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW38840333.htm","Anonymous intern","Former intern","Calcutta","Its a good learning place for freshers","Job is offered in remote location","","",""
"4.0","21 Dec 2020","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW39678756.htm","Senior engineer","Current employee, more than 3 years","Beāwar","Ask for more salary during joining","U have to very smart not hard worker","","",""
"4.0","23 May 2021","Good place to start withwo","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW47338708.htm","Graduate engineer trainee","Current employee, less than 1 year","Ajmer","work environment, facilities, work culture","time could vary as work load","","",""
"5.0","18 Oct 2021","good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW54158820.htm","Logistics executive","Current employee, more than 5 years","Sikandrabad","took experience of work place is very good","timing /work life and personal","","",""
"5.0","4 Nov 2021","A GOOD EXPERIENCE","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW54916947.htm","Company secretary","Current employee","Mumbai","Everything is nice and employee friendly","Can't get my desire work place","","",""
