"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"5.0","18 Sept 2024","Good work and culture","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW91113698.htm","Management associate","Current employee","Mumbai","","","","Good work and the team is also nice","Maybe some more food benefits at canteen"
"5.0","16 Sept 2024","Excellent bank to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW91072722.htm","Anonymous employee","Former employee","","Best of Digital Technologies deployed.
Good culture and people
Better employees benefits","Nothing to be highlighted. No cons","Show more","",""
"3.0","15 Sept 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW91030589.htm","Credit manager","Current employee, more than 1 year","Patna, Bihar","Nothing as such but good place to learn things here","Many cons are there i think","Show more","",""
"5.0","18 Sept 2024","Good work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW91126507.htm","Kyc officer","Former employee","Mumbai","","","","Work life balance for freshers","There are no cons as such"
"3.0","18 Sept 2024","Salary review","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW91133029.htm","Sales manager","Current employee, more than 1 year","Kamrup","","","","Job security, medical facilities, leave policy","Post merger with HDFC LTD Business pressure increased."
"1.0","27 Sept 2024","worst company","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW91430754.htm","Relationship manager","Former employee, less than 1 year","Hyderābād","","","","learning, flexibility, office, location, salary","stress, workload,micromanagement, toxic work culture, management"
"3.0","19 Sept 2024","Ok","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW91165710.htm","Deputy manager","Current employee","Mumbai","Job security
Sometimes Work from home","No work life balance
Favouritsm","Show more","",""
"3.0","14 Sept 2024","Average","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW91005904.htm","Customer experience executive","Former employee, more than 1 year","Mumbai","Good employee benefits, average culture","Particularly it depends on branch you are working on","Show more","",""
"4.0","30 Aug 2024","work life balance is not great department wise but overall job security and pay is good","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW90579009.htm","Credit manager","Current employee, more than 1 year","Pune","Management and Leadership: the managers approachable and do they provide clear direction better job security","Workload and Stress: there are unrealistic expectations or a poor work-life balance 
Lack of Career Growth: there are limited opportunities for advancement or skill development","Show more","",""
"3.0","2 Aug 2024","Acquisition Sales Officer - salary account","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW89737092.htm","Sales officer","Former employee","","You can understand the banking kyc,crm procedure. 
Time management
Bank operations","HDFC is the worst place to work for , It is a black hole . Harassment at workplace is common, They abuse employees and treat them like slaves . At PMG Branch  IN TRIVANDRUM the Branch Manager would tell that I will not let anyone go home until you make a sale of either credit card, loan, and do your income even female employees are forced to stay until 10:00pm to 11:00pm and they would not even provide drop facility. The worst employer were there is no learning and growth.","Show more","",""
"5.0","11 Sept 2024","Data science interview","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW90922598.htm","Data scientist","Current employee, more than 1 year","Mumbai","Culture 
Fredom of thought process
Application of data science","Work alot of work, in and out","Show more","",""
"5.0","15 Sept 2024","Experience","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW91029580.htm","Customer experience executive","Current employee, less than 1 year","Calcutta","","","","Good experience helpful people. Job benefits.","No cons I have seen as such"
