review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_location__E_Ine,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2
4.0,27 Jan 2022,It's nice to work in axisbank,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58632944.htm,Executive,Current employee,Hyderābād,,,,Well financial services in Hyderabad,Banking and finance services are good then other banks
3.0,6 Feb 2022,Sales manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW59182765.htm,Sales manager,"Former employee, less than 1 year",,,,,Flexibility at work and give time to learn,Management is very poor special top management
1.0,10 Apr 2022,Horrible,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW62564268.htm,Assistant manager,"Former employee, less than 1 year",Calcutta,,,,No pros. Only sales involved,Many are there. They only ask uou to do sales or blackmail that they will fire you
4.0,24 Jan 2022,Good employer to work with,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58431118.htm,It lead,"Current employee, more than 1 year",Navi Mumbai,,,,You will find the work environment sustainable and healthy.,"Long working hours, no motivation for employees"
5.0,28 Jan 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58740221.htm,Sales manager,"Current employee, less than 1 year",Budaun,Team work and customer sensitivity,Nothing this type issue in this organization,Show more,,
5.0,29 Jan 2022,ONBOARDING Experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58742619.htm,Burgundy relationship manager,"Current employee, more than 3 years",,"Friendly Environment, Approachable Colleagues,smooth on-boarding",Account conversion got delayed in staff,Show more,,
5.0,29 Jan 2022,Glassdoor,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58746477.htm,Deputy manager,"Current employee, less than 1 year",Mangalore,,,,Employee friendly good nature of working calture,Evening leaving time some time late due to business target
5.0,2 Feb 2022,A dynamic workplace,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58976546.htm,Relationship manager,"Current employee, more than 1 year",Mumbai,"Part of a larger growth story

Challenging goals","Non cashable leaves

Employee insurance is costly",Show more,,
5.0,7 Feb 2022,Excellent,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW59275224.htm,Officer sales,"Current employee, less than 1 year",Shirva,,,,Support encouragement motivation growth and team support,Yet i didn't face any issue
4.0,27 Jan 2022,Avoid joining new products,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58686523.htm,Product manager,"Current employee, more than 1 year",Mumbai,Job security is good for new employees,Avoid joining newly created products,Show more,,
4.0,16 Feb 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW59812881.htm,Officer,"Former employee, more than 1 year",,,,,Good working environment. Good colleague,Lots of cross selling pressure
4.0,11 Feb 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW59548345.htm,Customer experience transformation manager,Current employee,,,,,Leaning exposure is good for work,Work time is a bit stretched
5.0,29 Jan 2022,Deputy manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58759653.htm,Deputy manager,"Current employee, more than 5 years",Panvel,Best environment to work in Axis bank,Not find any downstairs in axis,Show more,,
2.0,18 Feb 2022,ok,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW59930159.htm,Assistant branch manager,Current employee,Bhopal,,,,"good company, great people & culture","tight schedule, too much pressure"
3.0,11 Oct 2016,Business Analytics Team,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW12269291.htm,Senior associate,"Former employee, more than 5 years",Mumbai,"It is not back office analytics work that you get in the name of analytics at MNCs; you actually build solutions to improve the Bank's PnL. The analytics team is well led by its head, and there is an emphasis on building data-backed solutions, with a focus on using advanced analytics. So you do learn.","Annual hikes are miserly awarded, even the top performer does not get double digit annula hike
Combine this with archaic HR rules that deny promotion before you complete 'x' years in a role, no matter what your performance has been, results in top-performers leaving
HR policies are absurd to the point that they claim a 3 month notice period is their way of restricting attrition
Teams outside analytics are difficult to deal with, talent-mismatch exists between the analytics team and most of the business teams, even the data analytics teams
No Work from Home - an analytics team can have work from home",Show more,,
2.0,10 Feb 2022,Nice,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW59492224.htm,Project manager,"Former employee, more than 3 years",Mumbai,,,,Good place to work in head office.,Salary increment issue because of office politics
5.0,20 Jan 2022,Digital Business and Transformation Team,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58296546.htm,Digital product owner,"Former intern, less than 1 year",,,,,Conducive for learning and growth,I felt no such cons while working as an Intern
5.0,22 Jan 2022,Positive environment,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58380359.htm,Deputy manager,Current employee,"Gurgaon, Haryana",Good manager and good people around,"There is no cons for Axis Bank 
Everything is good here",Show more,,
4.0,31 Jan 2022,Good place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58846842.htm,Anonymous employee,"Current employee, more than 1 year",,,,,Good learning experience and exposure,Sometimes working hours are more than 12.
2.0,5 Feb 2022,Axis bank review,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW59157392.htm,Administrative assistant,"Current employee, more than 1 year",Korba,Good to work.. good learning platform,"Target based job , mental harrasment.",Show more,,
5.0,21 Jan 2022,Good job,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58304180.htm,Sales manager,"Current employee, less than 1 year",,"Good work environment
Incentive is good
Work life balance
Supportive management
HR support is good",Training and review is not sufficient,Show more,,
3.0,27 Jan 2022,Customer Service,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58685102.htm,Assistant manager,Former employee,Chennai,,,,Internet/mobile banking very user friendly,Service offered is getting minimal as employees are facing internal pressure
1.0,9 Feb 2022,Bank is now only focusing on marketing targets instead of giving proper services to the customers,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW59359152.htm,Assistant manager,"Former employee, more than 1 year",Mumbai,No pros for Axis Bank,"Low Salary
Highest Pressure of marketing even in operations
Bosses doesnt care employees they only want sales from each employess of Bank",Show more,,
1.0,28 Apr 2022,Bad,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW63382320.htm,Anonymous employee,"Former employee, less than 1 year",,,,,Ver bad only sell sell and sell,Only insurance sell nothing else
5.0,28 Jan 2022,Good Work Environment,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58738438.htm,Deputy manager,"Current employee, more than 5 years",Chennai,"Work Life balance
Career growth
Good Environment",Internal systems for customer service not good.,Show more,,
4.0,2 Feb 2022,manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW59005773.htm,Manager,"Current employee, more than 3 years",Chennai,,,,good culture bosses pay IJP,pay to be increased as per market standards
4.0,27 Jan 2022,Go to hell,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58652696.htm,Investment banking analyst,"Current employee, more than 3 years",Hyderābād,Best place to wor k,No cons at all best,Show more,,
5.0,24 Jan 2022,Good working with Axis,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58463834.htm,Customer service,"Current employee, more than 1 year",,It has good experience as overall,Sales pressure are too much,Show more,,
5.0,4 Feb 2022,Awesome,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW59097151.htm,Back office executive,Former employee,Vadodara,It was an nice experience,Well looking for more growth,Show more,,
4.0,31 Jan 2022,Good company,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58847258.htm,Sales associate,Current employee,Mumbai,,,,No problems in company is good,Good compny work culture is good
4.0,31 Jan 2022,Good company,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58876061.htm,Product manager,"Former employee, less than 1 year",,,,,Work Culture Holidays Management good Loan benefits,No cons so far .
5.0,28 Jan 2022,NA,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58711769.htm,Internship,"Current intern, less than 1 year",,,,,Too many services to used for customer,Too much charges on that service
5.0,28 Jan 2022,Amazing,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58739217.htm,Business development executive,"Current employee, less than 1 year",Angul,Friendly environment and helping staff,No cons faced by me yet.,Show more,,
5.0,28 Jan 2022,Axis Brand,https://www.glassdoor.co.in/Reviews/Employee-Review-Axis-Bank-RVW58740193.htm,Branch relationship officer,"Current employee, less than 1 year",Bharūch,Axis Bank Brand and Growth,Not down side of Axis bank,Show more,,
