"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"5.0","30 Sept 2024","Best place to start career","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW91500178.htm","Anonymous intern","Former intern","Best place to start career","Everything was good and inspiring","","","",""
"3.0","2 Oct 2024","Good place to begin your career","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW91542208.htm","Senior user experience designer","Current contractor, more than 1 year","","","Hyderābād","The design team being fairly new has its advantages. You get to speak to the users and the business stakeholders. The team is young.","Design maturity of the company needs improvement","Show more"
"3.0","2 Oct 2024","Good company with nice values but poor managers","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW91570732.htm","Human resources business partner hrbp","Current employee, more than 1 year","Good leadership and bias for action","Internal politics and no support from msnagers","Hyderābād","","",""
"5.0","27 Sept 2024","Great place to work at!","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW91431045.htm","Regional medical advisor","Current employee, more than 1 year","","","Mumbai","Work Culture is highly imbibed with core human values.
Policies are designed from the perspective of employee’s well being.
Managers always try to make your life easier.","As such no major cons.
For some, salary may be below their expectations & Workload may be quite high sometimes.","Show more"
"5.0","30 Sept 2024","Good work culture and learning opportunities","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW91479671.htm","Demand planner","Current employee, more than 3 years","","","Hyderābād","Good work culture
Decent pay
Work life balance
Growth opportunities","Not any to share or suggest","Show more"
"3.0","25 Sept 2024","Good learning but bad culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW91333594.htm","Hrbp manager","Former employee","","","","Compensation, learning and development, org exposure","Toxic culture, lack of respect and integrity","Show more"
"5.0","24 Sept 2024","EXCELLENT WORK Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW91295247.htm","Team lead","Current employee","","","","Vision
Respect for Individual
Empowerment
Freedom to experiment 
Digital savvy
High ethics","In rat race now , Slowly loosing the brand image as ""Employee friendly""","Show more"
"4.0","24 Sept 2024","Good company to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW91321746.htm","Associate director","Former employee, more than 5 years","","","Hyderābād","Professional company
Good Working culture
Less opportunity for vertice growth","Less concentration on employee delightness","Show more"
"4.0","14 Sept 2024","Internship revolves around analytics","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW91010545.htm","Digital and analytics intern","Former intern","","","Hyderābād","Work at Mnc
Peaceful culture, good work life balance","Quality of work can vary based on team alloted","Show more"
"3.0","21 Sept 2024","Work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW91213309.htm","Analytical scientist","Current employee, more than 1 year","","","Hyderābād","Always keep it as last option","Not emp friendly 
toxic work culture","Show more"
"4.0","17 Sept 2024","Dr Reddy's laboratories work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW91081896.htm","Marketing","Former intern","","","Hyderābād","Good work culture 
Learning new things 
Work satisfaction 
Week from office","Manager politics 
Hr favourism
Strict timings 
No work delay","Show more"
"3.0","20 Sept 2024","Technical Trainee in R&D","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW91203180.htm","Technical trainee","Former employee","Work life balance, supportive team","Slow paced growth, limited exposure","Hyderābād","","",""
"4.0","17 Sept 2024","Good Work Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW91085567.htm","Process trainee","Former employee, less than 1 year","","","Bengaluru","Good learning curve. 
Excellent work culture.","Not much benefits.
Too much work.","Show more"
"3.0","18 Sept 2024","Awesome","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW91116929.htm","Jrf - junior research fellow","Current contractor, less than 1 year","Benefits full of experimental lab","Work culture is little toxic","Aheripur","","",""
"5.0","12 Sept 2024","Best place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90941676.htm","Quality assurance analyst","Current employee, more than 1 year","Company policy, flexible timing, HR support","No cond at all except some specific team leader who are biased","Visakhapatnam","","",""
"5.0","11 Sept 2024","Best place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90918754.htm","Analytical scientist","Current employee","Employee friendly ,work life balance","No cons, working hour is 9.5 per day","","","",""
"4.0","9 Sept 2024","One of the best pharma company in India","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90832478.htm","Tech lead","Former employee","Learning culture, work life balance, Internal growth opportunities.","Frequent organisational changes leading to trust issues","Hyderābād","","",""
"4.0","10 Sept 2024","Work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90866031.htm","Executive","Current employee, more than 1 year","Good work culture and environment","Strict Timings of shifts .","Hyderābād","","",""
"4.0","5 Sept 2024","Work Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90752721.htm","M&a intern","Former intern","good culture, everyone starts leaving the office at around 6 if they don't have work","depends on your team manager","Hyderābād","","",""
"5.0","8 Sept 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90811092.htm","Kerala","Former employee, more than 8 years","Good company to work for system","Promoting not happening as per eligibility","Malappuram, Kerala","","",""
"5.0","4 Sept 2024","Work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90705932.htm","Analytical expert","Current employee, more than 8 years","","","Hyderābād","Good work life balance and culture","No comment on this, all fine","Show more"
"3.0","5 Aug 2024","Nice place to work, but for only few :)","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW89797175.htm","Demand planning manager","Former employee, more than 1 year","","","Hyderābād","Good Brand Value and name in the market.","Directionless leadership. Always focused on cost cutting rather than creating avenues for growth. Employees have become insecure off lately.","Show more"
"3.0","28 Aug 2024","Senior Product Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90485938.htm","Senior product manager","Current employee, more than 5 years","","","Hyderābād","Company is doing good business.
Internal opportunities and growth opportunities are good","Too many reviews and meettings
Focus is more on Show off","Show more"
"4.0","30 Aug 2024","It is good organization","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90576583.htm","Documentation specialist","Former employee","The HR Values of Organization","I found no cons in the organization","","","",""
"4.0","25 Aug 2024","Learning opportunities","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90395821.htm","Team member","Current employee, more than 1 year","Very good learning experience as a production team member","You have to give your mental and physical appearance here all time.","Visakhapatnam","","",""
"3.0","28 Aug 2024","Job Analysis","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90509434.htm","Process analyst","Current employee, more than 1 year","Good Job, Challenging projects, Better mentoring","Too much politics, Salaries are less","Hyderābād","","",""
"4.0","26 Aug 2024","Great work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90427283.htm","Process engineer","Former intern","Work life balance is good.","Internal Data Policy and Credit needs work to be.","Hyderābād","","",""
"5.0","27 Aug 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90480367.htm","Anonymous employee","Current employee","Good culture and salary structure","I do not see any cons","","","",""
"4.0","27 Aug 2024","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90483694.htm","Executive assistant","Former employee, more than 1 year","Great place to work, flexible timing","Nothing to write here really","Hyderābād","","",""
"3.0","20 Aug 2024","Experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90259143.htm","Medical affairs","Former employee, less than 1 year","","","Mumbai","Good culture, Women pro organization","Less salary, Non competitive as per market","Show more"
"3.0","16 Aug 2024","It is good company to for but lit depends on department head.","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90157442.htm","Regional compliance officer","Current employee, more than 1 year","","","Hyderābād","Employee friendly policy 
Hybrid working
Professional 
Management","No growth opportunities
Internal promotions are not fair and just","Show more"
"5.0","20 Aug 2024","MSAT TEAM","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90254833.htm","Technical trainee","Former employee","Good work place to work for","nothing as such, it was a good experience","Hyderābād","","",""
"5.0","20 Aug 2024","Good organization","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90273474.htm","Team member","Current employee, more than 1 year","Employe safety and value for the employee","Nothing to talk about cons","Visakhapatnam","","",""
"4.0","19 Aug 2024","Good work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90211835.htm","Portfolio manager","Current employee, more than 1 year","Many benefits like hybrid culture, leaves, attendance","Not many new generation people","Hyderābād","","",""
"5.0","14 Aug 2024","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90086687.htm","Engineering","Former employee, more than 3 years","Good work culture with work life balance","Zero tolerance for breach to data integrity and safety","Hyderābād","","",""
"4.0","15 Aug 2024","Good work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90138028.htm","Intern","Former intern, less than 1 year","The upper level management is very supportive","No cons I noticed during my tenure","Hyderābād","","",""
"5.0","15 Aug 2024","Good to work there","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90118228.htm","Research scientist","Former employee, more than 3 years","Excellent work culture. Good salary","Need to travel for TT.","Hyderābād","","",""
"3.0","15 Aug 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90111579.htm","Manager unit head","Current employee, more than 5 years","Good to work for the company","No specific point for the company","Visakhapatnam","","",""
"4.0","15 Aug 2024","Positive","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90114566.htm","Research assistant","Former employee","Good work place safety pay","Hazardous risk stress and health","Hyderābād","","",""
"5.0","8 Aug 2024","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW89906130.htm","Hr bp","Current employee, more than 1 year","Well established organisation and employee friendly company","Too much layer of hierarchy","Hyderābād","","",""
"3.0","12 Aug 2024","Ok","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW90011271.htm","Territory manager","Current employee, less than 1 year","They provide Salary on time","Management system is not good.","Calcutta","","",""
"5.0","6 Aug 2024","good infrastructure","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW89824819.htm","Intern","Former intern, less than 1 year","good guidance and a nice place to work","nothing as far as i have seen","Hyderābād","","",""
"4.0","8 Aug 2024","Intern","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW89922724.htm","Intern","Former intern","Good work place environment to learn","Slow growth in the production team.","Hyderābād","","",""
"3.0","2 Aug 2024","Interview process","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW89727957.htm","Process engineering scientist","Former employee, less than 1 year","Salary and benefits are good","Need much more diversity in the roles to self grow","Hyderābād","","",""
"5.0","2 Aug 2024","Nice working culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW89739899.htm","Assistant manager","Former employee","Nice working culture for experienced candidates","Nothing as such identified there","","","",""
"4.0","25 Jul 2024","Company work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW89498191.htm","Bioassay scientist","Current employee","You can balance between professional and personal life. Good work culture","Confusing role band policy. Even juniors will get same role band like seniors.","Hyderābād","","",""
"4.0","2 Aug 2024","Ggfr","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW89746708.htm","Anonymous employee","Current employee","Good company to work in pharma","Work life balance to improve","","","",""
"3.0","31 Jul 2024","Salary at per","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW89661133.htm","Area manager","Current employee, more than 5 years","Scientific Engagement and Quality Medicine","Work Culture, Force sales and Infiltration","Calcutta","","",""
"3.0","25 Jul 2024","overall ok","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW89495592.htm","Data scientist","Current employee, more than 1 year","","","Hyderābād","good work place. You can learn and implement new ideas","cons would be
growth is slow.","Show more"
"5.0","24 Jul 2024","Good company to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW89437324.htm","Junior manager","Former employee","Great place to work with","Nothing everything is nice here","Bachupally","","",""
"4.0","18 Jul 2024","Gud culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW89267446.htm","Anonymous employee","Current employee, more than 1 year","Gud work culture and work life balance","low hikes and low salary compared to market level","Hyderābād","","",""
"1.0","1 Jun 2024","worst place for developers, good place for managers","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87839135.htm","Anonymous contractor","Former contractor, less than 1 year","","","","hybrid mode, free food, good office","one of the worst place for developers who are working from vendors. They discuss the budget and throw you out without any particular reason. DRL's culture is , they hire project manager as permanent employee and developers, BA etc from vendors. They use and throw the vendor according to their quarterly budget. Bad place for experienced developers with more salary, if you are having single digit salary then u r fine","Show more"
"3.0","19 Jul 2024","Good Place to understand corporate environment","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW89306293.htm","Visual design intern","Former intern, less than 1 year","Corporate environment, open to ideas","work life balance not available","Hyderābād","","",""
"5.0","17 Jul 2024","Good Work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW89256646.htm","Intern","Former intern","Upto the mark, flexible work","Location is quite remote as compared to otehr plannts","Hyderābād","","",""
"5.0","27 Jun 2024","Best company for freshers","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88631046.htm","Statistician","Current employee","","","Hyderābād","You can Interact with higher management without restrictions, 
Good exposure and will get an ample opportunities to improve your skills","I did not observe any cons here","Show more"
"3.0","27 Jun 2024","Medical representative","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88665611.htm","Territory manager","Current employee, more than 1 year","","","Sāngli, Maharashtra","Salary structure is good and incentives are good","There is no job security, and most of the business is done by unethical practices.","Show more"
"3.0","4 Jul 2024","Work environment","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88864719.htm","Senior auditor","Current employee","","","","Company Brand, Salary, Office timings, Innovation","No flexible work hours, No remote policy, Less adaptation to change, Localised work culture and power hold with Individual rather than as a company","Show more"
"4.0","25 Jun 2024","Better pay","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88559157.htm","Team member-engineering","Current employee, more than 1 year","","","Visakhapatnam","Dr.reddys advanced systems
Work life balance is better
Safety policy should follow strictly","No Recognition
No value for hard work,politics running internally","Show more"
"4.0","10 Jul 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW89039558.htm","Scientist","Former employee","","","Hyderābād","Less politics , good canteen","slow growth opportunities are there","Show more"
"3.0","14 Jul 2024","Analytical field","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW89128183.htm","Technical trainee","Current employee, less than 1 year","Good work culture with supporting colleagues","Language barrier in terms if speaking telugu","Hyderābād","","",""
"3.0","16 Jul 2024",".","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW89187779.htm","Finance associate","Former employee, more than 1 year","Good exposure for a fresher.","Doesn't match the industry salary standard.","Hyderābād","","",""
"2.0","16 Jan 2024","A typical Radio station- Audience (employees ) are not allowed to express, Louis the XIV's rule","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW83401310.htm","Regional sales manager","Former employee, more than 3 years","","","Bengaluru","This organization is incredibly future-oriented, constantly experimenting with innovative concepts. It demonstrates a high level of ambition in its pursuits."".As a whole, Dr. Reddy's is a fantastic place to work, although there may be a few divisions that present challenges.""","In a specific division, an autocratic leadership style is evident. Despite never directly interacting with customers, there is a practice of formulating customer engagement plans.
Data-driven decisions;
While acknowledging the value of data as the 'oil' of our operations, there's a failure to recognize that using this 'oil' incorrectly can potentially ignite a destructive outcome. Unfortunately, we've already witnessed the consequences, having lost a significant customer segment that was painstakingly built through meticulous processes. Just picking wrong data and mindlessly trying to work on it""","Show more"
"4.0","13 Jul 2024","Program","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW89113541.htm","Program manager","Current employee","","","Hyderābād","Work life balance
Respect for individual","Leadership and decisson making delays","Show more"
"4.0","12 Jun 2024","work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88200544.htm","Process engineer","Former employee, more than 1 year","","","Nalgonda","The company offers numerous opportunities for professional growth and development, including training programs, career progression paths, and the chance to work on diverse projects.
The company recognizes and rewards employee achievements and contributions, promoting a culture of appreciation and motivation.","Limited Flexibility, Workplace Politics, Geographical Limitations","Show more"
"5.0","8 Jul 2024","Sales","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88931877.htm","Sales manager","Former employee, more than 1 year","Good team relationship and HR processes","Not enough enough enough enough","Bangalore Rural","","",""
"3.0","1 Jul 2024","Employees doesn't get that much recognition","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88756734.htm","Production planning manager","Former employee","Friendly environment to work and very safe place to work","Bossism required to get good increment","","","",""
"5.0","4 Jul 2024","Hr","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88866026.htm","Asst manager","Current employee","All good in terms of perks and benefits","Nothing to say bad all good","Hyderābād","","",""
"4.0","5 Jul 2024","Godd culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88873016.htm","Medical representative","Current employee, more than 3 years","","","Pune","Good jobs 
Normal increment this year","No problem with company all good","Show more"
"5.0","3 Jul 2024","Good company to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88815706.htm","Associate","Current employee, less than 1 year","Cooperative management, growth, flexibility to work","Less opportunities tier 3 cities","New Delhi","","",""
"2.0","3 Jul 2024","Great place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88808061.htm","Account manager","Current employee","Great learn opportunities at work","None to be considered at the moment","Hyderābād","","",""
"4.0","2 Jul 2024","Dr Reddy's","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88781218.htm","Assistant manager","Former employee, more than 3 years","Its a Great Place to Work.","No such cons I have experienced","Visakhapatnam","","",""
"5.0","15 Jun 2024","im a senior technical officer","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88290470.htm","Senior technical officer","Current employee, more than 5 years","","","Hyderābād","work value, team work , one team one dream,timely salary and increments based on work","office politics by few line mnagers","Show more"
"4.0","4 Jul 2024","Excellent","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88857259.htm","Process engineering scientist","Current employee, more than 1 year","Good exposure and great learning","Slow paced and low pay","Hyderābād","","",""
"2.0","30 Jun 2024","Not a good graduate program","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88713391.htm","Msat engineer","Former employee","Prime location for a manufacturing company","No foresight into integration of engineers","Hyderābād","","",""
"5.0","30 Jun 2024","People centric company","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88713037.htm","Management trainee","Current employee, more than 1 year","The company has good culture","Individual contributor roles are more","Hyderābād","","",""
"1.0","9 Jul 2024","Operations","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88990107.htm","Operations manager","Current employee, more than 1 year","","","Visakhapatnam","Professional environment and good overall facilities provided","Hierarchy
Unrealistic targets
Toxic environment
Work hours could go to 80+ hours a week frequently","Show more"
"5.0","20 Jun 2024","Great place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88447182.htm","Senior qa associate","Current employee, more than 3 years","","","Hyderābād","Very employee friendly organisation and provided all the extended benifits to employees","No such indentified during my tenured.","Show more"
"4.0","25 Jun 2024",".","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88559326.htm","Analytical scientist","Former employee, more than 1 year","good start to work and gain knowledge from fellow buddies","high work pressure during some times","Hyderābād","","",""
"1.0","1 Jul 2024","Wrong door","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88756017.htm","Anonymous employee","Former employee, more than 1 year","","","","DRL brand, location, lunch , garden","Toxic work culture , handicapped processes and credit stealer managers , loud place with everyone spying on each other , Not a place to learn or grow","Show more"
"4.0","19 Jun 2024","wonderful experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88385414.htm","Talent acquisition manager","Current employee, more than 5 years","Growth perspective and career progression","Changes often in HR and a people driven rather a policy driven organization","Hyderābād","","",""
"4.0","10 Jun 2024","Safety Health and Environment","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88113453.htm","Production operator","Current employee, more than 1 year","","","Hyderābād","They Gave preference to Health safety of employees..
Job security is High compared to other companies","Less Amount of salaries..
Hikes are very low","Show more"
"3.0","24 Jun 2024","Pharmaceuticals","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88531872.htm","Resource manager","Former employee, more than 10 years","Good safety precautions at the work environment.","No or less perks for employees.","Visakhapatnam","","",""
"3.0","6 Jun 2024","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88025687.htm","Team member","Current employee, more than 8 years","","","Ameerpet","Good place to learning, develop skills.","Work culture changing, canteen food not good","Show more"
"3.0","18 Jun 2024","Good one","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88359128.htm","Instrumentation and automation engineer","Current employee, more than 3 years","good Work culture and good work life balance","increments are less and promotions are less","Hyderābād","","",""
"1.0","1 Jul 2024","Not a good choice","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88746287.htm","Analytical scientist","Former employee, more than 8 years","","","Hyderābād","nothing now, all changed.... not preferable","Office politics, caste feelings, etc., ....more than 20 years service employees are stopping others growth opportunities","Show more"
"4.0","18 Jun 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88344606.htm","Internship","Former intern, less than 1 year","","","Hyderābād","Supportive environment 
Good people
Less workload","Not much work given to new interns","Show more"
"5.0","6 Jun 2024","Salary","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88025851.htm","Executive team member","Current employee","Professional growth is good, there is a lot of learning scope.","There is a lot of work pressure, there is no personal life balance.","Srikakulam","","",""
"4.0","11 Jun 2024","Good company with great values","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88170831.htm","Junior manager","Former employee, more than 1 year","Plenty of learning opportunities, values and behaviors,","Bureaucratic and bossy, depends on old bosses around","Hyderābād","","",""
"1.0","11 Jul 2024","Bad experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW89052473.htm","Internship","Former intern, less than 1 year","On site learning with relevant explanations.","Job security, not enough salary for freshers.","Nashik","","",""
"4.0","12 Jun 2024","Work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88191896.htm","Project manager","Current employee, less than 1 year","","","Hyderābād","Exposure is good, end to end visibility on projects.","Highly integrated structure, too many stakeholders","Show more"
"4.0","12 Jun 2024","Studio 5b is wonderful 👍","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88181846.htm","Design research intern","Current intern","Great environment, talented people, and good projects","None I can think of.","Mumbai","","",""
"4.0","30 May 2024","its a good company and good enviornment to learn","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87806705.htm","Softwareengineer","Current employee, more than 1 year","","","Hyderābād","its an golden opportunity to work here","time management shoud be must in the startup","Show more"
"4.0","16 Jun 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88296392.htm","Regulatory affairs","Current employee, more than 3 years","work life balance. employee policies","Not applicable as of now","Hyderābād","","",""
"4.0","11 Jun 2024","Great company","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88139540.htm","Research scientist","Former employee, more than 5 years","","","Hyderābād","Great learning opportunities and great culture","Growth opportunities are very limited","Show more"
"4.0","8 Jun 2024","Okay","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88074867.htm","Bd sales","Current employee","Accommodative work culture with minimal job loss pressure","High degree of bureaucracy & checks & balances","Hyderābād","","",""
"4.0","10 Jun 2024","Good to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88098571.htm","Team lead","Current employee, more than 3 years","Excellent exposure in industry wide learning","Not much more to share","Hyderābād","","",""
"4.0","7 Jun 2024","Good work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88056869.htm","Assistant manager","Former employee","Best place to work and grow","Senior mid level micro management","Hyderābād","","",""
"5.0","9 Jun 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW88079347.htm","Analytical specialist","Current employee, more than 3 years","Good excellent very well nice","Salary, Food, transportation, Access, Culture","Hyderābād","","",""
"5.0","4 Jun 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87919017.htm","Document specialist","Current contractor, less than 1 year","","","Hyderābād","Good work life balance
Good pay
Good safety","Everything is good
Food also is very healthy and hygienc","Show more"
"2.0","29 May 2024","Long hours","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87752257.htm","Finance controller","Current employee","","","Hyderābād","Not great of an opportunity","Very long hours and weekend works. Tight deadlines throughout the month","Show more"
"4.0","22 May 2024","Good company with benefits","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87520886.htm","Process automation engineer","Current employee, more than 3 years","Good company with benefits. Work culture is best in pharmaceutical industry","Nothing much to add here. Growth is slow for entry and mid levels","Hyderābād","","",""
"3.0","8 May 2024","Dr. Reddy's Laboratories Ltd","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87085623.htm","Anonymous employee","Current employee, more than 8 years","","","","Work-Life balance
Continuous Learning Environment","Career progression in the company is ill-defined.","Show more"
"3.0","3 Jun 2024","Mixed Experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87890907.htm","Principal product manager","Current employee","","","Hyderābād","Great opportunities to Learn 
Great Pharma company","Poor Work Life Balance 
Poor Strategy","Show more"
"4.0","5 Jun 2024","Goood","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87956190.htm","Consultant","Current employee, more than 3 years","Good working culture with Drl","Not have any conclusions in","Hyderābād","","",""
"4.0","1 Jun 2024","Employee friendly company","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87839952.htm","Training manager","Former employee","Good work culture at Head office","Salary compensation is very low","Hyderābād","","",""
