"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"4.0","21 Oct 2021","Company","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW54331930.htm","Anonymous employee","Former employee","","","","Great company for learning. No compromise on ethics and values.","Low to moderate salary, work pressure.","Show more"
"5.0","31 May 2012","Dr.Reddys labs provides beautiful life.","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW1548674.htm","Senior executive","Former employee, more than 3 years","","","Hyderābād","Excellent Management,Administration and HR.
Awesome working environment and culture.","Quality control employees need some freedom.","Show more"
"4.0","10 Jun 2012","Good Working Atmosphere","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW1584006.htm","Head engineering","Former employee, more than 3 years","","","Hyderābād","If yoy have skill & will you can acheive miracles at Dr Reddys","Decision makeing process is very  very slow","Show more"
"3.0","27 Jun 2012","am hard worker n do things sincerely","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW1662641.htm","Medical representative","Current employee, less than 1 year","","","Coimbatore","dr reddys is gud company and have great future too","need to improve some  maintenance benefits to vehicle and increasing allowances","Show more"
"3.0","4 Nov 2014","Excellent Place to Work,","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW5310366.htm","Product manager","Current employee, more than 3 years","","","Hyderābād","Good amount of Freedom, 
Good Leaning and Training emphasis
Work Life balance
Interaction with Top management","Low Compensation
Less Promotions
Laid back attitude","Show more"
"5.0","2 Jan 2015","Amazing experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW5618949.htm","Product manager","Current employee","","","Hyderābād","Freedom...responsibility at early stage of career.. Worknlife balance...supportive senior management...","Less growth...less salary and mediacricy in work","Show more"
"4.0","5 Dec 2015","MM Lead","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW8830344.htm","Mm lead","Current employee, less than 1 year","","","Visakhapatnam","Focusing on good and quality product by ensure safe working atmosphere","Reision of revisiton process in line with current regulatory guidelines","Show more"
"3.0","3 Mar 2016","DRL","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW9786199.htm","Technical executive","Former employee, more than 3 years","","","Mumbai","Drl has a  culture  as like as a family. The managers are supportive and Helpful.","There is a need for innovative approach. The salary is not competitive as according to Market.","Show more"
"4.0","28 Dec 2016","Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW13122354.htm","Manager","Current employee, more than 8 years","","","Hyderābād","Good culture and good management,employee friendly organization,work and family balanced environment.","No one will take the responsibility, some times non pharma people leading the organization which leads to wrong decision.","Show more"
"3.0","16 Mar 2017","good brand, poor plat mindset managers","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW14208507.htm","Qa associate (management analyst)","Former employee","","","Hyderābād","good company, nice brand, 
job security
fair compensation","plant culture
recognition only if you stretch","Show more"
"3.0","6 Aug 2018","Unexpected management behaviour","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW21838214.htm","Anonymous employee","Current employee, more than 1 year","","","Hyderābād","Facilities are satisfactory. Nice company ethics.","Management themselves won't follow ethics. Saying cost control, numerous employees were suddenly asked to leave the company.","Show more"
"4.0","20 Jun 2019","Manager Supply Planning","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW27515362.htm","Scm","Current employee, more than 3 years","","","Hyderābād","Great work culture and well established systems
You can reach to any level without hesitating for any kind of issues and support","Growth is bit slow unless you are an MBA or exceptionally talented","Show more"
"3.0","1 Jul 2019","Good place to work if you want to have a chilled out job","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW27741849.htm","Assistant manager","Former employee, more than 1 year","","","Hyderābād","Good team members
Employees looked after well
Decent amount of engagement activities","No clarity on role
Teams do not talk to each other and work in silos","Show more"
"4.0","10 Mar 2020","Intent without action","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW32313786.htm","Anonymous employee","Current employee","","","","People friendly and gives good stability to right people","Matrix structure slows down decision making and lack of accountability","Show more"
"4.0","18 Jun 2020","Very good support","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW33779645.htm","Regulatory affairs manager","Former employee, more than 3 years","","","Hyderābād","The leadership team is very good and they provide ample opportunity for employees to grow and the best part is the work-life balance along with the HR policies","Need to think about it","Show more"
"1.0","25 Nov 2020","Don't join for sales and marketing, if you are from an MNC. Kindly search for an MNC.","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW38723010.htm","Area business manager","Current employee, more than 1 year","","","Bengaluru","Couldn't find any. Tipical Indian MNC, old culture and ethics.","No work culture ethics, no HR strong policy towards employees. More exploitation.","Show more"
"3.0","13 Feb 2021","Just decent","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW42460021.htm","Anonymous employee","Former employee, more than 1 year","","","Bengaluru","Products are good and all customers known about the company and brands","Poor management, each individual follow their own rules in the higher management
Not much benfits who are working in the field.","Show more"
"4.0","16 May 2021","Great company to work for","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW46995364.htm","Associate director","Current employee, more than 8 years","Excellence culture, maintain very high integrity, Best and employee HR policies, one of the best management in the country..","Work pressure, Limited growth after AD level post role based model implementation.","Hyderābād","","",""
"1.0","31 May 2021","Formulations Unit","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW47689772.htm","Site technical manager","Current employee, more than 1 year","","","Visakhapatnam","- Exposure to a world-class facility
- One of the few firms throughout the world to work on complex products","- Unorganised and repetitive work
- Employees are not compensated for extra hours spent and work done over weekends. Please learn from other industries that cushion the employees with benefits for extra hours / extended work over weekends","Show more"
"3.0","2 Jul 2021","na","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW49220129.htm","Production specialist","Current employee, more than 3 years","","","Hyderābād","Good salary at starting of career","No work life balance
management is laid back, probably a bit too much
No recognition for the work done even for the extra efforts or time put into completion of any task","Show more"
"4.0","20 Aug 2021","Superb","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW51394360.htm","Software test engineer","Current employee, more than 5 years","","","","Superb management best work culture and will get good hike superb superb superb superb superb","No cons no cons no cons no cons no cons no cons no cons no cons no cons","Show more"
"4.0","4 Jun 2012","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW1555405.htm","Anonymous employee","Current employee, less than 1 year","","","Hyderābād","no limits on the work you can do.
good reputation of company
best HR policies","heavy work pressure
heavy bureocracy
strong employee union","Show more"
"5.0","16 Jun 2012","QC expert involved in lot release of therapeutic proteins","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW1611308.htm","Assistant manager in qc","Current employee, more than 5 years","Policy and Values of Dr reddy's made best place to work","very much focussed and it is difficult to get noticed like in small companies.","Hyderābād","","",""
"4.0","26 Jun 2016","Employee Friendly","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW11045700.htm","Project manager","Current employee, less than 1 year","","","Baddi","Company is very employee friendly","Nothing particular is there which can be treated as downside of the company","Show more"
"5.0","23 May 2017","Work in Dr Reddy's","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW15176347.htm","Anonymous employee","Former employee","Very good culture. Employees are encouraged to find challenging work and hence given control on their future","Inefficient HR systems. No long term management enabler programs for high performing employees","","","",""
"4.0","11 Oct 2017","good company to work if you believe in slow and steady","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW17286227.htm","Manager","Current employee, more than 1 year","","","Hyderābād","management is open for experiments,","processes are sometimes too bureaucratic,","Show more"
"4.0","1 Mar 2018","Employee Friendly Organisation","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW19478196.htm","Anonymous employee","Current employee","The organisation is ethical and cares for its employees.The HR policies are very supportive.","The organisation needs to strengthen its systems and bring in more automation.It still operates traditionally in some aspects.","","","",""
"4.0","13 Mar 2018","Better place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW19661207.htm","Analyst","Former employee, more than 8 years","","","Hyderābād","- Flexible time
- Employee friendly organization
- Well evolved MNC culture","- There are still some departments where nepotism is present","Show more"
"3.0","29 May 2018","drl","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW20804191.htm","Anonymous employee","Former employee","","","","brilliant ceo, very caring he came and asked me how i was after i met with an accident","no direction....too many people, too many seniors, too much of politics, whats with the telugu gang?","Show more"
"5.0","8 Dec 2018","Asst manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW23760069.htm","Anonymous employee","Current employee","","","","Great culture and very good place to work.","So far I didn't see any cons about this organization as compare to other organizations this one is best.","Show more"
"5.0","29 Oct 2019","Admin","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW30074455.htm","Anonymous employee","Current employee, more than 1 year","","","Hyderābād","Good
Great company
Gud management
It was a nice company and management is also good","Salry is low conparing with other and the food facility is not available and the hike is no in salary","Show more"
"5.0","28 Mar 2021","Working Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW44674250.htm","Resoure manager","Former employee, more than 3 years","","","Hyderābād","It is a very good company for fresher as well as senior management in all the ways. Management is very good.","There are no specific cons.","Show more"
"3.0","28 Jul 2021","experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW50393645.htm","Internship","Former intern","","","","good mentors with knowledge in their fields
easy access to top people
easy access to lab and plants for projects","erratic hiring process 
no ppo guarantee even after decent work
low salary
bureaucratic culture with interdepartmental hassles and tussles","Show more"
"5.0","5 Jun 2012","Best Indian company to work for","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW1563324.htm","Assistant manager in qc","Former employee, more than 3 years","","","Hyderābād","Best packages
Work satisfaction
well cultured
Employee friendly especiall for woman","need to maintain work life balance to employees
regional feeling in the middle management leading to demotivation of junior employees","Show more"
"4.0","7 Jul 2012","Dr.Reddy's a beautifull company to work with;for those who are really ambitious about their career.","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW1702399.htm","Asm (area sales manager)","Current employee, less than 1 year","","","Cochin","An organisation with a vision and exellant work culture.","Remunarations should undergo market correction.","Show more"
"5.0","21 Oct 2012","Working in Dr Reddy's is Amassing.....","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW2069250.htm","Junior manager - process engineering","Current employee, more than 3 years","","","Visakhapatnam","Satisfaction in work..
well knowledge experts in R&D","Dedication in Shop floor people...
understanding the Process and CGMP systems..","Show more"
"5.0","23 Nov 2012","Best  Employment at Dr Reddy's","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW2154944.htm","Sbo","Current employee, less than 1 year","","","Lucknow","What ever you expect ...Learn and earn....every thing here ...culture,value,ethics,recognition,learning, coaching","reporting too much time taking","Show more"
"4.0","23 Sept 2013","Very open and transparent","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW3086348.htm","Assistant manager","Current employee, more than 3 years","","","Hyderābād","Easy access to management and flexibility in work","decision making is an area where the management needs to concentrate on","Show more"
"3.0","27 Mar 2016","Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW10055182.htm","Manager","Former employee, more than 5 years","","","Hyderābād","Excellent exposure , excellent place to learn and grow.","If you can create visibility with top management you can grow faster","Show more"
"4.0","6 Sept 2018","Manager Supply chain management","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW22345023.htm","Anonymous employee","Current employee","","","","Lots of  pro's

- Effective leadership team
- Fast track career progress especially  for Tier-1 college graduates.
- Steep learning curve.","No cons ... ... ..","Show more"
"4.0","7 Feb 2019","I have worked in Dr reddys as a Consultant more than 4 year 8 months","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW24595697.htm","Consultant","Current employee, more than 3 years","","","Hyderābād","Job security and good working culture, friendly environment.","Can sometimes be a little stressful","Show more"
"4.0","3 Sept 2019","Area sales Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW28995182.htm","Asm (area sales manager)","Current employee, more than 5 years","","","Bengaluru","Work culture is good, potential to earn maximum incentive compare to any pharma company, people willing to grow in career will get good support from organization","No cons in the organization","Show more"
"4.0","24 Sept 2019","A relatively good company among many in India","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW29410226.htm","Process r&d specialist","Current employee, more than 1 year","","","Hyderābād","Empathetic towards the Employees. Great work environment","There are not really any cons, however work-life balance for scientists is not satisfactory","Show more"
"4.0","25 Mar 2021","Good overall learning experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW44565601.htm","Ehs engineer","Current employee, more than 1 year","","","Hyderābād","1) Focuses on learning and creates that atmosphere.
2) Identifies the leader in you and provides you the correct platform","1) Slow salary increment 
2) Management lacks control over few managers","Show more"
"3.0","28 Aug 2012","Good organization","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW1895404.htm","Senior executive","Former employee, more than 1 year","","","Visakhapatnam","Working environment , Good People and company poised towards growth, Strategic approach.","Low salaries, other than i didnt find any tough.","Show more"
"5.0","12 Jan 2013","it is a well systematic company which taking care of his employee as well as patient.","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW2275873.htm","Process manager","Current employee, more than 5 years","","","Hyderābād","to have better future in working environment","it is good working atmosphere","Show more"
"3.0","20 Apr 2014","Good place to gain knowledge","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW4088289.htm","Assistant manager","Former employee, less than 1 year","","","Hyderābād","Work life balance & one of the best company in Pharma space in India","HR policy, No career growth plan for employees","Show more"
"2.0","17 Jul 2016","Telugu Dominated Company","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW11265228.htm","Anonymous employee","Former employee","","","","I cannot find any pros","Full of Politics, Dont ever think of going if u arent a telugu guy","Show more"
"5.0","22 Jan 2017","Mylan and Dr redd's","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW13427640.htm","Electrical technician","Former contractor, less than 1 year","","","Srikakulam","Improve my knowledge and job possition and improve my salary","Saftey working and good knowledge in Control wiring and trouble shooting","Show more"
"4.0","8 Oct 2017","Professional Organization with focus on mid to longterm","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW17234074.htm","Director","Current employee, more than 5 years","","","Hyderābād","Freedom of work, Respect for individual, competent employee force, Professional Organization","Scope of improvement to speed up execution","Show more"
"5.0","1 Feb 2019","Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW24487628.htm","Anonymous employee","Current employee","","","","Very good learning environment and high potential to grow","Nothing as such only multiple initiatives at one go","Show more"
"4.0","29 Aug 2020","Great company","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW35416951.htm","Regional sales manager","Current employee, more than 8 years","","","Hyderābād","Good culture
Respect from customers 
Quality products 
Good carrier growth","Less customer engagements & very delay service
Sales pressure","Show more"
"4.0","18 Dec 2020","11 Years Experience in Quality control and Quality Assurance.","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW39596622.htm","Quality assurance associate","Current employee, more than 10 years","","","Hyderābād","Culture and Support by management","Recently role banding system implemented by which no growth of people within team.","Show more"
"5.0","18 Jul 2012","management observes the highest standards of ethics","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW1744797.htm","Executive","Former employee, more than 3 years","","","Hyderābād","Committees appointed by the Board focus on specific areas","including the non-executive directors, has full access to any information related to our company","Show more"
"3.0","11 Oct 2014","Good company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW5145147.htm","Assistant manager","Former employee, less than 1 year","","","Hyderābād","Work life balance

Good environment to work with other teams. 

Nice place to gain knowledge along with senior colleagues.","Lower salary when compare to industry

No support from senior staff","Show more"
"4.0","15 Jul 2015","Best place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW7229684.htm","Anonymous intern","Current intern, more than 1 year","","","Hyderābād","Awesome learning and autonomy at work.
Helpful guides & buddies to gel into the organization.","You need to extend every time.","Show more"
"3.0","18 Jan 2017","Associate Director","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW13379430.htm","Associate director","Current employee","","","Hyderābād","Good HR Policies, Good Work environment  and Good facilities","No culture of listening, bad decisions due to few incompetent leaders","Show more"
"4.0","24 May 2017","Assistant Manager- Strategy","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW15186406.htm","Anonymous employee","Current employee","","","","Good work life balance
Great scope and quality of work for people on the business and management side","Lack of role clarity
Very boring work environment","Show more"
"5.0","22 Aug 2017","Beautiful environment","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW16473240.htm","Anonymous intern","Former intern","","","","Interns are treated very well
Amazing set of mentors
My mentor allowed me to demonstrate my project to  a senior director at Dr.Reddys","The company should hire more interns","Show more"
"3.0","12 Oct 2017","Good Company","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW17311662.htm","Sales officer","Former employee, more than 1 year","","","Pune","good organisation for entry level.","lack of  coordination  in maintaining supply of articles .","Show more"
"4.0","24 May 2018","The best Company to Learn many things...","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW20729433.htm","Assistant finance manager","Former employee, more than 3 years","Freedom of expression, Transparent system, people help you in learning many things..etc","Based on situation some will be there...Not very specific.","Hyderābād","","",""
"4.0","22 Feb 2019","One of the best companies I have worked for","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW24840683.htm","Marketing director","Former employee, more than 5 years","","","Hyderābād","Great work culture, ethical practices and employee friendly top management","Less growth opportunities and politics in few departments","Show more"
"4.0","24 Nov 2019","Change control, incidents,deviations,complaints","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW30547591.htm","Senior chemist","Former employee, more than 3 years","","","Hyderābād","Good collogues, and very cooperative such very good work free culture in Dr .reddys","Working is very boring while because rotien work","Show more"
"5.0","21 Dec 2019","Principal Scientist","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW30976823.htm","Delivery manager","Current employee, more than 3 years","","","Hyderābād","Excellent work/life balance.  Freedom to explore new horizons and able to reduce ideas to practice. Empowerment to go new heights and decision making.","None that affects your performance","Show more"
"5.0","27 Oct 2020","Amazing experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW37654359.htm","Anonymous intern","Current intern","Supervisors are extremely knowledgeable and helpful. They helped me become more confident in my abilities.","There are no cons to interning at DRL. It's an opportunity of a lifetime.","","","",""
"4.0","14 Mar 2021","Probably the best in Pharma","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW43963799.htm","Business engagement manager","Former employee, more than 3 years","","","Hyderābād","Visionary founders and extremely intellectual leadership","Low emphasis on action, people talk more than doing the work. Lot more thinking goes into PowerPoint presentations compared to peers.","Show more"
"3.0","22 May 2021","Digital COE","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW47313520.htm","Digital process excellence","Former intern","Big company, Good perks, Good for consultants wanting to switch career","power in the hands of leadership for any changes in the projects, no structure or methodologies followed in the team","","","",""
"5.0","3 Aug 2021","One of the best places","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW50614677.htm","Deputy manager","Current employee, more than 5 years","","","Hyderābād","Very professional and well organized
Good exposure and learning.
Good policies.","Moving up the ladder might be a challenge sometimes as people usually do not move out easily.","Show more"
"4.0","15 Sept 2013","Great Company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW3054341.htm","Anonymous employee","Current employee, more than 8 years","","","Hyderābād","No red-tapism. empowerment, scope to initiate and implement your thinking","Imbalance in people competency. Getting into process ""driven"",","Show more"
"4.0","5 May 2016","Operational Excellence Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW10503022.htm","Assistant manager","Current employee, more than 1 year","Supportive work culture.. good chances for growth and learning","very slow in execution.. no body is on toes except fe in top management posts","Hyderābād","","",""
"4.0","21 Aug 2016","Typical Indian Corporate Work Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW11632559.htm","Manager","Current employee, less than 1 year","","","Hyderābād","Growing Organisation, Well respected in Sector","lack of systems, dissatisfaction among employees, Lack in Technical Competency","Show more"
"5.0","19 Sept 2016","Great place to.work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW11987791.htm","Assistant manager","Current employee, more than 3 years","Employee friendly policies when compared to most of companies in India. 5 days week and flexible timings.","Every work is urgent. Not so professionally managed. Hindi domination","Hyderābād","","",""
"5.0","25 May 2017","Dr. Reddy's","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW15203464.htm","Anonymous employee","Former employee, more than 3 years","Dr. Reddy's is a great place to work. They are innovation driven and encourage employees to perform to their full potential.","Not many job openings at Dr. Reddy's.","Hyderābād","","",""
"2.0","5 Dec 2017","Dr Reddys","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW18217604.htm","Anonymous employee","Former employee","","","","Very Good company with good reputation","Very poor management for certain processes. Egos come first then thoughts.","Show more"
"3.0","19 Feb 2018","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW19313932.htm","Technical trainer","Current employee, less than 1 year","You will be getting constant support from your manager and the working hours are flexibile","If you start your life as a fresher in DRL I think it is not good","Hyderābād","","",""
"4.0","30 Sept 2020","Best work place with maximum appreciation from management","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW36561927.htm","Assistant manager","Former employee, more than 5 years","","","Hyderābād","Very competitive environment with great stuff","Work life balances Mises as many audits along the year","Show more"
"5.0","18 Feb 2014","Great Place To Work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW3721461.htm","Anonymous employee","Current employee, more than 1 year","","","Hyderābād","Quiet flexible to work, Sufficient time to execute task.","Be clear about Job responsibilities and roles before joining itself","Show more"
"4.0","29 Nov 2017","great work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW18113370.htm","Anonymous intern","Current intern","competitive as well as friendly work environment. lovely ambience. flexible timings. good salary.","PGs surrounding the area are not so good. management doesn't give accomodation for freshers.","","","",""
"5.0","14 Jun 2018","Good company with professional approach & ethical values","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW21051368.htm","Assistant manager","Former employee, more than 1 year","","","Hyderābād","Teaches self initiative, makes leaders","Nothing much. May be salary can be on higher side","Show more"
"3.0","2 Apr 2020","HR","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW32577072.htm","Hrbp","Former employee, more than 3 years","","","Baddi","Learning, diversity, Values, systemic approach","Low salary, excessive work pressure, no autonomy at plant level, frequent changes in priorities, no support from corporate HR.","Show more"
"3.0","11 Jan 2021","Less trainings and Hikes","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW40489947.htm","Senior team member","Former employee, more than 1 year","","","Hyderābād","Work Experience, Good Hands-on, Nice infrastructure, Proper bus commutation","Lack of Technical trainings, Less Hikes","Show more"
"4.0","21 Jul 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW50060975.htm","Digtal marketing","Former employee, more than 1 year","","","Hyderābād","Absolutely thorough with their product knowledge. Know exactly what their customers want and keep to their word when it comes to delivery.","there is nothing negitive in this company","Show more"
"4.0","22 Jul 2021","Good company but could be better with respect to employees growth concerns","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW50165894.htm","Analytical scientist","Current employee","Everything is good about the company.","Except that the increments or growth in this company is very slow.","Hyderābād","","",""
"5.0","5 Jan 2022","Good company to work and learn","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW57450519.htm","Site lead","Current employee, more than 3 years","Lot of learning opportunities you will get while working in this organisation","Nothing to share as cons, it’s good organisation in Pharma sector","","","",""
"5.0","21 May 2012","It is a great place to work in industry.","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW1526683.htm","Psr","Current employee","","","Surat","-Good Culture
-Good relations
-Healthy relationships
-Inter department promotions","-Waiting time for work
-Takes too long to get promotion on hierarchy level","Show more"
"5.0","29 Jul 2012","incredible organization value which inspire to enjoy while working","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW1785656.htm","Junior manager","Current employee, more than 3 years","","","Hyderābād","good cultural value which satisfy the employee","casual aproch in some instances","Show more"
"5.0","20 Sept 2012","my experience is awesome. its a great company to work.","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW1975941.htm","Marketing, professional service representative","Current employee, less than 1 year","for better career opportunities in the industry","no pressure is given by the managers during the work time","Thiruvananthapuram","","",""
"4.0","1 Nov 2012","Best place to work for Pharma","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW2101089.htm","Jto","Current employee, more than 3 years","","","Hyderābād","job security,satisfaction,good work culture,good carrier oppertunites","communication problem is there between lower to higher management","Show more"
"3.0","13 Nov 2014","Place for good work-life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW5371750.htm","Assistant manager","Former employee, more than 1 year","","","Hyderābād","good work-life balance
friendly environment
opportunity to change jobs internallly","There is no role clarity. Its all about keeping yours boss happy. Too much of office politics","Show more"
"4.0","4 Dec 2015","Analytical scientist","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW8828869.htm","Research scientist","Former employee, more than 5 years","","","Hyderābād","Good facilities n policies.","Too many reporting long chains
Too much variations in job responsibilities","Show more"
"4.0","2 Jun 2016","Good company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW10804200.htm","Assistant sales controller","Former employee, more than 1 year","","","Hyderābād","Good pay master. Plenty of internal opportunities.","Too much work. Politics to be taken care.","Show more"
"5.0","7 Feb 2016","Good organization to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW9488744.htm","Technical trainee","Former employee, more than 1 year","","","Hyderābād","Good opportunity to learn a lot if you're a fresher.
Good ethical values in the company.","Opinions are not valued much if you're fresher.","Show more"
"3.0","11 Dec 2016","Good work environment, slow progress","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW12962146.htm","Junior manager","Former employee, more than 1 year","","","Hyderābād","- friendly work environment
- not a pressure job","- Low compensation
- slow growth
- hierarchical management","Show more"
