Britannia Industries Ltd 2
glassdoor (1),,,,,,,,,,,
review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_location__E_Ine,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2
3.0,29 Jul 2023,Ok,https://www.glassdoor.co.in/Reviews/Employee-Review-Britannia-Industries-Limited-RVW78676549.htm,Software developer,Former intern,"Kabūli, Uttar Pradesh",,,,"good food, ok, nice, nice","-ok company, average experience, nice"
3.0,13 Jun 2023,Good place to learn buy poor pay master,https://www.glassdoor.co.in/Reviews/Employee-Review-Britannia-Industries-Limited-RVW77316516.htm,Brand manager,"Current employee, more than 5 years",Bengaluru,Culture is ok and people are humanitarian. No issue on leaves.work life balance is bad..you will end up doing 2 people work,Work load is bad and low pay,Show more,,
3.0,29 Apr 2023,"Good opportunity to work on large brands, lower than industry compensation and lack of work life balance",https://www.glassdoor.co.in/Reviews/Employee-Review-Britannia-Industries-Limited-RVW75957451.htm,Product manager,"Current employee, less than 1 year",Bengaluru,- Will help develop marketing thought process - Opportunity to work on large brands,- Lack of work life balance - Compensation is lower than industry - Time wastage on making endless presentations - Can't take decisions on your own,Show more,,
4.0,13 Jul 2023,Engineering,https://www.glassdoor.co.in/Reviews/Employee-Review-Britannia-Industries-Limited-RVW78229582.htm,Maintenence,Former employee,Bharūch,,,,Good company to work in fmcg.,You should ask for more salary
3.0,11 Jul 2023,Stable company,https://www.glassdoor.co.in/Reviews/Employee-Review-Britannia-Industries-Limited-RVW78141194.htm,Supply chain officer,"Current employee, more than 1 year",North West,,,,Very less salary high hike,No Work - Life balance for my role
5.0,20 Jun 2023,Work environment is very good.,https://www.glassdoor.co.in/Reviews/Employee-Review-Britannia-Industries-Limited-RVW77538545.htm,Purchase officer,Current employee,,,,,Good team work. Employer will support us to achieve the goal.,Some lack of employees encouragement to achieve a target.
5.0,16 Jun 2023,Internship,https://www.glassdoor.co.in/Reviews/Employee-Review-Britannia-Industries-Limited-RVW77442677.htm,Sales trainee,"Former intern, less than 1 year",Kalyan,,,,You will get to learn how fmcg works,I was standing for 9 hours in the store not even a single minute i got to seat
4.0,22 Apr 2023,Amicable work culture & opportunity to grow easily,https://www.glassdoor.co.in/Reviews/Employee-Review-Britannia-Industries-Limited-RVW75730351.htm,Brand manager,"Current employee, more than 5 years",Bengaluru,1) A very good culture especially in marketing. Work life balance is really good Managers are quite humane. 2) No unreasonable expectations from managers,1) Very less pays for all levels. Lower than most FMCG companies 2) very less employee engagement,Show more,,
3.0,23 Jun 2023,Officer grade 2,https://www.glassdoor.co.in/Reviews/Employee-Review-Britannia-Industries-Limited-RVW77662514.htm,Officer,"Current employee, more than 1 year",Bengaluru,,,,Good work environment qnd learning,"Lower than market pay, huge disparity in pay at same grade in same department"
1.0,12 Aug 2023,Worst culture - No value for human,https://www.glassdoor.co.in/Reviews/Employee-Review-Britannia-Industries-Limited-RVW79090210.htm,Territory sales incharge,"Former employee, less than 1 year",Chennai,,,,Nothing except for their brand pull.,Worst culture - No value for human. They treat like slaves
3.0,14 Jun 2023,Salary good is low,https://www.glassdoor.co.in/Reviews/Employee-Review-Britannia-Industries-Limited-RVW77395138.htm,Corporate planning officer,"Former employee, more than 3 years",Pune,Jib security is good at Britannia,Salary growth is very low Favoritism at factory level,Show more,,
4.0,17 Apr 2023,You learn alot to lead and manage mutitasking,https://www.glassdoor.co.in/Reviews/Employee-Review-Britannia-Industries-Limited-RVW75555550.htm,Area sales executive,"Current employee, more than 1 year","Gorakhpur, Uttar Pradesh",Good to work with the comapny you got to learn alot with the company,Attiquates need to be maintained in the company which is getting vanished day by day.,Show more,,
3.0,9 Jun 2023,Good company,https://www.glassdoor.co.in/Reviews/Employee-Review-Britannia-Industries-Limited-RVW77220985.htm,Hr-officer,"Former employee, more than 1 year",Bengaluru,,,,Decent place to work and gives job security,Salary increments are slow and not great
1.0,20 May 2023,Worst work culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Britannia-Industries-Limited-RVW76620110.htm,Internship,"Current intern, less than 1 year",Indore,There are No pros on interns.,"No work culture, uneducated ASE in sales, showing attitude to MBA level interns and shows you no respect.",Show more,,
